form	count
*ku̯tu̯r̥i̯ó-n-	1
*ku̯ōrto-	1
*ku̯ǝtru-tó-	1
*ku̯ǝtur-om	1
*ku̯ǝtur-tó-	1
*ku̯ǝtu̯r̥-tó-	1
*kátërt-	1
*musu-	1
*ner-es.21	1
*neu̯ano-	1
*newundan-	1
*nou̯-ameto-	1
*nou̯an-	1
*nou̯an-eto-	1
*Nou̯anto-	1
*nēr	1
*Oderzo	1
*oktōu̯ó-30	1
*oχtāu̯i̯o-	1
*oχtū/āu̯	1
*oχtūn	1
*oχtūnto-	1
*p-	1
*p_ku̯-	1
*pe/oku̯-	1
*pelu-	1
*penku̯-edi̯o-	1
*penku̯-ti-	1
*penku̯er-	1
*penku̯er-i(i̯)o-	1
*penku̯eto-	1
*penku̯o-	1
*penku̯to-	1
*penku̯tos	1
*pet(i)ūr	1
*pet(i)ūr’s	1
*pet-	1
*pet.ti̯ūr).19	1
*peter-	1
*peter-i-	1
*peter-i̯o-	1
*peteri-	1
*petir(i)i̯ās.59	1
*petirii̯ā	1
*petiri̯ā	1
*peti̯ūr	1
*petores	1
*petorr	1
*petors	1
*petrias	1
*petrii̯ā	1
*petrii̯ās	1
*petru-	1
*petru-sidius	1
*petur-to-	1
*petur-ō(n	1
*petura	1
*peturias	1
*peturo	1
*petu̯ares	1
*petu̯arii̯o-	1
*petu̯ur-to-	1
*petōr-	1
*petōr-ă/ā	1
*petŏr	1
*petŏr-es	1
*petŏr-ă/ā	1
*pn̥ku̯tó-	1
*poku̯o-	1
*pompe	1
*pompto-	1
*pompu-sidius	1
*ponto-	1
*ponχto-	1
*poppo-	1
*pterou̯ent-i̯ă	1
*pętero	1
*pīχto-	1
*Pīχto-	1
*pōχto-	1
*quatur	1
*quinχtus	1
*quonkto-	1
*quātuor	1
*quīnχtus	1
*rato-	1
*sei̯t-	1
*seks	1
*seksto-	1
*seksto-.27	1
*septanius	1
*septmó-	1
*septm̥-(H)ó-	1
*septm̥-i̯ó-	1
*septm̥-to-	1
*septm̥:50	1
*sesta-	1
*Sestumo-	1
*seƀunþan-	1
*seχt-amos	1
*seχtam-	1
*seχtameto-	1
*seχtametos	1
*Seχtanto-	1
*seχtun-to-	1
*Seχtun-to-	1
*suH-elo-	1
*suks-ó-	1
*suu̯elo-	1
*su̯eks	1
*su̯eks-tó-	1
*su̯eks-ó-	1
*su̯elo-	1
*su̯esto-	1
*su̯eχs-to-	1
*su̯eχso-	1
*tanχto-	1
*tarto-	1
*ters-no-	1
*tetarto-	1
*teu̯t-at(i)-iko-	1
*teu̯to-palant-aiko-	1
*treu̯-	1
*tri-gȹ-s-nī	1
*tri-no-	1
*trii̯ā	1
*tris-	1
*tris-no-/	1
*trisno-	1
*trit-	1
*trit-ii̯o-	1
*tritamo-	1
*tri̯o-	1
*tru-	1
*tru-to-	1
*trut-	1
*trut-amo-	1
*trut-amū	1
*trut-ū	1
*trutameto-	1
*trutanto-	1
*truti̯ā	1
*trutū-	1
*trutū-nto-	1
*trīku̯o-	1
*trīno-	1
*Turto-	1
*tūrā-i̯-ont-	1
*udōr	1
*upo-	1
*u̯iro-	1
*þaŋχta	1
*þāχta	1
*četvrĭtŭ	1
-(V)ii̯o-	1
-anto-/-ant-(i)i̯o	1
-au̯-	1
-au̯o-	1
-au̯rC-	1
-du̯	1
-du̯-	1
-ei̯	1
-ei̯t-	1
-er.i̯o-	1
-eχt-	1
-ii̯o-	1
-ku̯t-	1
-ou̯-	1
-ou̯o-	1
-tt.u̯-	1
-tūrans	1
-tūrāre	1
-uu̯-	1
-u̯n-	1
-u̯ur-/-u̯	1
-ā-	1
-āu̯ó-	1
-ōu̯o-	1
-ōu̯ó-	1
-ū	1
-ūmeto-	1
-χt-	1
/ei̯/	1
/ā/	1
ABLECA	1
ABLICVS	1
ABLIQ(VM	1
ACCEICVM	1
ACQVA	1
ADAECINAE	1
AEVENA	1
ALLOS	1
ALVILLA	1
ANN(ORVM	1
ARA(M	1
ATAECINAE	1
ATTA	1
ATTIA	1
B-5	1
battuō	1
BETTVEDIVS	1
BETVELLIVS	1
BODDECVN	1
BODECIVS	1
BOVDICA	1
BSL	1
C(AI	1
C]AMPANVS	1
CABVRATEIQVM	1
CAR(-	1
CASSIDIVS	1
catvāras	1
catvāri	1
caϑru-	1
CENTVRIO	1
centūria	1
CESOR	1
CINQVE	1
CINTVS	1
CLITMONIS	1
CO(M	1
COELIVS	1
colō).60	1
COMP(-	1
compedēs	1
CONCELTI	1
Coporī	1
COSOL	1
CRV(STVMINA	1
CRV-	1
crīnis	1
CVICTO	1
CVRIO	1
D(EO	1
DALMATA	1
DANICA	1
DE-	1
DEAE	1
DECAMETOS	1
DECANTILLA	1
DECVRIO	1
decēnī	1
DEGANTAE	1
DEO	1
DVREITA	1
DVRETA	1
EDIGENIO	1
EIMFERIS	1
EIT	1
ELOPPO	1
enku̯	1
equī	1
etu̯erom	1
eχsameto-	1
eχsto-	1
F(ECERVNT	1
F(ILIA	1
F(RONTE	1
FENGVSA	1
FFI2012	1
FIERI	1
FILIVS	1
FL(AVIVS	1
FLAV(IANVS	1
FLORVS	1
futtuō	1
fēorþa.15	1
fīfta	1
GENSIS	1
GENT(E	1
i(i̯)o-	1
IANNVARIVS	1
IFADEM	1
IFATE	1
IFEROS	1
IIII	1
ii̯o-	1
INT(ER)AM(NA	1
INVIC/TO	1
IVSSIT	1
i̯-ūr	1
i̯o-derivation	1
janānām	1
K.0.14	1
K.1.2	1
K.23.2	1
K.9.3	1
ketvir͂	1
kompedi̯o-	1
ku̯	1
ku̯ameto-	1
ku̯e	1
ku̯enku̯eto-	1
ku̯i	1
ku̯onku̯to-	1
ku̯īnto-	1
ku̯īχto-].43	1
KVITO	1
L(IBERTA	1
L(VCIVS	1
L(VGVDVNI	1
LETONDONIS	1
LVGARIVS	1
LXXXX	1
M(ANIVS	1
MAXIM(VS	1
MEIDVBRIGA	1
MEIDVENVS	1
MEIDVTIVS	1
MINECO	1
MVLIERIS	1
MVNDICIEI	1
N(VMERIVS	1
N.F	1
NAMETOS	1
NAT(IONE	1
NIVS	1
nku̯-	1
nku̯tó-	1
NO-	1
NONIVS	1
nouāre	1
NOVANTIA	1
NOVANTIVS	1
NOVANVS	1
NTS	1
NVANE	1
NVANE)40	1
NVCA	1
OCTIMBRIS	1
octāns	1
OTAI	1
ou̯i̯o-	1
OX-	1
OXTAIVS	1
OXTVMETO	1
P(EDES	1
P(VBLIVS	1
PADROS	1
PEDERNI(VS	1
PEDITAG(A)E	1
PEI-	1
PEIDVRTIA	1
PEMBELOR(VM	1
PEMPT(A)E	1
PEN-	1
PENDIEGINO	1
PENTIA	1
PENTO-	1
PETELLIVS	1
PETERNI	1
PETERNIVS	1
PETERNVS	1
PETERVSA	1
PETRAIOCI	1
PETRANIOI	1
PETRAVIOI	1
PETRIDI	1
Petru-coriī	1
PETRVDECAMETO	1
Petrōnius	1
PETTVRONIS	1
PETVE/RNVS	1
PETVRCIO	1
PETVRCIVS	1
PG-	1
PIGANCO	1
PINGANCO	1
PINPETOS	1
PINTIA	1
PINTILIVS	1
PIXTACI	1
PIXTICENVS	1
PLECVSA	1
POMPAEDIVS	1
POMPEDIVS	1
POMPETEGVAIOS	1
POMPVEDIVS	1
POMPVLLEDIVS	1
POMPVSIDIVS	1
Pompōnius	1
POMTIS	1
PONTEDIVS	1
PONTIDIVS	1
PONTILIVS	1
PONTIVS	1
PRIMVS	1
puerī	1
puxϑa-.39	1
PVDENS	1
pūhto-	1
Q(VINTVS	1
Q]VEINCTIVS	1
que(t)u̯orto-	1
quetu̯orto-	1
quādrans	1
quīn(c)tus	1
quīn-	1
quīnctilis	1
quīncuriō’	1
quīntus.61	1
quīnī	1
Quōrta	1
QVICTILIS	1
QVINCTILI-	1
RADOM	1
riō	1
RVRDA	1
RVTILIA	1
RVTILIVS	1
r̥-	1
SAL-	1
SECVNDA	1
SEI/TVND/O	1
SEPTANII	1
SEPTANTI	1
SESTE-	1
SESTVS	1
SEXTAMETOS	1
SEXTANT[IA	1
SEXTANT[IO	1
seƀunþan-	1
seχtameto-	1
SOLI	1
SVESTIDIAE	1
SVESTILIVS	1
sānctus	1
sēnī	1
Sūrya	1
TAIVS	1
TARVODVRESCA	1
Ternī	1
TILIVS	1
TILLEGVS	1
TILLICVS	1
TINDILICVM	1
TIRTOVIVS	1
TOVDADIGOE	1
TOVDOPALANDAIGAE	1
TRAIOCI	1
TREPPONIS	1
TRIPPI	1
TRIPPONIS	1
Trita-Āptya-	1
TRITOS	1
triā	1
TRV/[T]OB(RI-	1
TRVCCHIA	1
TRVCIDIVS	1
TRVPPICVS	1
TRVTELIVS	1
TRVTI	1
TRVTI-	1
TRVTTEI-	1
TRVTTEIVS	1
trēs	1
trūnī	1
tr̥tīya-	1
tur-n̥s	1
turiō	1
turīya-	1
TVARIOS	1
TVRANCICVS	1
TVRANTIVS	1
TVRANTO	1
TVRO-	1
TVRTIVS	1
TVRTOQO(M	1
tōr	1
tŏr-ă/ā	1
uicēnī	1
u̯a	1
u̯e	1
u̯ero-	1
u̯iHro-	1
u̯okātūs	1
V)ii̯o-	1
V.N	1
VAL(ERIVS	1
VANTIVS	1
VASSEDO	1
VIPPIVS	1
VIPPONI	1
VIVS	1
VLP(IVS	1
VODVLLI	1
VOTI/VAM	1
VX(AMENSI	1
VXOR	1
XIX	1
ZICOLOM	1
zwīg	1
Þriði	1
þōχte	1
ā-stem	1
ā-xtūirīm	1
Ādityās	1
ă/ā	1
čaϑrus	1
īku̯ó-	1
štarte	1
štartte	1
ū-suffix	1
β.63	1
δεκαντεμ	1
δεκαντεν	1
δομος	1
ϴraētaona	1
ϴrita	1
κορρα	1
κόρη	1
μόριον	1
ορρος	1
πέ-	1
πί-	1
πισύρων	1
πομπαι-δουλα	1
πομπε-δουλα	1
πομπτιες	1
πτεροῦσα	1
συρας	1
συρες	1
σωτήρ	1
τέσσαρες	1
τέσσερες	1
τέτορες	1
τέτρατος	1
ταρτα-	1
ταρταμόριον	1
τοι	1
Τουρτυτανοί	1
Τούρ-	1
τράπεζα	1
τρίτος	1
Τριτογένεια	1
τρυ-φάλεια	1
τυρτος	1
ἔνατος	1
ἕβ-	1
ἕβδεμος	1
ἕβδομος	1
ὀγδό(μ)ατος	1
ὄρος	1
†Betiriskum	1
†conce	1
†ecus	1
†Kueteriskum	1
†pettiura	1
†Pingū	1
†pjačero	1
†qua-	1
†quatrīnī	1
†quaturnī	1
†quinco	1
†quīncuria	1
†quīncuriō	1
†quīnqueria	1
†Turtuna-kue	1
†ἕδμος	1
†ἕπταμος	1
