bib_id,cite_key,section,pdf_page_start,pdf_page_end,abbreviation,authors_raw,year,title,publication_or_container,urls,doi,pages,type_guess,parse_confidence,raw_reference
B0569,matasovic-2016,print,470,470,,"Matasović, Ranko",2016,"Latin tree and plant names with the suffix -ix, -ex","In Kazanskij, Nikolaj N. (ed.). Indo-evropejskoe jazykoznanie i klassičeskaja filologija Vol. 20, pp. 700-9. St. Petersburg: Nauka.",,,,chapter_or_edited_volume,medium,"Matasović, Ranko. 2016. Latin tree and plant names with the suffix -ix, -ex. In Kazanskij, Nikolaj N. (ed.). Indo-evropejskoe jazykoznanie i klassičeskaja filologija Vol. 20, pp. 700-9. St. Petersburg: Nauka."
B0570,matasovic-2020,print,470,470,,"Matasović, Ranko",2020,Language of the bird names and the pre-Indo-Euopean substratum,"In Garnier, Romain (ed.). Loanwords and substrata: proceedings of the colloquium held in Limoges (5th-7th June, 2018), pp. 329-44. Innsbruck: IBS.",,,,chapter_or_edited_volume,medium,"Matasović, Ranko. 2020. Language of the bird names and the pre-Indo-Euopean substratum. In Garnier, Romain (ed.). Loanwords and substrata: proceedings of the colloquium held in Limoges (5th-7th June, 2018), pp. 329-44. Innsbruck: IBS."
B0571,matasovic-fthc,print,470,470,,"Matasović, Ranko",fthc.,"Proto-Slavic Forest Tree Names: Substratum or PIE Origin? In Kroonen, Guus (ed.)",Sub-Indo-European Europe: Continuity and discontinuity in the linguistic landscape of prehistoric Europe. Berlin/Boston: De Gruyter Mouton.,,,,chapter_or_edited_volume,medium,"Matasović, Ranko. fthc. Proto-Slavic Forest Tree Names: Substratum or PIE Origin? In Kroonen, Guus (ed.). Sub-Indo-European Europe: Continuity and discontinuity in the linguistic landscape of prehistoric Europe. Berlin/Boston: De Gruyter Mouton."
B0572,mathieson-2015,print,470,470,,"Mathieson, Iain, Iosif Lazaridis, Nadin Rohland, Swapan Mallick, Nick Patterson, Songül Alpaslan Roodenberg, Eadaoin Harney, Kristin Stewardson, Daniel Fernandes, Mario Novak, Kendra Sirak, Crostoma Gamba, Eppie R. Jones, Bastien Llamas, Stanislav Dryomov, Joseph Pickrell, Juan Luís Arsuaga, José María Bermúdez de Castro, Eudald Carbonell, Fokke Gerritsen, …David Reich",2015,Genome-Wide Patterns of Selection in 230 Ancient Eurasians,Nature 528: 499-503.,,,499-503,journal_article,medium,"Mathieson, Iain, Iosif Lazaridis, Nadin Rohland, Swapan Mallick, Nick Patterson, Songül Alpaslan Roodenberg, Eadaoin Harney, Kristin Stewardson, Daniel Fernandes, Mario Novak, Kendra Sirak, Crostoma Gamba, Eppie R. Jones, Bastien Llamas, Stanislav Dryomov, Joseph Pickrell, Juan Luís Arsuaga, José María Bermúdez de Castro, Eudald Carbonell, Fokke Gerritsen, …David Reich. 2015. Genome-Wide Patterns of Selection in 230 Ancient Eurasians. Nature 528: 499-503."
B0573,mathieson-2018,print,470,470,,"Mathieson, Iain, Songül Alpaslan-Roodenberg, Cosimo Posth, Anna Szécsényi-Nagy, Nadin Rohland, Swapan Mallick, Iñigo Olalde, Nasreen Broomandkhoshbacht, Francesca Candilio, Olivia Cheronet, Daniel Fernandes, Matthew Ferry, Beatriz Gamarra, Gloria González Fortes, Wolfgang Haak, Eadaoin Harney, Eppie Jones, Denise Keating, Ben Krause-Kyora, Isil Kucukkalipci, …David Reich",2018,The Genomic History of Southeastern Europe,Nature 555: 197-203.,,,197-203,journal_article,medium,"Mathieson, Iain, Songül Alpaslan-Roodenberg, Cosimo Posth, Anna Szécsényi-Nagy, Nadin Rohland, Swapan Mallick, Iñigo Olalde, Nasreen Broomandkhoshbacht, Francesca Candilio, Olivia Cheronet, Daniel Fernandes, Matthew Ferry, Beatriz Gamarra, Gloria González Fortes, Wolfgang Haak, Eadaoin Harney, Eppie Jones, Denise Keating, Ben Krause-Kyora, Isil Kucukkalipci, …David Reich. 2018. The Genomic History of Southeastern Europe. Nature 555: 197-203."
B0574,matzinger-2005,print,471,471,,"Matzinger, Joachim",2005,Messapisch und Albanisch,International Journal of Diachronic Linguistics and Linguistic Reconstruction 2: 29-54.,,,29-54,journal_article,medium,"Matzinger, Joachim. 2005. Messapisch und Albanisch. International Journal of Diachronic Linguistics and Linguistic Reconstruction 2: 29-54."
B0575,matzinger-2019,print,471,471,,"Matzinger, Joachim",2019,Messapisch,Wiesbaden: Reichert.,,,,book_or_monograph,medium,"Matzinger, Joachim. 2019. Messapisch. Wiesbaden: Reichert."
B0576,mayrhofer-1950,print,471,471,,"Mayrhofer, Manfred",1950,Etymologische Miszellen,Archiv Orientální 18(4): 68-77.,,,68-77,journal_article,medium,"Mayrhofer, Manfred. 1950. Etymologische Miszellen. Archiv Orientální 18(4): 68-77."
B0577,mayrhofer-1961,print,471,471,,"Mayrhofer, Manfred",1961,Indogermanistische Randglossen zu „Kluge-Mitzka“,Die Sprache 7: 177-189.,,,177-189,journal_article,medium,"Mayrhofer, Manfred. 1961. Indogermanistische Randglossen zu „Kluge-Mitzka“. Die Sprache 7: 177-189."
B0578,mawet-2008,print,471,471,,"Mawet, Francine",2008,Les suffixes complexes en -s- de l’indo-européen et l’élargissement *-s-,Studi e Saggi Linguistici 45: 19-70.,,,19-70,journal_article,medium,"Mawet, Francine. 2008. Les suffixes complexes en -s- de l’indo-européen et l’élargissement *-s-. Studi e Saggi Linguistici 45: 19-70."
B0579,mccone-2005,print,471,471,,"McCone, Kim",2005,Mögliche nicht-indogermanische Elemente in den keltischen Sprachen,"In Meiser, Gerhard and Olaf Hackstein (eds.). Sprachkontakt und Sprachwandel, pp. 395-436. Wiesbaden: Dr. Ludwig Reichert Verlag.",,,,chapter_or_edited_volume,medium,"McCone, Kim. 2005. Mögliche nicht-indogermanische Elemente in den keltischen Sprachen. In Meiser, Gerhard and Olaf Hackstein (eds.). Sprachkontakt und Sprachwandel, pp. 395-436. Wiesbaden: Dr. Ludwig Reichert Verlag."
B0580,mees-2003,print,471,471,,"Mees, Bernard",2003,Stratum and shadow: a Genealogy of Stratigraphy Theories from the Indo-European West,"In Andersen, H. (ed.). Language Contacts in Prehistory: Studies in Stratigraphy, pp. 11-44. Amsterdam/Philadelphia: John Benjamins.",,,,chapter_or_edited_volume,medium,"Mees, Bernard. 2003. Stratum and shadow: a Genealogy of Stratigraphy Theories from the Indo-European West. In Andersen, H. (ed.). Language Contacts in Prehistory: Studies in Stratigraphy, pp. 11-44. Amsterdam/Philadelphia: John Benjamins."
B0581,meester-fthc,print,471,471,,"Meester, Lotte",fthc.,Substrate Stratification: an Argument Against the Unity of Pre-Greek,"In Kroonen, Guus (ed.). Sub-Indo-European Europe: Continuity and discontinuity in the linguistic landscape of prehistoric Europe. Berlin/Boston: De Gruyter Mouton. von Mehrhart, Gero. 1942. Donauländische Beziehungen der früheisenzeitlichen Kulturen Mittelitaliens. Darmstadt: Bonner Jahrbücher.",,,,chapter_or_edited_volume,medium,"Meester, Lotte. fthc. Substrate Stratification: an Argument Against the Unity of Pre-Greek. In Kroonen, Guus (ed.). Sub-Indo-European Europe: Continuity and discontinuity in the linguistic landscape of prehistoric Europe. Berlin/Boston: De Gruyter Mouton. von Mehrhart, Gero. 1942. Donauländische Beziehungen der früheisenzeitlichen Kulturen Mittelitaliens. Darmstadt: Bonner Jahrbücher."
B0582,meid-1986,print,471,471,,"Meid, Wolfgang",1986,Hans Kuhns “Nordwestblock”-Hypothese,"Zur Problematik der “Völker zwischen Germanen und Kelten”. In Beck, Heinrich (ed.). Germanenprobleme in heutiger Sicht, pp. 183-212. Berlin/New York: Walter de Gruyter.",,,,chapter_or_edited_volume,medium,"Meid, Wolfgang. 1986. Hans Kuhns “Nordwestblock”-Hypothese. Zur Problematik der “Völker zwischen Germanen und Kelten”. In Beck, Heinrich (ed.). Germanenprobleme in heutiger Sicht, pp. 183-212. Berlin/New York: Walter de Gruyter."
B0583,meillet-1894,print,471,471,,"Meillet, Antoine",1894,Notes arméniennes,Mémoires de la Société de Linguistique de Paris 8: 153-65.,,,153-65,journal_article,medium,"Meillet, Antoine. 1894. Notes arméniennes. Mémoires de la Société de Linguistique de Paris 8: 153-65."
B0584,meillet-1908,print,471,471,,"Meillet, Antoine",1908,De quelques emprunts probables en grec et en latin,Mémoires de la Société de linguistique de Paris 15: 161-4.,,,161-4,journal_article,medium,"Meillet, Antoine. 1908. De quelques emprunts probables en grec et en latin. Mémoires de la Société de linguistique de Paris 15: 161-4."
B0585,meillet-1912,print,471,471,,"Meillet, Antoine",1912,À propos de Avestique zrazdā-,Mémoires de la Société de linguistique de Paris 18: 60-4.,,,60-4,journal_article,medium,"Meillet, Antoine. 1912. À propos de Avestique zrazdā-. Mémoires de la Société de linguistique de Paris 18: 60-4."
B0586,meillet-1922a,print,471,471,,"Meillet, Antoine",1922a,"Wageningen, Jan",Latijnsch woordenboek (Review). Bulletin de la Société de Linguistique de Paris 23(2): 72-4.,,,72-4,journal_article,medium,"Meillet, Antoine. 1922a. Wageningen, Jan. Latijnsch woordenboek (Review). Bulletin de la Société de Linguistique de Paris 23(2): 72-4."
B0587,meillet-1922b,print,471,471,,"Meillet, Antoine",1922b,K,Oštir. Beiträge zur alarodischen Sprachwissenschaft (Review). Bulletin de la Société de Linguistique de Paris 23(1): 128-30.,,,128-30,journal_article,medium,"Meillet, Antoine. 1922b. K. Oštir. Beiträge zur alarodischen Sprachwissenschaft (Review). Bulletin de la Société de Linguistique de Paris 23(1): 128-30."
B0588,meillet-1925,print,471,471,,"Meillet, Antoine",1925,Les origines du vocabulaire slave: I,– le problème de l’unité balto-slave. Revue des études slaves 5(1/2): 5-13.,,,5-13,other,medium,"Meillet, Antoine. 1925. Les origines du vocabulaire slave: I. – le problème de l’unité balto-slave. Revue des études slaves 5(1/2): 5-13."
B0589,meillet-1948,print,472,472,,"Meillet, Antoine",1948,Esquisse d'une histoire de la langue latine,5th ed. Paris: Klincksieck.,,,,book_or_monograph,medium,"Meillet, Antoine. 1948. Esquisse d'une histoire de la langue latine. 5th ed. Paris: Klincksieck."
B0590,meillet-1979,print,472,472,,"Meillet, Antoine and Joseph Vendryes",1979,Traité de grammaire comparée des langues classiques,5th ed. Paris: Champion.,,,,book_or_monograph,medium,"Meillet, Antoine and Joseph Vendryes. 1979. Traité de grammaire comparée des langues classiques. 5th ed. Paris: Champion."
B0591,meiser-1986,print,472,472,,"Meiser, Gerhard",1986,Lautgeschichte der Umbrischen Sprache,Innsbruck: Institut für Sprachwissenschaft.,,,,book_or_monograph,medium,"Meiser, Gerhard. 1986. Lautgeschichte der Umbrischen Sprache. Innsbruck: Institut für Sprachwissenschaft."
B0592,meiser-2010,print,472,472,,"Meiser, Gerhard",2010,Historische Laut- und Formenlehre der lateinischen Sprache,3rd edition (unchanged reprint of the 2nd edition). Darmstadt: WBG.,,,,book_or_monograph,medium,"Meiser, Gerhard. 2010. Historische Laut- und Formenlehre der lateinischen Sprache. 3rd edition (unchanged reprint of the 2nd edition). Darmstadt: WBG."
B0593,meister-1889,print,472,472,,"Meister, Richard",1889,Die griechischen Dialekte auf Grundlage von Ahrens’ Werk: „De Graecae linguae dialectis“,2. Vol. Göttingen: Vandenhoeck & Ruprecht.,,,,book_or_monograph,medium,"Meister, Richard. 1889. Die griechischen Dialekte auf Grundlage von Ahrens’ Werk: „De Graecae linguae dialectis“. 2. Vol. Göttingen: Vandenhoeck & Ruprecht."
B0594,melchert-2003,print,472,472,,"Melchert, H. Craig",2003,Language,"In Melchert, H. Craig (ed.). The Luwians, pp. 170-210. Boston/New York: Brill.",,,,chapter_or_edited_volume,medium,"Melchert, H. Craig. 2003. Language. In Melchert, H. Craig (ed.). The Luwians, pp. 170-210. Boston/New York: Brill."
B0595,melchert-2008,print,472,472,,"Melchert, H. Craig",2008,Greek mólybdos as a loanword from Lydian,"In: B.J. Collins, M.R. Bachvarova & I.C. Rutherford (eds.). Anatolian interfaces: Hittites, Greeks and their Neighbours, pp. 153–158. Oxford: Oxbow.",,,,book_or_monograph,medium,"Melchert, H. Craig. 2008. Greek mólybdos as a loanword from Lydian. In: B.J. Collins, M.R. Bachvarova & I.C. Rutherford (eds.). Anatolian interfaces: Hittites, Greeks and their Neighbours, pp. 153–158. Oxford: Oxbow."
B0596,melchert-2022,print,472,472,,"Melchert, H. Craig",2022,Lengthened grades of PIE *(C)aC roots,"In Malzahn, Melanie, Hannes A. Fellner, and Theresa-Susanna Illés (eds.). Zurück zur Wurzel: Struktur, Funktion und Semantik der Wurzel im Indogermanischen. Akten der 15. Fachtagung der Indogermanischen Gesellschaft vom 13. bis 16. September 2016 in Wien, pp. 197-204. Wiesbaden: Reichert.",,,,chapter_or_edited_volume,medium,"Melchert, H. Craig. 2022. Lengthened grades of PIE *(C)aC roots. In Malzahn, Melanie, Hannes A. Fellner, and Theresa-Susanna Illés (eds.). Zurück zur Wurzel: Struktur, Funktion und Semantik der Wurzel im Indogermanischen. Akten der 15. Fachtagung der Indogermanischen Gesellschaft vom 13. bis 16. September 2016 in Wien, pp. 197-204. Wiesbaden: Reichert."
B0597,mendez-dosuna-2012,print,472,472,,"Méndez Dosuna, Julián",2012,Ancient Macedonian as a Greek dialect: A critical study on recent work,"In Giannakis, G.K. (ed.). Ancient Macedonia: Language, History, Culture, pp. 133-45. Thessaloniki: Kéntro Ellinikís Glóssas.",,,,chapter_or_edited_volume,medium,"Méndez Dosuna, Julián. 2012. Ancient Macedonian as a Greek dialect: A critical study on recent work. In Giannakis, G.K. (ed.). Ancient Macedonia: Language, History, Culture, pp. 133-45. Thessaloniki: Kéntro Ellinikís Glóssas."
B0598,menozzi-1978,print,472,472,,"Menozzi, Paolo, Alberto Piazza, and Luigi Luca Cavalli-Sforza",1978,Synthetic Maps of Human Gene Frequencies in Europeans,Science 201(4358): 786-92.,,,786-92,journal_article,medium,"Menozzi, Paolo, Alberto Piazza, and Luigi Luca Cavalli-Sforza. 1978. Synthetic Maps of Human Gene Frequencies in Europeans. Science 201(4358): 786-92."
B0599,merrit-2021,print,472,472,,"Merrit, Andrew",2021,κέλῡφος and καλύπτω,Indogermanische Forschungen 126: 305- 24.,,,,journal_article,medium,"Merrit, Andrew. 2021. κέλῡφος and καλύπτω. Indogermanische Forschungen 126: 305- 24."
B0600,meyer-1893,print,472,472,,"Meyer, Eduard",1893,Geschichte des Altertums,Vol. 1. Stuttgart: J.G. Cotta.,,,,book_or_monograph,medium,"Meyer, Eduard. 1893. Geschichte des Altertums. Vol. 1. Stuttgart: J.G. Cotta."
B0601,meyer-1909,print,472,472,,"Meyer, Eduard",1909,Geschischte des Altertums,"Vol. 1, Part 2. 2nd edition. Stuttgart: J.G. Cotta.",,,,book_or_monograph,medium,"Meyer, Eduard. 1909. Geschischte des Altertums. Vol. 1, Part 2. 2nd edition. Stuttgart: J.G. Cotta."
B0602,meyer-1883,print,472,472,,"Meyer, Gustav",1883,Albanesische Studien,I. Die Pluralbildungen der albanesischen Nomina. Sitzungsberichte der philosophisch-historischen Classe der kaiserlichen Akademie der Wissenschaften 104: 257-362.,,,257-362,journal_article,medium,"Meyer, Gustav. 1883. Albanesische Studien. I. Die Pluralbildungen der albanesischen Nomina. Sitzungsberichte der philosophisch-historischen Classe der kaiserlichen Akademie der Wissenschaften 104: 257-362."
B0603,meyer-1892,print,472,472,,"Meyer, Gustav",1892,Etymologisches,Indogermanische Forschungen 1: 319-329.,,,319-329,journal_article,medium,"Meyer, Gustav. 1892. Etymologisches. Indogermanische Forschungen 1: 319-329."
B0604,meyer-1887,print,472,472,,"Meyer, W",1887,Kleine Beiträge zur lateinischen Grammatik,KZ 28(1/2): 162-76.,,,162-76,other,medium,"Meyer, W. 1887. Kleine Beiträge zur lateinischen Grammatik. KZ 28(1/2): 162-76."
B0605,meyer-lubke-1903,print,473,473,,"Meyer-Lübke, Wilhelm",1903,Zu den lateinischen Glossen,Wiener Studien 25: 90-109.,,,90-109,journal_article,medium,"Meyer-Lübke, Wilhelm. 1903. Zu den lateinischen Glossen. Wiener Studien 25: 90-109."
B0606,meyer-lubke-1920,print,473,473,,"Meyer-Lübke, Wilhelm",1920,Einführung in das Studium der romanischen Sprachwissenschaft,3rd edition. Heidelberg: Carl Winter.,,,,book_or_monograph,medium,"Meyer-Lübke, Wilhelm. 1920. Einführung in das Studium der romanischen Sprachwissenschaft. 3rd edition. Heidelberg: Carl Winter."
B0607,mikic-2012,print,473,473,,"Mikić, Aleksandar and Margarita Vishnyakova",2012,A Short Survey on the Lexicological Continuum Related to the Most Ancient Eurasian Pulses in the North Caucasian Languages,"In Asatrian, Garnik (ed.). Iran and the Caucasus, pp. 217-23. Leiden: Brill.",,,,chapter_or_edited_volume,medium,"Mikić, Aleksandar and Margarita Vishnyakova. 2012. A Short Survey on the Lexicological Continuum Related to the Most Ancient Eurasian Pulses in the North Caucasian Languages. In Asatrian, Garnik (ed.). Iran and the Caucasus, pp. 217-23. Leiden: Brill."
B0608,mikkola-no-date,print,473,473,,"Mikkola, Joos J",,Baltische etymologien II,Beiträge zur kunde der indogermanischen sprachen 25(1/2): 73-76.,,,73-76,other,low,"Mikkola, Joos J. Baltische etymologien II. Beiträge zur kunde der indogermanischen sprachen 25(1/2): 73-76."
B0609,milevski-2019,print,473,473,,"Milevski, Ianir and Liora K. Horwitz",2019,"Domestication of the Donkey (Equus asinus) in the Southern Levant: Archaeozoology, Iconography and Economy","In Kowner, Rotem, Guy Bar-Oz, Michal Biran, Meir Shahar, and Gideon Shelach-Lavi (eds.). Animals and Human Society in Asia, pp. 93-148. London: Palgrave Macmillan.",,,,chapter_or_edited_volume,medium,"Milevski, Ianir and Liora K. Horwitz. 2019. Domestication of the Donkey (Equus asinus) in the Southern Levant: Archaeozoology, Iconography and Economy. In Kowner, Rotem, Guy Bar-Oz, Michal Biran, Meir Shahar, and Gideon Shelach-Lavi (eds.). Animals and Human Society in Asia, pp. 93-148. London: Palgrave Macmillan."
B0610,militarev-2005,print,473,473,,"Militarev, Alexander and Leonid Kogan",2005,Semitic Etymological Dictionary,Vol. II. Animal Names. Münster: Ugarit-Verlag.,,,,book_or_monograph,medium,"Militarev, Alexander and Leonid Kogan. 2005. Semitic Etymological Dictionary. Vol. II. Animal Names. Münster: Ugarit-Verlag."
B0611,moller-1911,print,473,473,,"Möller, Hermann",1911,Vergleichendes indogermanisch-semitisches Wörterbuch,Göttingen: Vandenhoeck & Ruprecht.,,,,book_or_monograph,medium,"Möller, Hermann. 1911. Vergleichendes indogermanisch-semitisches Wörterbuch. Göttingen: Vandenhoeck & Ruprecht."
B0612,molloy-2023,print,473,473,,"Molloy, Barry, Caroline Bruyère, and Dragan Jovanović",2023,Rethinking Material Culture Markers for Mobility and Migration in the Globalising European Later Bronze Age: A Comparative View from the Po Valley and Pannonian Plain,Proceedings of the British Academy 254: 142-69.,,,142-69,journal_article,medium,"Molloy, Barry, Caroline Bruyère, and Dragan Jovanović. 2023. Rethinking Material Culture Markers for Mobility and Migration in the Globalising European Later Bronze Age: A Comparative View from the Po Valley and Pannonian Plain. Proceedings of the British Academy 254: 142-69."
B0613,mommsen-1850,print,473,473,,"Mommsen, Theodor",1850,Die Unteritalischen Dialekte,Leipzig: Georg Wigand.,,,,book_or_monograph,medium,"Mommsen, Theodor. 1850. Die Unteritalischen Dialekte. Leipzig: Georg Wigand."
B0614,morpurgo-davies-1986,print,473,473,,"Morpurgo Davies, Anna",1986,The Linguistic Evidence,"Is There Any? In Cadogan, Gerald (ed.). The End of the Early Bronze Age in the Aegean, pp. 93-124. Leiden: Brill.",,,,chapter_or_edited_volume,medium,"Morpurgo Davies, Anna. 1986. The Linguistic Evidence. Is There Any? In Cadogan, Gerald (ed.). The End of the Early Bronze Age in the Aegean, pp. 93-124. Leiden: Brill."
B0615,much-1898,print,473,473,,"Much, Rudolf",1898,Etymologisches,Zeitschrift für deutsches Altertum und deutsche Literatur 42(2): 163-72.,,,163-72,journal_article,medium,"Much, Rudolf. 1898. Etymologisches. Zeitschrift für deutsches Altertum und deutsche Literatur 42(2): 163-72."
B0616,muller-jzn-1918,print,473,473,,"Muller Jzn., Frederik",1918,Etymologiae Graecae,Mnemosyne 46(2): 135–155.,,,135–155,journal_article,medium,"Muller Jzn., Frederik. 1918. Etymologiae Graecae. Mnemosyne 46(2): 135–155."
B0617,muller-jzn-1926,print,473,473,,"Muller Jzn., Frederik",1926,Altitalisches Wörterbuch,Göttingen: Vandenhoeck and Ruprecht.,,,,book_or_monograph,medium,"Muller Jzn., Frederik. 1926. Altitalisches Wörterbuch. Göttingen: Vandenhoeck and Ruprecht."
B0618,mussi-2006,print,473,473,,"Mussi, Margherita, Patrizia Gioia, and Fabio Negrino",2006,Ten small sites: the diversity of the Italian Aurignacian,"In O. Bar-Yosef and J. Zilhão (eds.). Towards a Definition of the Aurignacian, pp. 189-290. Lisbon: American School of Prehistoric Research/Instituto Português de Arqueologia.",,,,chapter_or_edited_volume,medium,"Mussi, Margherita, Patrizia Gioia, and Fabio Negrino. 2006. Ten small sites: the diversity of the Italian Aurignacian. In O. Bar-Yosef and J. Zilhão (eds.). Towards a Definition of the Aurignacian, pp. 189-290. Lisbon: American School of Prehistoric Research/Instituto Português de Arqueologia."
B0619,national-1994,print,473,473,,National Research Council,1994,An Assessment of Atlantic Bluefin Tuna,"Washington, DC: The National Academies Press.",,,,book_or_monograph,medium,"National Research Council. 1994. An Assessment of Atlantic Bluefin Tuna. Washington, DC: The National Academies Press."
B0620,nehring-1923,print,474,474,,"Nehring, Alfons",1923,Zum Namen der Quitte,Glotta 13(1/2): 11-16.,,,11-16,other,medium,"Nehring, Alfons. 1923. Zum Namen der Quitte. Glotta 13(1/2): 11-16."
B0621,nehring-1925,print,474,474,,"Nehring, Alfons",1925,Griech,"τίτοξ, τιτήνη und ein vorgriechisches k-Suffix. Glotta 14(1/2): 153-92.",,,153-92,other,medium,"Nehring, Alfons. 1925. Griech. τίτοξ, τιτήνη und ein vorgriechisches k-Suffix. Glotta 14(1/2): 153-92."
B0622,nehring-1927,print,474,474,,"Nehring, Alfons",1927,Lateinische Grammatik,In: Literaturbericht für das Jahr 1924. Glotta 15(3/4): 245-279.,,,245-279,other,medium,"Nehring, Alfons. 1927. Lateinische Grammatik. In: Literaturbericht für das Jahr 1924. Glotta 15(3/4): 245-279."
B0623,nehring-1928,print,474,474,,"Nehring, Alfons",1928,Pererga zur lateinischen Wortforschung,Glotta 17(1/2): 117-34.,,,117-34,other,medium,"Nehring, Alfons. 1928. Pererga zur lateinischen Wortforschung. Glotta 17(1/2): 117-34."
B0624,nehring-1949,print,474,474,,"Nehring, Alfons",1949,Die Wortsippe von gr,καβάλλης. Die Sprache 1: 164-70.,,,164-70,journal_article,medium,"Nehring, Alfons. 1949. Die Wortsippe von gr. καβάλλης. Die Sprache 1: 164-70."
B0625,nehring-1959,print,474,474,,"Nehring, Alfons",1959,Idg,"*mari, *mori. In Rasch, Wolfdietrich (ed.). Festschrift für Franz Rolf Schröder zu seinem 65. Geburtstage. September 1958, pp. 122-38. Heidelberg: Carl Winter.",,,,chapter_or_edited_volume,medium,"Nehring, Alfons. 1959. Idg. *mari, *mori. In Rasch, Wolfdietrich (ed.). Festschrift für Franz Rolf Schröder zu seinem 65. Geburtstage. September 1958, pp. 122-38. Heidelberg: Carl Winter."
B0626,neri-2016,print,474,474,,"Neri, Sergio",2016,"Kroonen, Guus: Etymological Dictionary of Proto-Germanic [Review]",Kratylos 61: 1-51.,,,1-51,journal_article,medium,"Neri, Sergio. 2016. Kroonen, Guus: Etymological Dictionary of Proto-Germanic [Review]. Kratylos 61: 1-51."
B0627,neri-2017,print,474,474,,"Neri, Sergio",2017,Lat,"umbra und Verwandtes. In Hajnal, Ivo, Daniel Kölligan, and Katharina Zisper (eds.). Miscellanea Indogermanica: Festschrift für José Luis García Ramón zum 65. Geburtstag, pp. 561-74. Innsbruck: IBS.",,,,chapter_or_edited_volume,medium,"Neri, Sergio. 2017. Lat. umbra und Verwandtes. In Hajnal, Ivo, Daniel Kölligan, and Katharina Zisper (eds.). Miscellanea Indogermanica: Festschrift für José Luis García Ramón zum 65. Geburtstag, pp. 561-74. Innsbruck: IBS."
B0628,neumann-1964,print,474,474,,"Neumann, Günter",1964,Meriggi Piero,Hieroglyphisch-Hethitisches Glossar (Review). Indogermanische Forschungen 69: 56-62.,,,56-62,journal_article,medium,"Neumann, Günter. 1964. Meriggi Piero. Hieroglyphisch-Hethitisches Glossar (Review). Indogermanische Forschungen 69: 56-62."
B0629,neumann-1971a,print,474,474,,"Neumann, Günter",1971a,Studien zu den Boğazköy-Texten 7-13 (Review),Indogermanische Forschungen 76: 260-74.,,,260-74,journal_article,medium,"Neumann, Günter. 1971a. Studien zu den Boğazköy-Texten 7-13 (Review). Indogermanische Forschungen 76: 260-74."
B0630,neumann-1971b,print,474,474,,"Neumann, Günter",1971b,Substrate im Germanischen? Nachrichten der Akademie derWissenschaften in Göttingen,Philologisch-historische Klasse. 4: 75-99.,,,75-99,journal_article,medium,"Neumann, Günter. 1971b. Substrate im Germanischen? Nachrichten der Akademie derWissenschaften in Göttingen. Philologisch-historische Klasse. 4: 75-99."
B0631,neumann-1987,print,474,474,,"Neumann, Günter",1987,Griechisch ϰυβεϱνάω,KZ 100(1): 64-9.,,,64-9,journal_article,medium,"Neumann, Günter. 1987. Griechisch ϰυβεϱνάω. KZ 100(1): 64-9."
B0632,neumann-1992,print,474,474,,"Neumann, Günter",1992,Zu ϰυβεϱνάω,KZ 105(2): 188.,,,,journal_article,medium,"Neumann, Günter. 1992. Zu ϰυβεϱνάω. KZ 105(2): 188."
B0633,newmark-2005,print,474,474,,"Newmark, Leonard",2005,Albanian-English Dictionary,http://www.seelrc.org:8080/albdict/,http://www.seelrc.org:8080/albdict/,,,other,medium,"Newmark, Leonard. 2005. Albanian-English Dictionary. http://www.seelrc.org:8080/albdict/"
B0634,nicolis-2001,print,474,474,,"Nicolis, Franco",2001,Some Observations on the Cultural Setting of the Bell Beakers of Northern Italy,"In Nicolis, Franco (ed.). Bell Beakers Today. Pottery, People, Culture, Symbols in Prehistoric Europe. Vol. 1, pp. 41-57. Trento: Ufficio Beni Archeologici.",,,,chapter_or_edited_volume,medium,"Nicolis, Franco. 2001. Some Observations on the Cultural Setting of the Bell Beakers of Northern Italy. In Nicolis, Franco (ed.). Bell Beakers Today. Pottery, People, Culture, Symbols in Prehistoric Europe. Vol. 1, pp. 41-57. Trento: Ufficio Beni Archeologici."
B0635,niedermann-1903,print,474,474,,"Niedermann, Max",1903,Etymologische Forschungen,Indogermanische Forschungen 15: 104-21.,,,104-21,journal_article,medium,"Niedermann, Max. 1903. Etymologische Forschungen. Indogermanische Forschungen 15: 104-21."
B0636,niedermann-1905-6,print,474,474,,"Niedermann, Max",1905-6,"Walde Α., Lateinisches etymologisches Wörterbuch",(Review). Anzeiger für indogermanische Sprach- und Altertumskunde. Beiblatt zu den Indogermanischen Forschungen 18: 72-81.,,,72-81,journal_article,medium,"Niedermann, Max. 1905-6. Walde Α., Lateinisches etymologisches Wörterbuch. (Review). Anzeiger für indogermanische Sprach- und Altertumskunde. Beiblatt zu den Indogermanischen Forschungen 18: 72-81."
B0637,niedermann-1909,print,474,475,,"Niedermann, Max",1909,Zur griechischen und lateinischen Wortkunde,Indogermanische Forschungen 26: 43-59.,,,43-59,journal_article,medium,"Niedermann, Max. 1909. Zur griechischen und lateinischen Wortkunde. Indogermanische Forschungen 26: 43-59."
B0638,niedermann-1916,print,475,475,,"Niedermann, Max",1916,Zur indogermanischen Wortforschung,Indogermanische Forschungen 37: 145-55.,,,145-55,journal_article,medium,"Niedermann, Max. 1916. Zur indogermanischen Wortforschung. Indogermanische Forschungen 37: 145-55."
