entry_id,pdf_page_range,markdown_start_line,section,heading,is_new,is_uncertain,ordinal_marker,primary_headword,all_star_forms_in_heading,target_headword,heading_gloss,heading_iew_refs,heading_relation_tags,body_markdown,body_char_flags
liv2add-0206,53,3464,*kʷ-,*kʷer-,False,False,,*kʷer-,*kʷer-,,,,,"Iir. *kar- ‘machen’ kann auch zu 1.*(s)ker- gehören, wofür die Formen mit s mobile sprechen.",
liv2add-0207,53,3469,*kʷ-,*kʷerpH- s. *ku̯erpH-,False,False,,*kʷerpH-,*kʷerpH-; *ku̯erpH-,*ku̯erpH-,,,,,contains-combining-marks
liv2add-0208,53,3472,*kʷ-,*kʷi̯eh₁-,False,False,,*kʷi̯eh₁-,*kʷi̯eh₁-,,,,,"Anm. 6 < urarm. *han-gi-čʿ-im < urarm. *sangʷīsk-i̯e- (zu čʿ < *ski̯ siehe aber

Anm. 12 zu *g̑neh₃-) ← *sm̥ -kʷih₁-sk̑é-, vgl. KLINGENSCHMITT 70.

Anm. 10 … Unklar ist die Beziehung zu *han-čāya- in sogd. ’n-c(’)’y- ‘anhalten, sich aufhalten’ = oss. æncaj- und *han-čaya- in chwar. hncȳ-, s. SAMADI 91, vielleicht dissimiliert aus *čyāya- mit Kürzung im Chwar., s. CHEUNG, EDIV 38?",contains-combining-marks; contains-subscript-numerals
liv2add-0209,53,3484,*l-,*legʰ-,False,False,,*legʰ-,*legʰ-,,,,,"Aorist
[aksl. (+) -leže, -legǫ ‘legte(n) sich hin’²a

Zum Präsens *légʰ-e- auch ?khot. pā-rajs- Med. ‘sich stützen’3a

Zum Perfekt auch [air. dellig ‘hat gelegen’8a

Anm. 2a Vgl. ACKERMANN, FS EICHNER 3. Dort wird urslav. barytones *ˈleže postuliert, skr. ist allerdings neben lȅže auch lèže belegt.

Anm. 3a < iran. *pati-raǰa-, finit nur spätkhot. pāraysdä, vgl. EMMERICK 81. Theoretisch auch Fortsetzung des Nasalpräsens *ln̥g̑ʰ- möglich. Semantisch ist die Verbindung allerdings nicht zwingend, nach CHEUNG, EDIV 305-6 mit Skt. lag- ‘sich anheften’ (WERBA, VIA 374) zu einer nur iir. Wurzel *rag-. Anm.8a Setzt *láig < *lāg- voraus, das auf die übliche Weise aus *lelog- umgebildet ist, vgl. SCHUMACHER, KPV 448.",contains-combining-marks
liv2add-0210,53-54,3498,*l-,*leh₁g̑ʰ-,False,False,,*leh₁g̑ʰ-,*leh₁g̑ʰ-,,,,,"Aorist
*léh₁g̑ʰ-/l̥h₁g̑ʰ- [aksl. (+) sъ-lěze ‘stieg herab’
S. ACKERMANN, FS EICHNER 2f.; vgl. skr. lȅze, bulg. léze.",contains-combining-marks; contains-subscript-numerals
liv2add-0211,54,3506,*l-,"?2.*leh₂- ‘gießen’ entfällt, s. *leh₃u̯-",False,True,?2.,*leh₂-,*leh₂-; *leh₃u̯-,*leh₃u̯-,gießen,,uncertain; removed,,contains-combining-marks; contains-subscript-numerals
liv2add-0212,54,3509,*l-,"Neu: *leh₃u̯- ‘gießen, waschen’¹",True,False,,*leh₃u̯-,*leh₃u̯-,,"gießen, waschen",,new,"Aorist
*léh₃u-/luh₃-
[heth. lāhui, lahuanzi ‘gießen; fließen’², [kluw. lūwanda ‘sie
gossen’³
?[gr. λοέσαι ‘waschen’⁴

Präsens
?*léu̯h₃-e-⁵
[lat. lauō, -ere ‘(sich) waschen’; umbr. vutu /wo:tu/ ‘soll waschen’6
[alb. ageg. Konj. laa ‘wasche’7

?*li-lh₃u-e- [heth. lilhuw(a)-, kluw. liluwa- ‘gießen’8

Iterativ
?*loh₃u̯-éi̯e-
[[gr. λοέω ‘wasche’9

Neubildungen:
Nasalpräsens arm. loganam ‘bade mich’, lowanam ‘wasche’¹0

Perfekt gr. λελουμένος ‘gebadet habend’

Anm. 1 Ansatz nach MELCHERT, WeCIEC 22, 127-32 durch Vereinigung von 2.*leh₂- und *leu̯h₃-. Außeranatolisch finden überwiegend eine sekundäre Vollstufe *lou̯-, die entweder als *leu̯h₃- zur Nullstufe *luh₃- rückgebildet ist oder auf *lou- < *leh₃u- beruht.

Anm. 2 Mit Lenis hʷ < *h₃u̯ nach MELCHERT ibid.; hi-Konjugation wegen des o-Vokals? Belege, die einem Stamm lāh- zugeordnet wurden, sind ebenfalls zu lāhu- zu rechnen: Die einzige scheinbar eindeutige Form, der Ipv. Sg. lāh, kann sekundäre Entlabialisierung im Auslaut zeigen, s. KLOEKHORST 512.

Anm. 3 Im Luwischen könnte die Lenis *hʷ wie altes *gʷ zu w geworden sein (so auch RIEKEN, p.c.), also *lā̆hʷ- > *law- > lū- und *lhʷ- > l(u)w- oder *luh₃- > lu(w)-?

Anm. 4 Wenn erweitert aus *lou̯e-, mit Metathese < *leu̯o- zur Neo-Vollstufe *leu̯h₃-.

Anm. 5 Mit alter Metathese oder jüngerer Sekundärvollstufe?

Anm. 6 Lat. lauere nur tr., mit -a- nach lauāre für *lou̯-o- < *leu̯-o- ← *leu̯h₃-e/o-; häufigeres lauāre intr. und tr. ‘(sich) waschen’ < *lou̯ā-i̯o-, denom. zu *lou̯ā- < *lou̯h₃-áh₂- (ererbtes *ou̯ > *au̯, vgl. MEISER, HLF 85 mit Lit.), vgl. das Perfekt lāuī < *lau̯ā-u̯ai̯ (R. L.). Anders RIX, GS SCHINDLER 518-9, 529²³: lou̯ā- analogisch für Iterativ *lou̯h₃-éi̯o-. Zum Umbr. vgl. Vgl. MEISER, Lautg. 155.

Anm. 7 Setzt einen thematischen Präsensstamm *leu̯e- voraus, vgl. KLINGENSCHMITT 117¹⁴; SCHUMACHER/MATZINGER 980; neualb. zum nj-Verb umgebildet: lan, 1s laj.

Anm. 8 Inneranatolische Iterativneubildung möglich. Gegen KLOEKHORST 526 spricht hier nichts für Flexion nach der i-Klasse und ein Suffix -i-.

Anm. 9 < *lou̯-ei̯e- mit Neo-Vollstufe Suffix anstelle von †lōu̯-ei̯e- < *loh₃u̯-éi̯e-, daraus jünger λούω; nach KLINGENSCHMITT 116-7 ist λόε Od. Relikt des athem. Präs. *lou̯e-t < *leu̯o-t, wahr- scheinlicher liegt aber mit PETERS, l.c. 286-7, 289-91¹ wie bei allen anderen Belegen von „λόω“ eine jüngere Form von λοέω vor; Neubildung zum Aorist möglich.

Anm. 10 Wohl Neubildung zum Aorist logacʿe-/lowacʿe-, der zum ehemaligen Präs. *loga-/lua- (< *leu̯a-/luu̯a- ← *leu̯h₃-/luh₃-) gebildet wurde, vgl. KLINGENSCHMITT 117.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0213,54-55,3554,*l-,*lei̯g̑ʰ-,False,False,,*lei̯g̑ʰ-,*lei̯g̑ʰ-,,,,,"Präsens
ved. réḍhi ‘leckt’0
[air. ligim ‘lecke’, mkymr. (+) lly ‘leckt’4

Perfekt
air. -lelaig ‘leckte’

Anm. 0 Gegen THOMSON, JIES 37, 2009, 71f., 76 ist die Bedeutung ‘lecken’ für ved. rih- auch im Rigveda nicht anzuzweifeln, der Gebrauch entspricht dem späteren Vedischen z. B. in RV 9,100,1 vatsáṃ ná …. jātáṃ rihanti mātáraḥ, vgl. MS 1,6,5 śíśuṃ mātā́ réḍhi vatsáṁ vā gáuḥ. Dass uns Metaphern wie „die Gedanken (be)lecken Indra … wie eine Kuh ihr Kalb“ schwer


verständlich erscheinen, ist kein ausreichendes Gegenargument gegen diese Grundbedeutung. Die Wurzel ist bis ins Mittelvedische mit r° bezeugt, später mit l°.

Anm. 4 …; SCHUMACHER, KPV 450-1.

Anm. 5c …,, dagegen nach HACKSTEIN, Sprachform 195-6 mit

Anm. 41 kunstsprachlich verkürzt aus *λελιχμηότες zu λιχμάω.",contains-greek; contains-combining-marks
liv2add-0214,55,3575,*l-,*lei̯k-1 ‘zur Verfügung stehen/stellen’,False,False,,*lei̯k-1,*lei̯k-1,,zur Verfügung stehen/stellen,,,"Präsens
?*li-né/n-k̑-
?[toch.B Konj. plyañcäṃ ‘soll/wird verkaufen’2

Kausativ *loi̯k-éi̯e/o-
lat. pol-lūceō, -ēre ‘servieren; (als Opfer) darbringen’3

Essiv
*lik-h₁i̯e/o-
lat. liceō, -ēre ‘feil sein, erlaubt sein’4; osk. líkítud Cm 1 ‘soll erlaubt
sein’

Anm. 1 Nur ital. und wohl toch. (lett. lĩkt ‘handelseins werden’ steht für lĩgt, s. MÜHLENBACH II 487b). Zum Ital. s. im Einzelnen NUSSBAUM, HarvSt 96, 161ff.

Anm. 2 Wenn mit PINAULT, Koll. Kopenhagen 366-7 letztlich aus einem Kompositum *pe- li-n-k-, aus dem eine neue toch. Wurzel *pələṅk- abstrahiert wurde; Einzelheiten der Umbildung nicht ganz klar; dazu neu s-Präteritum plyeṅksa und s-Präs. plaṅksäṃ sowie ein intransitives Oppositum pläṅketär usw. ‘zum Verkauf kommen’. vgl. auch ADAMS 1999: 425.

Anm. 3 Nicht zu lūcēre ‘leuchten’, s. NUSSBAUM, l.c. 175-87 (inschr. poloucta beweist kein altes *ou̯, da auch sonst ›ou‹ für *oi̯).

Anm. 4 Primär ‘zur Verfügung stehen’, zum semantischen Zusammenhang vgl. NUSSBAUM, l.c.; hierher auch (über ‘sich zur Verfügung stellen’) die Deponentien licērī ‘bieten’ und pollicērī ‘verspechen’, zur Entwicklung vgl. ibid.",contains-combining-marks; contains-subscript-numerals
liv2add-0215,55,3598,*l-,*lei̯kʷ- > 1.*lei̯kʷ-,False,False,,*lei̯kʷ-,*lei̯kʷ-; *lei̯kʷ-,,,,,"Aorist
*lḗi̯kʷ/léi̯kʷ-s-
ved. ā́raik ‘hat verlassen’
jav. Opt. paiti.raēxšīša P. 40 ‘mögest du verlassen’, chwar. (+) pryẍ- ‘zurücklassen’
(SAMADI 160)
Gegen NARTEN 223-4 und LIV² ist ā́raik wohl nicht aus Wurzelaor. *ā́rek verdeutlicht, sondern
alte transitive Oppositionsbildung zum primär intransitiven Wurzelaorist, s. nun KÜMMEL, IJDL
9 (2012) 88-9. Die Augmentdehnung muß analogisch sein.

Zum Perfekt auch

?[lat. līquī ‘verließ’ Kann sowohl den Aorist wie ein altes deredupliziertes Perfekt *loi̯kʷ- fortsetzen, s. MEISER, Perfekt 202f.

Zum neugebildeten R(z)-i̯e-Präsens auch iran.*ricya-: waxi rəč̣- ‘weggehen’, shughni (+) ris- ‘übrig bleiben’ (MORGENSTIERNE, EVS 68-9)

ske-Präsens khot. (+) pars- ‘entkommen’ (< *pari-rixsa-, s. EMMERICK 76, 150)",contains-combining-marks
liv2add-0216,55-56,3618,*l-,"(*u̯lei̯kʷ- >) 2.*lei̯kʷ-1 ‘flüssig werden, fließen’1a",False,False,,*u̯lei̯kʷ-,*u̯lei̯kʷ-; *lei̯kʷ-1,,"flüssig werden, fließen",,,"Präsens
*léi̯kʷ-/likʷ-
toch.A Inf. lyīktsi ‘waschen’
?[mp. man. (+) ryc- ‘fließen’1b
?[Baloči rič-, kurd. r̄ij- ‘fließen’1c
[lat. līquor, -ī ‘flüssig werden, schmelzen’1d

*li-né/n-kʷ- ?pashto rinj- ‘Durchfall haben’ lat. pol-lingō, -ere ‘(Leichen) abwaschen’2

Kausativ ?*loi̯kʷ-éi̯e-
mp. man. (+) ryc- ‘gießen’


Essiv
?*likʷ-h₁i̯é-
[lat. liqueō, -ēre ‘flüssig sein, klar sein’

Neubildungen:
s-Aorist
Šuɣni pirēx̌- etc. ‘gießen, streuen’

Nasalpräsens
toch.B laikanaträ ‘wäscht sich etw. ab’3

Desiderativ toch.B likṣan- ‘wäscht’3

ske-Präsens Yaghnobi rixs- ‘gegossen werden’

Perfekt (?)
toch.B laikāte ‘wusch sich etw. ab’, A Konj. lekaṣ ‘wird waschen’3

Anm. 1 Früher nach HACKSTEIN, Untersuchungen 122-3 mit Lit.; MEISER, Perfekt §158 mit *u̯l° angesetzt, doch kann kelt. *wlik(w)- in air. fliuch ‘feucht’, kymr. gwlith m. ‘Tau’ etc. kann aber als *u̯l̥k-w- zu *u̯elk- gehören (cf. air. folc ‘Regen’, kymr. golchi ‘waschen’), und die iran. Belege sprechen gegen *u̯l°, das zumindest teilweise erhalten wäre.

Anm. 1a Ohne die kelt. Nomina und mit iran. ‘fließen, ’ passt ‘fließen’ besser als ‘befeuchten’.

Anm. 1b Thematisiert mit R(e); die intr. Formen könnten einen Stamm *rai̯ča- fortsetzen, die transitiven das Kausativ *rai̯čaya-. Vgl. Cheung, EDIV 187f. (jedoch kaum zu *HraiH-, nicht hierher parth. sogd. chwar. ryz-), aus semantischen Gründen besser hierher als (wie traditionell) zu *lei̯kʷ-.

Anm. 1c Thematisiert mit R(z)? Wohl eher intrans. Neubildung mit Ablaut zu rēč- ‘gießen’.

Anm. 1d Thematisiert mit R(e).

Anm. 3 Zu den toch. Neubildungen s. HACKSTEIN, l.c.",contains-combining-marks; contains-subscript-numerals
liv2add-0217,56,3664,*l-,*lei̯p-,False,False,,*lei̯p-,*lei̯p-,,,,,"Kausativ: np. firīb- etc. ist wohl zu streichen, s. CHEUNG, EDIV 308.",contains-combining-marks
liv2add-0218,56,3669,*l-,?*lembH-,False,True,,*lembH-,*lembH-,,,,uncertain,"Ansatz der Wurzel wird fragwürdig, wenn toch.B lyama ‘saß’ usw. zu trennen sind (s. *h₃lemH-). Ved. ramb-/lamb- ‘herabhängen’, germ. *limpa- ‘hinken’ könnten auch mit *(s)leb- ‘schlaff sein’ zusammenhängen.",contains-subscript-numerals
liv2add-0219,56,3674,*l-,*lembʰ-,False,False,,*lembʰ-,*lembʰ-,,,,,"Anm. 1 …Nach WERBA, VIA 225, 227-8 sind zwei getrennte Wurzeln *labʰ- ‘ergreifen’ und *lembʰ- ‘sich stützen’ anzusetzen, wofür ved. rábhyas-, rábhiṣṭha- und wohl auch rábhas- ‘Ungestüm’ sprechen, doch ist die Abrenzung schwierig, vgl. KÜMMEL, Perfekt 420.",
liv2add-0220,56,3679,*l-,*lemH- siehe *h₃lemH-,False,False,,*lemH-,*lemH-; *h₃lemH-,*h₃lemH-,,,see,,contains-subscript-numerals
liv2add-0221,56,3682,*l-,*leu̯bʰ-,False,False,,*leu̯bʰ-,*leu̯bʰ-,,,,,"Zum Kausativ auch parth. (+) pd-rwb- ‘verwirren’ (CHEUNG, EDIV 315-6)",contains-combining-marks
liv2add-0222,56-57,3687,*l-,*leu̯dʰ-,False,False,,*leu̯dʰ-,*leu̯dʰ-,,,,,"Neubildung: R(z)-ai̯a-Präsens ?aav. 3s urūdōiiatā Y. 44,20 ‘hemmt’4

Anm. 4 Wenn die unklare Stelle so richtig gedeutet ist, vgl. REMMER 177 mit Lit., dazu wohl auch der jav. Name urūδaiiaṇt-, ibid. 175-180; REMMER 175175 diskutiert (und verwirft) auch die Möglichkeit eines *rudʰ-ai̯a- als Umbildung von *rudʰ-h₁i̯é- ‘rot sein’. Nach TREMBLAY, IESB 13, 2008, 25 zu rud- ‘wachsen’ (*h₁leu̯dʰ-), nach KELLENS, Verbe 155 und anderen ‘weint’ bzw. ‘lässt weinen’ zu rud- ‘weinen’ (*reu̯dH-).",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0223,57,3695,*l-,1.*leu̯g-,False,False,1.,*leu̯g-,*leu̯g-,,,,,"Kausativ zu streichen, da lat. lūgēre besser zu *(s)leu̯g-",contains-combining-marks
liv2add-0224,57,3700,*l-,*leu̯H-,False,False,,*leu̯H-,*leu̯H-,,,,,"Zum Präsens *lu-né/nH- auch [russ. lúnut' ‘losschießen, loslassen’

Zu Präsens *luH-é- auch air. as·loī ‘flieht, entkommt’6a

Zum Desider. auch [air. Konj. as·loa ‘soll sich lösen’

Anm. 6a S. SCHUMACHER, KPV 463.",contains-combining-marks
liv2add-0225,57,3711,*l-,*leu̯h₃- ‘waschen’ siehe *leh₃u̯- (s. d.),False,False,,*leu̯h₃-,*leu̯h₃-; *leh₃u̯-,*leh₃u̯-,waschen,,see,,contains-combining-marks; contains-subscript-numerals
liv2add-0226,57,3714,*l-,*leu̯k-,False,False,,*leu̯k-,*leu̯k-,,,,,"Präsens
?*luk-éi̯e- ved. rucayanta ‘sie leuchten’ RV 3,6,76

Neubildung R(e)-i̯e-Präsens gr. hom. poet. λεύσ(σ)ω ‘sehe’10d

Zur Neubildung Fientiv auch gr. hom. ἀμφιλύκη ‘wurde ringsum hell’ Il.7,43411b

Anm. 6 Vielleicht eher sekundäre Umgestaltung eines *rucāya- < *luk-eh₁-i̯e-, also zum Fientiv oder denominal (nach I. YAKUBOVICH, p.c.).

Anm. 10d Da die Wurzel *leu̯t- zu streichen ist, muss das Verb doch hier angeschlossen werden; vielleicht altes Denominativ?

Anm. 11b Nach TICHY (mdl.) kein Nomen, sondern augmentloser ē-Aorist in einem alten Vers; Ersatz für den medialen Wurzelaorist.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0227,57,3730,*l-,*leu̯t-,False,False,,*leu̯t-,*leu̯t-,,,,,"Die Wurzel ist zu streichen, da gr. ark. λευτ- wohl als analogische Neuerung gegenüber älterem λευσ- zu verstehen ist, s. NUSSBAUM, Scripta Classica Israelica 32, 2013, 1-20. Demnach muss gr. λεύσ(σ)ω doch zu *leu̯k- gehören und die in LIV² genannten Nomina zu *leu̯H- ‘abschneiden’.",contains-greek; contains-combining-marks
liv2add-0228,57,3738,*m-,*magʰ-,False,False,,*magʰ-,*magʰ-,,,,,"Zum Präsens auch ?[mkymr. armaaf ‘habe vor, beabsichtige’5a

Anm. 2 …; TANAKA 199-208 mit Lit.

Anm. 5a < *ar-mag-e/o-, s. ISAAC 308; SCHUMACHER, KPV 465-6 mit Lit.

Anm. 7 Direkt aus einem alten Wurzelmedium mit Umbildung zum Präteritopräsens, vgl. TANAKA, l.c. Germ. Pluralformen mit Stamm mug- sind späte Analogiebildungen.",
liv2add-0229,57-58,3749,*m-,2.*med-,False,False,2.,*med-,*med-,,,,,"Anm. 2 … Die Wurzelform *mand- ‘erfreuen’ ist onomastisch auch im Iranischen belegt, s. WERBA, Diss. 29-30; REMMER 51.",
liv2add-0230,58,3755,*m-,?Neu: *meg̑- ‘groß werden’1,False,True,,*meg̑-,*meg̑-,,groß werden,,uncertain,"Präsens
?*m̥ g̑-néu̯/nu-
[heth. maknu- ‘vermehren’2

Kausativ ?*mog̑-éi̯e-
air. mog- ‘hinzufügen’; kymr. moi ‘ein Fohlen werfen’3

Anm. 1 Verbal selten, dazu viele Adjektive, vor allem *még-(o)h₂- in heth. mekk- ‘viel’, ved. mahā́-/mah-/máhi,gr. μέγας ‘groß’ usw., von erweitertem *meg-h₂- weitere Verbalbildungen: heth. makkes- ‘mehr werden’ und vielleicht ved. maṃh- ‘sich großzügig zeigen’ (EWAia II 286; WERBA, VIA 214).

Anm. 2 Nur dann primär, wenn die Einfachschreibung signifikant ist, andernfalls läge makknuvor, das wie makkes- ‘mehr werden’ als denominal zu beurteilen wäre. In jedem Fall mit analogischer Syllabifizierung *mǝg- statt *ǝng- < *m̥ g̑-

Anm. 3 Vgl. SCHUMACHER, KPV 469 und per litt.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0231,58,3771,*m-,Neu: *meh₂k- ‘lang werden/machen’1 IEW 699,True,False,,*meh₂k-,*meh₂k-,,lang werden/machen,IEW 699,new,"Präses ?*méh₂k-/mh₂k- [air. do·formaig ‘vermehren’; mkymr. (+) mac ‘zieht auf, ernährt’2

Desiderativ ?*méh₂k/mh₂k-s-
[air. Konj. ·tōrma ‘nag vermehren’3

?*mí-mh₂k-so- [air. Fut. du·forma ‘wird vermehren’4

Anm. 1 Verbal nur kelt., vgl. Nomina wie gr. μακρός = lat. macer, Abstr. gr. μῆκος, zum Ansatz s. SCHUMACHER, KPV 466-70. Traditionell wird ein Palatal angesetzt, doch nur wegen jav. mas- ‘groß’ etc., dessen Anschluss unwahrscheinlich ist, da diese iranische Sippe nach Semantik und Vokalismus eine Variante von av. maz- ‘groß’ (s. *meg̑-) zu sein scheint (die öfter angesetzte Bedeutungskomponente ‘lang’ ist durch die Belege nicht gedeckt).

Anm. 2 < *mak-o-, s. ibid. 466, 468 (a); das t-Prät. air. -macht, mkymr. maeth dürfte eine Neubildung nach *alt- zu *al- sein, SCHUMACHER, KPV 469.

Anm. 3 S. ibid. 466-7, 470 (c).

Anm. 4 S. ibid. 467, 470 (d).",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0232,58,3789,*m-,1.*mei̯- → *Hmei̯-,False,False,1.,*mei̯-,*mei̯-; *Hmei̯-,*Hmei̯-,,,redirect/update,,contains-combining-marks
liv2add-0233,58,3792,*m-,2.*mei̯- → h₂mei̯-,False,False,2.,*mei̯-,*mei̯-,,,,redirect/update,"Zum Präsens auch …?chwar. šmȳ- ‘lösen’ < *fra-maya-, vgl. SAMADI 197, Bedeutung über ‘auswechseln’? Dazu neu inch. šmsȳ-, SAMADI 196.",contains-combining-marks; contains-subscript-numerals
liv2add-0234,58-59,3797,*m-,"*mei̯gʰ- ‘(die Augen) schließen, blinzeln’0",False,False,,*mei̯gʰ-,*mei̯gʰ-,,"(die Augen) schließen, blinzeln",,,"Aorist
?*méigʰ-/migʰ- ?[khot. (+) nä-mäśdi ‘zwinkert’0a
skr. na-màže ‘blinzelte’0b
?[toch.B. Ptz. miko ‘die Augen geschlossen habend’0c

Präsens
?*mi-né/n-gʱ-
lit. mingù, (mìgti) ‘einschlafen’0d
?[r.-ksl. (+) mьgnǫti ‘blinzeln’4

Anm. 0 CHEUNG, FS KLINGENSCHMITT 45-51 setzt ‘bedecken’ an und schließt auch ved. meghá- = iran. *mai̯ga- ‘Wolke’ an, was von *h₃migʰ- ‘Nebel’ (in ved. míh-, gr. ὀμίχλη etc.) zu trennen sei; außerdem auch gr. μοιχός ‘Liebhaber’, ibid. 498. Formal und semantisch sehr ähnlich ist *mei̯kh₂-.

Anm. 0a < *ni-miǰa-, vgl. EMMERICK 55; CHEUNG, EDIV 258-9; kann ein zum Präsensstamm umgedeuteter Aoriststamm sein.

Anm. 0b < *-mьže, thematisiert.


Anm. 0c Zu einem Stamm *mika-, der aus einem WA umgebildet sein kann, doch eher Neubildung, einzige belegte Form des Verbs, vgl. ADAMS, DTB 494; MALZAHN 768-9.

Anm. 0d Neubildung möglich, aber Umdeutung einer alten Bildung denkbar.

Anm. 1 Vgl. GOTŌ 245-6 (‘herabschimmernd’), Semantik aber nicht wirklich klar. Dagegen nach CHEUNG, l.c. eher ‘sich herab bewegend’ zu der von ihm angesetzten Wurzel *mei̯gʰ-. Die meisten dort (und bei CHEUNG, EDIV 259) genannten iranischen Verben weisen jedoch auf eine u-haltige Wurzel.

Anm. 4 Wohl eher Neubildung zum them. Aor. *mьgъ, *mьže (s. oben). Dazu neu Iterativ gslav. *migati (wohl nicht = lit. miegóti) > russ. (+) migát’ ‘blinzeln’; nach diesem slav. auch Umbildung zu *mignǫti; vgl. DERKSEN 340.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0235,59,3825,*m-,"2.*mei̯H- entfällt, s. 2.*meh₂-",False,False,2.,*mei̯H-,*mei̯H-; *meh₂-,*meh₂-,,,removed,,contains-combining-marks; contains-subscript-numerals
liv2add-0236,59,3828,*m-,*mei̯kh₂-0,False,False,,*mei̯kh₂-0,*mei̯kh₂-0,,,,,"Aorist
*méi̯kh₂-/mikh₂- [lat. micuī ‘zuckte, blitzte auf’0a

Neubildungen:
Nasalpräsens ?air. do-meiccethar ‘verachtet’1
osorb. miknu, miknyć ‘blinzeln’4

R(e)-i̯e-Präsens slov. (+) mı͂čem, (mı͂kati) ‘zucken; reizen’5

Anm. 0 Ansatz und Bestimmung des Laryngals nur wegen des lat. Perfekts und Präsens und damit nicht sehr sicher. Formal und semantisch sehr ähnlich ist *mei̯gʰ- ‘blinzeln’.

Anm. 0a < *mika-w- für *mika-s- ← *mika- < *mikh₂-, vgl. MEISER, Perfekt 138.

Anm. 1 …, vgl. auch kymr. dir-mygaf ‘verachte’. Nach Mitteilung von D. STIFTER zeigen die neuirischen Fortsetzer g, air. mecc- kann daher nicht auf *mikn° zurückgehen. Der Gesamtbefund sei am besten durch einen Ansatz mécc- < *mink- zu erklären (vorausgesetzt, dass das Fehlen von Längenmarkierungen zufällig ist), das dann bei vorliegendem Wurzelansatz sekundär sein müsste. Diese Bildung könnte aber auch dafür sprechen, die Wurzel ohne Laryngal anzusetzen.

Anm. 3 Semantik wie im Altirischen.

Anm. 4 Neubildung zu mikać ‘id.’, semantisch wohl von slav. *mig- ‘blinzeln’ beeinflusst.

Anm. 5 < *mei̯k-i̯e- nach dem geläufigen slavischen Iterativtyp; vgl. DERKSEN 317.",contains-combining-marks; contains-subscript-numerals
liv2add-0237,59-60,3852,*m-,"*mel-¹ ‚nachdenken, sich sorgen‘ IEW 718",False,False,,*mel-¹,*mel-¹,,"nachdenken, sich sorgen",IEW 718,,"Präsens *mél-e-
gr. μέλομαι ‘sich sorgen’2
?čech. mele mne ‘es verdrießt mich’3

Perfekt
*me-mól-/ml̥-
[gr. μέμηλε ‘liegt am Herzen’4, μέμβλεται ‘liegt am Herzen’5

Anm. 1 Verbal nur gr. und slav., vgl. aber auch die Anrede toch.A mäl-kärteṃ mit gr. ὦ μέλε ‘Guter’ sowie *mól- > heth. māl- ‘Denken’ und *ml̥tí- > arm. małtʿ ‘Denken, Sorge; Gebet’ (vgl. Serangeli, HS 133, 2020[2022] 281 mit

Fn. 26). Zum Wurzelansatz s. SERANGELI, WeCIEC 27, 183-197 gegen HACKSTEIN, Sprachform 222 mit Lit. Zur Bedeutung auch vgl. PINAULT, TIES 6 (1993) 179-80. Hierher auch anatolische Verbalstämme, die aber wohl denominativ sind: heth. malae- ‘zustimmen’, luw. mali-, malāi- ‘bedenken’ sowie der GN heth. Malija. Dazu auch gr. μέλλω ‘soll, muss; beabsichtige; zögere’?

Anm. 2 Der Ausdruck μέλει μοι ‘mir liegt am Herzen’ setzt wohl kein Aktiv *μέλω voraus, sondern beruht auf Umbildung eines nominalen Ausdrucks mit *μέλη ‘Sorge’, SERANGEL, WeCIEC 27, 188-90; HS 133, 2020[2022], 278.

Anm. 3 Falls nicht aus mele ‘mahlt’ zu *melh₂- ‘mahlen’?

Anm. 4 < *memāl-, vgl. dor. Ptz. μεμᾱλότ-, mit analogischer Aufstufung gegenüber schwachem *memal- < *me-ml̥- (wie μέμηνα, s. 1.*men-), HACKSTEIN, Sprachform 222-4.


Anm. 5 Wohl zu 3. Pl. *μέμβλονται (wie κέονται) ← *μέμβλαται < *me-ml-n̥toi̯, s. SERANGELI, WeCIEC 27 (gegen Hackstein, ibid. aus *μεμβλη- < *meml̥h₁-, vielleicht über die 3p μεμβλέαται < *μεμβλήαται).",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0238,60,3876,*m-,*meld-,False,False,,*meld-,*meld-,,,,,"Hierher wohl auch toch.B Ptz. Prät. mloṣ, s. MALZAHN 759; ADAMS, DTB 489.",
liv2add-0239,60,3881,*m-,*meldʰ-,False,False,,*meldʰ-,*meldʰ-,,,,,"Vielleicht aus *mel-dʰeh₁-, Kölligan 2015: 16",contains-subscript-numerals
liv2add-0240,60,3886,*m-,"Neu: *melK- ‘verwickeln, zusammendrehen’1",True,False,,*melK-,*melK-,,"verwickeln, zusammendrehen",,new,"Aorist
*mélK-/ml̩K-
heth. malakzi ‘spinnt’
[toch.B mälkānte, A mälkānt ‘fügten zusammen’

Präsens
?*ml̩-né/n-K-
toch.A mläṅkmāṃ ‘verbunden’

?*ml̩K-i̯ó- heth. malkijezzi ‘spinnt’

Anm. 1 Vgl. KLOEKHORST 550; MALZAHN 762-3; ADAMS, DTB 489-90 mit Lit.; *k wegen ahd. malha ‘Sack’, wenn hierher; Palatal oder Velar möglich.",contains-combining-marks
