entry,section,pdf_page,field,content,line_start,extracted_star_forms,flags
laupai,Lithuanian,290,LATV,laupe 'rag',8835,,
laupyti,Lithuanian,290,LITH,"laupyti 'tear off', 3 pres. laūpo, 3 pret. laūpė LATV laupit [au, au2] 'peel, rob, plunder', lSg. pres. laupu, lSg. pret. laupiju BSL *loup-ei/i-",8840,*loup-ei/i-,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
laupyti,Lithuanian,290,PSL,*lūpiti v. (b) 'peel',8842,*lūpiti v. (b,contains_non_ascii
laupyti,Lithuanian,290,SL,"Ru. lupft' 'peel, bark, thrash', lsg. lupiju, 3sg. litpit; Cz. loupiti 'rob'; Slk. litpif 'steal'; Pl. lupic 'plunder, loot'; SCr. litpiti 'clean, peel'; Čak. lūpi't (Orb.) 'peel (potatoes ete.)', lsg. lūpin; Sln. litpiti 'clean, peel', lsg. litpim",8843,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
laužas,Lithuanian,290,LITH,"laužas 3 'pile of twigs or branehes, bonfire, serap, bear's den'",8849,,contains_non_ascii
laužas,Lithuanian,290,LATV,lauzs (Mar.) 'plaee in a forest with broken and uprooted trees',8850,,
laužti,Lithuanian,290,LITH,"laužti 'break (tr.); 3 pres. laužia, 3 pret. laužė",8856,,contains_non_ascii
laužti,Lithuanian,290,LATV,"lauzt [au, au2] 'break (tr.)', lsg. pres. Jaužu, lsg. pret. lauzu",8857,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
laužti,Lithuanian,290,PIE,*loug-,8859,*loug-,
laužti,Lithuanian,290,IE,"Skt. rujciti 'break'; OE tolūcan 'interrupt, break'",8861,,contains_non_ascii
lazda,Lithuanian,290,LITH,"lazda 4 'stiek, staf, (OLith., dial.) hazel'; VAR laza (K., dial.) 4 'stiek, staf, hazel'",8869,,
lazda,Lithuanian,290,LATV,lazda 'hazel'; VAR lagzda; lazds; lagzds; lęgzda; lęgzds,8870,,contains_non_ascii
lazda,Lithuanian,290,OPR,laxde (EV) 'hazel,8871,,
lazda,Lithuanian,290,PSL,*Uska f. a (b) 'hazel',8873,*Uska f. a (b,
lazda,Lithuanian,290,SL,"Ru. ljazgci (dial.) 'hazel'; Bel. ljaska 'stiek, eane'; Cz. liska 'hazel'; l'aska (Sil.) 'hazel'; Slk. lieska 'hazel'; Pl. laska 'stiek, staff'; Slne. l&yska 'hazel'; USrb. leska 'hazel'; LSrb. leska 'hazel switeh'; SCr. lijeska 'hazel'; Sln. lęska 'hazel'; Bulg. leska 'hazel'",8874,,contains_non_ascii
ledas,Lithuanian,291,LITH,"ledas 4 'ice, hailstone'; VAR ledus 4 'ice, hail'",8882,,
ledas,Lithuanian,291,LATV,lędus 'ice',8883,,contains_non_ascii
ledas,Lithuanian,291,OPR,ladis (EV) 'ice',8884,,
ledas,Lithuanian,291,BSL,*ledus,8886,*ledus,
ledas,Lithuanian,291,PSL,*led'b m. o(lu) (e) 'ice',8887,*led'b m. o(lu,
ledas,Lithuanian,291,SL,"OCS led'b (Supr.); Ru. led, Gsg. l'da; Ukr. lid, Gsg. l'6du; Cz. led; Slk. l'ad; Pl. l6d, Gsg. lodu; USrb. l6d, Gsg. lodu, Gsg. loda; SCr. led, Gsg. liida; Čak. led (Vrg., Novi), Gsg. leda; Sln. lęd, Gsg. lęda, Gsg. ledu; Bulg. led",8888,,contains_non_ascii
leisti,Lithuanian,291,LITH,"leisti 'let, allow, publish, send, drive, urge, throw', 3 pres. leidžia, 3 pret. leido; VAR leisti ( dial.), 3 pres. leidžia, 3 pret. leidė (a variant laisti is mentioned by Fraenkel and ME, but does not occur in the LKŽe)",8894,,contains_non_ascii
leisti,Lithuanian,291,LATV,"laist 'let, publish, set in motion, throw', isg. pres. laižu, isg. pret. laidu",8895,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
leisti,Lithuanian,291,PIE,"*[eid-IE Lat. lūdere 'play', isg. lūdo; Mlr. laidid 'exhort, excite' (both from *loid-)",8897,*[eid-IE Lat. lūdere 'play' | *loid-,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
lėkti,Lithuanian,292,LITH,"llkti 'tly', 3 pres. lekia, 3 pret. llkė",8907,,contains_non_ascii
lėkti,Lithuanian,292,LATV,"lekt (e, e2] 'jump, (rarely) fly', lsg. pres. lęcu, lsg. pret. lecu; VAR lekt, lsg. pres. lęcu, lsg. pret. lecu; lekt, lsg. pres. lęcu, lsg. pret. lecu",8908,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
lėkti,Lithuanian,292,BSL,*lek-; *lek-PSL *lethi v. (e) 'fly',8910,*lek- | *lek-PSL *lethi v. (e,fused_field_label
lėkti,Lithuanian,292,SL,"OCS leteti, lsg. lešt9; Ru. letet', lsg. leču, 3sg. letit; Cz. leteti; Slk. letief; Pl. leciee, lsg. lecę; SCr. letjeti, lsg. letfm; Čak. letl'ti (Vrg.), 2sg. letfš; Sln. letęti, lsg. letim; Bulg. letja",8911,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
lėkti,Lithuanian,292,PIE,"*lek-!*lek-IE Gk. ATJKUW (com., Hsch.) 'have intercourse'; ATJKŪv· -ro rtpo<; <!>8Ųv 6pxeicr8ai (Hsch.)",8913,*lek-!*lek-IE Gk. ATJKUW (com.,contains_non_ascii;fused_field_label;unusual_symbol_for_manual_check
lemežis,Lithuanian,292,LITH,lemežis ( dial.) m.(io) 'ploughshare'; VAR lemežis f.(i) 'wooden part of plough on which the ploughshare is mounted' (l suspect that the dialect form liimežis mentioned by Fraenkel (LEW: 254) contains untransposed la < l'e),8919,,contains_non_ascii;unusual_symbol_for_manual_check
lemežis,Lithuanian,292,LATV,lemesis 'ploughshare',8920,,
lemežis,Lithuanian,292,BSL,*leme?-PSL *lemešb; *lemežb m. jo 'ploughshare',8921,*leme?-PSL *lemešb | *lemežb m. jo 'ploughshare',contains_non_ascii;fused_field_label
lemežis,Lithuanian,292,SL,"OCS lemeŠb 'plough'; Ru. lemeš; lemeš; Bel. ljameš; Ukr. lemiš, Gsg. lemeša; Cz. lemeš; Slk. lemeš; Pl. lemiesz; OPI. lemiesz; lemięsz; limiesz; Slnc. lemješ; lempž; SCr. lemeš; lemež; Čak. lemeš (Orb.), Gsg. lemeša; Sln. lemeš; lemež; Bulg. lemež; Mcd. lemeš",8922,,contains_non_ascii
lemti,Lithuanian,292,LITH,"lemti [em, em] 'decide, determine, predestine', 3 pres. lemia, 3 pret. lemė",8928,,contains_non_ascii
lemti,Lithuanian,292,LATV,"lemt [em, em, eni, eni2, em2] 'decide, determine, predestine', lSg. pres. lemju, 3 pret. lemu",8929,,possible_ocr_digit_letter_year_or_symbol
lemti,Lithuanian,293,OPR,"limtwei, limtwey (II), lembtwey (I) 'break (tr.)'",8933,,
lėnas,Lithuanian,293,LITH,"lenas 3 [3/ 4] 'slow, calm, gentle, mild, weak ( of drinks ), ( dial.) flexible'",8941,,
lėnas,Lithuanian,293,LATV,"lfnS [f, ę, ę2] 'slow, calm, gentle, mild'",8942,,contains_non_ascii
lėnas,Lithuanian,293,BSL,*Ienos,8944,*Ienos,
lėnas,Lithuanian,293,PSL,"*ltn'b adj. o (e) 'lazy, slow'",8945,*ltn'b adj. o (e,
lėnas,Lithuanian,293,SL,"OCS len'b (Zogr., Mar.) 'lazy'; Ru. ljanoj (dial.) 'lazy'; Ienoj (dial.) 'lazy'; ORu. len'b 'lazy, slow'; Cz. linf; OCz. lenf; OPI. leny; SCr. ll'jen, f. lijena; Čak. lin (Vrg.), f. Zina, n. lfno; Sln. lęn, f. lęna",8946,,contains_non_ascii
lėnas,Lithuanian,293,PIE,*lehren-o-IE Lat. lenis 'soft',8948,*lehren-o-IE Lat. lenis 'soft',fused_field_label
l engė,Lithuanian,293,LITH,"lengė (Ruh., Ness.) l 'small meadow between two hills'",8956,,contains_non_ascii
l engė,Lithuanian,293,BSL,*len?g(i)a?,8958,*len?g(i,
l engė,Lithuanian,293,PSL,*lęga f. a (a),8959,*lęga f. a (a,contains_non_ascii
l engė,Lithuanian,293,SL,"Ru. ljaga (N. dial.) 'swampy place, swamp, depression, cavity (usually filled with water), puddle'; ORu. ljaga 'damp low place'; Slnc. lega 'low place, depression'",8960,,
lengvas,Lithuanian,294,LITH,"lengvas 4 'light, easy, slight'",8972,,
lengvas,Lithuanian,294,LATV,"liėgs2'light, gentle, mild'; VAR liegvas (Couronian Isthmus)",8973,,contains_non_ascii
lengvas,Lithuanian,294,PSL,"""lbg?Jh adj. o 'light, easy'",8975,,
lengvas,Lithuanian,294,SL,"OCS lbg?Jh; Ru. legkij; Cz. lehkj; Slk. l'ahkj; Pl. lekki; SCr. lak; lahak ( arch.); lagak ( arch., dial.); Sln. lagak; lagak",8976,,
lengvas,Lithuanian,294,PIE,"hile(n)gwh_u-IE Skt. raghu- 'fast'; Skt. laghu- 'light, small, easy'; Gk. eXaxu 'small, little'; Gk. eXa<j>p6 'light, dexterous, fast, little'; Lat. levis 'light, fast, small, scanty'; Go. leihts 'light'",8978,,control_or_replacement_char;unusual_symbol_for_manual_check
lenkė,Lithuanian,294,LITH,"lenkė 1 'vale, depression, moist and boggy place, meadow, marsh'",8984,,contains_non_ascii
lenkti,Lithuanian,294,LITH,"lenkti 'bend, walk around', 3 pres. lenkia, 3 pret. lenkė",8990,,contains_non_ascii
lenkti,Lithuanian,294,LATV,"liekt [ie, ie, ie2] 'bend', 1sg. pres. llecu",8991,,
lenkti,Lithuanian,294,BSL,*lenk-PSL *lękti v. 'bend',8993,*lenk-PSL *lękti v. 'bend',contains_non_ascii;fused_field_label
lenkti,Lithuanian,294,SL,"CS lęšti 'bend'; Cz. Ieci ( arch.) 'bend'; liet ( dial.) 'lay snares (for birds )'; USrb. lac ( arch.) 'set traps, grow ears'; LSrb. lec 'set traps'",8994,,contains_non_ascii
lenta,Lithuanian,294,LITH,"lenta 4 'board, plank'",9002,,
lenta,Lithuanian,294,LATV,"lęnta 'board, plank'; VAR lente 'board, plank'",9003,,contains_non_ascii
lenta,Lithuanian,294,PSL,*[pt'b m. o,9005,*[pt'b m. o,
lenta,Lithuanian,294,SL,"Ru. lut ( dial.) 'bast, bark of a linden'; [uta ( dial.) 'linden'; Ukr. lut 'bast, dial.) young linden'; Cz. lut ( dial.) 'bast'; Pl. lęt ( dial.) 'twig, switch'; Slnc. lqt 'twig, pole'; Sln. lot ( dial.) 'narrow-leaved everlasting pea (Lathyrus sylvestris )'",9006,,contains_non_ascii
lenta,Lithuanian,295,PIE,*lent-ehr,9010,*lent-ehr,
lenta,Lithuanian,295,IE,"Oic. lind f. 'lime, linden'; OE lind f. 'id.'; OHG linta f. 'id.'; OS linda f. 'id.'",9012,,
lėpė,Lithuanian,295,LITH,"lepė ( dial.) l [1/2] 'water lily, yellow water lily'; VAR lepis l 'nightjar, water arum, water lily, yellow water lily'",9018,,contains_non_ascii
lėpė,Lithuanian,295,LATV,"/epe 'coltsfoot, devil's bit'; VAR lępa [ę, ę, ę2] 'paw, coltsfoot, water lily, yellow water lily, frogbit, broad-leaved pondweed'",9019,,contains_non_ascii
lesti,Lithuanian,295,LITH,"lėsti 'peck, pick', 3 pres. lesa, 3 pret. lesė",9025,,contains_non_ascii
lesti,Lithuanian,295,LATV,"lest 'peck, pick, lap, count', lsg. pres. lešu, lsg. pret. lesu",9026,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
lesti,Lithuanian,295,PIE,"*/es(H)-IE Hitt. lešš-zi ! lišš- 'pick, gather'; Go. lisan 'collect'; Ok. lisan 'grasp, pick up, gather, knit'; OE lesan 'gather, collect'; OHG lesan 'read, examine, collect'",9028,*/es(H,contains_non_ascii
lėtas,Lithuanian,295,LITH,"Utas 4 'slow, calm, gentie, mild, weak ( of drinks), (OLith.) simple, poor'",9036,,
lėtas,Lithuanian,295,LATV,"lęts [ę, ę2] 'easy, frivolous, cheap'",9037,,contains_non_ascii
liaudis,Lithuanian,295,LITH,"liaudis f.(i) l 'people, nation'",9043,,
liaudis,Lithuanian,295,LATV,"faudis Npl. m.(i) [au, au2] 'people'; VAR fauži Npl.",9044,,contains_non_ascii
liaudis,Lithuanian,295,BSL,*ljoud-i-PSL *{Ctdbje Npl. m. (e) 'people',9046,*ljoud-i-PSL *{Ctdbje Npl. m.,fused_field_label;unusual_symbol_for_manual_check
liaudis,Lithuanian,295,SL,"OCS ljudbje; Ru. /judi; Cz. lide, Gsg. lidi; OCz. ludie; Slk. ludia; Pl. ludzie; SCr. ljudi; Čak. fudi (Vrg.); fudi (Orb.); Sln. ljudję",9047,,contains_non_ascii
liaudis,Lithuanian,295,PIE,"*hileudh-i-IE Oic. lyor m. 'people, men'; OHG liuti m./n. 'people'",9049,*hileudh-i-IE Oic. lyor m.,fused_field_label
liauka,Lithuanian,296,LITH,"liauka 2 [2/4] 'gland, (pl.) glandular disease in swine'",9057,,
liauka,Lithuanian,296,LATV,"fauka2 [au2, aū2] 'smth. soaked or soft, glandular disease in swine'",9058,,contains_non_ascii
liauka,Lithuanian,296,PIE,*leuk-ehr,9059,*leuk-ehr,
liauka,Lithuanian,296,IE,Gk. AEuK'l f. 'skin disease',9060,,
liaunas,Lithuanian,296,LITH,"liaunas 4 [3/4] 'flexible, weak, slender'; VAR liaunus 3/4",9066,,
liaunas,Lithuanian,296,LATV,"/aūns [aū, au2] 'evil, wicked, left, wrong'",9067,,contains_non_ascii
liaupsė,Lithuanian,296,LITH,"liaupse 4 'praise, eulogy'; VAR liaupsis (Bretk.) f.(i)",9073,,
liaupsė,Lithuanian,296,BSL,*ljoub-PSL *fuby f. ū 'love',9075,*ljoub-PSL *fuby f. ū,contains_non_ascii;fused_field_label
liaupsė,Lithuanian,296,SL,"OCS ljuby f.(ū) 'love, passion', Gsg. ljub'bVe; Ru. ijub6v' f.(i); ORu. ljuby f.(ū); ijub'bvv f.(i); OCz. luby f.(ū), Gsg. lubve; SCr. ijubav f.(i); ijubov f.(i); Čak. /ūbdv (Vrg.) f.(i), Gsg. /ubiivi; Sln. ljubav f.(i) 'love, friendly turn, kindness'; Bulg. ljub6v f.(i)",9076,,contains_non_ascii
liaupsė,Lithuanian,296,PIE,"*leubh-IE Go. liufs 'dear, sweet'",9078,*leubh-IE Go. liufs 'dear,fused_field_label
liauti,Lithuanian,296,LITH,"liauti 'stop', 3 pres. liauna, 3 pres. liauja, 3 pret. liovė",9084,,contains_non_ascii
liauti,Lithuanian,296,LATV,"faūt 'allow, ( refl.) stop, yield, rely on', 1sg. pres. faūju, 1sg. pret. favu; VAR faūt, 1sg. pres. faūnu, 1sg. pret. favu",9085,,contains_non_ascii
liauti,Lithuanian,296,OPR,aulaūt 'die',9086,,contains_non_ascii
liauti,Lithuanian,296,BSL,*ljoru(C)-; *ldw(V)-PSL *leviti v.,9087,*ljoru(C | *ldw(V | *leviti v.,fused_field_label
liauti,Lithuanian,296,SL,"Ukr. leviti 'weaken, diminish'; Cz. leviti ( obs., poet.) 'facilitate, alleviate, diminish'; leviti (Jg.) 'reduce, give up, release, drop'; SCr. Ieviti ( dial.) 'waste time, loaf'",9088,,
liauti,Lithuanian,296,PIE,*leh1u-IE Go. lewjan 'betray',9089,*leh1u-IE Go. lewjan 'betray',fused_field_label
liegti,Lithuanian,297,LITH,"liegti 'be sickly, weaken, pine away', 3 pres. liegsta, 3 pret. liego; VAR liegti, 3 pres. liegia, 3 pret. liegė (the DLKZ does not have the simplex, but we do find paliegti 'fall ill, become weak')",9099,,contains_non_ascii
liegti,Lithuanian,297,PIE,"*h3loig-IE Gk. \oiy6 m. 'ruin, havoc (from death by plague)'; Alb. lige f. 'calamity, illness'",9100,*h3loig-IE Gk. \oiy6 m.,control_or_replacement_char;fused_field_label
liekas,Lithuanian,297,LITH,"liekas 4 'spare, uneven, (OLith.) eleventh'",9108,,
liekas,Lithuanian,297,LATV,"lieks [ie, ie2] 'fake, spare, redundant, excessive'",9109,,
liekas,Lithuanian,297,PIE,*loikw-o-IE Gk. \01n6 'remaining'; Go. ainlif'eleven',9111,*loikw-o-IE Gk. \01n6 'remaining',control_or_replacement_char;fused_field_label
lieknas,Lithuanian,297,LITH,"lieknas 1 [1/2/4] 'hollow, depression, damp meadow, marsh, damp spot overgrown with bushes, grove'; VAR liekna 1 [1/4] 'low-lying damp meadow without bushes, marsh, meadow between bushes'; lieknė 2 'hollow, depression'",9117,,contains_non_ascii
lieknas,Lithuanian,297,LATV,"liekns [ie, ie2] 'wet, marshy spot in the woods, large, damp meadow, marshy spot where trees do no thrive'; VAR liekna 'depression, marsh, meadow'; liekne [ie, ie2, ie2] 'marshy spot, marshy woods, wet, marshy spot in the woods, large, damp meadow, depression in a field'; liekt;ia [ie, ie2, ie2] 'id.'; lieknis 'low-lying-meadow'",9118,,
lieptas,Lithuanian,298,LITH,lieptas 2 'foot-bridge',9126,,
liepti,Lithuanian,298,LITH,"liepti 'order, urge', 3 pres. liepia, 3 pret. liepė",9132,,contains_non_ascii
liepti,Lithuanian,298,PIE,*l( e )ip-IE Gk. A[mw 'desire',9133,*l( e,
liesas,Lithuanian,298,LITH,"liesas 3 [1/3] 'lean, thin, skimmed, infertile (soil)'",9139,,
liesas,Lithuanian,298,LATV,"liess [ ie, iė, iė2, ie2] 'lean, thin, infertile ( soil)'",9140,,contains_non_ascii
lieti,Lithuanian,298,LITH,"lieti 'pour', 3 pres. lieja, 3 pret. liejo; lieti 'cast (in a mould)', 3 pres. lieja, 3 pret. liejo; VAR lieti 'pour', 3 pres. leja, 3 pret. lejo; lieti 'cast (in a mould), ( dial.) putty', 3 pres. leja, 3 pres. l iena (SD), 3 pret. liejo",9146,,
lieti,Lithuanian,298,LATV,"liet 'pour, cast (in a mould)', 1sg. pres. leju, 1sg. pret. lėju",9147,,contains_non_ascii
lieti,Lithuanian,298,OPR,"pralieiton (III), prolieiton (UI), proleiton (III), praliten (II) ptc. pf. pass. Nsg. n. 'shed'",9148,,
lieti,Lithuanian,298,BSL,*l(e/o)(i-PSL *liti v. 'pour',9150,*l(e/o | *liti v. 'pour',
lieti,Lithuanian,298,SL,"OCS -liti, 1sg. -lijp (izliti 'pour out', praliti 'id.', etc.); Ru. lit', 1sg. l'ju, 3sg. l'et; Cz. liti, 1sg. liji; OPI. lic; SCr. ll'ti, 1sg. lljem; Čak. ll'ti (Orb.), 1sg. lijen, 1sg. lfjen; Sln. liti, 1sg. lijem; Bulg. leja",9151,,broken_reconstruction_spacing;contains_non_ascii
lieti,Lithuanian,298,PIE,*lhr(e)i-IE MW di-llyd 'pour out',9153,*lhr(e,fused_field_label
lietus,Lithuanian,299,LITH,lietus m. 3 'rain',9163,,
lietus,Lithuanian,299,LATV,lietus m. 'rain',9164,,
liežti,Lithuanian,299,LITH,"liežti 'liek', 3 pres. liežia, 3 pret. liežė",9170,,contains_non_ascii
liežti,Lithuanian,299,BSL,*/eii-PSL *lizati v. (b) 'liek',9172,*/eii-PSL *lizati v. (b,
liežti,Lithuanian,299,SL,"OCS lizaaše (Supr.) 3sg. impf. 'lieked'; Ru. lizat', 1sg. /ižu, 3sg. ližet; Cz. lizati; Slk. lizat; Pl. lizac; SCr. lizati, ISg. ližem; Čak. lizati (Vrg.), 2sg. ližeš; Sln. lizati, 1sg. ližem; Bulg. liža",9174,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
liežti,Lithuanian,299,PIE,*[eif'-IE Skt. recfhi 3sg. ( Vrih-); Gk. Mixw; Lat. lingere,9175,*[eif'-IE Skt. recfhi 3sg.,
liežuvis,Lithuanian,299,LITH,liežuvis 2 'tongue',9181,,contains_non_ascii
liežuvis,Lithuanian,299,OPR,insuwis (EV) 'tongue',9182,,
liežuvis,Lithuanian,299,BSL,"*iniu?-PSL *ęzyko m. o (a) 'tongue, language'",9184,*iniu?-PSL *ęzyko m. o,contains_non_ascii;fused_field_label
liežuvis,Lithuanian,299,SL,"OCS języko 'tongue, language, nation'; Ru. jazjk; Cz. jazyk; Slk. jazyk; Pl. język; SCr. jėzik; Čak. jazi'k (Vrg.); Sln. jezik, Gsg. jezika; Bulg. ezik",9185,,contains_non_ascii
liežuvis,Lithuanian,299,PIE,*dngh-uhr,9187,*dngh-uhr,
liežuvis,Lithuanian,299,IE,Skt. jihva- f.; OLat. dingua f.; Go. tuggo f.,9189,,broken_reconstruction_spacing
lig,Lithuanian,299,LITH,"lig prep. 'to, till'; lig eonj. 'until'; VAR ligi prep. 'to, till'; ligi conj. 'until'",9195,,
lig,Lithuanian,299,LATV,"lidz adv. 'like'; lidz prep. 'till'; lidz eonj. 'as soon as, as long as, until'",9196,,
lyg,Lithuanian,299,LITH,ljg adv. 'like',9202,,
lyg,Lithuanian,299,LATV,"lidz [i, i2]; lidz prep. 'till'; lidz eonj. 'as soon as, as long as, until'; VAR lidza adv./prep. 'together with'; lig( a) prep. 'till'; lig( a) eonj. 'until, as soon as'",9203,,
liga,Lithuanian,300,LITH,liga 4 'illness',9211,,
liga,Lithuanian,300,LATV,liga 'illness',9212,,
liga,Lithuanian,300,PIE,*lig-eh2-,9214,*lig-eh2-,broken_reconstruction_spacing
liga,Lithuanian,300,IE,"Gk. Ao1y6<; m. 'ruin, havoc (from death by plague)'; Alb. lige f. 'calamity, illness'",9216,,unusual_symbol_for_manual_check
lyginti,Lithuanian,300,LITH,"lyginti 'compare, even, equalize', 3 pres. lygina, 3 pret. lygino",9222,,
lyginti,Lithuanian,300,LATV,"lidzinat [i, i2] 'even, level, compare, equal'",9223,,
lyginti,Lithuanian,300,OPR,"leyginwei (l), liginton (III); ligint (III) 'judge'",9224,,
ligoti,Lithuanian,300,LITH,"ligoti 'be ill', 3 pres. ligoja, 3 pret. ligojo",9230,,
ligoti,Lithuanian,300,LATV,"liga t 'be sickly, be ill, 1sg. pres. ligaju",9231,,
lygti,Lithuanian,300,LITH,"lygti 'bargain, haggle, (Žem.) bet', 3 pres. lygsta, 3 pret. lygo",9237,,contains_non_ascii
lygti,Lithuanian,300,LATV,"ligt [i, i, l, 12, i2] 'haggle, make a deal', 1sg. pres. ligstu, 1sg. pret. ligu; VAR likt [f, i, 12, i2] 'reach an agreement, make a deal', 1sg. pres. likstu, 1sg. pret. liku",9238,,
lygus,Lithuanian,300,LITH,"lygus 3 [1/3] (also lygus 3) 'flat, even, equal'; VAR lygas (according to Fraenkel, there is evidence for a Zemaitian variant Uegus, with full grade)",9244,,
lygus,Lithuanian,300,LATV,"lidzs [i, i2] 'flat, even, equal'; VAR lidzlgs [f, i2] 'similar, equal'; lidzęns 'flat, even, similar, alike'",9245,,contains_non_ascii
lygus,Lithuanian,300,OPR,poligu 'similarly',9246,,
lygus,Lithuanian,300,PIE,"*lig-u-IE Go. galeiks 'equal'; Ok. glikr, likr 'id:; OE gelic 'id: (*leig-)",9248,*lig-u-IE Go. galeiks 'equal' | *leig-,fused_field_label
likti,Lithuanian,301,LITH,"likti 'hold, keep', 3 pres. lieka, 3 pret. liko (there are many alternative present formations, e.g. liekti, liiika, liekna)",9258,,
likti,Lithuanian,301,LATV,"likt 'leave, lay, put', lsg. pres. lieku, lsg. pret. liku",9259,,possible_ocr_digit_letter_year_or_symbol
likti,Lithuanian,301,OPR,"poliiikt 'stay', 3 pres. polinka",9260,,
likti,Lithuanian,301,PIE,"*/(o )ikw-IE Skt. rireca 3sg. pf. 'has left'; Gk. \e\omev 3sg. pf. 'has left, is away from'; Ok. leig(j)a 'rent'",9262,*/(o,
limti,Lithuanian,301,LITH,"limti 'bend, stoop, ( dial.) break', 3 pres. limsta, 3 pret. limo",9270,,
limti,Lithuanian,301,LATV,"limt2 [im2, im2] 'slip, collapse'",9271,,
linas,Lithuanian,301,LITH,"linas 4 'flax (plant)', Npl. linai 4 'flax (fibres)'",9277,,
linas,Lithuanian,301,LATV,lini Npl. 'flax',9278,,
linas,Lithuanian,301,OPR,"lynno (GrA, GrF), lino (GrG) 'flax'",9279,,
linas,Lithuanian,301,BSL,*linum,9280,*linum,
linas,Lithuanian,301,PSL,*l'bn'b m. o (b) 'flax',9281,*l'bn'b m. o (b,
linas,Lithuanian,301,SL,"CS lbn'b; Ru. len, Gsg. /'na; Cz. len, Gsg. lnu; Slk. l'an; Pl. len, Gsg. lnu; USrb. len, Iena, Gsg. lenu; SCr. lan; Čak. liin (Orb.), Gsg. liina; Sln. liin, Gsg. liina, lanu; Bulg. len",9282,,contains_non_ascii
linas,Lithuanian,301,IE,"Gk. \[vov n. 'flax'; Lat. linum n. 'flax, linen'; Go. lein n. 'canvas'",9284,,
linka,Lithuanian,301,LITH,"linka ( dial.) l 'hollow, depression'; VAR linkis l [1/2] 'bend, curve, ( dial.) vale, dale'",9290,,
linkti,Lithuanian,302,LITH,"linkti 'bend (intr.), stoop, be inclined', 3 pres. linksta, 3 pret. linko",9298,,
linkti,Lithuanian,302,LATV,"likt [i, i2] 'bend (intr.)', isg. pres. likstu, isg. pret. liku",9299,,possible_ocr_digit_letter_year_or_symbol
lipai,Lithuanian,302,LITH,"lipaiNpl. 4 'glue, resin'",9305,,
lipai,Lithuanian,302,PIE,*lip-o-IE Gk. >.lnoͶ n. 'oil',9306,*lip-o-IE Gk. >.lnoͶ n.,contains_greek;contains_non_ascii;fused_field_label;unusual_symbol_for_manual_check
lipnus,Lithuanian,302,LITH,"lipnus 4 'stieky, affeetionate'; VAR lipus 4 'stieky'; lipšnus 4 'affeetionate'",9312,,contains_non_ascii
lipnus,Lithuanian,302,LATV,"lipns 'eharming, friendly'; VAR lipins; lipsnigs; lipnigs; lipnigs2; lipęns [i, i2] 'stieky'",9313,,contains_non_ascii
lipti l,Lithuanian,302,LITH,"lipti 'stiek', 3 pres. limpa, 3 pret. lipo",9319,,
lipti l,Lithuanian,302,LATV,"lipt 'stiek', isg. pres. lipu, lipstu, isg. pret. lipu; VAR lipt2, isg. pres. lipu2",9320,,possible_ocr_digit_letter_year_or_symbol
lipti l,Lithuanian,302,BSL,*lip-PSL *lbn9ti v. 'stiek',9322,*lip-PSL *lbn9ti v. 'stiek',fused_field_label
lipti l,Lithuanian,302,SL,"OCS prilbnpti 'stiek'; Ru. l'nut""stiek, cling'; Cz. lnouti 'stiek'; Pl. lgnqc 'stiek'; OPI. lnqc 'stiek'; Slne. lno_ųc 'stiek'",9323,,contains_non_ascii
lipti l,Lithuanian,302,PIE,"*lip-IE Skt. limpati 'smear, deeeive'; Gk. >.maivw 'oil'",9324,*lip-IE Skt. limpati 'smear,fused_field_label;unusual_symbol_for_manual_check
lipti 11,Lithuanian,302,LITH,"lipti 'climb', 3 pres. lipa, 3 pret. lipo",9332,,
lipti 11,Lithuanian,302,LATV,"lipt 'climb', isg. pres. lipu, isg. pret. lipu",9333,,possible_ocr_digit_letter_year_or_symbol
lysė,Lithuanian,302,LITH,"lysė l 'bed (garden, field)'; VAR lysvė i; lysva; lystė i; lysia l",9339,,contains_non_ascii
lysė,Lithuanian,302,OPR,"lyso (EV) 'bed (garden, field)'",9340,,
lysė,Lithuanian,302,PSL,"*llxa f. a (b) 'strip of land, bed'",9342,*llxa f. a (b,
lysė,Lithuanian,303,SL,"OCS lexa (Zogr., Mar.) 'row'; Ru. lexa ( dial.) 'strip of land, furrow, bed'; lexa (dial.) 'strip of land, furrow, bed'; Ukr. ljaxa 'bed (garden)'; Cz. licha 'narrow strip of land'; OCz. lecha 'strip of land'; Pl. lecha ( obs.) 'row, file'; OPL lecha 'strip of land, bed (garden)'; SCr. lijeha 'small patch of farmed land, ridge between furrows, flower bed'; Sln. lęha 'furrow, strip of land, gap in a field'; Bulg. leha 'flower bed'",9346,,contains_non_ascii
lysė,Lithuanian,303,PIE,*lois-ehr,9347,*lois-ehr,
