entry,section,pdf_page,field,content,line_start,extracted_star_forms,flags
jeknos,Lithuanian,225,LITH,"jeknos Npl. 2 (OLith., dial.) 'liver'; VAR jekanas (Bretk.) LATV aknas Npl. 'liver' OPR lagno [iagno] (EV) 'liver' PIE *iekw-r/n-IE Skt. yakar- (yakn-) m. 'liver'; Gk. rptap n. 'liver'",6733,*iekw-r/n-IE Skt. yakar- (yakn-,
jentė,Lithuanian,225,LITH,"jentė (1ih e.) f.(ė/r) 'husband's brother's wife'; VAR intė l 'husband brother's wife, wife's sister, daughter-in-law' LATV ietere (BW, Memelshof) 'husband's brother's wife' (the accentuation ie in",6740,,contains_non_ascii
jerbė,Lithuanian,225,LITH,jerbė l (1/2/ 4] 'hazel-grouse'; VARjierbė l,6747,,contains_non_ascii
jerubė,Lithuanian,226,LITH,jerube 3b 'hazel-grouse'; VARjerumbe (dial.) 3b;jerubė 3b (also 'spotted cow'); arubė i;jčrubė 3b;jėrube 3b,6755,,contains_non_ascii
jerubė,Lithuanian,226,LATV,ierube2 'partridge' ( cf. ierubinatiės 'fiir eine kurze Zeit zu kollern od. falzen beginnen'); VAR irube (BW) ( quantity of the initial vowel uncertain),6756,,contains_non_ascii
jerubė,Lithuanian,226,BSL,*eru(m)b-; *erimb-PSL *erębb m. jo; *eręb'b m. o; *eręb'bk'b m. o,6757,*eru(m | *erimb-PSL *erębb m. jo | *eręb'b m. o | *eręb'bk'b m. o,contains_non_ascii;fused_field_label
jerubė,Lithuanian,226,SL,"RuCS jarębb m. 'partridge'; ORu. erjabb; orjabb m. 'partridge'; Cz. jerab 'rowan-tree; crane, (arch.) 'partridge'; jerabek 'hazel-grouse'; Slk. jerab 'rowan-tree'; Pl. jarzqb (arch., dial.) 'rowan-tree ( dial.), hazel-grouse (OPI.)'; jarzqbek, jerzqbek (dial.) 'hazel-grouse'; USrb. jerjab 'hazel-grouse'; SCr. jiireb ( dial.) 'partridge'; Čak. oreb (Vrg.) 'partridge'; Sln. jeręb 'partridge'; jaręb 'partridge'",6758,,contains_non_ascii
jerubė,Lithuanian,226,IE,Olc.jarpi m. 'hazel-grouse';jarpr 'brown',6759,,
jis,Lithuanian,226,LITH,"jis 'he', f. ji",6765,,
jis,Lithuanian,226,LATV,"jis (E. Latv.) 'he', Nomsf] ji2",6766,,
jis,Lithuanian,226,BSL,"*(j)is, *jo-PSL *jb( že) prn.",6768,*(j | *jo-PSL *jb( že,contains_non_ascii;fused_field_label
jis,Lithuanian,226,SL,"OCS i 'that, he, who', f. ja, n. je; ORu. ože conj. 'how, that, because'; Cz. že conj. 'that'; (j)ež (arch.) conj. 'that';jenž (arch.) prn. 'who', f. jež, n.jež; Slk. že conj. 'that'; Pl. že conj. 'that'; že prn. 'who'",6769,,contains_non_ascii
jis,Lithuanian,226,PIE,"*h1e (f. hiih2), *io-",6770,*h1e (f. hiih2 | *io-,broken_reconstruction_spacing
joti,Lithuanian,226,LITH,"joti 'ride', 3 pres. joja, 3 pret. jojo",6776,,
joti,Lithuanian,227,LATV,"jat 'ride', lsg. pres. jaju",6780,,possible_ocr_digit_letter_year_or_symbol
joti,Lithuanian,227,BSL,"*jai'-PSL *eti v. 'go, ride'",6781,*jai'-PSL *eti v. 'go,
joti,Lithuanian,227,SL,"Cz. jeti 'ride, drive', lsg. jedu; OPL jal 3sg. pret. 'rode'; USrb. jec 'ride'; LSrb. jėš 'ride'",6783,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
joti,Lithuanian,227,PIE,"*ieh,-IE Skt. yciti 'go, travel, move'",6784,*ieh,
jovalas,Lithuanian,227,LITH,"jovalas 3b 'pigswill, mess' LATV javais 'pigswill'",6789,,
judus,Lithuanian,227,LITH,"judus 4 'active, mobile, (SD, Ness.) belligerent' BSL *jud-PSL *ojbmin'b m. o SL OCS oimi (Supr.) Npl. 'soldiers'",6794,*jud-PSL *ojbmin'b m. o,fused_field_label
jungas,Lithuanian,227,LITH,"jungas l [1/2/3] 'yoke' (AP 2 is mcntioned by Illič-Svityč (1963: 71)) LATV jugs 'yoke' BSL *jui'go PSL *j6go n. o (e) 'yoke' SL OCS igo 'yoke'; Ru. igo 'yoke (fig.)'; Ukr. iho 'yoke'; Cz. jho 'yoke'; Pl. jugo 'yoke, cross-beam'; Slnc. vjige 'yoke'; SCr. igo (arch., lit.) 'yoke'; jigo (Krk) 'stabilizing cross-beam on primitive boats'; Sln. ig<} n.(s) 'yoke', Gsg. ižęsa; jig9 (Carinthia) n.(s) 'yoke', Gsg.jižęsa; Bulg. igo 'yoke' PIE *iug-6-m IE Skt. yuga- n. 'yoke, pair'; Gk. (uy6v n. 'yoke'; Lat. iugum n. 'yoke'",6799,*jui'go PSL *j6go n. | *iug-6-m IE Skt. yuga-,broken_reconstruction_spacing;contains_non_ascii;unusual_symbol_for_manual_check
jungti,Lithuanian,227,LITH,"jungti 'tie, join, yoke', 3 pres. jungia, 3 pret. jungė LATV jugt 'yoke', lsg. pres. judzu",6804,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
jungti,Lithuanian,228,PIE,*iu-ne/n-g-IE Skt. yunakti 'yoke'; Lat. iungere 'join',6808,*iu-ne/n-g-IE Skt. yunakti 'yoke',
junkti,Lithuanian,228,LITH,"junkti 'get used to', 3 pres. junksta, 3 pret. junko",6814,,
junkti,Lithuanian,228,LATV,"jukt 'get used to', lsg. pres. juks tu, lsg. pret. juku",6815,,possible_ocr_digit_letter_year_or_symbol
junkti,Lithuanian,228,BSL,"*unrk-PSL *vykn9ti v. (a) 'get used to, accustom oneself'",6817,*unrk-PSL *vykn9ti v. (a,fused_field_label
junkti,Lithuanian,228,SL,"OCS vykn9ti 'get used to, accustom oneself', lsg. vykn9; Cz. vyknouti 'get used to, accustom oneself' (usually preceded by another prefix, e.g. pfivyknouti 'make smb. get used to, accustom'); USrb. wuknyc 'learn'; SCr. vl'knuti 'get used to'",6818,,possible_ocr_digit_letter_year_or_symbol
junkti,Lithuanian,228,IE,Skt. ucyati 'be accustomed to'; Go. biuhts 'accustomed to',6820,,
juokas,Lithuanian,228,LITH,"juokas 4 'laugh, laughter, (pl.) joke( s )'",6828,,
juokas,Lithuanian,228,LATV,"juoks [uo, uo2] 'joke'",6829,,
juokas,Lithuanian,228,IE,Lat. iocus m. 'joke',6831,,
juosmuo,Lithuanian,228,LITH,"juosmuo m.(n) 3• 'waist, loins, (obs., dial.) beit, girdle'; VARjuosmenė 2 'waist, loins, beit, girdle';juosmenis '(Ness.) waist, loins, ( dial.) beit, girdle'",6837,,contains_non_ascii
juosmuo,Lithuanian,228,LATV,"juosma 'beit, girdle'; VARjuosms 'beit, girdle';juosmenis 'beit, girdle'",6838,,
juosta,Lithuanian,228,LITH,juosta l 'girdle',6844,,
juosta,Lithuanian,228,LATV,juosta 'girdle'; VARjuoste,6845,,
juosta,Lithuanian,228,BSL,*jo(s-PSL *pojiis'b m. o 'girdle',6847,*jo(s-PSL *pojiis'b m. o,fused_field_label
juosta,Lithuanian,228,SL,"OCS pojas'b; Ru. p6jas; Cz. pas; Slk. pas; Pl. pas; SCr. pajas; piis, Gsg. piisa; Sln. plis, Gsg. piisa, Gsg. pasu; pojiis; Bulg. p6jas",6848,,
juosti,Lithuanian,229,LITH,"juosti 'gird, engirdle, beat', 3 pres. juosia, 3 pret. juosė PIE *ieh3s-IE Gk. (wvvuµ1 'gird'",6859,*ieh3s-IE Gk. (wvvuµ1 'gird',contains_non_ascii;fused_field_label;mojibake_candidate
jūra,Lithuanian,229,LITH,"jura l 'sea' LATV jura [11, u2] 'sea (dial. also pl.)'; VARjura;jure [11, u2];juris OPR luriay [iuriay] (EV) 'sea'; wurs (EV) 'pond'; iilrin (III) Asg. 'sea' PIE *u(e!o)h1-r-IE Skt. var- n. 'water'; Oic. ur n. 'drizzle'",6866,*u(e!o,broken_reconstruction_spacing
jūs,Lithuanian,229,LITH,"jus 'you (pl.)' LATV jus [11, u] 'you (pl.)' OPR ious (III), iaus (III), yous (I), ioes (II) 'you (pl.)' BSL *ju?(s) PSL *vy prn. 'you (pl.)' SL OCS vy; Ru. vy; Cz. vy; Slk. vy; Pl. wy; SCr. vf; Čak. vf (Vrg.); vi (Hvar); Sln. vf PIE *iuH-IE yuyam 'you (pl.)'; Go. jus 'you (pl.)'",6873,*ju?(s | *vy prn. 'you (pl. | *iuH-IE yuyam 'you (pl.,contains_non_ascii;fused_field_label
justi,Lithuanian,229,LITH,"justi 'feel', 3 pres. junta, 3 pret. jilto LATV just 'feel, notice', lsg. pres. jutu, lsg. pret. jutu BSL *jut-PSL *otjbtn<(ti v.",6878,*jut-PSL *otjbtn<(ti v.,fused_field_label;possible_ocr_digit_letter_year_or_symbol;unusual_symbol_for_manual_check
justi,Lithuanian,230,SL,"Ru. očnUt'sja 'wake, regain consciousness', isg. očnus', 3sg. očnetsja; Cz. octnouti se 'find oneself, come to be'; Slk. ocitnouf sa 'find oneself'; Pl. ocknąč się 'awake'",6882,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
jūšė,Lithuanian,230,LITH,"jušė ( dial.) i 'fish-soup, bad soup, slops'; VAR jušia 'herring-soup' OPR iuse (EV) 'broth' PSL *jūxa (b) 'broth, soup' SL CS juxa 'broth'; Ru. uxa 'fish-soup', Asg. uxu; ORu. uxa 'soup'; Bel. juxa (coli.) 'blood' (borrowed into Lithuanian as juka 2/ 4 'blood-soup, blood, slops'); Cz. jfcha 'liquid, sauce, (arch.) soup'; Cz. jucha (dial.) 'id:; Slk. jucha 'cabbage soup'; Pl. jucha 'blood (of an animal), bull's blood, soup, sauce, juice'; Slnc. jHxa 'soup'; SCr. juha ( dial.) 'soup, broth'; Čak. jūha (Vrg., Novi) 'soup, broth'; jūha (Orb.) 'soup', Asg. juho; Sln. juha 'soup' PIE *iuH-s-IE Skt. yuŭ- n. 'broth'; Lat. iūs n. 'broth'",6887,*jūxa (b | *iuH-s-IE Skt. yuŭ- n.,broken_reconstruction_spacing;contains_non_ascii;fused_field_label
kada,Lithuanian,230,LITH,"kada adv., conj. 'when' LATV kad adv., conj. 'when'",6894,,
kada,Lithuanian,230,OPR,"kadan, kaden, kadden conj. 'when'",6896,,
kai,Lithuanian,230,LITH,kai conj. 'when' LATV ka conj. 'when'; VAR kai OPR kai conj. 'when' BSL *kai PSL *ce conj.,6901,*kai PSL *ce conj.,
kai,Lithuanian,231,SL,"OCS ce conj. 'and, also, (and) besides, though'; RuCS ce conj. 'though, however'",6905,,
kai,Lithuanian,231,PIE,*kwai,6906,*kwai,
kai,Lithuanian,231,IE,Gk. nol 'whereto',6907,,
kaimas,Lithuanian,231,LITH,kaimas l [1/3/4] 'village'; VAR kaima l; kaimė l,6912,,contains_non_ascii
kaimenė,Lithuanian,231,LITH,"kaimenė l 'herd, flock'",6917,,contains_non_ascii
kaimynas,Lithuanian,231,LITH,"kaimynas l [1/ 4] 'neighbour', f. kaimynė l [1, 2, 3] LATV kaimi1;1š 'fellow-villager, neighbour'; VAR kaiminis2 OPR kaiminan Asg. 'neighbour'",6922,,contains_non_ascii
kaina,Lithuanian,231,LITH,"kaina l [1/4] 'price, value, (Žem.) profit'; VAR kainė 2 [2/4] LATV ciens [ie, ie2] 'honour, respect, esteem'; VAR cie1;1a 'reception, respect, esteem'; Latv. ciena 'respect, esteem' BSL *kainai' PSL *cena f. a (e) 'price, value' SL OCS cena; Ru. cena, Asg. cenu, Npl. ceny; cena, Asg. cenu, Npl. ceny; Ukr. eina, Asg. cinu; Cz. cena; Slk. cena; Pl. cena; SCr. cijėna, Asg. cijėnu; Čak.",6927,*kainai' PSL *cena f.,contains_non_ascii
kaininti,Lithuanian,232,LITH,"kaininti 'price, valu e'; VAR kainoti LATV cienit 'respect', lsg. pres. cienu, lsg. pret. cieniju; VAR cienit, lsg. pres. cieniju, lsg. pret. cieniju BSL *koin-PSL *ceniti v. 'evaluate, value' SL OCS ceniti, lsg. cenj9; Ru. cenit', lsg. cenju, 3sg. cenit; Cz. ceniti 'estimate, evaluate'; Slk. cenif 'estimate, evaluate'; Pl. cenic 'estimate, evaluate, price'; SCr. cijeniti; Sln. cęniti, lsg. cęnim; Bulg. cenja",6942,*koin-PSL *ceniti v. 'evaluate,contains_non_ascii;fused_field_label;possible_ocr_digit_letter_year_or_symbol
kairinti,Lithuanian,232,LITH,"kairinti 'irritate, tease', 3 pres. kairina, 3 pret. kairino",6948,,
kairinti,Lithuanian,232,LATV,"kafrinat [ai, ai2] 'irritate, tease'; VAR kafręnat 'id:; karinat 'irritate, provoke, touch repeatedly'",6949,,contains_non_ascii
kairinti,Lithuanian,232,BSL,*kar-PSL *koriti v. 'reproach',6950,*kar-PSL *koriti v. 'reproach',fused_field_label
kairinti,Lithuanian,232,SL,"OCS koriti (Supr.) 'jeer at', lsg. korj{J; Ru. karit' 'upbraid (for), reproach (with)'; Cz. kofiti se 'submit, resign oneself'; Slk. korif sa 'submit, resign oneself'; Pl. korzyc się 'humble oneself'; SCr. koriti 'reproach (with)'; Sln. korfti 'reproach, punish', lsg. karim; Bulg. korja 'reproach (with), scold'",6951,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol;unusual_symbol_for_manual_check
kairinti,Lithuanian,232,PIE,*kar-IE Lat. carinare 'use abusive language'; OHG harawen 'mock',6953,*kar-IE Lat. carinare 'use,fused_field_label
kairė,Lithuanian,232,LITH,"kairl 4 'left-hand side, left hand' LATV *efre [ei, ei] 'left hand'",6960,*efre [ei,
kairys,Lithuanian,233,LITH,"kairys 4 'left'; VAR kafras 4; kairias 4; kairus 4 LATV kairs2 [ai2, ai(?)] 'left'; VAR Ưefrs 'left'",6967,,contains_non_ascii
kaisti,Lithuanian,233,LITH,"kalsti 'get heated, become hot, sweat, blush, redden', 3 pres. kalsta, 3 pret. kalsto LATV kaist [ai, ai2] 'become hot, glow, blaze, (refl.) be angry', lsg. pres. kaistu, lsg. pret. kaitu; VAR kaist [ai, ai2], lsg. pres. kaistu, lsg. pret. kaisu",6972,,possible_ocr_digit_letter_year_or_symbol
kaitėti l,Lithuanian,233,LITH,"kai tėti 'become hot, suffer from heat', 3 pres. kaitėja, 3 pret. kaitėjo LATV kaitėt [ai, ai2] 'burn (intr.), heat', lsg. pres. kaiteju",6979,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
kaitinti,Lithuanian,233,LITH,"kaltinti 'heat', 3 pres. kaltina, 3 pret. kaltino LATV kaltinat [ai, ai2] 'irritate, provoke'",6988,,
kaitrus,Lithuanian,233,LITH,kaitrus 4 [3/4] 'hot',6993,,
kaklas,Lithuanian,234,LITH,"kaklas 4 'neck' LATV kakls 'neck, throat' PIE *kwe-kwl-o-m IE Skt. cakra- n. 'wheel ( of a chariot, of the sun, of the year)'; Oic. hj6l n. 'wheel'; OE hweohhol n.; hweol n. 'wheel'",7000,*kwe-kwl-o-m IE Skt. cakra-,broken_reconstruction_spacing
kalba,Lithuanian,234,LITH,kalba 4 'language'; VAR kalbi (Lz.) 4,7007,,
kalbėti,Lithuanian,234,LITH,"kalbeti 'speak, talk', 3 pres. kalba, 3 pret. kalbejo; VAR kalbeti (Lz.), 3 pres. kalbi, 3 pret. kalbejo LATV kalblt 'chatter, talk, read', ISg. pres. kalbiju; VAR kalbinat; kalbet (Sprogis) 'read aloud (in class)'",7014,,possible_ocr_digit_letter_year_or_symbol
kalybas,Lithuanian,235,LITH,"kalybas l 'white (referring to a dog's neck), thin'; kalybas 'a dog with a white neck'; VAR kalyvas l 'white (referring to a dog's neck), snow-white' PIE *ke!al-IE Skt. karki- f. 'white cow'; Lat. calidus 'with a white spot on the forehead'",7021,*ke!al-IE Skt. karki- f.,broken_reconstruction_spacing
kalnas,Lithuanian,235,LITH,"kalnas 3 [1/3] 'mountain, hill' LATV kains 'mountain, hill' PIE *kalH-n-IE Gk. KOAWVT] 'hill'; Lat. callis m. 'hill'; OE hyll m.!f. 'hill'",7026,*kalH-n-IE Gk. KOAWVT,fused_field_label
kaltas l,Lithuanian,235,LITH,"kaltas l [1/3] 'chisel' LATV kalts [a{, al2] 'chisel, small hammer' BSL *kal?t6 PSL *kalto m. o.; *kalta f. a; *kalto n. o (b) SL Ru. k6lot (dial.) m. 'wooden sledge-hammer, heavy dub'; kal6ta (dial.) f. 'flail, threshing floor'; ORu. kaloto m. 'instrument for ramming'; Bel. kalat m. 'pole for rousing fish'; Cz. klat m. 'bee-hive, piece of wood around the neck of a mean dog, (dial.) log'; Slk. klat m. 'log, block, primitive bee-hive'; Pl. klota (dial.) m. 'boot-tree, last'; SCr. klata n. 'log around the neck or feet of livestock'; Čak. kliito (Orb.) n. 'dapper, tongue ( of a bell)', Npl. kliita; Sln. klata f. 'log around the neck of a pig' I assume that the mobile a-stems found in East Slavic are secondary (l wonder if the East Slavic variant k6lot may be analogical after malat 'hammer') and that the rootfinal laryngeal was lost in pretonic position in an end-stressed noun kalrto or kalrti>. Note that due to the transfer of the original barytone neuter a-stems (in * -am > * -um",7031,*kal?t6 PSL *kalto m. | *kalta f. a | *kalto n. o (b,broken_reconstruction_spacing;contains_non_ascii;unusual_symbol_for_manual_check
kaltas 11,Lithuanian,236,LITH,"kaltas 4 'guilty, indebted'",7041,,
kaltas 11,Lithuanian,236,LATV,kalts (Memelshof) 'guilty',7042,,
kalti,Lithuanian,236,LITH,"kalti 'beat, forge', 3 pres. kala, 3 pret. kalė; VAR kalti, 3 pres. kala, 3 pret. kalo",7048,,contains_non_ascii
kalti,Lithuanian,236,LATV,"kalt [aŽ, al2] 'beat, forge', isg. pres. kafu, isg. pret. kalu",7049,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
kalti,Lithuanian,236,BSL,"*kol?-PSL *kalti v. (b) 'stab, sting'",7051,*kol?-PSL *kalti v. (b,fused_field_label
kalti,Lithuanian,236,SL,"OCS klati 'kill', isg. kolj9; Ru. kol6t' 'prick, stab, chop', isg. kolju, 3sg. k6ljet; Cz. klati 'stab, beat, kili'; Slk. klaf'stab, butt, kill'; Pl. kluc 'sting, prick'; Slnc. klbięc 'sting, prick'; SCr. klati 'chop, cut', isg. koljem; Čak. klati 'chop, cut', 2sg. kofeš; klat (Orb.) 'slaughter', 3sg. kolje; Sln. klati 'sting, bite, slaughter, split, beat', isg. k(iljem; Bulg. k6lja 'slaughter, kili'",7052,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
kalti,Lithuanian,236,PIE,*kolH-IE Lat. calamitas f. 'damage',7054,*kolH-IE Lat. calamitas f.,fused_field_label
kalva,Lithuanian,236,LITH,"kalva 4 'elevated spot, (small) hill, (dial.) plot between meadows, clearing, shallow spot in the sea'",7060,,
kalva,Lithuanian,236,LATV,"kalva [aŽ, al2] 'hill, small island'",7061,,contains_non_ascii
kalvis,Lithuanian,236,LITH,"kalvis i 'blacksmith, hammersmith'",7067,,
kalvis,Lithuanian,236,LATV,"kalvis [aŽ, al2] 'smith'",7068,,contains_non_ascii
kamanė,Lithuanian,236,LITH,kamanė 2 [2/3b] 'bumblebee'; VAR kamune (Žem.) 3b; kamana; karninė 2,7074,,contains_non_ascii
kamanė,Lithuanian,236,LATV,kamene 'bumblebee'; VAR kamine; kamane,7075,,
kamanė,Lithuanian,236,OPR,camus (EV) 'bumblebee',7076,,
kamanos,Lithuanian,237,LITH,"kamanos Npl. l [1/3b] 'leather bridle' LATV kamanas Npl. 'sledge, sleigh'; VAR kamanes Npl. PSL *xom9to m.o 'horse eollar' SL CS xom9to 'yoke, seales'; Ru. xomut 'horse eollar, clamp, ( dial.) wooden hames'; Cz. chomout 'horse eollar'; Slk. chomut 'horse eollar'; Pl. chomqt (areh.) 'horse eollar, clamp'; SCr. homūt 'bundle, buneh'; hOmot (dial.) 'support of a vine'; Sln. hom(it 'horse collar, seine' IE MoDu. haam n. 'horse-collar'; MoE hame m. 'one of two eurved supports attaehed to the eollar of a draft-horse'; OHG hamo m. 'net'; MHG ham(e) m. 'bagshaped fishing-net'",7085,*xom9to m.o 'horse eollar',contains_non_ascii
kamienas,Lithuanian,238,LITH,"kamienas l 'trunk, stem, (Jušk.) butt'; VAR karniena 1; kamčnas (dial.) i; kamčna (Ness.) i 'end of a tree-trunk, butt of a felled tree'; kamienis 'potato top'",7093,,contains_non_ascii
kamienas,Lithuanian,238,PSL,*k11my m. n,7095,*k11my m. n,
kamienas,Lithuanian,238,SL,"OCz. kmen 'trunk, stem, generation'; Cz. kmen 'trunk, stem, bough, tribe'; Slk. kmen 'id.'; USrb. krhen 'branch, bough, trunk, twig'",7096,,
kampas,Lithuanian,238,LITH,"kampas 4 'corner, angle, heel of a loaf, hunch, (dial.) bend'; VAR kampas 2 'shaft-bow, handle'; kampa 1 'cross-bar of a sledge, coachman's seat, curved woorden or iron bar'",7102,,
kampas,Lithuanian,238,LATV,"kampis [am, am2] 'curved piece of wood, hook'; VAR kampa 'curved piece of wood ( as part of a harness )'",7103,,
kampas,Lithuanian,238,BSL,*kamp-PSL *kpt'b m. o (b) 'corner',7104,*kamp-PSL *kpt'b m. o,fused_field_label
kampas,Lithuanian,238,SL,"OCS kpt11; Ru. kut ( dial.); Cz. kaut; Slk. kut; Pl. kqt; Slnc. koyt; SCr. kūt; Čak. kut (Novi), Gsg. kūta; Sln. k(!t; Bulg. kat 'corner, angle'",7105,,contains_non_ascii
kampas,Lithuanian,238,IE,"Lat. campus m. 'field'; Go. hamfs 'mutilated, Iame'",7106,,
kančia,Lithuanian,238,LITH,"kančia 4 'suffering, pain, torture'",7114,,contains_non_ascii
kandis,Lithuanian,238,LITH,"kandis f.(i) 4 (1/4] 'moth, (dial.) small snake'; VAR kandis m.(io) 1; kande 4 (1/4]",7120,,
kandis,Lithuanian,238,LATV,"kuode [uo, uo2] 'moth, cockroach'; VAR kuods m.( o); kuods f.(i); kuoda",7121,,
kandus,Lithuanian,239,LITH,"kandus 4 [314] 'biting, stinging, sarcastic' LATV kubšus (LP) 'biting'",7128,,contains_non_ascii
kanka,Lithuanian,239,LITH,"kanka (Sirv., Jušk.) 4 'torment' A verbal noun derived from →kenkti.",7133,,contains_non_ascii
kankinti,Lithuanian,239,LITH,"kankinti [an, an] 'torture, torment', 3 pres. kankina, 3 pret. kankino LATV kancinat 'irritate, pravoke'",7136,,
kapas,Lithuanian,239,LITH,"kiipas 4 [2/4] 'grave, burial mound, (pl.) cemetery' LATV kaps 'grave, burial mound, (pl.) cemetery'; VAR kapa (Mane., Fiir.) OPR Auctakops top. BSL *(s)kop-PSL *kopa f. a 'heap, shock'",7141,*(s | *kopa f. a 'heap,fused_field_label
kapas,Lithuanian,239,SL,"Ru. kopa 'heap of hay or rye'; ORu. kopa 'monetary unit, shock (group of sixty units, group of sheaves)'; Cz. kopa 'shock (group of sixty units), heap, pile, ( dial.) hay-stack'; Slk. kopa 'shock (group of sixty units ), heap, pile, haystack'; Pl. kopa 'shock (group of sixty units, group of sheaves), hay-stack'; SCr. kopa (Vuk) 'hay-stack'; kopa 'hay-stack'; Čak. kopa (Vrg., Orb.) 'haystack'; Sln. kopa 'hay-stack'; Bulg. kopa 'heap'",7143,,contains_non_ascii
kapas,Lithuanian,239,PIE,*( s )kop-,7144,*( s,
kapoti,Lithuanian,239,LITH,"kapoti 'chop, hew', 3 pres. kapoja, 3 pret. kapojo LATV kapat 'chop, hew', isg. pres. kapiiju BSL *( s )kop-PSL *kopati v. 'dig' SL OCS kopati, isg. kopajr; Ru. kopat', isg. kopaju; Cz. kopati; Slk. kopat; PI. kopac; SCr. kopati, isg. kopiim; čak. kopati (Vrg.), 2sg. kopaš; Sln. kopati, isg. k(ipljem; kopati, isg. kopiim; Bulg. kopaja PIE *(s )kop-IE Gk. K6mw 'strike, beat, hit'",7149,*( s | *kopati v. 'dig' SL | *(s,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
kapti l,Lithuanian,240,LITH,"kapti ( dial.) 'chop, hew a little', 3 pres. kapa, 3 pret. kapė OPR enkopts ptc. pf. pass. 'buried'",7158,,contains_non_ascii
karas,Lithuanian,240,LITH,"karas 4 'war, (K., Ness.) army'; VAR karias (obs., a.o. DP) 2 'war, army, regiment'; karis ( obs.) 2 'army, regiment'; karė 2 'war'; karia ( obs.) 2 'war' LATV karš 'war, (H. Latv.) army'; VAR kare OPR kragis [kargis] (EV) 'army; caryago (EV) 'military campaign'; caryawoytis (EV) 'military review' PIE *korio-IE Gk. xo(pavoc; m. 'commander, lord'; OP kara- m. 'army, people'; Mlr. cuire m. 'troops'; W cordd m. 'army'; Go. harjis m. 'army'; Olc. herr m. 'army'; OHG heri m. 'army, crowd'",7167,*korio-IE Gk. xo(pavoc,broken_reconstruction_spacing;contains_non_ascii;fused_field_label
karbas,Lithuanian,240,LITH,"karbas ( dial.) 4 'basket, big basket to carry hay' LATV k&rba [ar, ar, &r2] 'basket or box (from birchbark), fishing-boat' PSL *korb'b m. o; *korba f. a 'basket' SL Ru. k6rob 'box, basket'; ORu. korob?J 'box, basket'; Cz. krabuše 'wicker basket'; Pl. kroba ( dial.) 'wicker box'; Sln. kraba box'",7172,*korb'b m. o | *korba f. a 'basket',contains_non_ascii
karbas,Lithuanian,241,IE,Lat. corbis f. 'basket'; OHG korb m. 'basket' (Fi. karpas m. 'basket'),7176,,
karenti,Lithuanian,241,LITH,"karenti 'tremble, save, be stingy, (refl.) be hungry, fast', 3 pres. kqra, 3 pret. kiiro LATV karinatiės (Dond.) 'be hungry, fast'",7181,,contains_non_ascii
karpas,Lithuanian,241,LITH,"karpas 4 [2/4] 'notch, cut, (Jušk.) torn piece of cloth, rag'; VAR karpa 'notch'; karpis 2 'notch' PIE *(s )korp-o-",7188,*(s,contains_non_ascii
karšatis,Lithuanian,241,LITH,"karšatis f.(i) l [1/3•/3b] 'old age, (dial.) illness, epidemic'; VAR karšatė l 'old age'",7193,,contains_non_ascii
karšė,Lithuanian,241,LITH,karšė (Ness.) l 'old age'; VAR karša l; karšii 4,7198,,contains_non_ascii
karšėti,Lithuanian,241,LITH,"karšeti [ar, ar] 'reach the end of one's life, become frail with age, die', 3 pres. karščja, 3 pret. karščjo",7203,,contains_non_ascii
karšinti,Lithuanian,241,LITH,"karšinti 'incite', 3 pres. karšina, 3 pret. karšino LATV karsinat 'heat, burn, provoke'",7208,,contains_non_ascii
karšis,Lithuanian,242,LITH,"karšis m.(io) 2 [1/2/ 4] 'bream (Abramis brama)'; VAR karšis (OLith„ dial.) f.(i) 4; karšė ( dial.) 2 [1/2] SL Ru. xarius m. 'grayling' IE Sw. harr m. 'grayling'; Nw. harr m. 'id.' (cf. also Fi. harju(s), Veps. harjus, hard'uz 'id.')",7215,,contains_non_ascii
