type	key_or_author	entry
reference	Valdiosera,	Valdiosera, C., T. Günther, J. C. Vera-Rodríguez, I. Ureña, E. Iriarte, R. Rodríguez-Varela, L. G. Simões, R. M. Martínez-Sánchez, E. M. Svensson, H. Malmström, L. Rodríguez, J.-M.a Bermúdez de Castro, E. Carbonell, A. Alday, J. A. Hernández Vera, A. Götherström, J.-M. Carretero, J. L. Arsuaga,
reference	C. I. Smith, M. Jakobsson	C. I. Smith, M. Jakobsson 2018 ‘Four millennia of Iberian biomolecular prehistory illustrate the impact of prehistoric migrations at the far end
reference	of Eurasia’, PNAS 115 (13) 3428–33, DOI: 10.	of Eurasia’, PNAS 115 (13) 3428–33, DOI: 10.1073/ pnas.1717762115. Vallejo Ruiz, J. M.a 2005 Antroponimia indígena de la Lusitania romana. Vitoria/Gasteiz, Anejos de Veleia, Series Minor 23.
reference	Van Arsdell, R. D.	Van Arsdell, R. D. 1989 Celtic Coinage of Britain.
reference	London,	London, Spink.
reference	van Coetsem, F.	van Coetsem, F. 1994 The vocalism of the Germanic parent language. Winter, Heidelberg.
reference	van de Noort, R.	van de Noort, R. 2006 ‘Argonauts of the North Sea. A Social Maritime Archaeology for the 2nd Millennium
reference	BC’,	BC’, Proceedings of the Prehistoric Society 72, 267–87.
reference	van de Noort, R.	van de Noort, R. 2011 North Sea archaeologies. A
reference	maritime biography, 10,000 BC to AD	maritime biography, 10,000 BC to AD 1500. Oxford, Oxford University Press.
reference	van der Heijden, V. F.	van der Heijden, V. F. 2018 ‘The shared lexicon of
reference	Baltic,	Baltic, Slavic and Germanic’, Leiden MA thesis.
reference	Van der Linden, M.	Van der Linden, M. 2007 ‘What linked the Bell Beakers in third millennium BC Europe?’, Antiquity 81 (312), 343–52.
reference	Vandkilde, H.	Vandkilde, H. 2013 ‘Bronze Age voyaging and cosmologies in the making. The helmets from Viksø revisited’, Counterpoint. Essays in archaeology and heritage studies in honour of Professor Kristian Kristiansen, British Archaeological Reports International Series 2508, ed. S. Bergerbrant & S. Sabatini, 165–77. Oxford, Archaeopress.
reference	Vandkilde, H.	Vandkilde, H. 2014 ‘Breakthrough of the Nordic Bronze Age. Transcultural Warriorhood and a Carpathian Crossroad in the Sixteenth Century BC’, European Journal of Archaeology 17 (4), 602–33.
reference	Vandkilde, H.	Vandkilde, H. 2015 ‘Conflict and War. Archaeology of Weapons and Artifacts’, The International Encyclopedia of Social and Behavioral Sciences Vol. 4, ed. J. D. Wright, 607–13. Oxford, Elsevier.
reference	Vandkilde, H.	Vandkilde, H. 2016 ‘Bronzization. The Bronze Age as Pre-Modern Globalization’, Praehistorische Zeitschrift 91 (1), 103–23.
reference	Vandkilde, H., T. Otton, & H. Thrane (eds)	Vandkilde, H., T. Otton, & H. Thrane (eds) 2006 Warfare and Society. Archaeological and Social Anthropological Perspectives. Aarhus, Aarhus University Press.
reference	Vasconcellos, J. Leite	Vasconcellos, J. Leite 1905 Religiões da Lusitania II. Lisboa.
reference	Vasconcellos, J. Leite	Vasconcellos, J. Leite 1913 Religiões da Lusitania III. Lisboa.
reference	Vennemann, T.	Vennemann, T. 1994 ‘Linguistic reconstruction in the context of European prehistory’, Transactions of the Philological Society 92, 215–84.
reference	Villar Liébana, F., & B. M.a Prósper	Villar Liébana, F., & B. M.a Prósper 2005 Vascos, celtas e indoeuropeos. Genes y Lenguas. Salamanca, Ediciones Universidad de Salamanca.
reference	Wallace, R.	Wallace, R. 2008 ‘Venetic’, The Ancient Languages of Europe, ed. R. D. Woodard, 124–40. Cambridge, Cambridge University Press.
reference	Watkins, C. W.	Watkins, C. W. 1966 ‘Italo-Celtic revisited’, Ancient Indo-European dialects, ed. H. Birnbaum & J. Puhvel, 29–50. Berkeley & Los Angeles, California University Press.
reference	Watkins, C. W.	Watkins, C. W. 1987 ‘Questions linguistiques de poétique, de mythologie et de prédroit en indo- européen’, Lalies 5, 3–29.
reference	Watkins, C. W.	Watkins, C. W. 1995 How to Kill a Dragon. Aspects of Indo-European Poetics. Oxford and New York, Oxford University Press.
reference	Watkins, C. W.	Watkins, C. W. 1997 ‘The Indo-European Background of Vedic Poetics’, Inside the Texts, Beyond the Texts, ed. M. Witzel & M. Greene, 245–56. Cambridge, Harvard University Press.
reference	Weiss, M.	Weiss, M. 2012 ‘Italo-Celtica: linguistic and cultural points of contact between Italic and Celtic’, Proceedings of the 23rd Annual UCLA Indo-European Conference, ed. S. W. Jamison, H. C. Melchert, & B. Vine, 151–73. Brmen, Hempen.
reference	Welinder, S.	Welinder, S. 1978 ‘The Acculturation of the Pitted Ware Culture in Eastern Sweden’, Meddelande från Lunds
reference	Universitets Historiska Museum	Universitets Historiska Museum 1977–78, 98–110.
reference	Wicker, N. L. & H. Williams	Wicker, N. L. & H. Williams 2012 ’Bracteates and Runes’ (Review article of Die Goldbrakteaten der Völkerwanderungszeit — Auswertung und
reference	Neufunde, Ergänxungsbände zum Reallexikon der Germanischen Atertumskunde 40, ed. W. Heizmann & M. Axboe. Berlin & New York, Walter de Gruyter	Neufunde, Ergänxungsbände zum Reallexikon der Germanischen Atertumskunde 40, ed. W. Heizmann & M. Axboe. Berlin & New York, Walter de Gruyter, 2011), Futharl: International Journal of Runic Studies 3, 151–213.
reference	Wickler, S. J.	Wickler, S. J. 2019 ‘Early Boats in Scandinavia. New Evidence from Early Iron Age Bog Finds in Arctic
reference	Norway’, Journal of Maritime Archaeology 14 (2), 183–204. doi: 10.	Norway’, Journal of Maritime Archaeology 14 (2), 183–204. doi: 10.1007/s11457-019-09232-1
reference	Williams, R. A., & C. Le Carlier de Veslud	Williams, R. A., & C. Le Carlier de Veslud 2019 ‘Boom and bust in Bronze Age Britain. Major copper production from the Great Orme mine and European
reference	trade, c.	trade, c. 1600–1400 BC’, Antiquity 93 (371), 1178–96. https://doi.org/10.15184/aqy.2019.130
reference	Witzel, M.	Witzel, M. 2003 Linguistic Evidence for Cultural Exchange in Prehistoric Western Central Asia, Sino- Platonic Papers 129. Philadelphia, Department of Asian and Middle Eastern Languages, University of Pennsylvania.
reference	Witzel, M.	Witzel, M. 2019 ‘Early “Aryans” and their neighbors outside and inside India’, Journal of Biosciences 44, 58.
reference	Wodtko, D. S.	Wodtko, D. S. 2000 Monumenta Linguarum Hispanicarum 5.1, Wörterbuch der keltiberischen Inschriften, ed. J. Untermann. Wiesbaden, Ludwig Reichert.
reference	Wodtko, D. S.	Wodtko, D. S. 2003 An Outline of Celtiberian Grammar, Freiburg. http://www.freidok.uni-freiburg.de/ volltexte/747/
reference	Wodtko, D. S.	Wodtko, D. S. 2009 ‘Language Contact in Lusitania’, International Journal of Diachronic Linguistics and
reference	Linguistic Reconstruction 6	Linguistic Reconstruction 6, 2009, 1–48.
reference	Wodtko, D. S.	Wodtko, D. S. 2010 ‘The Problem of Lusitanian’, Celtic from the West. Alternative Perspectives from
reference	Archaeology,	Archaeology, Genetics, Language, and Literature, ed. B. Cunliffe & J. T. Koch, 335–67. Oxford, Oxbow Books.
reference	Zimmer, S.	Zimmer, S. 2004 ‘Review of Das, R. P., & G. Meiser (eds) Geregeltes Ungestüm: Bruderschaften und Jugenbünde bei indogermanischen Völkern. Hempen,
reference	Bremen’,	Bremen’, Journal of Indo-European Studies 32, 207–16.
