type	key_or_author	entry
reference	Koch, J. T.	Koch, J. T. 1992b ‘Gallo-Brittonic vs. Insular Celtic: The Inter-relationships of the Celtic Languages
reference	Reconsidered’,	Reconsidered’, Bretagne et pays celtiques — langues, histoire, civilisation: Mélanges offerts à la mémoire de Léon Fleuriot, ed. Gw. Le Menn & J.-Y. Le Moing, 471–95. Saint-Brieuc and Rennes, Skol/Presses Universitaires de Rennes.
reference	Koch, J. T.	Koch, J. T. 1992c ‘Further to tongu do dia toinges mo thuath [“Mi a dyngaf dynged it”], &c.’, Études Celtiques 29, 249–61.
reference	Koch, J. T.	Koch, J. T. 1995 ‘The Conversion of Ireland and the Emergence of the Old Irish Language, AD 367–637’, Emania 13, 39–50.
reference	Koch, J. T.	Koch, J. T. 1997 The Gododdin of Aneirin: Text and Context from Dark-Age North Britain. Cardiff, University of Wales Press.
reference	Koch, J. T.	Koch, J. T. 2006 ‘Rhiannon’, Celtic Culture: A Historical
reference	Encyclopedia, ed. J. T. Koch, vol 4	Encyclopedia, ed. J. T. Koch, vol 4, 1499–1500. Santa
reference	Barbara,	Barbara, ABC-Clio.
reference	Koch, J. T.	Koch, J. T. 2011 Tartessian 2: The Inscription of Mesas do Castelinho, ro and the Verbal Complex, Preliminaries to Historical Phonology. Aberystwyth, University of Wales Centre for Advanced Welsh and Celtic Studies.
reference	Koch, J. T.	Koch, J. T. 2013a ‘Out of the Flow and Ebb of the European Bronze Age. Heroes, Tartessos, and Celtic’, Celtic from the West 2. Rethinking the Bronze Age and the Arrival of Indo-European in Atlantic Europe, Celtic Studies Publications 16, ed. J. T. Koch & B. Cunliffe, 101–46. Oxford, Oxbow Books.
reference	Koch, J. T.	Koch, J. T. 2013b Tartessian. Celtic in the South-west at the Dawn of History, Celtic Studies Publications 13.
reference	Aberystwyth,	Aberystwyth, Celtic Studies Publications.
reference	Koch, J. T.	Koch, J. T. 2013c ‘Prologue. Ha C1a ≠ PC (The Earliest Hallstatt Iron Age cannot equal Proto-Celtic)’, Celtic from the West 2. Rethinking the Bronze Age and the Arrival of Indo-European in Atlantic Europe, Celtic Studies Publications 16, ed. J. T. Koch & B. Cunliffe, 1–16. Oxford, Oxbow Books.
reference	Koch, J. T.	Koch, J. T. 2014 ‘Once again, Herodotus, the Κελτοί, the source of the Danube, and the Pillars of Hercules’, ed. C. Gosden, S. Crawford, & K. Ulmschneider, Celtic Art in Europe: Making Connections. Essays in Honour of Vincent Megaw on his 80th birthday, 6–18.
reference	Oxford,	Oxford, Oxbow Books.
reference	Koch, J. T.	Koch, J. T. 2016 ‘Phoenicians in the West and Break- up of the Atlantic Bronze Age’, Celtic from the West 3. Atlantic Europe in the Metal Ages. Questions of shared language, Celtic Studies Publications 19, ed. J. T. Koch, B. Cunliffe, C. D. Gibson & K. Cleary, 431–76.
reference	Oxford,	Oxford, Oxbow Books.
reference	Koch, J. T.	Koch, J. T. 2019a ‘Rock art and Celto-Germanic vocabulary: Shared iconography and words as
reference	reflections of Bronze Age contact’, Adoranten	reflections of Bronze Age contact’, Adoranten 2018. 1–16.
reference	Koch, J. T.	Koch, J. T. 2019b Common Ground and Progress on the Celtic of the South-western (S.W.) Inscriptions.
reference	Aberystwyth, Centre for Advanced Welsh and Celtic Studies. ebook: https://www.wales.ac.uk/Resources/ Documents/Centre/	Aberystwyth, Centre for Advanced Welsh and Celtic Studies. ebook: https://www.wales.ac.uk/Resources/ Documents/Centre/2019/Koch-Celtic-of-the-SW- inscriptions-2019.pdf
reference	Koch J. T.	Koch J. T. 2019c ‘Celtic from the West meets linguistics and genetics’, Exploring Celtic Origins: New ways forward in archaeology, linguistics, and genetics, Celtic Studies Publications 22, ed. B. Cunliffe & J. T. Koch, 19–37. Oxford, Oxbow Books.
reference	Koch, J. T., with R. Karl, A. Minard & S. Ó Faoláin	Koch, J. T., with R. Karl, A. Minard & S. Ó Faoláin 2007 An Atlas for Celtic Studies. Archaeology and Names in Ancient Europe and Early Medieval Ireland, Britain, and Brittany. Celtic Studies Publications 12.
reference	Oxford,	Oxford, Oxbow Books.
reference	Koch, J. T., & F. Fernández Palacios	Koch, J. T., & F. Fernández Palacios 2017 ‘Some epigraphic comparanda bearing on the “pan- Celtic god” Lugus’, Celtic Religions in the Roman Period: Personal, local, and global, Celtic Studies Publications 20, ed. R. Haeussler & A. King, 37–56.
reference	Aberystwyth,	Aberystwyth, Celtic Studies Publications.
reference	Koch, J. T., with F. Fernández Palacios	Koch, J. T., with F. Fernández Palacios 2019 ‘A case of identity theft? Archaeogenetics, Beaker People, and Celtic origins’, Exploring Celtic Origins: New ways forward in archaeology, linguistics, and genetics, Celtic Studies Publications 22, ed. B. Cunliffe & J. T. Koch, 38–79. Oxford, Oxbow Books.
reference	Kohl, P.	Kohl, P. 2007 The Making of Bronze Age Eurasia.
reference	Cambridge,	Cambridge, Cambridge University Press.
reference	Kortlandt, F. H. H.	Kortlandt, F. H. H. 2007 Italo-Celtic Origins and Prehistoric Development of the Irish Language, Leiden Studies in Indo-European Vol. 14. Rodopi.
reference	Kortlandt, F. H. H.	Kortlandt, F. H. H. 2018 ‘The Expansion of Indo-European Languages’, The Journal of Indo-European Studies 46, 219–31.
reference	Koryakova L. & A. Epimakhov	Koryakova L. & A. Epimakhov 2007 The Urals and Western Siberia in the Bronze and Iron Ages.
reference	Cambridge,	Cambridge, Cambridge University Press.
reference	Kossinna, G.	Kossinna, G. 1936 Ursprung und Verbreitung der Germanen in vor- und frühgeschichtlicher Zeit. 3rd edn. Leipzig.
reference	Krahe, H.	Krahe, H. 1954 Sprache und Vorzeit. Heidelberg, Quelle & Meyer.
reference	Krahe, H.	Krahe, H. 1962 Die Struktur der alteuropäischen Hydronymie. Wiesbaden: Steiner.
reference	Krahe, H.	Krahe, H. 1964 Unsere ältesten Flußnamen. Wiesbaden, Otto Harrassowitz.
reference	Kristiansen, K. & P. Suchowska-Ducke	Kristiansen, K. & P. Suchowska-Ducke 2015 ‘Connected histories. The dynamics of Bronze Age interaction
reference	and trade	and trade 1500–1100 BC’, Proceedings of Prehistoric Society 81, 361–82.
reference	Kristiansen, K.	Kristiansen, K. 2017 ‘When language meets archaeology. From Proto-Indo-European to Proto-Germanic in northern Europe’, Usque ad radices. Indo-European studies in honour of Birgit Anette Olsen, ed. B. S. S. Hansen, A. Hyllested, A. R.
reference	Jørgensen,	Jørgensen, G. Kroonen, J. H. Larsson, B. Nielsen Whitehead, T. Olander & T. M. Søborg, 427–38. Copenhagen, Museum Tusculanum Press.
reference	Kristiansen, K.	Kristiansen, K. 2018 ‘Warfare and the political
reference	economy. Bronze Age Europe	economy. Bronze Age Europe 1500−1100 BC’, Warfare in Bronze Age Society, ed. C. Horn & K. Kristiansen, 23–46. Cambridge, Cambridge University Press.
reference	Kristiansen, K., M. E. Allentoft, K. M. Frei, R. Iversen, N. N. Johannsen, G. Kroonen, Ł. Pospieszny, T. D. Price, S. Rasmussen, K.-G. Sjögren, M. Sikora & E. Willerslev	Kristiansen, K., M. E. Allentoft, K. M. Frei, R. Iversen, N. N. Johannsen, G. Kroonen, Ł. Pospieszny, T. D. Price, S. Rasmussen, K.-G. Sjögren, M. Sikora & E. Willerslev 2017 ‘Re-theorising mobility and the formation of culture and language among the Corded Ware Culture in Europe’, Antiquity 91 (356), 334–47. doi:10.15184/aqy.2017.17.
reference	Kristiansen, K., & T. Larsson	Kristiansen, K., & T. Larsson 2005 The Rise of the Bronze Age. Travels, Transmissions, and Transformations. Cambridge, Cambridge University Press.
reference	Kroonen, G.	Kroonen, G. 2013 Etymological Dictionary of Proto-Germanic, Leiden Indo-European Etymological Dictionary Series 11. Leiden/Boston, Brill.
reference	Kroonen, G.	Kroonen, G. 2020 ‘Babel entre Europa y Asia. El indoeuropeo y la cuestión de la paleontología lingüística’, Desperta Ferro—Arqueología e Historia 33 (Indoeuropeos. Migraciones, lenguas y genes).
reference	Madrid,	Madrid, Desperta Ferro Edicione.
reference	Kroonen, G., G. Barjamovic, & M. Peyrot	Kroonen, G., G. Barjamovic, & M. Peyrot 2018 ‘Linguistic supplement to Damgaard et al. 2018: Early Indo-European languages, Anatolian, Tocharian and Indo-Iranian’.
reference	Kuz’mina, E. E.	Kuz’mina, E. E. 2007 The Origin of the Indo-Iranians, ed. J. P. Mallory, Leiden Indo-European Etymological Dictionary Series 3. Leiden/Boston, Brill.
reference	Lamberg-Karlovsky, C. C.	Lamberg-Karlovsky, C. C. 2005 ‘Archaeology and language: the case of the Bronze Age Indo-Iranians’, The Indo-Aryan Controversy: Evidence and inference in Indian history, ed. E. F. Bryant & L. L. Patton, 142– 77. London, Routledge.
reference	Lambert, P.-Y.	Lambert, P.-Y. 1994 La langue gauloise, Collection des Hesperides. Paris, Editions Errance.
reference	Lazaridis, I.	Lazaridis, I. 2018 ‘The evolutionary history of human populations in Europe’, Current Opinion in Genetics & Development 53, December 2018, 21–7.
reference	Lazaridis,	Lazaridis, I., A. Mittnik, N. Patterson, S. Mallick, N. Rohland, S. Pfrengle, A. Furtwängler, A. Peltzer, C. Posth, A. Vasilakis, P. McGeorge, E. Konsolaki-Yannopoulou, G. Korres, H. Martlew, M. Michalodimitrakis, M. Özsait, N. Özsait, A. Papathanasiou, M. Richards, S. A. Roodenberg, Y. Tzedakis, R. Arnott, D. M. Fernandes, J. R. Hughey, D. M. Lotakis, P. A. Navas, Y. Maniatis, J. A. Stamatoyannopoulos, K. Stewardson, P. Stockhammer, R. Pinhasi, D. Reich, J. Krause, G.
reference	Stamatoyannopoulos	Stamatoyannopoulos 2017 ‘Genetic origins of the Minoans and Mycenaeans’, Nature 548. doi. org/10.1038/nature23310.
reference	Lejeune, M.	Lejeune, M. 1972 ‘Celtibère et lépontique’, Homenaje a Antonio Tovar ofrecidos por sus discipulos, colegas y amigos, 265–71. Madrid, Gredos.
reference	Linderholm, A., G. M. Kılınç, A. Szczepanek, P. Włodarczak, P. Jarosz, Z. Belka, J. Dopieralska, K. Werens, J. Górski, M. Mazurek, M. Hozer, M. Rybicka, M. Ostrowski, J. Bagińska, W. Koman, R. Rodríguez-Varela, J. Storå, A. Götherström, M. Krzewińska	Linderholm, A., G. M. Kılınç, A. Szczepanek, P. Włodarczak, P. Jarosz, Z. Belka, J. Dopieralska, K. Werens, J. Górski, M. Mazurek, M. Hozer, M. Rybicka, M. Ostrowski, J. Bagińska, W. Koman, R. Rodríguez-Varela, J. Storå, A. Götherström, M. Krzewińska 2020 ‘Corded Ware cultural complexity uncovered using genomic and isotopic analysis from
reference	southeasternPoland’, Scientific Reports | (	southeasternPoland’, Scientific Reports | (2020) 10:6885 | https://doi.org/10.1038/s41598-020- 63138-w
reference	Ling, J.	Ling, J. 2012 ‘War canoes or social units. Human representations in rock art ships’, European Journal of Archaeology 15 (3), 465–85.
reference	Ling, J.	Ling, J. 2019 ‘Review: Brian Hayden. The Power of Ritual in Prehistory: Secret Societies and Origins of Social Complexity (Cambridge: Cambridge University
reference	Press	Press, 2018)’, European Journal of Archaeology 22 (4), 599–603.
reference	Ling, J., P. Cornell, & K. Kristiansen	Ling, J., P. Cornell, & K. Kristiansen 2017 ‘Bronze Economy and Mode of Production. The role of Comparative Advantages in Temperate Europe During the Bronze Age’, Modes of Production in Archaeology ed. R. M. Rosenswig & J. J. Cunningham, 207–30. Gainesville, University of Florida Press.
reference	Ling, J., T. Earle, & K. Kristiansen	Ling, J., T. Earle, & K. Kristiansen 2018 ‘Maritime Mode of Production. Raiding and Trading in Seafaring
reference	Chiefdoms’, Current Anthropology 59 (5), 488–524. Ling, J., E. Hjärthner-Holdar, L. Grandin, K. Billström & P.-O. Persson	Chiefdoms’, Current Anthropology 59 (5), 488–524. Ling, J., E. Hjärthner-Holdar, L. Grandin, K. Billström & P.-O. Persson 2013 ‘Moving metals or indigenous mining? Provenancing Scandinavian Bronze Age artefacts by lead isotopes and trace elements’, Journal of Archaeological Science 40 (1), 291–304.
reference	Ling,	Ling, J., E. Hjärthner-Holdar, L. Grandin, Z. Stos-Gale, K. Kristiansen, A. L. Melheim, G. Artioli, I. Angelini,
reference	R. Krause, & C. Canovaro	R. Krause, & C. Canovaro 2019 ‘Moving metals IV. Swords, metal sources and trade networks in Bronze Age Europe’, Journal of Archaeological Science:
reference	Reports 26, 101837. doi:10.	Reports 26, 101837. doi:10.1016/j.jasrep.2019.05.002.
reference	Ling, J., & J. T. Koch	Ling, J., & J. T. Koch 2018 ‘A sea beyond Europe to the north and west’, Giving the Past a Future. Essays in Archaeology and Rock Art Studies in Honour of Dr. Phil. h.c. Gerhard Milstreu, ed. J. Dodd & E. Meijer, 96–111. Oxford, Archaeopress.
reference	Ling,	Ling, J., Z. Stos-Gale, L. Grandin, K. Billström, E.
reference	Hjärthner-Holdar, & P.-O. Persson	Hjärthner-Holdar, & P.-O. Persson 2014 ‘Moving metals II. Provenancing Scandinavian Bronze Age artefacts by lead isotope and elemental analyses’, Journal of Archaeological Science 41 (1), 106–12.
reference	Ling, J., & C. Uhnér	Ling, J., & C. Uhnér 2015 ‘Rock Art and Metal Trade’,
reference	Adoranten	Adoranten 2014, 23–43.
reference	Lorrio, A. J., & G. Ruiz Zapatero	Lorrio, A. J., & G. Ruiz Zapatero 2005 ‘The Celts in Iberia: An Overview’, e-Keltoi 6 http://www4. uwm.edu/celtic/ekeltoi/volumes/vol6/6_4/lorrio_ zapatero_6_4.html
reference	Lorrio, A. J., & J. Velaza	Lorrio, A. J., & J. Velaza 2005 ‘La primera inscripción celtibérica sobre plomo’, Actas del IX Coloquio =
reference	Palaeohispanica 5, ed. F. Beltrán & J. Velaza	Palaeohispanica 5, ed. F. Beltrán & J. Velaza, 1031– 48.
reference	Luján Martínez, E. R.	Luján Martínez, E. R. 2006 ‘The Language(s) of the Callaeci’, e-Keltoi 6: The Celts in the Iberian Peninsula, 715–48.
reference	Luján Martínez, E. R.	Luján Martínez, E. R. 2009 ‘Notas sobre algunas inscripciones paleohispánicas’, Palaeohispanica 9, 701–9.
reference	Mac an Bhaird, A.	Mac an Bhaird, A. 1980 ‘Varia II: Tadhg mac Céin and the Badgers’, Ériu 31, 150–5.
reference	Mac Cana, P.	Mac Cana, P. 1996 Celtic Mythology, Library of the World’s Myths and Legends. London, Chancellor.
reference	First published Feltham, Hamlyn	First published Feltham, Hamlyn, 1970.
reference	Mallory, J. P.	Mallory, J. P. 1989 In Search of the Indo-Europeans:
reference	Language,	Language, Archaeology and Myth. London, Thames and Hudson.
reference	Mallory, J. P.	Mallory, J. P. 1996 ‘The Indo-European Homeland Problem: a Matter of Time’, The Indo-Europeanization of Northern Europe: Papers Presented at the International Conference Held at the University of Vilnius, Vilnius, Lithuania,
reference	September 1-7	September 1-7, 1994, ed. K. Jones-Bley & M. E. Huld, 1–22. Washington DC, Institute for the Study of Man.
reference	Mallory, J. P.	Mallory, J. P. 2007 ‘Indo-European warfare’, War and Sacrifice: Studies in the archaeology of conflict, ed. T. Pollard & I. Banks, 77–98. Leiden, Brill.
reference	Mallory, J. P.	Mallory, J. P. 2013 ‘The Indo-Europeanization of Atlantic Europe’, Celtic from the West 2. Rethinking the Bronze Age and the Arrival of Indo-European in Atlantic Europe, Celtic Studies Publications XVI, ed. J. T. Koch & B. Cunliffe, 17–40. Oxford, Oxbow Books.
reference	Mallory, J. P.	Mallory, J. P. 2015. The problem of Tocharian origins: An archaeological perspective, Sino-Platonic Papers 259. Philadelphia, University of Pennsylvania. [www. sino-platonic.org]
reference	Mallory, J. P.	Mallory, J. P. 2016 In Search of the Irish Dreamtime: Archaeology and Early Irish Literature. London, Thames & Hudson.
reference	Mallory, J. P.	Mallory, J. P. 2019 ‘Proto-Indo-European, Proto-Uralic and Nostratic: A brief excursus into the comparative study of proto-languages’, Tracing the Indo-Europeans: New evidence from archaeology and historical linguistics, ed. B. A. Olson, T. Olander, & K. Kristiansen, 35–58. Oxford, Oxbow Books.
reference	Mallory, J. P., & D. Q. Adams (eds)	Mallory, J. P., & D. Q. Adams (eds) 1997 Encylopedia of Indo-European Culture. Chicago & London, Fitzroy Dearborn.
reference	Mallory, J. P. & D. Q. Adams	Mallory, J. P. & D. Q. Adams 2006 The Oxford Introduction to Proto-Indo-European and the Proto-Indo-European World. Oxford, Oxford University Press.
reference	Mallory, J. P., & V. H. Mair	Mallory, J. P., & V. H. Mair 2000 The Tarim Mummies: Ancient China and the mystery of the earliest peoples from the West. London, Thames & Hudson.
reference	Malmström,	Malmström, H., M.Thomas, P. Gilbert, M. G. Thomas, M. Brandström, J. Storå, P. Molnar, P. K. Andersen, C. Bendixen, G. Holmlund, A. Götherström &
reference	E.Willerslev	E.Willerslev 2009 ‘Ancient DNA Reveals Lack of Continuity between Neolithic Hunter-Gatherers and Contemporary Scandinavians‘, Current Biology 19, 1758–1762 doi:10.1016/j.cub.2009.09.017
reference	Malmström,	Malmström, H., A. Linderholm, P. Skoglund, J. Storå, P. Sjödin, M. Thomas, G. Holmlund, E. Willerslev, M.
reference	Jakobsson, K. Lidén & A. Götherström	Jakobsson, K. Lidén & A. Götherström 2014 ‘Ancient mitochondrial DNA from the northern fringe of the Neolithic farming expansion in Europe sheds light on the dispersion process‘, Philosophical Transactions B 370, 20130373.
reference	Malmström, H., T. Günther, E. M. Svensson, A. Juras, M. Fraser, A. R. Munters, Ł. Pospieszny, M.Tõrv, J. Lindström, A. Götherström, J. Storå, & M. Jakobsson	Malmström, H., T. Günther, E. M. Svensson, A. Juras, M. Fraser, A. R. Munters, Ł. Pospieszny, M.Tõrv, J. Lindström, A. Götherström, J. Storå, & M. Jakobsson 2019 ‘The genomic ancestry of the Scandinavian Battle Axe Culture people and their relation to the broader Corded Ware horizon’, Proceedings of the Royal Society B 286: 20191528. http://dx.doi.org/10.1098/rspb.2019.1528
reference	Maran, J.	Maran, J. 2004 ‘Wessex und Mykene. Zur Deutung des Bernsteins in der Schachtgräberzeit
reference	Südgriechenlands’,	Südgriechenlands’, Zwischen Karpaten und Ägais. Neolithikum und Ältere Bronzezeit. Gedenkschrift für Viera Nemejcová-Pavúková, ed. B. Hänsel & E. Studeníkova, 47–65. Rahden, Leidorf.
reference	Maran, J.	Maran, J. 2016 ‘Bright as the sun. The appropriation of amber objects in Mycenaean Greece’, Mobility, Meaning and the Transformation of Things, ed. H. P. Hahn & H. Weiss, 147–69. Oxford, Oxbow Books.
reference	Martiniano,	Martiniano, R., L. M. Cassidy, R. Ó Maoldúin, R. McLaughlin, N. M. Silva, L. Manco, D. Fidalgo, T. Pereira, M. J. Coelho, M. Serra, J. Burger, R. Parreira, E. Moran, A. C. Valera, E. Porfirio, R. Boaventura,
reference	A. M. Silva & D. G. Bradley	A. M. Silva & D. G. Bradley 2017 ‘The population genomics of archaeological transition in west Iberia. Investigation of ancient substructure using imputation and haplotype-based methods’, PLoS
reference	Genet 13(7), e1006852. https://doi.org/10.	Genet 13(7), e1006852. https://doi.org/10.1371/ journal.pgen.1006852 Matasović, R. 2008 ‘Insular Celtic as a Language Area’, The Celtic Languages in Contact, ed. H. L. C. Tristram, 93–112. Potsdam University Press, Potsdam. Matasović, R. 2009 Etymological Dictionary of Proto-Celtic, Leiden Indo-European Etymological Dictionary Series 9. Leiden/Boston, Brill. Matasović, R. 2011 Addenda et corrigenda to Ranko Matasović’s Etymological Dictionary of Proto-Celtic (Brill, Leiden 2009). Zagreb, December 2011. Matasović, R. 2014 ‘Substratum words in Balto-Slavic’, Filologija 60, 75–102.
reference	McCone, K. R.	McCone, K. R. 1987 ‘Hund, Wolf und Krieger bei den
reference	Indogermanen’,	Indogermanen’, Studien zum indogermanischen Wortschatz, ed. W. Meid, 101–54. Innsbruck.
reference	McCone, K. R.	McCone, K. R. 1996 Towards a Relative Chronology of Ancient and Medieval Celtic Sound Change, Maynooth Studies in Celtic Linguistics I. Maynooth, St Patrick’s College.
reference	McCone, K. R.	McCone, K. R. 1999 ‘OIr. erbaid “entrusts”, orb “heir” andorbae “inheritance”’, Studia celtica et indogermanica: Festschrift für Wolfgang Meid zum 70. Geburtstag, ed. P. Anreiter & E. Jerem, 239–42.
reference	Budapest,	Budapest, Archaeolingua.
reference	McCone, K. R.	McCone, K. R. 2002 ‘Wolfsbesessenheit,
reference	Nacktheit,	Nacktheit, Einäugigkeit und verwandte Aspekte des altkeltischen Männerbundes’, Gergeltes Ungestüm: Bruderschaftenb und Jugenbünde bei indogermanischen Völkern, ed. R. P. Das & G. Meiser, 43–67. Hempen, Bremen.
reference	McCone, K. R.	McCone, K. R. 2008 The Celtic Question: Modern Constructs and Ancient Realities, Myles Dillon Memorial Lecture. Dublin, Dublin Institute for Advanced Studies.
reference	McGrail, S.	McGrail, S. 2014 Early ships and seafaring. European water transport. Barnsley, Pen & Sword.
reference	McKinley, J. I., J. Schuster & A. Millard	McKinley, J. I., J. Schuster & A. Millard 2013 ‘Dead Sea Connections. A Bronze Age and Iron Age Ritual Site on the Isle of Thanet’, Celtic from the West 2. Rethinking the Bronze Age and the Arrival of Indo-European in Atlantic Europe, Celtic Studies Publications XVI, ed. J. T. Koch & B. Cunliffe, 157–183.
reference	Oxford,	Oxford, Oxbow Books. McKinley, J. I., M. Leivers, J. Schuster, P. Marshall,
reference	A. J. Barclay, & N. Stoodley	A. J. Barclay, & N. Stoodley 2014 Cliffs End Farm, Isle of Thanet, Kent: A mortuary and ritual site of the Bronze Age, Iron Age and Anglo-Saxon period with evidence for long-distance maritime mobility.
reference	Salisbury,	Salisbury, Wessex Archaeology.
reference	McManus, D.	McManus, D. 1991 A Guide to Ogam. Maynooth Monographs 4. Maynooth, An Sagart.
reference	Mederos Martín, A.	Mederos Martín, A. 2008 ‘Carros micénicos del Heládico Final III en las estelas decoradas del Bronce Final II–IIIA del suroeste de la Península Ibérica’, Contacto cultural entre el Mediterráneo y el Atlántico (siglos XII–VIII ane). La precolonización a debate, ed. S. Celestino, N. Rafel, X.-L. Armada, 437–63. Madrid, Escuela Española de Historia y Arqueología en Roma.
reference	Mederos Martín, A.	Mederos Martín, A. 2012 ‘El origen de las estelas decoradas del suroeste de la Peninsula Ibérica en
reference	el Bronce Final II (	el Bronce Final II (1325–1150 a.C.)’, Sidereum Ana II. El Guadiana en el Bronce Final, ed. J. Jiménez Ávila, 417–54. Anejos de Archivo Español de Arqueología 62. Mérida, CSIC.
reference	Mederos Martín, A.	Mederos Martín, A. 2017 ‘The Mycenaean contacts with the Iberian Peninsula during the Late Bronze
reference	Age (	Age (1625–1150 BC)’, Hesperos. The Aegean Seen from the West, ed. M. Fotiadis, R. Laffineur, Y. Lolos & A. Vlachopoulos, 25–39. Leuven–Liège, Peeters.
reference	Meid, W.	Meid, W. 1991 Aspekte der germanischen und keltischen Religion im Zeugnis der Sprache. Institut für Sprachwissenschaft der Universität Innsbruck.
reference	Meiser, G.	Meiser, G. 2002 ‘“Indogermanische Jugenbunde” oder: Probleme bei der Rekonstruktion sozialer
reference	Strukturen’,	Strukturen’, Gergeltes Ungestüm: Bruderschaftenb und Jugenbünde bei indogermanischen Völkern, ed. R. P. Das & G Meiser, 1–10. Hempen, Bremen.
reference	Melena, J. L.	Melena, J. L. 1985 ‘Salama, Jálama y la epigrafía latina del antiguo Corregimiento’, Symbolae L. Mitxelena, I, ed. J. L. Melena, 475–530. Vitoria.
reference	Melheim,	Melheim, L., L. Grandin, P-O. Persson, K. Billström,
reference	Z. Stos-Gale, J. Ling & K. Kristiansen	Z. Stos-Gale, J. Ling & K. Kristiansen 2018 ’Moving metals III. Possible origins for copper in Bronze Age Denmark based on lead isotopes and geochemistry’, Journal of Archaeological Science 96, 85–105.
reference	Milcent, P.-Y.	Milcent, P.-Y. 2012 Le temps des élites en Gaule atlantique. Chronologie des mobiliers et rythmes de constitution des dépots métalliques dans le contexte européen (XIIIe–VIIe av. J.-C.). Rennes, Presses Universitaires de Rennes.
reference	Morandi, A.	Morandi, A. 2004 Celtici d’Italia, a cura di Paola Piana Agostini. II. Epigraphi e lingua dei Celti d’Italia.
reference	Roma,	Roma, Spazio Tre.
reference	Murillo-Barroso, M. & M. Martinón-Torres	Murillo-Barroso, M. & M. Martinón-Torres 2012 ‘Amber sources and trade in the prehistory of the Iberian
reference	Peninsula’,	Peninsula’, European Journal of Archaeology 15 (2), 187–216. Narasimhan, V. M. , N. Patterson, P. Moorjani, I. Lazaridis, M. Lipson, S. Mallick, N. Rohland, R. Bernardos, A. M. Kim, N. Nakatsuka, I. Olalde, A. Coppa, J. P. Mallory, V. Moiseyev, J. Monge, L. M. Olivier, N. Adamski, N. Broomandkhoshbacht, F. Candilio, O. Cheronet, B. J. Culleton, M. Ferry, D. Fernandes, B. Gamarra, D. Gaudio, M. Hajdinjak, É. Harney, T. K. Harper, D. Keating, A. M. Lawson, M. Michel, M. Novak, J. Oppenheimer, N. Rai, K. Sirak, V. Slon, K. Stewardson, Z. Zhang, G. Akhatov, A. N. Bagashev, B. Baitanayev, G. L. Bonora, T. Chikisheva, A. Derevianko, E. Dmitry, K. Douka, N. Dubova, A. Epimakhov, S. Freilich, D. Fuller, A. Goryachev, A. Gromov, B. Hanks, M. Judd, E. Kazizov, A. Khokhlov, E. Kitov, E. Kupriyanova, P. Kuznetsov, D. Luiselli, F. Maksudov, C. Meiklejohn, D. Merrett, R. Micheli, O. Mochalov, Z. Muhammed, S. Mustafokulov, A. Nayak, R. M. Petrovna, D. Pettener, R. Potts, D. Razhev, S. Sarno, K. Sikhymbaeva, S. M. Slepchenko, N. Stepanova, S. Svyatko, S. Vasilyev, M. Vidale, D. Voyakin, A. Yermolayeva, A. Zubova, V. S. Shinde, C. Lalueza-Fox, M. Meyer, D. Anthony, N. Boivin, K. Thangaraj, D. J. Kennett, M. Frachetti, R. Pinhasi, D.
reference	Reich	Reich 2018 ‘The Genomic Formation of South and Central Asia’, bioRxiv preprint first posted online
reference	Mar. 31	Mar. 31, 2018; doi: http://dx.doi.org/10.1101/292581
reference	Navascués, J. M.ª de	Navascués, J. M.ª de 1966 ‘Onomástica salmantina de época romana’, Boletín de la Real Academia de la Historia 158, 181–230 con correcciones en Boletín de
reference	la Real Academia de la Historia 160	la Real Academia de la Historia 160, 1967, 7–9.
reference	Needham, S.	Needham, S. 1996 ‘Chronology and periodisation in the British Bronze Age, Absolute Chronology. Archaeological Europe 2500–500 BC’, Acta Archaeologica 67, 121–40.
reference	Needham, S. P.	Needham, S. P. 2016 ‘The Lost Cultures of the Halberd Bearers. A non-Beaker ideology in later 3rd millennium Atlantic Europe’, Celtic from the West 3. Atlantic Europe in the Metal Ages. Questions of shared language. Celtic Studies Publications 19, ed. J. T. Koch, B. Cunliffe, C. D. Gibson & K. Cleary, 40–81.
reference	Oxford,	Oxford, Oxbow Books.
reference	Needham, S. & S. Bowman	Needham, S. & S. Bowman 2005 ‘Flesh-hooks, Technological Complexity and the Atlantic Bronze Age Feasting Complex’, European Journal of Archaeology 8 (2), 93–136.
reference	Nichols, J.	Nichols, J. 1997 ‘Modeling ancient population structures and movement in linguistics’, Annual Review of Anthropology 26, 359–84.
reference	Nicolaisen, W. F. H.	Nicolaisen, W. F. H. 2008 ‘On River-names in the Scottish Landscape’, A Commodity of Good Names: Essays in Honour of Margaret Gelling, ed. O. J. Padel, D. Parsons, 233–8. Donnington, Tyas.
reference	Nielsen, H. F.	Nielsen, H. F. 2000 The early runic language of Scandinavia. Winter, Heidelberg.
reference	Nørgaard, H. W., E. Pernicka, & H. Vandkilde	Nørgaard, H. W., E. Pernicka, & H. Vandkilde 2019 ‘On the trail of Scandinavia’s early metallurgy. Provenance, transfer and mixing’, PloS One 14 (7), e0219574. DOI: https://doi.org/10.1371/journal. pone.0219574
