form	count
*φelu-φont-(i)i̯o-	1
*φi-φra-s-e-ti	1
*φiφra-	1
*φletisamā	1
*φro-kou̯φet-	1
*φro-kuφe-to-	1
*φro-kuφeto-	1
*φro-kuφito-	1
-(i)i̯o-	1
-)C.C.u̯V-	1
-)Co.u̯V-	1
-)Cu.u̯V-	1
-)Cu̯V-	1
-)ko.u̯V-	1
-<ICVM>	1
-<IQ>	1
-<IQVM>	1
-bi̯-	1
-dhh1-ónt-	1
-dhh1-ú-	1
-di̯o-	1
-du̯-	1
-dō	1
-e-i̯o/e-	1
-ei̯o/e-	1
-et-i̯o-.11	1
-i̯-	1
-i̯o/e-	1
-i̯u̯-	1
-ku-u̯V-	1
-ku.u̯V-	1
-ku̯V-	1
-lu̯-	1
-mi̯-).59	1
-mu̯-	1
-nu̯-	1
-o.i̯V-	1
-randā	1
-ti̯o-	1
-ti̯āko-	1
-tā	1
-u-u̯-	1
-u.i̯V-.61	1
-u.u̯-	1
-u.β̞V-	1
-ubu̯V-	1
-uu̯-alo-	1
-uu̯-ā	1
-u̯u̯-	1
-u̯V-	1
-uβu̯V-	1
-uβ̞u̯V-	1
-Vi̯.i̯V-	1
-Vi̯i̯V-	1
-Vmu̯V-	1
-Vβi̯V-	1
-Vμu̯V-	1
-Vφu̯V-	1
-āti-	1
-ū	1
-βi̯-	1
-βr-	1
-βu̯-	1
-β̞i̯-	1
-δών	1
-μu̯-	1
-φi̯-	1
-φn-	1
-φr-	1
/de:.u̯u:/	1
/de̯u:/	1
/iu̯engaf/	1
/ki̯/	1
/kuu̯/	1
/oi̯/	1
/ou̯/	1
/u̯a/-	1
/uφ/	1
<BV>	1
<COV>	1
<COV>-	1
<CVE>	1
<D>	1
<E>	1
<eu>	1
<FL>	1
<k>	1
<ku>	1
<kv>	1
<N>	1
<o>	1
<P>	1
<p>	1
<qu>	1
<QVO>	1
<ROC>	1
<T>	1
<t>	1
<teu>	1
<tu-u>	1
<uv>.50	1
<VIO>	1
<VV>	1
<Z>	1
<z>	1
<θ>	1
<φ>	1
<χ>	1
>>	1
A.36	1
ABBREVIATIONS	1
ADCOBROVATI	1
AEMILIVS	1
albēdō	1
ALETIA	1
ALEXAN/DRI	1
ANCIENT	1
ANDETIACAE	1
ANDETIVS	1
ANDOTO	1
APOL/LINI	1
AQVITANO(RVM	1
AQVTIVS	1
ARA(M	1
ARCIACON(I	1
ARCVITTIVS	1
ARENI	1
ARENVS	1
ARGANTO	1
ARIO	1
ARNEMETIE	1
ARNOMECTE	1
ARQ[VI]C(I	1
ARQVICI	1
ARQVITTIVS	1
ATILIAE	1
auvileś	1
AVG(V)ST(I	1
AVGVSTI	1
aśva-medha-	1
babhūva	1
BARBA/RVS	1
BARNAVNOM	1
BCE	1
biβa:he/o]-	1
BLETISAM(AM	1
BO/COROBR/EICOBO	1
BRACARAVG/VSTANORV[M	1
BRACI	1
BRASACA	1
BRATO	1
BRATONIVS	1
BRATVLOS	1
BRIGANTONE/I	1
BRIGINDONE	1
BRITISH	1
bubhū	1
bu̯	1
bās-e/o-	1
C(AI	1
C(AIVS	1
CABVNIAEGINO	1
CABVRVS	1
CAECILI	1
CAECILIAN(VS	1
CAESORIA	1
CAG-13-02	1
CALEDO	1
CAMP/E(N)SIVM	1
CAPITALS	1
CATVRONIS	1
CELER	1
CELTIC	1
CENTONDI[O	1
Ci.u̯V-	1
CO/ROTICA	1
COASO	1
COBRANDIAE.32	1
COBROMARA	1
COBROMARVS	1
COBRONIAE	1
COETIC	1
COMPRINNVS	1
concupīscō	1
CORO[TI]/CA	1
COROPOTI	1
COVIA	1
COVIROS	1
COVIRVS	1
COVIVS	1
COVNEANCVS	1
COVNEIDOQ(VM	1
COVVS	1
CRu.u̯i.-	1
Cui̯.i̯V-	1
cuppēd-	1
cuppēdia	1
cuppēdō	1
cuppēs	1
cupē-d-	1
Cupīdō	1
cupītus	1
cuī	1
CVARTVS	1
CVASVS	1
CVBRAR	1
CVBRENA	1
CVETIC	1
CVIVS.46	1
CVNO/MAGLO	1
CVNVANOS	1
CVPIO	1
CVPRIGENIA	1
CVPROGENIA	1
CYPRIO	1
Cūprae	1
cūria	1
D(ECIMVS	1
D(IS	1
D(OMO	1
d-t-éi̯	1
DEA]E	1
DEAE	1
deh3-	1
dh(h1)o-.36	1
DIVINITIES	1
di̯o	1
DOCQVIRVS	1
DONVM	1
DOV(A)-	1
DOVIDONA	1
DOVILLICCO	1
DOVITERVS	1
DOVVINIAS	1
drui̯d-	1
dru̯id-	1
du̯-	1
DV]BNODAGA	1
DVATIVS	1
DVENIA	1
DVILLIS	1
DVITIQ(VM	1
dīvus	1
d̥ond̥i̯o]-	1
E[POM]ANDVODVRO	1
EDCP	1
ELVONTIV	1
