line,pdf_page,category,matches,context
5213,364,suspicious_greek_ocr,4;,<!-- pdf-page: 364; section: dictionary -->
5217,364,suspicious_greek_ocr,q,"\*laisizan- comp. 'less' - OE lci!ssa comp. 'id.', E less, OFri. lessa, lessera comp. 'id.', OS /es adv. 'id.' ⇒ \*leh₂;3is-is-on- (NEUR) - Lith. lfesas, Latv. liess adj. 'thin, lean, arid' < \*leh₂;3is-o-. The comparative to \*litila- - \*luttila- ( q.v.)."
5221,364,suspicious_greek_ocr,q,"\*laisti- m. 'track, trace' - Go. laists m. 'id.', ON leistr m. 'stocking-foot, sock', OE lci!st m. 'footprint, bottom of the foot', MDu. leest m. 'model', Du. leest c. 'boot-tree; waist', OHG /eist m. 'track', MHG leist m. 'id.' (DRY). A ti-stem derived from \*lisan- (q.v.). See also \*laiso-."
5223,364,suspicious_greek_ocr,q,"\*laiwizakon- m. 'lark' - OE liiwrice, liiwerce, lci!werce f. 'id.', E lark, WFri. ljurk c. 'id.', NFri. lti.sk 'id.', Du. leeuwerik c. 'id.', OHG /erahha, lericha f. 'id.', MHG lerche, lewercke f. 'id.', G Lerche f. 'id.' (NIE?). Usually assumed to be a diminutive in \*-ikon- to an s-stem \*laiwaz, gen. \*laiwizaz (cf. Strathmann 2008: 2, 320), which is probably supported by Fi. leivo. In addition, NFri. liisk points to a stem \*laiwas- (cf. Arhammar 1984), apparently unaffected by Verner's law"
5227,365,suspicious_greek_ocr,5;,<!-- pdf-page: 365; section: dictionary -->
5231,365,suspicious_greek_ocr,q,"\*laizjan- w.v. 'to teach, instruct' - Go. /aisjan w.v. 'id.', OE /reran w.v. 'id.', OFri. /era w.v. 'id.', OS /erian w.v. 'id.', Du. leren w.v. 'id.', OHG leren, /erran w.v. 'id.', G /ehren w.v. 'id.' (EUR). The causative to \*lisan- ( q.v.)."
5233,365,suspicious_greek_ocr,q,"\*lajo- f. 'rock(?)' - OFri. laie f. 'slate', OS leia f. 'rock', MDu. /eye f. 'schist, slate', Du. lei c. 'id.', MHG /eie f. 'rock' (LW). No Indo-European etymology. The word was probably borrowed from Celtic, cf. Olr /fa, acc. /iaic m. 'stone' and Olr. /ecc f. 'stone, flat slab of rock', MW llech f. 'slate, slab of stone' < PCelt. \*qJlikkii.-, which has been compared to PGm. \*flaho- (Matasovic 2009: 134). The origin of the geminate \*-kk- is uncertain, however."
5237,365,suspicious_greek_ocr,q,"\*lakjan- 2 w.v. 'to cause to leak, moisten' - Elfd. lekka w.v. 'id.', OE /eccan w.v. 'id.', MDu. /ecken w.v. 'id.', Du. lekken w.v. 'id.', OHG lecken w.v. 'id.', G /ecken w.v. 'id.' ⇒ \*log-eie- (EUR}. The causative to \*/ekan- (q.v.)."
5239,365,suspicious_greek_ocr,q,"\*lak(k)on- w.v. 'to reproach, blame' - MDu. /acken, /aken w.v. 'id.', Du. /aken w.v. 'id.' ⇒ \*lok-neh₂- (DRV). The iterative to \*lahan- (q.v.). Also cf. ON lakr adj. 'deficient', MDu. lac adj. 'lascivious' < \*/aka- and OFri. lek m./n. 'shame, blemish', MDu. lak m./n. 'lack, deficiency', E lack < \*/aka-."
5243,366,suspicious_greek_ocr,6;,<!-- pdf-page: 366; section: dictionary -->
5249,366,suspicious_greek_ocr,q; q; £,"\*lamsa- n. 'lock' - ON 16.ss m. 'id.', Far. las n. 'id.', Elfd. lqs n. 'id.', MLG los n. 'padlock' (GM). The nasal in the proto-form \*lamsa-, which is already implied by the etymological link with ON /pm (pl. lamar) f. 'hinges (of a chest)', Nw. lam, /om f. '(metal strap of a) hinge', Elfd. Ian n. 'hinge', is confirmed by Elfd. lqs. The noun, apparently a thematicized s-stem, in turn served as the basis for ON /resa, Elfd. 1£;sa w.v. 'to lock', OHG /emsen\* w.v. 'to bar, shut' < \*lamsjan-. No"
5253,366,suspicious_greek_ocr,q,"\*landjan- w.v. 'to go slowly(?)' - MHG lendern w.v. 'to stroll, amble' ⇒ \*londh-eie- (NEUR) - Lith. lfsti (lefida) 'to crawl, creep, get (in, into), taste good', Latv. list 'crawl, creep, get (in, into), taste good, cut' < \*/ndh-. MHG lendern can be a frequentative in r created to an iterative \*landjan-, which would imply a root \*lendh- that is also found in Baltic. Note, however, the clear association with the semantically identical G schlendern."
5255,367,suspicious_greek_ocr,7;,<!-- pdf-page: 367; section: dictionary -->
5259,367,suspicious_greek_ocr,q,"\*landjo- f. 'lower part of the back, kidney, loin' - ON lend f. 'id.', Far. lend f. 'id.', OE Iendenu f.pl. 'id.', ODu. lendin f.pl. 'id.', Du. Ienden pl. 'id.', OHG Ientfn f.pl. 'id.', G Lende f. 'id.' ⇒ \*londh-ih₂- (IE) - Skt. rtindhra- n. 'part of the body of animals, loin' < \*londh-ro-; Lat. lumbus m. 'hips, loins' < \*londh-uo-; OCS l<;dvijǻ f.pl. 'loins', CS lǻdvije n. 'loin', lǻdvija f. 'id.', Ru. obs. Ijtidveja f. 'thigh', SCr. ledvija n.pl. 'loins' < \*lndh-u-io/ehr. The WGm. forms p"
5263,367,suspicious_greek_ocr,q,"\*lapan- s.v. 'to lick up, lap' - OHG laffan s.v. 'id.', MHG laffen s.v. 'id.', G Swi. lajfen s.fw.v. 'id.' (DRV). A strong verb back-formed to the iterative \*lapp/bOn- ( q.v.). Also cf. Ice!. lepja w.v. 'to lap' < \*lapjan- and OHG leffil, G Loffel, MDu., Du. lepel 'spoon' < \*lapila-."
5265,367,slash_in_headword,\*lapp/bon-,"\*lapp/bon- w.v. 'to lick up, lap' - OSw. lapa w.v. 'id.', Elfd. ldpd w.v. 'id.', OE lapian w.v. 'id.', E to lap, EDu. labben, lappen w.v. 'id.', G Swi. labben w.v. 'id.' ⇒ \*Iap-neh₂- (EUR) - Identical to Lat. lambo, -ere 'to lick', Lith. lapenti 'to drink greedily' (of pigs); also cf. Gr. A.amw 'id.' < \*Iap-ie-; Alb. lap 'to lick up water' < \*lap-; Ru. 16pat""to gobble up' < \*lap-ehr. An iterative verb 3sg. \*lappopi, 3pl. \*labunanpi ( < \*lap-neh₂-ti, \*lap-nh₂-entl) directly corresponding"
5269,368,suspicious_greek_ocr,8;,<!-- pdf-page: 368; section: dictionary -->
5281,368,suspicious_greek_ocr,q,\*lauda- m. 'man' - Go.jugga-laups m. 'young man' ⇒ \*h₁loudh-o- (IE). An o-grade formation to \*leudi- 'people' ( q.v.).
5285,369,suspicious_greek_ocr,9;,<!-- pdf-page: 369; section: dictionary -->
5287,369,suspicious_greek_ocr,q,"\*Jauka- 329 Probably a factitive to the adjective \*laugna-, cf. Go. ana-laugns adj. 'hidden', and thus related to \*leugan- (q.v.). With the same derivational base, cf. ON faun f. 'secrecy', OHG lougna f. 'denial' < \*laugno-."
5289,369,suspicious_greek_ocr,q,"\*lauka- m./n. 'onion, leek' - ON laukr m. 'leek, onion, garlic', Far. leykur m. 'onion', Elfd. lok m. 'id.', OE leac m. 'leek, onion, garlic', E leek, MDu. looc n. 'garlic', Du. Flem. look 'id.', OHG louh n. 'leek', G Lauch m. 'id.' (DRY). A word without a certain etymology. It is widely assumed that it was derived from the strong verb \*leukan- \*liikan- 'to close' (q.v.) in view of the leaves or scales enclosing a stem or growing-point in both leeks and onions."
5293,369,suspicious_greek_ocr,q,"\*lausa- adj. 'empty, idle' - Go. laus adj. 'empty, devoid', ON lauss adj. 'loose, free', Far. leysur adj. 'loose, free; idle; uncertain, vague', Elfd. los adj. 'free, loose', OE leas adj. 'loose, free; void of; vain, false, deceitful', OFri. las adj. 'free; lost; deceitful', OS los adj. 'loose, free', Du. loos adj. 'idle, stray', OHG los adj. 'lax, light-hearted, loose', G los adj. 'loose' (DRY). An o-grade adjective derived from \*leusan- 'to lose' ( q.v.). Also cf. the factitive Go. lausjan '"
5299,370,suspicious_greek_ocr,0;,<!-- pdf-page: 370; section: dictionary -->
5301,370,suspicious_greek_ocr,q,"330 \*law(w)a- While OSw. liir and ON leer (with R-fronting) go back to \*lawaz-, OE leow presupposes a proto-form \*lawiz-. Both of these variants split off from a neuter s-stem \*lawaz, pl. \*lawizo. This formation may be related to \*lagja'leg' (q.v.)."
5303,370,suspicious_greek_ocr,q,"\*law(w)a- n. 'oak bark, tan' - MDu. loo n. 'id.', Du. looi n. 'id.', OHG li5 n. 'id.', G Lohe f. 'id.' ⇒ \*/h₃-0U-O- (IE). Also cf. MDu. looien, louwen, Du. looien w.v. 'to tan'. Related to \*lauj:Jra(q.v.)."
5307,370,suspicious_greek_ocr,£,"\*leg(j)an- s.v. 'to lie' - Go. ligan s.v. 'id.', ON liggja s.v. 'id.', Far. liggja s.v. 'id.', Elfd. ligga s.v. 'id.', OE licgan s.v. 'id.', E to lie, OFri. lidza s.v. 'id.', OS liggian s.v. 'id.', Du. liggen sv. 'id.', OHG lickan, ligan s.v. 'id.', G liegen s.v. 'id.' ⇒ \*fegh-ie- (IE) - Gr. Hsch. A.£xoμm 'to go to sleep', Olr. laigid 'to lay, lie down', OCS lesti (/figp), Ru. lee' (ljagu), SCr. !eCi 'to lie (down)' (the nasal present after e.g. OCS sesti (sfidp) 'to sit') < \*fegh-e-; Lat. le"
5309,370,suspicious_greek_ocr,q,"\*legu- adj. 'low' - ON l<igr adj. 'id.', Far. l<igur adj. 'id.', Elfd. l<i.g adj. 'id.', OFri. lech, leich adj. 'id.', WFri. leech adj. 'id.', MDu. /age adj. 'id.', Du. laag adj. 'id.', MHG lrege adj. 'id.' (DRV). A lengthened grade adjective derived from \*leg(j)an- (q.v.). In view of the ja-stem forms in West Germanic, the word must probably be reconstructed as a u-stem. ME liih, E /ow is assumed to be a Nordic loanword."
5313,371,suspicious_greek_ocr,1;,<!-- pdf-page: 371; section: dictionary -->
5317,371,suspicious_greek_ocr,q,"\*lekan- s.v. 'to leak, drip' - ON leka s.v. 'id.', Far. leka s.v. 'id.', E to leak, MDu. leken s./w.v. 'id.', OHG lehhan s.v. 'id.', MHG lechen s./w.v. 'id.' ⇒ \*/eg-e(EUR) - Arm. lie 'lake' < \*leg-ieh₂-; MW dilein 'to destroy' < \*-leg-e-; Olr. legaid 'to melt, perish' < \*leg-eh₂-ie-; W llaith adj. 'wet' < \*leg-to-. A strong verb to a marginally attested root \*leg-. See also \*lakjan- 2 and \*loki-. Arm. lie is formally and semantically close to Far. lrekja f. 'well, puddle' < \*lekjon- (q"
5319,371,suspicious_greek_ocr,q,"\*lekinon- w.v. 'to heal' - Go. lekinon w.v. 'id.', ON lrekna w.v. 'id.', OE lcecnian w.v. 'id.', ODu. liiknon w.v. 'id.', OHG liichinon w.v. 'id.', MHG liichenen w.v. 'id.' (DRY). A verb derived from \*/ekja- 'doctor; leech' (q.v.). It served as the derivational base for ON, Icel. lreknir, Far. lrekni m. 'doctor' < \*lekinja-."
5321,371,suspicious_greek_ocr,q; q,"\*lekja- m. 'doctor; leech' - Go. lekeis m. 'doctor', ON lrekir m. 'id.', Da. lrege c. 'id.', OE lci!ce m. 'doctor; leech', E leech, OFri. letza m. 'doctor', ODu. lake m. 'leech', MDu. laecke 'id.', OHG liihhi, liichi m. 'id.' (Lw?). A word that is usually assumed to have been borrowed from Celtic \*legio-, cf. Olr. liaig 'doctor', before the great sound shifts. If the original meaning was 'blood-letter' ('leech'), however, the word can definitely be linked to the cluster of \*lekan- 'to leak' ("
5323,371,suspicious_greek_ocr,q,"\*Iekjon- f. 'rivulet(?)' - Far. lrekja f. 'well, waterhole, waterspout', Nw. lrekje f. 'rivulet, wooden water-pipe' ⇒ \*leg-ieh₂- (DRY) - Close to Arm. lie 'lake' < \*leg-ieh₂-. Within Germanic, this formation seems to have been derived from \*lekan( q.v.). It nevertheless displays a remarkable similarity with Armenian lie. See also \*lekja- 'healer'."
5329,372,suspicious_greek_ocr,2;,<!-- pdf-page: 372; section: dictionary -->
5335,372,slash_in_headword,\*le/Jra-,"\*le/Jra- n. 'leather' - ON lerir n. 'id.', Far. leaur n. 'id.', Elfd. leoer n. 'id.', OE leoer n. 'id.', E leather, OFri. !ether n. 'id.', MDu. /eder n. 'id.', Du. leer n. 'id.', OHG ledar n. 'id.', G Leder n. 'id.' (LW). A Celtic loanword, cf. Mir. lethar, MW l/edr m. 'leather' < PCelt. \*rplitro- < PIE \*pl-tro-. See also \*fella-."
5337,372,suspicious_greek_ocr,q,"\*leuba- adj. 'dear, beloved' - Go. liufs adj. 'id.', ON ljufr adj. 'id.', OE /eof adj. 'id.', OS liof adj. 'id.', Du. lief adj. 'id.', OHG liub, liob adj. 'id.', G lieb adj. 'id.' ⇒ \*leubh·o- (IE) - Formally identical to OCS ljub'b adj. 'sweet, pleasant', Ru. ljub6j 'any, either', SCr. ljub adj. 'dear, beloved'; also cf. Alb. lume adj. 'blessed' (if from \*lubh-no-). A European adjective. Related to \*Juba- (q.v.)."
5341,372,suspicious_greek_ocr,£; £; £; £; £,"\*leudi- m. 'man; people' - ON ljor m. 'people, men', Far. undir-ljour m. 'weak-willed person', OFri. liud n. 'people', OS liud m. 'people', OHG liut m./n. 'people' ⇒ \*h₁/eudh·i- (IE) - Lith. liaudis, Latv. jaudis pl. 'people' < \*h₁leudh-i-; Gr. £A£ui9£po<; adj. 'free', Lat. fiber adj. 'id.' < \*h₁leudh-ero-. A Baltic-Germanic i-stem, likely to have been derived from the verb \*leudan- 'to grow'. From a social perspective, the \*leudi- probably referred to the unbound 'common people' in view o"
5343,373,suspicious_greek_ocr,3;,<!-- pdf-page: 373; section: dictionary -->
5351,373,suspicious_greek_ocr,q,"\*leuhada- n. 'light' - Go. liuhap f. 'id.', OE leoht n. 'id.', E light, OFri. liii.cht n. 'id.', WFri. ljocht n. 'id.', OS lioht n. 'id.', Du. licht n. 'id.', OHG lioht n. 'id.', G Licht n. 'id.' ⇒ \*leuk-ot- (IE) - Hitt lukkatt- c. 'dawn, next morning' < \*luk-ot-. An old t-stem to the root \*leuk- 'to shine, be bright', for which cf. \*leuhna-, \*leuhsa-, \*leuskan- and \*leuskan-. The formati_on is semantically and derivationally parallel to \*naht- 'night' (q.v.), which also continues a PIE"
5353,373,suspicious_greek_ocr,q,"\*leuhman- m. 'beam of light' - ON lj6mi m. 'flash of light, radiance', Far. lj6mi m. 'light, glare, brilliance', OE leoma m. '(beam of) light, radiance', OS liomo m. 'shine' ⇒ \*Ieuk-mon- (IE) - Lat lilmen n. 'light' < \*leuk[s)-men-. An mn-stem related to \*leuhada- 'light' (q.v.)."
5357,374,suspicious_greek_ocr,4;,<!-- pdf-page: 374; section: dictionary -->
5369,375,suspicious_greek_ocr,5;,<!-- pdf-page: 375; section: dictionary -->
5375,375,suspicious_greek_ocr,q,"\*lewan- m. 'scythe' - ON le, obi. lja m. 'id.', Far. lfggi m. 'id.', Nw. lja m. 'id.', sw. lie c. 'id.', Elfd. lja m. 'id.' ⇒ \*Ieuh₁-on- (IE) - Skt lun&ti 'to cut (off)' < \*lu-n-eH- (whence e.g. lavftra- n. 'sickle' < \*/euH-tro-); unrelated to Gr. A.aTov acc. 'ploughshare(?)'. An n-stem created to a root \*leuh₁- 'to cut off, which is probably related to \*leusan- 'to lose' ( q.v.). The form is of importance to Germanic historical phonology, since it proves that laryngeals did not necessaril"
5379,375,suspicious_greek_ocr,q,"\*liba- n. 'life; body' - ON lif n. 'id.', Far. lfv n. 'id.', Elfd. laiv n. 'life', OE lifn. 'id.', E life, OFri. lifn. 'body; womb', OS lif n. 'life', Du. /ijfn. 'body', OHG lib m./n. 'body; life', G Leib m. 'body' (DRY). A neuter derived from the strong verb \*liban- ( q.v.)."
5381,375,suspicious_greek_ocr,q,"\*liban- w.v. 'to stay' - Go. bi-leiban s.v. 'to stay', OE be-lifan s.v. 'to stay, remain', OFri. bi-liva s.v. 'id.', OS bi-I/ban s.v. 'id.', Du. blijven s.v. 'id.', OHG bi-liban s.v. 'to stay, stop', G bleiben s.v. 'id.' ⇒ \*Ieip-e- (IE) - ToAB lipii- 'to be left (over)' < \*Ieip-e-; Gr. A.map6<; adj. 'fat, gleaming (of oil or unguent), fruitful' < \*lip-r-; Skt limpati 'to smear, adhere to, deceive', Lith. lipti (limpu, lempu, limpstU), Latv. lipt 'to stick' < \*li-n-p-e-; OCS pri-lbnpti, Ru. "
5383,376,suspicious_greek_ocr,6;,<!-- pdf-page: 376; section: dictionary -->
5387,376,suspicious_greek_ocr,q,"\*liben- w.v. 'to be left; to live' - Go. liban w.v. 'to live', ON lifa w.v. 'to live; to be left', Far. liva w.v. 'to live', Elfd. livci w.v. 'id.', OE libban w.v. 'id.', E to live, OFri. libba w.v. 'id.', OS libbian w.v. 'id.', Du. /even w.v. 'id.', OHG leben w.v. 'id.', G leben w.v. 'id.' ⇒ \*lip-eh₁-ie- (IE). The stative to \*liban- 'to stick' (q.v.). The meaning 'to live' developed from 'to remain'."
5391,376,suspicious_greek_ocr,q,"\*lihwan- s.v. 'to loan' - Go. leih.Jan s.v. 'id.', ON lja w.v. 'to lend; to give, grant', Far. liggja s.v. 'to borrow, take out', OE /eon s.v. 'to lend', OS far-lihan s.v. 'id.', MDu. lien s.v. 'id.', OHG lihan s.v. 'id.', G leihen s.v. 'id.' ⇒ \*/eikw-e- (IE) - Formally identical to Gr. A.drrw 'to leave (behind)', med. 'to depart', Oss. liJ.Yn / le3un 'to run away; abandon' < \*/eikw-e-; also cf. Skt. rii:icikti 'to leave, release, set free', YAv. irinaxti 'id.' < \*li-n-ekw-; Arm. lk'anem 'to"
5395,376,suspicious_greek_ocr,q,"\*lika- 2 adj. 'similar, equal' - Go. ga-leiks adj. 'id.', ON glikr, likr adj. 'id.', Far. likur adj. 'id.', Elfd. laik adj. 'id.', OE ge-lfc adj. 'id.', E like, OFri. ge-lfk adj."
5397,377,suspicious_greek_ocr,7;,<!-- pdf-page: 377; section: dictionary -->
5399,377,suspicious_greek_ocr,q; q; q,"\*Ilka- 3 337 'id.', OS gi-lik adj. 'id.', Du. ge-lijk adj. 'id.', OHG ga-lfh adj. 'id.', G gleich adj. 'id.' ⇒ \*leig-o- (NEUR) - Lith. ljgus, lygus, l.atv. lidzs adj. 'flat, even, equal', OPru. po-ligu adv. 'similarly' < \*lig-o-; Lith. ljginti, Latv. lfdzinc'it 'to compare, even, equalize', OPru. liginton 'to judge' < \*lig-neh₂-. A Baltic-Germanic isogloss. The original meaning was 'equal, even', cf. OHG lfchon, EDu. lijcken w.v. 'to smoothen' < \*lfkojan- and EDu. lick adj. 'plane, even' < "
5401,377,suspicious_greek_ocr,q,"\*lika- 3 n. 'leech-line, bolt-rope' - ON lfk n. 'id.', E leech, MLG lfk n. 'id.', Du. Iijk n. 'id.', MHG ge-leich n. 'joint, link' ⇒ \*leifgl-o- (EUR) - lat. ligo, -are 'fasten, bind' < \*lig-eh₂-ie-; Alb. Iidh 'to bind, tie' < \*Jig-; BRu. po-lyhaty-s'a 'to connect' < \*-lig-eh₂-. A formation derived from a European base \*leig- or \*leig-. Albanian points to a palatovelar, but BRu. po-lyhaty-s'a has a plain velar. I wonder whether the root can be related to \*lika- 1 and \*lika- 2 (q.v.), e.g"
5405,377,suspicious_greek_ocr,q,"\*likkon- 2 w.v. 'to jump' - MHG lecken w.v. 'to kick, jump' ⇒ \*lig-neh₂- (IE). An old iterative verb. MHG lecken can be from either \*lekkon- or \*likkon-, but the latter option is preferable in view of the evident link with leichen s.v. 'to jump, play' < \*laikan- ( q.v.). It has been argued that MHG vro-locken, G froh-locken w.v. 'to rejoice, exult' belongs here, too, representing a distortion of \*froh-Iecken (e.g. Drosdowski 1989: 207). It may alternatively be compared to Du. obs. vrolijke"
5407,378,suspicious_greek_ocr,8;,<!-- pdf-page: 378; section: dictionary -->
5411,378,suspicious_greek_ocr,q,"\*likkra- w.v. 'delicious' - MDu. /ecker adj. 'id.', Du. /ekker adj. 'id.', MHG lecker adj. 'id.', G /ecker adj. 'id.' (DRY). A ra-stem derived from the iterative \*likkon- 1 (q.v.): the original meaning seems to have been ""lickable""."
5423,378,suspicious_greek_ocr,q,"\*lingwa- n. 'heather' - ON lyng n. 'id.', Far. lyngur m. 'id.', OSw. liung n. 'id.', Sw. ljung n. 'id.', Elfd. /ingg n. 'id.' Ǽ \*lengwh.o- (NEUR) - OCS lpg'b m. 'meadow, underbrush', Ru. lug m. 'meadow' < \*longwh.o-. A Nordic word related to the aforementioned forms in Slavic (Charpentier 1906: 222). The meaning 'heather' probably developed from 'unused land, moor' (cf. \*haipi-). The alternative connection with Lith. /efikti 'to bend' and OCS lpk'b adj. 'bent' (Torp 1909: 360) is semanticall"
5425,378,suspicious_greek_ocr,q; q; q,"\*lingwan- s.v. 'to succeed, make progress' - OHG gi-lingan s.v. 'id.', MHG lingen, ge-lingen s.v. 'id.', G ge-lingen s.v. 'id.' ⇒ \*h₁lengwh-e- (IE) - Skt. laghu-. raghu- adj. 'quick, light, small', YAv. rauui- adj.(f.) 'agile, fast, quick', Gr. E:A.axuc; adj. 'small' < \*h₁lngwh.u-; Lith. lengvas adj. 'easy, light' < \*h₁lengwh.o-; Lat. /evis adj. 'light, small, quick', OCS lbg'b-k'b adj. 'light' < \*h₁legwh.u-; Olr. laigiu comp. 'smaller, worse' < \*h₁legwh.ios- (with -aig- < \*-eig-)."
5427,379,suspicious_greek_ocr,9;,<!-- pdf-page: 379; section: dictionary -->
5431,379,suspicious_greek_ocr,q,"\*linhta- adj. 'light' - Go. /eihts adj. 'id.', ON Iettr adj. 'light, easy; nimble, active', Far. /CEttur adj. 'light, easy', Elfd. litt adj. 'id.', OE liht, leoht adj. 'id.', E light, OFri. licht adj. 'id.', Du. licht adj. 'id.', OHG liht adj. 'easy', G /eicht adj. 'id.' (DRV). A to-stem adjective derived from \*lingwan- (q.v.)."
5433,379,suspicious_greek_ocr,q,"\*linPa- adj. 'flexible, soft' - ON linnr adj. 'mild, soft', Far. linur adj. 'soft, slack, limp', Elfd. fin adj. 'soft', OE lio, /ioe adj. 'id.', E lithe, OS /ithi adj. 'id.', OHG find, lindi adj. 'mild, tender', G ge-linde adj. 'delicate, soft' ⇒ \*Ien-to(EUR) - Identical to Lat. /entus adj. 'pliant, flexible; tough; sticky; slow' and Lith. dial. lefitas adj. 'quiet, calm'. Also cf. the inchoative Go. af-linnan 'to abate, go away', ON linna 'to desist from', OE linnan 'to cease', OHG bi-linnan "
5433,379,uppercase_p_in_headword,\*linPa-,"\*linPa- adj. 'flexible, soft' - ON linnr adj. 'mild, soft', Far. linur adj. 'soft, slack, limp', Elfd. fin adj. 'soft', OE lio, /ioe adj. 'id.', E lithe, OS /ithi adj. 'id.', OHG find, lindi adj. 'mild, tender', G ge-linde adj. 'delicate, soft' ⇒ \*Ien-to(EUR) - Identical to Lat. /entus adj. 'pliant, flexible; tough; sticky; slow' and Lith. dial. lefitas adj. 'quiet, calm'. Also cf. the inchoative Go. af-linnan 'to abate, go away', ON linna 'to desist from', OE linnan 'to cease', OHG bi-linnan "
5435,379,suspicious_greek_ocr,q,"\*lisan- pret-pres. 'to know' - Go. lisan\*, 3sg. /ais 'id.' (EUR). A marginally attested preterite-present, 3sg. \*/aise, 3pl. \*lisunjJ, to a root \*leis-, cf. Go. lubja-leis adj. 'having knowledge about drugs' < \*-lisa-. The meaning of the verb must in view of the obviously related \*laisti- 'track; model' (q.v.) have shifted from an aspectually perfective 'to have traced'. See also \*/aizjan-, \*liznon- and \*listi-."
5437,379,suspicious_greek_ocr,q,"\*listi- f. 'skill' - Go. list f. 'cunning', ON list f. 'art, craft', Far. list f. 'art; cunning', OE list f. 'art, skill; trick', OFri. list f. 'knowledge; deceit', OS list f. 'craftiness, cleverness', Du. list c. 'trick', OHG list m./f. 'knowledge', G List f. 'cunning' ⇒ \*/is-ti- (DRV). A ti-stem to the preterite-present \*lisan- (q.v.)."
5439,379,suspicious_greek_ocr,q; q,"\*litila- adj. 'small' - Go. leitils adj. 'id.', ON liti/l adj. 'id.', Far. lftil adj. 'id.', Elfd. litn, /isl- adj. 'id.', OE ljtel, lite/, Nrth. lyttil adj. 'id.', E little, OS luttil adj. 'id.', Du. lutte/ adj. 'few', OHG liizil, luzzil adj. 'id.', MHG liitzel adj. 'id.' (GM). The default Germanic word for 'small'. The derivation of the word is still problematic. The suffix \*-ila- is paralleled by the antonym \*mekila- 'big, much' (q.v.). Equally parallel is the lack of this suffix in the cl"
5441,380,suspicious_greek_ocr,0;,<!-- pdf-page: 380; section: dictionary -->
5445,380,slash_in_headword,\*Ii/Jan-,"\*Ii/Jan- s.v. 'to go (by), pass' - Go. ga-/eipan s.v. 'to go, travel', ON lfoa s.v. 'to go, pass by; to pass away, to elapse', Far. /foa s.v. 'to move smoothly, stride; to pass (away), elapse, proceed', Elfd. /aioa s.v. 'to go by, pass', OE liOan s.v. 'to go, sail', OFri. litha s.v. 'to go', OS /fthan s.v. 'to go, leave', Du. lijden s.v. 'to suffer', OHG lidan s.v. 'to go, pass; to tolerate, suffer', G leiden s.v. 'to suffer' Ǽ \*/eit-e- (IE) - ToAB litii- 'to pass on' < \*/eit-e-; YAv. irii9ii"
5447,380,suspicious_greek_ocr,q,"\*Ii/Ju- m. 'member, body part' - Go. lipus m. 'id.', ON lirJr m. 'joint', Far. liour m. 'joint; knot', Elfd. lio m. 'id.', OE lio m./n. 'joint', OFri. lith n. 'joint, articulation', OS /ith m. 'id.', Du. lid n. 'id.', OHG lid m.fn. 'id.', G Glied n. 'id.' (NEUR). A derivation created to the same Baltic-Germanic root \*lei- as found in \*/imu- (q.v.). Also cf. ON liougr adj. 'smooth, lithe', OFri. /ethoch adj. 'free', OE lioig adj. 'flexible', MHG /edic adj. 'free', G ledig, Du. /eeg adj. 'empty"
5447,380,slash_in_headword,\*Ii/Ju-,"\*Ii/Ju- m. 'member, body part' - Go. lipus m. 'id.', ON lirJr m. 'joint', Far. liour m. 'joint; knot', Elfd. lio m. 'id.', OE lio m./n. 'joint', OFri. lith n. 'joint, articulation', OS /ith m. 'id.', Du. lid n. 'id.', OHG lid m.fn. 'id.', G Glied n. 'id.' (NEUR). A derivation created to the same Baltic-Germanic root \*lei- as found in \*/imu- (q.v.). Also cf. ON liougr adj. 'smooth, lithe', OFri. /ethoch adj. 'free', OE lioig adj. 'flexible', MHG /edic adj. 'free', G ledig, Du. /eeg adj. 'empty"
5449,380,slash_in_headword,\*Ii/Ju-,"\*Ii/Ju- n. 'strong drink, cider' - Go. /eipu n. 'id.', ON lio n. 'id.', OE /io n. 'id.', OFri. lfth n. 'id.', OS lith n. 'id.', OHG lid m./n. 'id.' ⇒ \*l[e)h₃i-tu- (IE) - Lith. ljti (lyju) 'to rain', Latv. /ft 'to flow, rain' (also cf. Lith. dial. /yti.is, Latv. /fts m. 'rain' < \*/h₃i-tu-), OCS -liti, Ru. lit' (/Ju), SCr. /l'ti 'to pour' < \*/eh₃i-. A tu-stem created to the root \*/eh₃i-, which itself appears to have split off from a PIE i-present 3sg. \*/h₃-ei-ti, 3pl. \*/h₃-i-enti, cf. Hitt."
5453,380,suspicious_greek_ocr,4;; 8;,"\*16/an- - \*lappan- m. 'palm of the hand' - Go. lofa m. 'id.', ON /6fi m. 'id.', Ice!. 16fi m. 'id.', Far. /6gvi m. 'palm of the hand; small glove', /abbi m. 'paw', Nw. /abb m. 'paw, big hand', ME /Ove 'palm of the hand', OHG lappo m., /affa f. 'palm of the hand; blade of an oar', MHG /affe f. 'id.' ⇒ \*!eh₂p-on- (NEUR) - Ru. lclpa, SCr. lupa f. 'paw', Lith. Iopa f. 'id.' < \*leh₂p-eh₂- (the initial dental of Cz. tlapa, dial. dlapa, Pol. dlapa 'id.' was adopted from Cz. d/an, Pol. dlorl 'palm o"
