line,pdf_page,category,matches,context
8603,615,suspicious_greek_ocr,5;,<!-- pdf-page: 615; section: dictionary -->
8613,615,suspicious_greek_ocr,q,"\*waskan- s.v. 'to wash' - OE wa?scan s.v. 'id.', E to wash, OFri. waska s.v. 'id.', OS waskan s.v. 'id.', Du. wassen s./w.v. 'id.', OHG wascan s.v. 'id.', G waschen s.v. 'id.' ⇒ \*uod-ske- (DRV). A ske-present derived from \*watar- - \*watan- 'water' (q.v.)."
8617,616,suspicious_greek_ocr,6;,<!-- pdf-page: 616; section: dictionary -->
8619,616,suspicious_greek_ocr,q,"576 \*wapwan- The IE word for 'water'. The original paradigm may have been static \*u6d-r, gen. \*ued-n-s, but the Proto-Germanic material straightforwardly points to \*wator, \*watenaz < \*u6d-or, \*uod-en-(o)s. A trace of an e-grade is nevertheless to be found in OSw. Ve:etur, Sw. Viittern (= OSw. \*we:etr-in n.pl.def.), the name of several lakes in Sweden (cf. Hellquist 1903-06: 1, 748ff.; Schalin 2010) as well as in Nw. dial. vete f. 'wetland' < \*weton-. Also note that the default Nordic fo"
8623,616,replacement_or_control,,"\*wazjan- w.v. 'to dress' - Go. wasjan w.v. 'id.', ON verja w.v. 'id.', OE werian w.v. 'id.', E to wear, OHG werian w.v. 'id.' ⇒ \*uos-eie- (IE) - Identical to Skt. vasayati 'to clothe'; further cf. Hitt. yesta  yesfanda 'to be dressed, wear', ToAB wiis- 'id.', Skt. vaste, OAv. vaste 'id.' Gr. Elμm 'id.' < \*ues-to, \*us-onto. A causative of Indo-European origin, derived from the root \*ues- 'to be clothed, dress'."
8625,616,replacement_or_control,,"\*wean- s.v. 'to blow' - Go. waian s.v. 'id.', OE wciwan s.v. 'id.', OFri. wciia s.v. 'id.', Du. waaien s./w.v. 'id.', OHG wcien s.v. 'id.', G wehen s.v. 'id.' ⇒ \*h₂ueh₁-e(1E) - Skt. vdti, YAv. vciiti 'to blow (of wind)', Gr. Ci1iμL 'id.', OCS vejati 'id.', Ru. vejat' (veju) 'to blow; to winnow', SCr. vl'jati 'to winnow; to snow' < \*h₂uehr; Hitt. buycii  bujanzi 'to run, hurry' < \*h₂uh₁-6i-ei, \*h₂uhri-enti. A strong verb to the IE root \*h₂uehr. See also \*wepra- - \*wedra- and \*winda- 'wi"
8629,617,suspicious_greek_ocr,7;,<!-- pdf-page: 617; section: dictionary -->
8637,617,suspicious_greek_ocr,q,"\*wega- m. 'way, road' - Go. wigs m. 'id.', ON vegr m. 'id.', OE weg m. 'id.', E way, OFri. wei m. 'id.', OS weg m. 'id.', Du. weg c. 'id.', OHG weg m. 'id.', G Weg m. 'id.' (DRV). Derived from the strong verb \*wegan- ( q.v.)."
8641,618,suspicious_greek_ocr,8;,<!-- pdf-page: 618; section: dictionary -->
8651,618,suspicious_greek_ocr,q; q,"\*weljan- 2 m. 'will, wish' - Go. wilja m. 'id.', ON viii m. 'id.', Far. vilji m. 'id.', Elfd. wile m. 'id.', OE willa m. 'id.', E will, OFri. willa m. 'id.', OS willio m. 'id.', Du. wil c. 'id.', OHG willo, willio m. 'id.', G Wille m. 'id.' ⇒ \*uelh₁-ion- (DRY /IE). Ajan-stem to \*weljan- 1 (q.v.). Sw. vilja f. 'id.' is close to the equally feminine OCS volja f. 'will'. According to Kortlandt 1997b: 162, this volja may"
8653,619,suspicious_greek_ocr,9;,<!-- pdf-page: 619; section: dictionary -->
8657,619,suspicious_greek_ocr,q,"\*welfJja- adj. 'wild, uncultivated, untamed' - Go. wilpeis adj. 'id.', ON villr adj. 'id.', OE wild adj. 'id.', E wild, OFri. wilde adj. 'id.', OS wild adj. 'id.', Du. wild adj. 'id.', OHG wildi adj. 'id.', G wild adj. 'id.' ⇒ \*ue/t-io- (WEUR) - MW gwyllt adj. 'wild' < \*uelt-io-; Mir. geilt adj. 'lunatic, panic-stricken fugitive from battle' < \*uelt-i-. A Germanic-Celtic isogloss, possibly related to \*wa!pu- (q.v.). Also cf. OE wildorn. 'wild animal'."
8661,619,suspicious_greek_ocr,q,"\*weni- m. 'friend' - ON vinr adj. 'id.', Far. vinur adj. 'id.', Elfd. wenn m. 'id.', OE wine m. 'id.', OFri. wine m. 'id.', OS wini m. 'id.', OHG wini m. 'friend, beloved', MHG wine m. 'id.' ⇒ \*Huenh₁-i- (IE) - Close to Olr. fine f. 'family' < \*Huen-ieh₂-; also ToA wani, ToB wina 'pleasure' and Lat. venus, -eris n. 'love, charm' < \*Huenh₁-es-. An i-stem to the root also found in \*wan a- 2 ( q.v.)."
8663,619,suspicious_greek_ocr,q,"\*weni- f. 'expectation' - Go. wens f. 'hope, expectation', ON van f. 'hop·e, expectation, prospect', Far. v6n f. 'id.', Elfd. uon indecl. 'id.', OE wen f. 'supposition, opinion, thought', OFri. wen m. f. 'suspition', OS wan m. 'expectation', Du. waan c. 'delusion', OHG wan m. 'opinion, hope, fancy', MHG wan m. 'assumption, illusion, expectation', G Wahn m. 'illusion, delusion' ⇒ \*Huenh₁-i(1E). An i-stem to the root also found in \*wunskjan- ( q.v.)."
8669,620,suspicious_greek_ocr,0;,<!-- pdf-page: 620; section: dictionary -->
8671,620,suspicious_greek_ocr,q; q,"580 \*werganetymology implies a proto-meaning 'attender', while the related ON veror m. 'meal' < \*werdu- could have started off meaning 'attendance'. An alternative is to derive \*werdu- from \*werpan- 'to turn, become' ( q.v.) under the assumption of an intermediate meaning 'turn' (Seebold 1980) or 'participation' (Liihr 2000: 76). Related to OFri. warst 'banquet' < \*wersta-."
8673,620,suspicious_greek_ocr,q,"\*wergan- s.v. 'to strangle' - MHG er-wergen s.v. 'id.' ⇒ \*uergh-e- (NEUR) - Lith. veFzti (verziu) 'to tighten, restrict, tie, press' < \*uergh-ie-; OCS -vresti 'to tie' < \*uergh-e-; Pol. po-wr6z m. 'noose' < \*uorgh-o-. A strong verb related to \*wurgjan- and possibly also to \*werka- 2 (q.v.). Also cf. ON virgill m. 'strap' < \*wergila-."
8675,620,suspicious_greek_ocr,q,"\*werila/6- m./f. 'lip' - Go. wairila\* f. 'id.', OE we/eras m.pl. 'id.' (EUR/IE) - OPru. warsus 'lip' < \*uors-u-. A diminutive of \*wero-, cf. OFri. were f. 'lip'. OE we/eras was metathesized from \*were/as, possibly under the influence of PGm. \*lepaza- 'lip', cf. OHG le/fur, ODu. lepora (pl.). The word is further related to ON v9rr f. 'id.' < \*warzo-, and has sometimes been connected to \*warza- 'callus' (q.v.)."
8675,620,slash_in_headword,\*werila/6-,"\*werila/6- m./f. 'lip' - Go. wairila\* f. 'id.', OE we/eras m.pl. 'id.' (EUR/IE) - OPru. warsus 'lip' < \*uors-u-. A diminutive of \*wero-, cf. OFri. were f. 'lip'. OE we/eras was metathesized from \*were/as, possibly under the influence of PGm. \*lepaza- 'lip', cf. OHG le/fur, ODu. lepora (pl.). The word is further related to ON v9rr f. 'id.' < \*warzo-, and has sometimes been connected to \*warza- 'callus' (q.v.)."
8677,620,suspicious_greek_ocr,£; q,"\*werka- 1 n. 'labor, work, act' - ON verk n. 'id.', Far. verk n. 'id.', Elfd. werk n. 'id.', OE weore n. 'id.', E work, OFri. werk n. 'id.', WFri. wurk n. 'id.', OS werk n. 'id.', Du. werk n. 'id.', OHG werah, werh, were n. 'id.', G Werk n. 'id.' ⇒ \*uerg-o- (IE) - Identical to Gr. £pyov n. 'work, labour, work of art' < \*uerg-o-; further cf. W gwery adj. 'active' < \*uerg-o-; Arm. gore 'work' < \* , uorg-o-. A neuter a-stem to \*wurkjan- (q.v.)."
8685,621,suspicious_greek_ocr,1;,<!-- pdf-page: 621; section: dictionary -->
8687,621,suspicious_greek_ocr,q,"\*werpan- 581 (IE) - Lat. varus m. 'pimple, inflamed spot on the skin', Lith. viras m. 'tapeworm, larva, pimple' < \*urH-o-; ToB yoro\* 'pustule, boil(?)', ToB weru 'blister(?)'(?). An ancient IE word for 'pustule' or 'warble (a swelling under the skin of cattle caused by the warble fly larva)' in view of the Lithuanian meanings 'tapeworm' and 'larva', which correspond quite well to G Werre f. 'mole cricket' and Sw. dial. verna, Nw. vere f. 'larva of the gad-fly' < \*wer(r)on-, \*wernon-. The la"
8689,621,suspicious_greek_ocr,£; £,"\*werpan- s.v. 'to warp, sling, throw' - Go. wairpan s.v. 'to throw', ON verpa s.v. 'to throw; to pile up; to lay eggs', Far. verpa s.v. 'to lay eggs', OE weorpan s.v. 'to cast, throw, fling', E to warp, OFri. werpa s.v. 'id.', OS werpan s.v. 'id.', Du. werpen s.v. 'id.', OHG werfan s.v. 'id.', G werfen s.v. 'id.' ̈ \*uergw·e- (IE) - Gr. p£μǢoμm 'to roam, go around' < \*ure-m-gw·e-; Gr. p6μǢoc; m. 'top, wheel, spinning motion' < \*uro-m-gw·o-. LIV2: 689 connects OCS vresti (vrbgp) 'to throw' (fo"
8695,622,suspicious_greek_ocr,2;,<!-- pdf-page: 622; section: dictionary -->
8699,622,suspicious_greek_ocr,£,"\*wesan- 1 s.v. 'to be' - Go. wisan s.v. 'id.', ON vesa, vera s.v. 'id.', Far. vera s.v. 'id.', Elfd. wcirci s.v. 'id.', OE wesan s.v. 'id.', OFri. wesa s.v. 'id.', OS wesan s.v. 'id.', Du. wezen s.v. 'id.', OHG wesan s.v. 'id.' ⇒ \*h₂ues-e- (IE) - Hitt. buiszi - bu5anzi\* 'to live; to survive' < \*h₂ues-ti, \*h₂us-enti; Skt. vasati, YAv. vavhaiti 'to dwell' < \*h₂ues-e-; Gr. tauw 'to sleep, rest; pass the night' < \*h₂i-h₂ues-e-; ToB was- 'to dwell, stay'; Olr. foaid 'to spend the night, sleep "
8703,622,suspicious_greek_ocr,£,"\*westera- adv. 'west, westwards' - ON vestr adv. 'id.', Far. vestur adv. 'id.', Elfd. wester adv. 'id.', OFri. wester adv. 'id.', OS westar adv. 'id.', OHG westar adv. 'id.', MHG wester adv. 'id.' ⇒ \*uekwsp-tero-(?) (IE?) - Hitt. ispant- c. 'night' < \*(kw)sp-ent-; Skt. k!jap-, YAv. x5ap- f. 'id.', NP fob 'id.', Oss. rexsrev / cexsrevre 'id.' < \*kwsep-; Arm. giser 'id.' < \*ueskw-ero-(?); Gr. E01t£po<; m. 'evening', Lat. vesper m. 'id.' < \*ue(kw)sp-ero-; MW ucher m./f. 'id.' < \*euskw-ero-; "
8705,623,suspicious_greek_ocr,3;,<!-- pdf-page: 623; section: dictionary -->
8711,623,suspicious_greek_ocr,q; q,"\*weta- adj. 'wet' - ON vatr adj. 'id.', Far. vatur adj. 'id.', Elfd. wdt adj. 'id.', OE w.i?t adj. 'id.', E wet, OFri. wet adj. 'id.', WFri. wiet adj. 'id.' ⇒ \*ued-o- (DRV). A V[ddhi-adjective related to \*watar- - \*watan- 'water' (q.v.). Also cf. Ice!., Far. va?ta, Far. va?ti f. 'moisture, liquid' < \*wetf-, \*wetjo[n)- and Ice!. va?ska f. 'moist' < \*wetiskon-."
8713,623,suspicious_greek_ocr,£,"\*wetman- m. 'dowry' - OE weotuma, wetma-, wituma m. 'id.', OFri. wetma m. 'id.', ODu. withemo m. 'id.', OHG widomo, widemo m. 'id.', G Wittum m. 'id.' ⇒ \*h₁ued-mon- (IE) - Gr. £c5vov n. 'dowry', Hom. EEc5va pl. 'id.', ORu. veno, Ru. veno, SCr. dial. vijeno n. 'id.' < \*h₁ued-no-. Germanic preserves the original mn-stem nom. \*h₁ued-mn, gen. \*h₁ud-mn-6s that developed into the no-stems found in Slavic and Greek due to dissimilation of the m in the weak cases. The d in OHG widomo may have arise"
8717,624,suspicious_greek_ocr,4;,<!-- pdf-page: 624; section: dictionary -->
8719,624,suspicious_greek_ocr,£,"584 \*wepru- \*uetr-eh₂. This proto-form further implies that the received etymological link with OCS vedro n. 'clear sky' < \*uedhro- cannot be maintained. The connection with OCS vetro 'air, wind' < \*uehi-tro-, Lith. vJtra < \*h₂uehi-treh₂(see \*wean-) is formally problematic as well, because the underlying form would give PGm. \*wepra- (laryngeals are not lost before \*CR-, pace Schindler apud Peters 1999). Olr. feth f. 'wind(?)' can theoretically be derived from \*ueto- without a laryngeal,"
8723,624,suspicious_greek_ocr,q; q,"\*wia- n. 'egg(?), brood(?)' - Ice!. v[ n. 'fly egg', Far. vfggj n. 'id.', Sw. dial. vi n. 'mating of birds; brood of birds' ⇒ \*h₂uei-(i)o- (IE). An exclusively Norse word. In view of the semantic scope of Finland Sw. vi, it is not inconceivable that PGm. \*w/a- (\*wija-) represents a closely related, ablauting formation to PGm. \*ajja- 'egg' (q.v.) < \*h₂ou-io-. The latter is generally derived from the IE word for 'bird', \*h₂eu-i-s, gen. \*h₂u-ei-s (cf. Skt. vfs, gen. ves), and the oblique st"
8725,624,suspicious_greek_ocr,q,"\*wiba- n. 'woman, wife' - ON vif n. 'id.', Far. poet. viv n. 'id.', OE wif n. 'id.', E wife, OS wifn. 'id.', Du. wijfn. 'id.', OHG wlb n. 'id.', G Weib n. 'id.' (GM?). No clear etymology. Some have connected the word to Go. bi-waibjan, OE wcefan w.v. 'to cover, wrap', assuming that the primary meaning was a 'veiled woman'. The connection with To A kip, ToB kwipe 'shame; modesty' (Schmidt/Strunk 1989) is possible, too, but requires a considerable semantic shift."
8729,625,suspicious_greek_ocr,5;,<!-- pdf-page: 625; section: dictionary -->
8731,625,suspicious_greek_ocr,q,"\*widu- 585 'wide, spacious', G weit adj. 'wide, distant' ⇒ \*h₁uei-dhh₁-o- (IE) - ToAB wiitk- 'to separate, distinguish' < \*h₁ui-dhh₁-sk-e-; Lat divido, -ere 'to separate, divide' \*-h₁ui-dhhi-. A full-grade adj. created to a verbal formation \*h₁ui-dheh₁- 'to set apart', with \*h₁ui- being dissimilated from \*dui- 'in two' due to the following dental (Lubotsky 1994). The same univerbation is found in \*widu(w)on- 'widow' (q.v.) and perhaps also in \*widu- 'wood'."
8739,625,suspicious_greek_ocr,q,"\*wiha- 1 adj. 'holy' - Go. weihs adj. 'id.', OHG wih adj. 'id.' ⇒ \*ueik-o- (WEUR) - Lat. victima f. 'sacrificial animal' < \*uik-tm-eh₂-. Also cf. Go. weihan w.v. 'to bless, consecrate' < \*wfhen- and ON vigja, OFri. wi(g)a, OS wihian, Du. wijden, OHG wihen, G weihen w.v. 'id.' < \*wih/gjan-. Related to \*wiha- 2 and \*wikki5n- (q.v.)."
8741,626,suspicious_greek_ocr,6;,<!-- pdf-page: 626; section: dictionary -->
8745,626,suspicious_greek_ocr,q,"\*wiha- 2 m./n. 'sanctuary' - ON ve n. 'mansion; sanctuary', OE weoh, wig m. 'idol', OS wfh m. 'temple' (WEUR). Closely related to \*wiha- 1 'holy' (q.v.)."
8747,626,suspicious_greek_ocr,q,"\*wfhan- s.v. 'to fight' - Go. weihan s.v. 'id.', ON vega s.v. 'id.', Far. vega s.v. 'to fight, struggle; to fence; to chop', OE wigan s.v. 'to fight, do battle', MDu. wijgen w.v. 'id.', OHG wfgan s.v. 'id.', MHG wigen s.v. 'id.' ⇒ \*uik-e- (EUR) - Lat. vinco, -ere 'to conquer, overcome' < \*ui-n-k-e-; Olr. fichid 'to fight', W amwyn 'id.' ( < \*ambi-wik-) < \*uik-e-. A strong verb. The original zero-grade present \*wihan- - \*wigan- is continued as Go. and-waihando ptc. 'warring', ON vega s.v. "
8749,626,suspicious_greek_ocr,q,"\*wikkon- w.v. 'to practice sorcery' - OE wiccian w.v. 'id.', WFri. wikje w.v. 'to tell the future, warn', MDu. wicken w.v. 'to practice sorcery', MHG wicken · w.v. 'id.' ⇒ \*uik-neh₂- (WEUR). Derived from the same root as found in \*wfha- 1 and \*wfha- 2 (q.v.). The verb served as the derivational base for OE wicca m. 'witch', wicce f. 'id.' < \*wikka/on- and MHG wicker m. 'soothsayer'. Also cf. OE wigo/ adj. 'prophetic' < \*wigala- and OE wlglian, (M)Du. wichelen 'to practice divination'."
8751,626,suspicious_greek_ocr,q; q; q,"\*wikon- f. 'sequence, week' - Go. wiko f. 'order, sequence', ON vika f. 'week; sea-mile', Far. vika f. 'week', Elfd. wikd f. 'id.', OE wice, wucu f. 'id.', E week, OFri. wike f. 'id.', Du. week c. 'id.', OHG wecha f. 'id.', G Woche f. 'id.' (IE). The NWGm. meaning 'week' is generally assumed to have developed from 'to give way' (see \*wfkwan-). The clearly connected Far. vika w.v. 'to shift, move' < \*wiko(ja)n- is semantically closer, however, to the Gothic meaning 'sequence' as well as to ON "
8755,627,suspicious_greek_ocr,7;,<!-- pdf-page: 627; section: dictionary -->
8767,628,suspicious_greek_ocr,8;,<!-- pdf-page: 628; section: dictionary -->
8779,629,suspicious_greek_ocr,9;,<!-- pdf-page: 629; section: dictionary -->
8781,629,suspicious_greek_ocr,q,"\*wit- 589 \*dzombfh₃ or \*dzondfh₃that could be prefixed by an element \*wi-. Note that the Germanic word in view of the OHG i-stem inflection is likely to have been a root noun, a morphological category that demonstrably incorporated several other ancient loanwords, cf. e.g. \*arwit- 'pea' and \*gait- 'goat' (q.v.)."
8783,629,suspicious_greek_ocr,q,"\*wit- pron. 'we (du.)' - Go. wit, obi. ugkis pron. 'id.', ON vit, obi. okkr pron. 'id.', Far. vit, obi. okkum pron. 'id.', Elfd. wjo, obi. uoss pron. 'id.', OE wit, obi. unc pron. 'id.', OS wit, obi. unk pron. 'id.' ⇒ \*uid (IE) - Lith. vedu 'we (du.)', ocs ve 'id.' < \*ued-. The first person dual pronoun. The nominative \*wit was accompanied by an oblique form \*unke. This form may be composed of the PIE first person dual base \*nhr (Skt. nau, YAv. na, Gr. vw 'us (du.)', OCS na 'we (pl.)' < \*"
8787,629,suspicious_greek_ocr,q; q,"\*witan- s.v. 'to see; to blame' - Go.fra-weitan s.v. 'to avenge', OE ge-wftan s.v. 'to see, look; to go', Du. wijten s.v. 'to blame', OHG (far-)wfzan s.v. 'to rebuke', G ver-weisen s.v. 'id.' ⇒ \*ueid-e- (IE) - Gr. Et6oμm 'to seem, appear, give the appearance, resemble' < \*ueid-e-; Skt. vindciti 'to find, acquire, get', Olr. ro-finnadar 'to find, experience' < \*ui-n-d-e-. A strong verb related to the preterite-present \*witan- (q.v.). The meaning 'to blame' appears to have developed from 'to "
8789,629,suspicious_greek_ocr,q,"\*witen- w.v. 'to watch, heed' - Go. witan w.v. 'id.', ON vitaor ptc. 'known', OE witian w.v. 'id.', OHG wizzen w.v. 'id.' ⇒ \*uid-ehr (IE) - Identical to OCS videti, Ru. vfdet' (vftu), SCr. vl'djeti 'to see', Lat video, -ere''id.'. A stative formation to \*witan- ( q.v.)."
8791,630,suspicious_greek_ocr,0;,<!-- pdf-page: 630; section: dictionary -->
8795,630,suspicious_greek_ocr,q,"\*witopa- n. 'law' - Go. witop n. 'id.', Du. wet c. 'law', OHG wizzod m./n. 'law, order, divine will' ⇒ \*uid-ot- (DRV). A PIE t-stem created to the root of\*witan- (q.v.). The formation is derivationally close to ON vitaor adj. 'known, proved; marked out', OS witod adj. 'destined'."
8797,630,slash_in_headword,\*witt/don-,"\*witt/don- w.v. 'to tremble' - Go. wipon w.v. 'id.', Ice!. vioa w.v. 'to waver, swing', Nw. vitta w.v. 'to wave, beckon' ⇒ \*uit(h₂)-neh₂- (IE) - Skt. vyathate 'to tremble' < \*uieth₂-e-; Skt. 6-vithura- adj. 'not weakened, not trembling', YAv. aif3i8iira- (for \*auui{)ura-) adj. 'strong' < \*o-uith₂-ur-o-. If Go. wipon is secondary for \*widon, it can together with ON vioa and Nw. vitta probably be identified as an iterative 3sg. \*wittopi, 3pl. \*widunan/Ji < \*uit(h₂)-neh₂-ti, \*uit(h₂)-nh₂-"
8799,630,slash_in_headword,\*wi/Jra,"\*wi/Jra prep. 'toward, against' - Go. wi/Jra prep. 'id.', ON vio, vior prep. 'against; along with; with, by', Far. vio prep. 'with, at, by', OE wioer prep. 'id.', OFri. wither prep. 'against', OS withar prep. 'against, in return', MDu. weder prep. 'against, toward', OHG widar prep. 'id.' ⇒ \*h₁ui-tro- (IE) - Skt. vitaram adv. 'further' < \*h₁ui-tero-. A formation with the PIE root \*h₁ui- 'apart' and the contrastive suffix \*-tero-. See also \*wfda- 'wide'."
8805,631,suspicious_greek_ocr,1;,<!-- pdf-page: 631; section: dictionary -->
8807,631,suspicious_greek_ocr,q,"\*wlaiton- 591 we, obl. iis pron. 'id.', Du. wij, we, obl. ons pron. 'id.', OHG wir, obl. uns, acc. unsih pron. 'id.', G wir, obl. uns pron. 'id.' ⇒ \*ueies (IE). The plural pronoun of the first person. The nominative \*wfz was accompanied by the oblique form \*uns (or \*unse) < PIE \*ns (cf. Hitt. anz- 'we, us' < \*ns, Lat. nos 'we', OCS naso, Ru. nas, SCr. nas 'us' < \*nos). In West Germanic, the accusative could be marked by adding the suffix \*-ike, cf. OE iisic, OHG unsih, while in North- a"
8809,631,suspicious_greek_ocr,q; q,"\*wlaiton· w.v. 'to look' - Go. wlaiton w.v. 'to look around', ON leita w.v. 'to search, look for', Far. leita w.v. 'id.', Elfd. Iieta w.v. 'to look for, search; to inspect', OE wliitian w.v. 'to gaze, look' (GM). An o-grade iterative to the strong verb \*wlftan- (q.v.). Note that the meaning 'to search' in ON is typically frequentative ('to look repeatedly')."
8815,631,suspicious_greek_ocr,q,"\*wlitan- s.v. 'to see' - ON /[ta s.v. 'id.', Far. lfta s.v. 'to cast a glance (in a certain direction)', OE wlftan s.v. 'to look, gaze' ⇒ \*uleid-e-(?) (GM). No clear etymology. Pokorny IEW: 1136-7 analyzes the Gm. root \*wlft- as a root extension of PIE \*uel- 'to see' (cf. \*wulpu-), but the origins of the alleged elements -i- and \*-d- remain obscure. It is furthermore far from certain that the Gm. root-final \*t continues PIE \*d, as it may also have developed from a geminate \*tt. This wou"
8817,631,suspicious_greek_ocr,q,"\*wlitton· w.v. 'to strive' - MHG litzen w.v. 'to strive for, desire' (GM). The iterative of \*wlftan- 'to see' (q.v.). The meaning 'to strive for' developed from 'to look repeatedly', which is in agreement with the iterative formation."
8819,632,suspicious_greek_ocr,2;,<!-- pdf-page: 632; section: dictionary -->
8829,632,suspicious_greek_ocr,q,"\*w6gi- adj. 'moving a lot' - MDu. woeg adj. 'fidgety, restive' (DRV). A V[ddhi-gerundive to \*wegan- (q.v.), or perhaps rather to a related, but unattested intensive verb \*wagan- < \*u6gh-e-, for which see \*wakk/gon-."
8831,632,suspicious_greek_ocr,q,\*w6gjan- w.v. 'to (make) remember' - MHG wiiegen w.v. 'id.' (DRV). A secondary causative to \*wahan- (q.v.).
8835,632,suspicious_greek_ocr,q; q,"\*wola- m. 'doom(?)' - OE wol m./f. 'pest, plague', OS wol m. 'pest, ruin', OHG wuol m. 'ruin, disaster' (DRV). A lengthened grade form, quasi PIE \*u6/h₃-o-, closely related to \*wa/a'the slain' (q.v.)."
8837,632,suspicious_greek_ocr,q,"\*w6n6- f. 'hole in the ice' - MDu. woene f. 'id.', MHG wuone f. 'id.', G Wuhne f. 'id.' (DRV). A V[ddhi-formation derived from \*wana- 1 (q.v.)."
8839,633,suspicious_greek_ocr,3;,<!-- pdf-page: 633; section: dictionary -->
8849,633,suspicious_greek_ocr,q,"\*wraiha- adj. 'crooked' - Sw. dial. vrci adj. 'obstinate', ME wrau adj. 'contrary, angered, cross' ⇒ \*ur6il<-o- (IE) - Identical to Gr. poLKO<; adj. 'bent'; also cf. Av. uruuisia- 'to turn' < \*uril<-ie- and OPru. per-reist 'to link' < \*-ureil<-. An old o-stem adjective to the PIE root \*ureil<- 'to twist'. Related to \*wrfhan- (q.v.)."
8851,633,suspicious_greek_ocr,q; q,"\*wraikwa- adj. 'crooked' - Go. wraiqus\* adj. 'id.', OFri. wrcik adj. 'id.' ⇒ \*uroiH-uo-(?) (IE). An adjective usually compared to Gr. pm,6<; adj. 'crooked, bent' (cf. Beekes 2010: 1272). This etymology can theoretically be upheld by reconstructing an adjective \*ureh₂igw-o-, but the root structure of this form is rather intricate. It is more attractive to assume that \*wraikwa- is related to \*wraiha- 'crooked' (q.v.), assuming that it continues a nu-stem adjective \*uroil<-nu- that under Klu"
8853,634,suspicious_greek_ocr,4;,<!-- pdf-page: 634; section: dictionary -->
8857,634,suspicious_greek_ocr,q,"\*wraitjan- w.v. 'to vex, excite' - ON reita w.v. 'id.', OHG reizen w.v. 'to vex, tease, tempt', G reizen w.v. 'id.' (GM). A causative-iterative formation to \*wrltan- (q.v.)."
8859,634,suspicious_greek_ocr,q,"\*wraipa- adj. 'twisted; angry' - ON rei/Jr adj. 'angry', Far. rei/Jur adj. 'id.', OE wrii!/J adj. 'id.', OS wreth adj. 'wretched, hostile', OHG reid, reidi adj. 'curly, wavy' (ORV). An adjective derived from the strong verb \*wrlpan- - \*wrltan- (q.v.). Also cf. ON, Icel., Far. reioi, OSw. vrepe, Elfd. rwieoe m. 'anger' < \*wraipan-."
8861,634,suspicious_greek_ocr,q,"\*wrakjan- m. 'persecutor' - OE wrecca m. 'exile, stranger', OS wrekkio m. 'foreign warrior, stranger, exile', OHG reck(e)o m. 'fugitive, hero', G Recke m. 'champion' (ORV). A jan-stem directly derived from \*wrekan- (q.v.). The word probably originally meant 'avenger', i.e. one who ventures into unknown territory, whence both 'champion' and 'exile'. Also note OFr. garңun, Fr. garңon 'boy, servant', which is assumed to continue OLFra. \*wrakkio."
8863,634,suspicious_greek_ocr,q,"\*wrandan-(?) m. 'wren' - ON rindil-pvari m. 'id.', Ice!. rindill m. 'id.', Nw. dial. rennil m. 'wagtail', OE wrenna, werna m. 'wren', E wren, OS wrendo, wrendilo m. 'id.', OHG wrentilo m. 'id.' (GM). A word that is difficult to reconstruct because of the derivational irreconcilability of the attested forms: 1) ON rindill < \*wrendila-; 2) OS wrendilo, OHG wrentilo < \*wrandilan-; 3) OE wrenna < \*wrandjan-. No certain etymology. Unrelated to MDu. wranten w.v. 'to mope', but possibly connected t"
8865,634,suspicious_greek_ocr,q,"\*wranga- adj. 'twisted, wrong' - ON rangr adj. 'wry, crooked; wrong', Far. rangur adj. 'slanted, inside out, wrong', Elfd. rwaungg adj. 'contrary, obstinate', OE wrang n. 'wrong', E wrong, MDu. wranc adj. 'bitter, sharp, unfriendly, brave', Du. wrang adj. 'bitter' (ORV). An o-grade adjective derived from \*wringan- (q.v.)."
8867,634,suspicious_greek_ocr,q; q; q,"\*wrankjan- w.v. 'to twist, wring' - OE wrencan w.v. 'id.', MHG renken w.v. 'id.', G renken w.v. 'id.' (ORV). One way of arriving at an etymology is to assume a causative formation related to an unattested verb \*wrinkan-, which in turn could be a nasal present to \*werkan- (q.v.). The verb is more likely to have been derived from the iterative \*wrunkon- < \*urr.;igh-neh₂-, however, for which cf. MDu. wronckelen 'to twist, squirm, wrap'. This iterative clearly belongs to the strong verb \*wring"
8869,635,suspicious_greek_ocr,5;,<!-- pdf-page: 635; section: dictionary -->
8873,635,suspicious_greek_ocr,q,"\*wratjon- f. 'madder' - OE wrcette f. 'id.', OHG rezza f. 'id.' ⇒ \*urod-ieh₂(IE). A formation closely related to \*wr6t- 'root' ( q.v.); the madder's roots were used to obtain a red textile dye. See also \*madron-."
8877,635,suspicious_greek_ocr,Q; q,"\*wrekan- s.v. 'to pursue' - Go. wrikan s.v. 'to persecute', ON reka s.v. 'to hunt, pursue', OE wrecan s.v. 'to drive; to punish', E to wreak, OFri. wreka s.v. 'to revenge', OS wrekan s.v. 'id.', Du. wreken s.v. 'id.', OHG rehhan s.v. 'id.', G riichen w.v. 'id.' ⇒ \*(H)ureg-e- (IE) - Hitt. lirki- c. 'trace' < \*(H)urg-i-; Skt vrajati 'to walk, stride', OCS vresti (vrbBQ) 'to throw', SCr. vrCi 'to put, throw' < \*(H)ureg-e-. A verb that probably had some kind of legal connotation in PIE already, "
