page,line,headword,label_gloss,gloss,opening
123,1951,burojan-,w.v. 'to bore',to bore,"\*burojan- w.v. 'to bore' - ON bora w.v. 'id.', OE borian w.v. 'id.', E to bore, OS boron w.v. 'id.', Du. boren w.v. 'id.', OHG boron w.v. 'id.', G bohren w.v. 'id.' ⇒ \*bhr(H)-eh₂-ie- (WEUR) - Identical to Lat. fora, -are 'to bore through, pierce'. A denominal verb derived from \*buro-, cf. OHG bora f. 'bore', or from \*bura- as in OE, MLG bor n. 'id.'. The suffixation of OE byris f.(?) 'graving-iron, file' < \*buriso- is comparable to that of OE lynis m. 'axletree' < \*lunisa- (for which see \*luniz-). Related to \*barjan-?"
124,1955,burzda-,n. 'board',board,"\*burzda- n. 'board' - Go.fotu-baurd n. 'footstool', ON bora n. 'board, plank, table', Far. bora n. 'id.', OE bord n. 'board, table', OFri. bord m./n.? 'id.', Du. bord n. 'plate, plank' ⇒ \*bhrzdh-o- (WEUR). Related to \*brezda- and \*brazda- (q.v.). There is no trace of the PGm. \*z because it was assimilated by the preceding r in Gothic as well as in NWGm. (after the rhotacism). It was preserved, however, in the secondary zero-grade form \*bruzda-, cf. ON broddr m. 'tip, edge, shoot', OHG brort m. 'point, margin'. Apparently, the original zero grade was remodeled on the basis of the closely related full-grade forms in this formation (cf. Kroonen 2011a: 149ff)."
124,1957,butt/don-,w.v. 'to shove',to shove,"\*butt/don- w.v. 'to shove' - Nw. butta w.v. 'to hit, shove', OFri. del-boddia w.v. 'to knock down', MDu. botten w.v. 'to bump, hit', G Als. butzen w.v. 'id.' ⇒ \*bhudh-neh₂- (GM). The iterative to \*bautan- (q.v.)."
124,1959,buwwen-,"w.v. 'to dwell; to form, build'","to dwell; to form, build","\*buwwen- w.v. 'to dwell; to form, build' - ON byggva, byggja w.v. 'id.', Far. byggja w.v. 'id.', Elfd. byddja w.v. 'id.', OE bogian, bug(i)an w.v. 'to inhabit', OFri. bogian w.v. 'to dwell' ⇒ \*bhuh₂-ehi- (IE). The NGm. forms point to a jan-verb closely related to \*b6an- - \*biian(q.v.). The formation cannot be derived from \*bewwjan- (pace Pokorny IEW: 146-50; Magnusson 1989: 69), as this would have given Elfd. \*\*begga. As a result, the verb can safely be reconstructed as \*buwwjan- or - in view of the WGm. forms - perhaps rather as a stative \*buwwen- < \*bhh₂u-eh₁-. Note that the formation may have gone through an intermediate stage \*biiwĬ-. which by 1) Dybo's law and 2) Holtzmann's law would have regularly produced \*buwwen-."
124,1963,daban-,s.v. 'to fit',to fit,"\*daban- s.v. 'to fit' - Go. ga-daban s.v. 'to happen, be suitable, be appertinent to' ⇒ \*dh6bh-e- (NEUR) - OCS dobro adj. 'good' < \*dhobh-ro-; OCS doba f. 'opportunity' < \*dhobh-eh₂-; Lith. dabnus adj. 'gracious' < \*dhobh-nu-; hardly to Lat. Jaber ' craftsman' in view of the a-vocalism. An o-grade present to a Germanic-Balto-Slavic root \*dhebh- 'to fit'. The appurtenance of Hitt. tape5ni 'in the act' (Puhvel 2008: 64) is less certain."
124,1965,daga-,m. 'day',day,"\*daga- m. 'day' - Go. dags m. 'id.', ON dagr m. 'id.', Far. dagur m. 'id.', Elfd. dag m. 'id.', OE dreg m. 'id.', E day, OFri. dei m. 'id.', OS dag m. 'id.', Du. dag c. 'id.', OHG tac m. 'id.', G Tag m. 'day' ⇒ \*dhogh-o- (IE)."
125,1971,daiga-,m. 'dough',dough,"\*daiga- m. 'dough' - Go. daigs m. 'id.', ON deigr m. 'id.', Far. deiggj n. 'id.', Elfd. dieg m. 'id.', OE dah m. 'id.', E dough, MDu. deech n. 'id.', Du. deeg n. 'id.', OHG teig m. 'id.', G Teig m. 'id.' ⇒ \*dhoigh-o- (DRV) - ORu. deia f. 'dough trough' < \*dhoigh-ieh₂-. Derived from the strong verb \*dlgan- (q.v.). Also cf. ON deigr, Far. poet. deigur, MHG teic, MDu. deech adj. 'soft, weak' < \*daiga-."
125,1973,daila-,"n. 'share, part'","share, part","\*daila- n. 'share, part' - OE d<il n. 'id.', E dole, OFri. de/ m./n. 'id.', Du. dee/ n. 'id.', OHG tei/ m./n. 'id.', G Tei/ m. 'id.' ⇒ \*dh(h₁)oi-lo-(?) (NEUR) - Rues delo m. 'part', Ru. dial. de/ 'division, section', SCr. d'!jel m. 'part, mountain'. A Germanic/Balto-Slavic isogloss. Theoretically, \*daila- can be derived from \*dhhi-oi-lo-, i.e. a derivative of the root \*dheh₁- 'to put', cf. Hitt. dai tianzi 'to put' < \*dhhi-6i-ei, \*dhhi-i-enti, but the formation has no direct parallels in any other IE language. Olr. da/ and OW daul 'share, part' appear to have been adopted from OE da/. Within Germanic, further cf. Go. dai/s f. 'part, share', OE dǣl m. 'id.', E deal < \*daili- and the factitive Go. dailjan, ON deila, OE dǣlan, E to deal, OFri. de/a, OS delian, Du. de/en 'to share' < \*dailjan-."
125,1975,dajjan-,w.v. 'to suckle',to suckle,"\*dajjan- w.v. 'to suckle' - Go. daddjan w.v. 'id.', OSw. dreggia w.v. 'id.', OHG taen w.v. 'id.' ⇒ \*dhh₁-oi-eie- (IE) - OCS doiti (dojp) 'to breast-feed, nurse', Ru. doft' (doju) 'to milk', SCr. dojiti 'to breast-feed, suckle, give milk' < \*dhhroi-eie-. Both the strong verb \*dfan- and the causative \*dajjan- point to a PIE i-present \*dhh₁-ei-ti, \*dhh₁-i-enti. The causative \*dhhi-oi-eie- developed into PGm. \*dajjan- with a geminate -jj-. This geminate may have arisen as the result of Holtzmann's law (pretonic Verschärfung), but it is conceivable, too, that it arose out of an intermediate form \*dajijan- by loss of the i in the second syllable (cf. Jasanoff 1978a: 85; Rasmussen 1991: 1, 381). OHG taan 'to suckle' may continue the derivationally more primitive \*dean- < \*dhehre-."
125,1977,dala-,m. 'valley',valley,"\*dala- m. 'valley' - Go. dal(s) m./n. 'id.', ON dalr m. 'id.', Far. dalur m. 'id.', Elfd. dal m. 'id.', OE dre/ n. 'id.', E dale, OS dal n. 'id.', Du. dal n. 'id.', OHG ta/ n. 'id.', G Tai n. 'id.' ⇒ \*dho/h₂-o- (EUR) - Ru. obs. do/ m. 'valley; ditch', SCr. do m. 'valley, dale' < \*dho/h₂-o-; MW do/ f. 'meadow, dale' < \*dho/h₂-eh₂-; Gr. aa>.aμri 'den, lair' < \*dh/h₂-em-eh₂-. A European o-stem that in view of the possible connection with Gr. 6<1A6:μri can be derived from a root \*dhe/h₂-. See also \*d6/j6- and \*du/a-."
126,1981,dampa-,m. 'vapor',vapor,"\*dampa- m. 'vapor' - ME damp 'fire damp', MDu. damp m. 'vapor, fog', Du. damp c. 'id.', MHG tam pf, dam pf m. 'id.', G Dampf m. 'id.' (DRV). Derived from \*dimban- - \*dimpan- (q.v.). Nw. damb n. 'dust' was created from the same verb, but retained the original consonantism. Also cf. E damp adj. 'humid' < \*dampa-."
126,1983,dangjan-,w.v. 'to beat',to beat,"\*dangjan- w.v. 'to beat' - ON dengja w.v. 'to beat, to hammer', Far. deingja w.v. 'to beat, strike; to fling, throw; to hang about', Elfd. daindja w.v. 'to hit, bear', OE dencgan w.v. 'to knock', MHG tengen w.v. 'to hit, knock, hammer' ⇒ \*dhongwh.eie- (GM). An iterative-intensive causative to \*dingwan- (q.v.). The delabialization of the velar was triggered by the combination of a preceding round vowel and a following j-suffix (cf. \*sagja- 1 'man, hero' < \*so'f<wH-i6-). Also cf. OHG tanga/ m. 'hammer' < \*dangala-."
126,1985,dank/gon-,w.v. 'to beat',to beat,"\*dank/gon- w.v. 'to beat' - Ice!. danga w.v. 'to beat, hit', Nw. dakka w.v. 'to slap', Sw. dial. danka w.v. 'to hit' ⇒ \*dhongwh.neh₂- (GM). The iterative to \*dingwan- ( q.v.). There are additional traces of a zero-grade variant \*dung/kon-, cf. Ice!., Far., Nw. dunka 'to beat, thump, knock': the n should have been assimilated in the West Norse forms continuing \*dankon- and \*dunkon-, but may have been restored under the influence of the ungeminated formations \*dingwan- and \*dangjan· (q.v.)."
126,1987,dapp/bon-,"1 w.v. 'to become heavy, sink, deteriorate'","to become heavy, sink, deteriorate","\*dapp/bon- 1 w.v. 'to become heavy, sink, deteriorate' - Nw. dabba w.v. 'to fade, decrease, deteriorate (esp. of sight)', dapa w.v. 'to fade; become downcast' ⇒ \*dhobh-nehr (NEUR) - RuCS debelyj adj. 'fat', Ru. debelyj adj. 'plump, corpulent', SCr. debeo adj. 'fat' < \*dhebh./o-; OCS doblb adj. 'strong', Ru. d6blij adj. 'valiant', Latv. dab]s adj. 'strong, lush' < \*dhobh-/.io-. An iterative to a Germanic-Balto-Slavic root \*dhebh- 'heavy'. Also cf. Nw. davre w.v. 'to decrease, to diminish' and perhaps also OHG debben w.v. 'to , depress' (whence OHG tabf f. 'numbness'). The iterative served as the derivational base of \*dapra- (q.v.)."
126,1989,dapp/bon-,2 w.v. 'to beat',to beat,"\*dapp/bon- 2 w.v. 'to beat' - Nw. dabba w.v. 'to beat, kick', ME dabben w.v. 'to strike', E to dab, G Pal. tapfen, tappen w.v. 'to grope' ⇒ \*dhh₂bh·neh₂- (NEUR) - Lith. d6bti (d6biu) 'to beat, kill', Latv. dabt 'to strike, beat' < \*dheh₂bh-ie-. An iterative 3sg. \*dappopi, 3pl. \*dabunanpi < \*dhh₂bh-neh₂-ti, \*dhh₂bh-nh₂-enti to the Germanic-Baltic root \*dheh₂bh- (cf. Pokorny IEW: 233). With secondary full-grade and geminate, cf. MHG tiipe, Swi. (App.) t:nppa, Visp. daappo m. 'paw, hand' < \*debban- (Kroonen 2011a: 327). Unrelated to \*tabjan- (q.v.)."
127,1993,dapra-,adj. 'heavy',heavy,"\*dapra- adj. 'heavy' - ON dapr adj. 'downcast, sad', Icel. dapur adj. 'sad', sjon-dapur 'blind', Nw. daper adj. 'shy, weak, with young', MLG dapper adj. 'heavy', MDu. dapper 'stout, strong', Du. dapper 'brave', G tapfer adj. 'brave, stout' (ORV) - RuCS debelyj adj. 'fat', Ru. debelyj adj. 'plump, corpulent', SCr. debeo adj. 'fat' < \*dhebh-lo-; OCS doblb adj. 'strong', Ru. d6blij adj. 'valiant', Latv. dabjs adj. 'strong, lush' < \*dhobh-/-io-. This adjective is usually directly compared to the aforementioned forms in Slavic, but the underlying root \*dhebh- can only be reconciled with PGm. \*dapra- by assuming that it was derived from \*dapon-, an analogical variant belonging to the iterative \*dapp/bon- 'to become heavy' (q.v.) < \*dhobh-neh₂-. The original meaning 'heavy' split into both 'depressed' and 'bold'. In Nordic, the root \*dap- further became associated with eyesight deterioration, cf. Icel. depra f. 'weakening eyesight' < \*daprjon- and Icel. depl n. 'drooping of the eyes' < \*daplja-. See also \*dobnan-."
127,1995,darbja-,adj. 'hostile',hostile,"\*darbja- adj. 'hostile' - OFri. derve adj. 'fierce, severe', OS derbi adj. 'powerful, hostile, bad', MLG derve adj. 'bad' (DRV). A ja-stem adjective derived from \*derban- 'to perish' or the pertaining causative \*darbjan- (q.v.)."
127,1997,darbjan-,w.v. 'to destroy',to destroy,"\*darbjan- w.v. 'to destroy' - MLG derven w.v. 'to shrink, wither, spoil', MHG ver-derben w.v. 'to ruin, kill' ⇒ \*dhorHbh-eie- (NEUR). The causative of\*derban- (q.v.)."
127,1999,darjan-,w.v. 'to hurt',to hurt,"\*darjan- w.v. 'to hurt' - OE derian w.v. 'id.', OFri. dera w.v. 'id.', OS derian w.v. 'id.', Du. deren w.v. 'id.', OHG terjen, terren w.v. 'id.', MHG teren, tern w.v. 'id.' ⇒ \*dhorh₃-eie- (NEUR) - Lith. durti (duriu) 'to stab, prick, ache', Latv. duft 'to stab, prick' \*dhrh₃- (with \*h₃ in view of the vocalization \*-r- > \*-ur-). A Germanic-Baltic root Also cf. OE daru f. 'damage, injury', OHG tara f. 'injury' < \*daro- < \*dhorh₃-eh₂-."
127,2001,darran-,m. 'hinge',hinge,"\*darran- m. 'hinge' - Nw. darre m. 'hinge; vertebra' ⇒ \*dhor-on- (IE) - Gr. 8mp6<; m. 'pivot of a door, axle of a chariot' < \*dhr-io-. An n-stem \*daro, \*darraz < \*dh6r-on, \*dhr-n-6s. Also cf. ON dþrr m. 'spear' < \*darru-, which continues the original ace.pl. \*darruns < \*dhor-n-Jjs, and with a zero grade of the root - Ice!. dorra f. 'piece of wood, stick' < \*durron-. Together, all these forms point to a hysterokinetic n-stem dh6r-en, gen. \*dhr-n-6s, ace.pl. \*dhor-n-Jjs. This formation is likely to be related to Gr. 8mp6<; < \*dhr-io- (the alternative reconstruction \*dh'!:lr-io- is based on the uncertain connection with l'lupa f. 'door' < \*dhur-h₂-)."
127,2003,dauba-,adj. 'deaf; sluggish; numb',deaf; sluggish; numb,"\*dauba- adj. 'deaf; sluggish; numb' - Go. daubs adj. 'id.', ON daufr adj. 'id.', Far. deyvur adj. 'id.', Elfd. dov adj. 'id.', OE deaf adj. 'id.', E deaf. OFri. daf adj."
128,2009,dauda-,adj. 'dead',dead,"\*dauda- adj. 'dead' - Go. daups adj. 'id.', ON dauor adj. 'id.', OE dead adj. 'id.', E dead, OFri. dath adj. 'id.', OS dod adj. 'id.', Du. dood adj. 'id.', OHG tot adj. 'id.', G tot adj. 'id.' ⇒ \*dhou{H)-t6- (DRV). The original past participle of \*daujan- 'to die' ( q.v.)."
128,2011,daugjan-,w.v. 'to endure',to endure,"\*daugjan- w.v. 'to endure' - OE ge-dfegan w.v. 'id.', OS a-dogian w.v. 'to withstand' ⇒ \*dhough-eie- (DRV). Given the meaning, the verb probably represents an intensive formation rather than a causative. Related to \*dugan- (q.v.)."
128,2013,daujan-,s.v. 'to die',to die,"\*daujan- s.v. 'to die' - ON deyja s.v. 'id.', Far. doy99ja w.v. 'id.', Elfd. diia s.v. 'id.', OE dfegan s.v. 'id.', E to die, OS doian w.v. 'id.', OHG touwen, tewen w.v. 'id.', MHG touwen, touwen w.v. 'id.' ⇒ \*dhouh₂;3-ie- (IE) - Hitt. tubbuszi 'to end' < \*dhuh₂;3-s-; Latjinus n. 'funeral' < \*dhuh₂;3-n-es-(?). An originally strong verb \*daujan-, pret. 3sg. \*doe (ON d6, Elfd. duo), 3pl. \*dounp (ON d6u), ptc. \*dawe/ana- (ON dainn) < \*dhou(H)-ie-. LJV2: 123 reconstructs a causative, but this formation cannot be reconciled with the strong conjugation in Nordic. I therefore start from an o-grade intensive verb with a presentic ie-suffix. Within Germanic, it is cognate with Go. diwans\* adj. 'mortal' < \*dewana-, possibly an old participle to an unattested strong verb \*dewan-, and further to \*dauda- 'dead' and \*daupu- 'death' (q.v.). On the Proto-Indo-European level, the formation has been compared to the root \*dheu- 'to run, rush', cf. Skt. dhclvate, Gr. Ƞfo.> 'to run' and \*dhueh₂- 'to blow, smoke, be misty', see \*du(w Jen- (cf. Seebold 1970: 148; LIV2: I.e.), but I find it preferable to assume a link with Hitt. tubbuszi 'to end' < \*dhuh₂;3-s-. Apparently, Hittite preserved the basic meaning of the word, while in Germanic, it euphemistically became associated with dying."
128,2015,dauma-,m. 'vapor',vapor,"\*dauma- m. 'vapor' - Far. deymur m. 'strong smell', MDu. doom m. 'mist, haze', OHG tuom m. 'vapor, haze, fume', MHG tuom m. 'id.' ⇒ \*dhouh₂-mo(IE) - Close to Skt. dhiima- m. 'smoke, vapor', Lat jimus m. 'smoke', Lith. dilmai m.pl. 'id.', OCS dymo m. 'id.' < \*dhuh₂-mo-. An o-grade mo-stem to the root \*dhuh₂- 'to smoke'. See also \*dauna- and \*dawwa/o-."
128,2017,dauna-,m. 'smell',smell,"\*dauna- m. 'smell' - ON daunn m. 'id.', OSw. d¢n m./n. 'id.' ⇒ \*dhouh₂-no(1E)."
129,2023,daupjan-,w.v. 'to dip',to dip,"\*daupjan- w.v. 'to dip' - Go. daupjan w.v. 'immerse, baptize', ON deypa w.v. 'to dip; to baptize', Far. doypa w.v. 'to baptize', OFri. depa w.v. 'id.', OS dopian w.v. 'id.', Du. dopen w.v. 'id.', OHG toufen w.v. 'id.', G taufen w.v. 'id.' (DRV). A causative created either to the strong verb \*diiban- (q.v.) or - more probably - directly to the iterative \*dupp/b6n- (q.v.) < \*dhubh-neh₂-. See also \*deupa-."
129,2025,daupu-,m. 'death',death,"\*daupu- m. 'death' - Go. daupus m. 'id.', ON dauor, gen. -ar m. 'id.', OE deap m. 'id.', E death, OFri. dath m. 'id.', OS doa m. 'id.', Du. dood c. 'id.', OHG wt m. 'id.', G Tod m. 'id.' ⇒ \*dh6u(H)-tu- (DRV). A tu-stem created to \*daujan- (q.v.)."
129,2027,dauzan-,m. 'fool',fool,"\*dauzan- m. 'fool' - MLG dore m. 'id.', MHG tore m. 'id.' ⇒ \*dhous-on- (EUR) - For the ablaut, cf. Lith. daiisios f.pl. 'air' < \*dhous-ieh₂-. Related to \*dwesa- ( q.v.), with Schwebeab/aut as in Baltic."
129,2029,dawen·,w.v. 'to marvel',to marvel,"\*dawen· w.v. 'to marvel' - ON da w.v. 'to admire' ⇒ \*dhˬ2u-ehi- (EUR) - Gr. flauμa n. 'wonder, astonishment' < \*dheh₂u-mn- (but cf. the irregular alternants -Owμa and -Owuμa). A Germanic-Greek isogloss. Also cf. ON da n. 'trance, senseless state' < \*dawa- and Far. d<ini m. 'wonder'."
129,2031,dawwa/6·,m./f. 'dew',dew,"\*dawwa/6· m./f. 'dew' - ON dpgg f. 'id.', Far. degg f. 'id.', Elfd. dagg f. 'id.', OE deaw m. 'id.', E dew, OFri. daw n. 'id.', ODu. dou m. 'id.', Du. dauw c. 'id.', OHG tou m./n. 'id.', G Tau m. 'id.' ⇒ \*dhouh₂-o/eh₂- (IE) - Lith. duja f. 'drizzle, mist' < \*dhuh₂-ieh₂-. An o-stem derived from the PIE root \*dhuh₂- 'to smoke, haze', for which see \*dauma- and \*du(w)en-."
129,2033,dazen-,w.v. 'to be numbed(?)',to be numbed(?),"\*dazen- w.v. 'to be numbed(?)' - OE darian w.v. 'to lie motionless, be appalled', ME daren w.v. 'to stay in one place, remain quiet; to lurk; to be motionless, inactive; to hesitate', MDu. be-daren w.v. 'to control oneself, Du. be-daren w.v. 'to settle, calm down', Flem. ver-daren w.v. 'to be appalled' (GM). A stative verb that can theoretically be related to Skt. dhi.r<iyati 'to hold, support' < \*dhor-eie- and Arm. dad a rem 'to settle (of wind)' < \*dho-dhor(thus Pokorny IEW: 252-5). It is preferable, however, to reconstruct the verb as \*dazen- rather than \*daren-, and derive it from \*daza-, an adjective apparently in Verner alternation with MDu. daes 'foolish', Du. daas 'dizzy,"
130,2039,dauda-,adj. 'dead',dead,"\*dauda- adj. 'dead' - Go. daups adj. 'id.', ON dauor adj. 'id.', OE dead adj. 'id.', E dead, OFri. diith adj. 'id.', OS dod adj. 'id.', Du. dood adj. 'id.', OHG tot adj. 'id.', G tot adj. 'id.' ⇒ \*dhou(H)-t6- (ORV). The original past participle of \*daujan- 'to die' ( q.v.)."
130,2041,daugjan-,w.v. 'to endure',to endure,"\*daugjan- w.v. 'to endure' - OE ge-diegan w.v. 'id.', OS ii-dogian w.v. 'to withstand' ⇒ \*dhough-eie- (ORV). Given the meaning, the verb probably represents an intensive formation rather than a causative. Related to \*dug an- ( q.v.)."
130,2043,daujan-,s.v. 'to die',to die,"\*daujan- s.v. 'to die' - ON deyja s.v. 'id.', Far. doyggja w.v. 'id.', Elfd. dii.a s.v. 'id.', OE diegan s.v. 'id.', E to die, OS doian w.v. 'id.', OHG touwen, tewen w.v. 'id.', MHG touwen, touwen w.v. 'id.' ⇒ \*dhouh₂;3-ie- (IE) - Hitt. tubbu5zi 'to end' < \*dhuh₂;3-s-; Lat fan us n. 'funeral' < \*dhuh₂;3-n-es-(?). An originally strong verb \*daujan-, pret 3sg. \*doe (ON d6, Elfd. duo), 3pl. \*dounp (ON d6u), ptc. \*dawe/ana- (ON dainn) < \*dhou(H)-ie-. LIVZ: 123 reconstructs a causative, but this formation cannot be reconciled with the strong conjugation in Nordic. I therefore start from an o-grade intensive verb with a presentic ie-suffix. Within Germanic, it is cognate with Go. diwans\* adj. 'mortal' < \*dewana-, possibly an old participle to an unattested strong verb \*dewan-, and further to \*dauda- 'dead' and \*dauþu- 'death' (q.v.). On the Proto-Indo-European level, the formation has been compared to the root \*dheu- 'to run, rush', cf. Skt dhcivate, Gr. 8fo.i 'to run' and \*dhueh₂'to blow, smoke, be misty', see \*du(w)en- (cf. Seebold 1970: 148; LIV2: I.e.), but I find it preferable to assume a link with Hitt tubbuszi 'to end' < \*dhuh₂;3-s-. Apparently, Hittite preserved the basic meaning of the word, while in Germanic, it euphemistically became associated with dying."
130,2045,dauma-,m. 'vapor',vapor,"\*dauma- m. 'vapor' - Far. deymur m. 'strong smell', MDu. doom m. 'mist, haze', OHG tuom m. 'vapor, haze, fume', MHG tuom m. 'id.' ⇒ \*dhouh₂-mo(IE) - Close to Skt. dhiima- m. 'smoke, vapor', Lat [Umus m. 'smoke', Lith. dumai m.pl. 'id.', OCS dym'b m. 'id.' < \*dhuh₂-mo-. An o-grade mo-stem to the root \*dhuh₂- 'to smoke'. See also \*dauna- and \*dawwa/o-."
130,2047,dauna-,m. 'smell',smell,"\*dauna- m. 'smell' - ON daunn m. 'id.', OSw. d¢n m./n. 'id.' ⇒ \*dhouh₂-no(1E)."
131,2053,daupjan-,w.v. 'to dip',to dip,"\*daupjan- w.v. 'to dip' - Go. daupjan w.v. 'immerse, baptize', ON deypa w.v. 'to dip; to baptize', Far. doypa w.v. 'to baptize', OFri. depa w.v. 'id.', OS dopian w.v. 'id.', Du. dopen w.v. 'id.', OHG toufen w.v. 'id.', G taufen w.v. 'id.' (DRV). A causative created either to the strong verb \*diiban- (q.v.) or - more probably - directly to the iterative \*dupp/bOn- (q.v.) < \*dhubh-neh₂-. See also \*deupa-."
131,2055,dauþu-,m. 'death',death,"\*dauþu- m. 'death' - Go. daupus m. 'id.', ON dauor, gen. -ar m. 'id.', OE deap m. 'id.', E death, OFri. dii.th m. 'id.', OS d6d m. 'id.', Du. dood c. 'id.', OHG tot m. 'id.', G Tod m. 'id.' ⇒ \*dh6u(H)-tu- (DRV). A tu-stem created to \*daujan- (q.v.)."
