page,line,headword,label_gloss,gloss,opening
385,5535,liitan-,"s.v. 'to stoop, bend forward'","to stoop, bend forward","\*liitan- s.v. 'to stoop, bend forward' - ON luta s.v. 'id.', Far. /Uta w.v. 'id.', Elfd. lauta s.v. 'id.', OE liitan s.v. 'id.', E to lout (ORV). In view of the long \*ii of this strong verb, it is likely to be a back-formation to the iterative \*lutton- (q.v.). The root-final \*t may then continue a Pre-Germanic geminate \*tt. Also cf. Far. lotur adj. 'curved (of a ship's deck); embarrassed' < \*luta- and Elfd. lutti, obi. lutu f. 'slope' < \*luto-."
385,5537,lutta-,n. 'puddle(?)',puddle(?),"\*lutta- n. 'puddle(?)' - G Rhnl. Lotz n. 'deep spot in a creek (to scoop water)' ⇒ \*fut-no- (WEUR?) - Olr. lath f. 'mud, mire', Lat. lutum 'mud' < \*lut-o/eh₂-. An obscure word with only a few uncertain cognates in the ltalo-Celtic languages."
385,5539,lutton-,"w.v. 'to stoop, droop(?)'","to stoop, droop(?)","\*lutton- w.v. 'to stoop, droop(?)' - Nw. Iota w.v. 'to be askew, slanted', G Rhnl. lotzen w.v. 'to feel drowsy, sleep' ⇒ \*ludCh₃-neh₂- (GM). The iterative to the strong verb \*liltan- 'to stoop' (q.v.). It is identical to \*lud(d)on- 'to dangle', cf. lcel. loaa, lodda, Far. loaa, Nw. loda w.v. 'to hang"
386,5547,madron-,f. 'madder',madder,"\*madron- f. 'madder' - ON maora f. 'id.', Nw. modre f. 'id.', OE mcedere, mceddre f. 'id.', E madder, MHG matare, metere f. 'id.' (IE?). A herbaceous scrambling plant cultivated as early as the 14th century BCE in the East Mediterranean (Zohary/Hopf 2000: 210) for the reddish-purple dye obtained from the root. ON maora, OE mcedre and OHG matara go back to a proto-form \*mad(a)ron- (cf. Fi. matara, Latv. madaras). It has furthermore been argued that MLG, MDu. mede f. 'id.', Du. mee-krap 'id.' and WFri. miede 'id.' represent an ablauting formation \*medjon- (Franck 1949: 418) or even \*maidon- (Torp 1909: 306), but I assume that this is the Frisian outcome of a variant \*madon- that spread to the surrounding Saxon and Franconian dialects. No certain etymology. Pokorny IEW: 747 connects CS modrb, Cz. modry, SCr. modar adj. 'blue' < PS!av. \*modrb, which can be related to Hitt. antara- adj. 'id.' < \*mdh-ro- (Machek 1949: 131-2). Perhaps, Germanic had a related adjective \*madra- that served as the derivational base for \*madr6n-. Or was the Slavic adjective borrowed from Germanic?"
386,5549,magan·,m. 'stomach',stomach,"\*magan· m. 'stomach' - ON magi m. 'id.', Far. magi m. 'id.', Elfd. magi m. 'id.', OE maga m. 'id.', E maw, OFri. maga m. 'id.', Du. maag c. 'id.', OHG mago m. 'id.', G Mage m. 'id.' ⇒ \*mok-on- (EUR/NIE) Ś Lith. miikas, Latv. maks m. 'id.'; OPru. danti-max 'gums' < \*mak-o-; OCS mosbna f. 'small bag, scrip', Ru. mosn<i f. 'pouch, purse', SCr. mosnja 'purse, scrotum' < \*mok-in-eh₂-; MW megin f. 'bellows', MBret. meguin, Bret. megin f. 'id.' < PCelt \*mokinii. A European word with no IE etymology. The occurrence of a plain \*k could point to a non-IE origin. Also cf. Swi. (App.) mega 'rennet', EDu. meghe 'whey; curd' < \*magin-(?)."
386,5551,magapi-,"f. 'girl, maiden'","girl, maiden","\*magapi- f. 'girl, maiden' - Go. magaps\* f. 'id.', OE mceg(e)o f. 'id.', E maid, OFri. megith f. 'id.', OS magath f. 'id.', Du. maagd f. 'id.', OHG magad f. 'id.', G Magd f. 'id.' ⇒ \*magh·ot-i- (DRY). A feminine derived from \*magu- ( q.v.). The feminizing suffix \*-api- has been analyzed as an indication that the word was borrowed from a language related to Semitic, since this language family has a productive femi-"
387,5557,magra-,adj. 'lean',lean,"\*magra- adj. 'lean' - ON magr adj. 'id.', Elfd. mager adj. 'id.', OE mceger adj. 'id.', E meager (= Anglo-Norman megre, meigre), Du. mager adj. 'id.', OHG magar adj. 'id.', G mager adj. 'id.' ⇒ \*mP21<-r6- (IE) - Identical to Gr. μακρός adj. 'long', Lat. macer adj. 'thin, lean'; also Hitt. maklant- adj. 'thin, meagre' < \*meh₂l<-1-ent-. An old ro-stem, with regular vocalization of the laryngeal between initial m and a consonantal element. Elfd. maungen w.v. 'to lose weight' < \*magnan- is based on the suffixless form. For another word with approximately the same meaning, see \*hurha-."
387,5559,magu-,"m. 'boy, relative'","boy, relative","\*magu- m. 'boy, relative' - Go. magus m. 'boy', ON mpgr m. 'id.', OE magu m. 'child, young man, son', OFri. mach n. 'child', OS magu m. 'son', OHG maga-zoho 'nurturer' ⇒ \*magh-u- (WEUR) - Olr. mug 'servant', Corn. maw 'id.' < \*magh-u-. A West European word of obscure origin. See also \*magafJi-, \*mawf- and \*mega-."
387,5561,mahti-,f. 'strength',strength,"\*mahti- f. 'strength' - Go. mahts f. 'id.', OE meaht, m.iht f. 'id.', E might, OFri. macht f. 'id.', OS maht f. 'id.', Du. macht c. 'id.', OHG maht f. 'id.', G Macht f. 'id.' (ORV). A ti-stem derived from the preterite-present \*mugan- (q.v.). ON mattr m. 'id.' continues a tu-stem \*mahtu-."
387,5563,maida-,m. 'post',post,"\*maida- m. 'post' - ON meior m. 'beam; log, tree', lcel. meiour m. 'id.', Nw. mei m. 'skid', Sw. med c. 'beam; skid' ⇒ \*moi-to- (IE) - Latv. miets m. 'post, stick' < \*moi-to-. A to-stem derived from a PIE root \*mei-, cf. Skt min6ti 'to fix, build' < \*mi-neu- and Latv. miet (meju, mienu) 'to set a post' < \*moi-ie-. Related to \*mairja- 'mooring-post' (q.v.)."
387,5565,maidjan-,"w.v. 'to damage, hurt'","to damage, hurt","\*maidjan- w.v. 'to damage, hurt' - ON meioa w.v. 'to hurt; to damage, destroy', Far. meioa w.v. 'to injure a limb' ⇒ \*moith₂-eie- (IE) - Skt methati 'to hurt' < \*m6itH-e-; Gr. μ[ruJ.oc; adj. 'mutilated' < \*mitH-ulo-; OLith."
388,5571,maina-,adj. 'common',common,"\*maina- adj. 'common' - Go. ga-mains adj. 'shared, communal, common, vulgar', OE ge-mii!ne adj. 'common', E mean, OS gi-meni adj. 'joined, common, ordinary', Du. ge-meen adj. 'mean; common', OHG gi-mein, gi-meini adj. 'common, public', G ge-mein adj. 'mean; common' ⇒ \*kom-moi-no- (IE) - Lat. commiinis adj. 'common, general' < \*kom-moi-no-; Lith. mainas m. 'exchange' < \*moi-no-. An formation that in view of the parallelism with Lat. commiinis must have arisen prior to the rise of Germanic as a separate language. The adjective is also attested without a prefix, in the PGm. word for 'perjury', cf. ON mein-eiar, OE man-lip, OFri. mena eth, OS meneth, Du. mein-eed, OHG mein-eid, G Mein-eid < \*maina-aipa- 'false oath'."
388,5573,mainjan-,w.v. 'to think',to think,"\*mainjan- w.v. 'to think' - OE mii!nian w.v. 'to mean, intend', E to mean, OFri. mena w.v. 'to mean, believe; to suspect; to intend', OS menian w.v. 'to mean, mention', Du. menen w.v. 'to think', OHG meinen w.v. 'to mean; to believe; to say', G meinen w.v. 'id.' ⇒ \*moin-eie- (WEUR) - ocs meniti 'to suppose, think, reckon', SCr. mijeniti 'to think, say, remember' < \*moin-eie-; Olr. mfan f. 'desire; inclination' < \*mein-eh₂-. A Germanic-Baltic causative formation. Also cf. OFri. mene f. 'opinion', OHG meina f. 'meaning, intention, opinion' < \*main(j)o-. \*mairjan. 'mooring-post' - ON /anda-m;;eri n. 'border post', OE /and-gemii!re n. 'id.', MDu. mere, meer f. 'post, boundary, mooring-post; pillory', Du. meer-paal c. 'mooring-post' ⇒ \*moi-r-io- (IE) - Lat. miirus m. 'wall' < \*moi-ro-; Skt. min6ti 'to fix, build', Olr. do-dimen\* 'to fix, tie' < mi-neu-; YAv. barazi-mita- adj. 'highly built' < \*mi-to-. A formation related to \*maida- 'post' (q.v.). Also cf. OE mii!rels-rap 'mooring-rope' < \*mairisla- and MDu. meren w.v. 'to moor; to mark with posts; to dwell', Du. aan-meren 'to moor', ME moren 'to take root, fasten, fix', E to moore < \*mairojan-, whence British NLat. moragium 'moorage'. MDu. maren 'to moor' is an Ingvaeonism and LG ver-moren was probably borrowed from English."
388,5575,maisa-,m. 'backpack',backpack,"\*maisa- m. 'backpack' - ON meiss m. 'wooden box, basket', Far. meis f. 'net basket; net stretched on frame on which corn is dried; certain amount of corn; tousled hair', Nw. meis m./f. 'wicker basket, wicker backpack, haynet' ( < \*maisa/o-), MDu. mese f. 'basket, hamper', OHG meis(s)a f. 'carriage' ( < \*mais-jo-), MHG meise f. 'a frame to carry on the back' ( < \*maisjo-) ⇒ \*mois-o- (IE) - Lith. maifas m. 'bag, sack', Latv. maiss m. 'bag', OPru. moasis"
389,5581,malson-,f. 'titmouse',titmouse,"\*malson- f. 'titmouse' - lcel. -meisa f. 'id.', Nw. meis f. 'id.' ( < \*maiso-), OE miise f. 'id.', E tit-mouse (with -mouse supplanting regular \*-mose), MDu. mese f. 'id.', Du. mees c. 'id.', OHG meisa f. 'id.', G Meise f. 'id.' (GM). An exclusively Germanic bird name. It is often compared to W myalch 'thrush' < \*meis-alko-, but this word is more likely to be connected with PGm. \*ams/on- 'blackbird' (q.v.). The internally Germanic derivation from Nw. meis adj. 'weak' (De Vries 1962: 382; Strathmann 2008: 2, 414) is formally possible, but the adjective is absent from the dictionaries and may be a ghost word. Presumably, Nw. meis m. 'titmouse; weak person' (cf. Elfd. mjes m. 'titmouse') was mistaken for an adjective. With secondary suffixation, cf. ON meisingr m. 'id.' and ODu. \*mesinga as continued by MLat. misinga, OFr. mesinga, Fr. mesange < \*maisinga/o-."
389,5583,maitan-,"s.v. 'to hew, cut'","to hew, cut","\*maitan- s.v. 'to hew, cut' - Go. maitan s.v. 'id.', ON meita w.v. 'id.', OHG meizan s.v. 'id.', MHG meizen s.v. 'id.' (DRY). An o-grade intensive verb. The root-final \*t points to contamination with or derivation from the related iterative \*mitton- 'to cut' (q.v.). In view of the presumably related causative \*maidjan- 'to hurt' it seems reasonable, at any rate, to assume that the original form of the verb was \*maiþan-. As a result, the reconstruction of a PIE root \*meid- (Pokorny IEW: 697) must be abandoned. See further \*amaitjo- and \*mfton- 'mite'."
389,5585,maiwa-,"1 adj. 'slim, narrow'","slim, narrow","\*maiwa- 1 adj. 'slim, narrow' - ON mj6rr adv. 'id.', Far. mjaur adj. 'id.', Elfd. mjq adj. 'id.' ⇒ \*moiH-uo- (IE). A wa-stem identical to ToB maiwe adj. 'young' < \*moiH-uo-. Derived from the PIE root \*meiH-, for which cf. \*minniz comp. 'smaller, less'."
389,5587,maiwa-,2 m. 'sea-gull',sea-gull,"\*maiwa- 2 m. 'sea-gull' - ON mar, m6r m. 'id.', Icel. mafur, mavur m. 'id.', Far. ma(v)ur m. 'id.', OE miiw m. 'id.', Du. meeuw c. 'id.', OHG meh m. 'id.', G Mowe m. 'id.' (= LG) (GM?). An exclusively Germanic word. The traditional comparison with Skt. mecaka- 'blue' is a mere shot in the dark. Schrijver 1997: 305 more appropriately compared the word to OFr. moue, Picardian mauve 'gull', which he assumed to continue a loanword from Celtic \*maw-. The alternation with PGm. \*maiw- would then point to a non-Indo-European word. It cannot be excluded, however, that the Old French word was borrowed from Germanic"
390,5593,maizan-,comp. 'more',more,"\*maizan- comp. 'more' - Go. maiza comp. 'id.', ON meiti comp. 'id.', OE mara comp. 'id.', E more, OFri. mara, mera comp. 'id.', OS mero comp. 'id.', Du. meer comp. 'id.', OHG mero comp. 'id.', G mehr comp. 'id.' ⇒ \*meh₂-is-on(IE) - Olr. m6r adj. 'great' < \*meh₂-ro-; W mwy comp. 'more' < \*meh₂-i6s (Osc. mais comp. 'id.' does not belong here, but is to be equated with Lat mag is with schwa secundum as in maior < \*mg-ios- (cf. \*mekila-). Since PIE comparatives in \*-is- had root stress, the fact that Verner's law operated in \*maizan- proves that the word originally must have been trisyllabic, i.e. \*m&isan- < PIE \*meh₂is-on-. Just like the development of PGm. \*winda- 'wind' < PIE \*h₂uehrento-, this comparative thus demonstrates that Verner's law preceded Osthoff's law. This again implies that Osthoff's law in Germanic must be separated from Osthoff's law in Greek and Latin. As for the etymology of the root \*meh₂-, it is likely, in my opinion, that it served as the basis for the comparative and superlative suffix PIE \*-1'[1h₂(-on)- > PGm. \*-uman-, cf. Go. auhuma 'higher' < \*ufuman- < \*up-1'[1h₂-on-, etc."
390,5595,maka-,"adj. 'fit, comfortable'","fit, comfortable","\*maka- adj. 'fit, comfortable' - ON makr adj. 'easy to deal with; suitable', Far. makur adj. 'quite, still, calm', MDu. ge-mak adj. 'settled, calm, pleasant', Du. mak adj. 'tame', OHG gi-mah adj. 'modest, suitable', MHG ge-mach adj. 'appropriate, convenient, pleasant' (IE?) - Olr. mam 'yoke' < \*mag-mo-(?); Lith. mJgti (mJgiu) 'to like', Latv. megt 'to be able' < \*meg-ie-. An adjective with an original meaning 'fit, suitable' (cf. \*makan- 'match'). It served as the derivational base for the weak verb OE macian 'to prepare, make', E to make, OFri. makia 'id.', OS (gi-)makon 'to make, form, fix', Du. maken 'to make', OHG mahh6n 'id.', G machen 'id.' < \*makojan-. Under the assumption that the original meaning was 'to knead', the verb is usually compared to Gr. μacrcrw 'to knead, mold; to wipe' < \*mh₂g-ie and OCS mazati 'to anoint', SCr. mdzati 'to smear' < \*meh₂9-eh₂-. The original meaning is more likely to have been 'to match, put together', however, which renders these connections obsolete. The etymological link with the aforementioned non-Germanic forms is more attractive, but the reconstruction of a PIE root \*meg- nevertheless remains uncertain."
390,5597,makan-,m. 'match',match,"\*makan- m. 'match' - ON maki m. 'id.', Far. maki m. 'equal, peer; spouse', Elfd. matji m. 'spouse; match', OE ge-maca m. 'mate, equal, companion', ME make 'spouse', OS gi-mako m. 'comrade', OHG ga-mahho m. 'id.' (DRY). Derived from \*mak6jan-, for which see \*maka- adj. 'fit'. Also cf. OE ge-mæcca m. 'match' < \*ga-makjan- and - for the original meaning 'to fix up'"
391,5601,malan-,351,,"\*malan- 351 - OFri. mekere m. 'matchmaker', MDu. maeke/aer m. 'matchmaker, intermediary, middle-man', Du. make/aar c. 'broker'."
391,5603,malan-,s.v. 'to grind',to grind,"\*malan- s.v. 'to grind' - Go. ma/an s.v. 'id.', ON ma/a s.v. 'id.', Far. ma/a s.v. 'id.', Elfd. mci/Q s.v. 'id.', OS ma/an s.v. 'id.', Du. ma/en s.jw.v. 'id.', OHG ma/an s.v. 'id.', G mah/en s./w.v. 'id.' ⇒ \*m6lh₁-e- (IE) - Hitt ma//ai - mallanzi 'to grind' < \*m6lh₁-ei, \*mlhi-enti; Lat mo/i5, -ere 'id.', Arm. ma/em 'to crush', Lith. ma/ti (malu), Latv. maTt 'to grind' < \*m6/hi-e-; OCS m/eti 'id.', Ru. mo/6t' (melju), SCr. mljeti 'id.', Olr. mei/id 'id.' < \*melh₁-ie-; Skt. mṛṇāti 'to crush, grind' < \*ml-neh₁-. An o-grade intensive verb. Related to \*malwjan- and \*melwa- (q.v.)."
391,5605,maldjo-,"f. 'saltbush, orache'","saltbush, orache","\*maldjo- f. 'saltbush, orache' - Nw. svine-me/de f. 'id.', OSw. mre/d f. 'id.', OE me/de f. 'id.', OS maldia f. 'id.', Du. me/de c. 'id.', OHG me/ta, me/da f. 'id.', G Me/de f. 'id.' ⇒ \*molt-ieh₂-(?) (NIE?). An etymologically obscure plant name. If Gr. Ģt.hov, Ģ1.iiwv n. 'purple amaranth' is connected (thus Pokorny IEW: 716-9), it would point to a non-IE word varying between \*melt-, \*mlit- and \*m/et-. The Germanic word, however, is not to be reconstructed as \*me/do- (pace Torp 1909: 317) in view of OS ma/dia and the more primary formation Sw. molla and G Cimb. ma/da < \*ma/do-. The proto-form \*me/do- is also contradicted by Fi. maltsa 'chickweed' < PFi. \*malcca (cf. LAGLOS, II, 248-9), although this word could also have been borrowed from the potentially unrelated \*maldja-, cf. Nw. me/de n. 'seeds from weeds mixed with grain', dial. melde-stokk m. 'goosefoot, Chenopodium album'."
391,5607,malha/o-,m.jf. 'bag',bag,"\*malha/o- m.jf. 'bag' - ON malr m. 'knapsack', MDu. male f. 'pouch, purse, bag', OHG ma/aha f. 'bag, knapsack', MHG ma/he f. 'leather bag' ⇒ \*mo/k(LW) - To Gr. μot.y6c; m. 'bag made of cowhide'? No IE etymology. Even if the supposed link with Gr. μot.y6c; is correct, the word still exhibits a formal mismatch with PGm. \*ma/ha-. It has therefore been suggested that we are dealing with a Thracian word (Pokorny IEW: 747) or a prehistoric Wanderwort (Furnee 1972: 126)."
391,5609,malta-,adj. 'soft; gone bad(?)',soft; gone bad(?),"\*malta- adj. 'soft; gone bad(?)' - ON ma/tr adj. 'bitter', OHG malz adj. 'mild' =? \*mold-o- (IE) - OCS mlado adj. 'young', Ru. molod6j adj. 'id.', SCr. mliid adj. 'id.' < \*mold-o-. An adjective derived from the strong verb \*me/tan- ( q.v.). Also cf. ON malt, Far. ma/ti, Elfd. molt, OE mealt, Du. mout, OHG ma/z, G Malz 'malt' < \*ma/ta-."
391,5611,maltjan-,w.v. 'to make dissolve',to make dissolve,"\*maltjan- w.v. 'to make dissolve' - Go. ga-maltjan\* w.v. 'to dissolve', ON me/ta w.v. 'to malt for brewing; to digest', Far. me/ta w.v. 'to break, smash,"
392,5617,malwjan-,"w.v. 'to crush, pound'","to crush, pound","\*malwjan- w.v. 'to crush, pound' - Go. ga-ma/wjan w.v. 'id.', ON mfiJ/va w.v. 'id.' (IE). A causative formation containing the suffix \*-wjan-, for which cf. \*kaizwjan- 'to turn'. Related to \*ma/an- 'to grind' (q.v.)."
392,5619,mampjan-,"w.v. 'to mock, scorn'","to mock, scorn","\*mampjan- w.v. 'to mock, scorn' - Go. bi-mampjan w.v. 'id.' (DRV). A causative or intensive formation created to the iterative \*mump/b6n( q.v.)."
392,5621,managa-,adj. 'many',many,"\*managa- adj. 'many' - Go. manags adj. 'id.', ON mangr, margr (with assimilation) adj. 'id.', Far. mangur adj. 'id.', Elfd. maung adj. 'id.', OE manig, monig, menig adj. 'id.', E many, OFri. manich, monich, menich adj. 'id.', WFri. mennich adj. 'id.', OS manag adj. 'id.', Du. menig adj. 'id.', OHG manag, manig adj. 'id.', G manch adj. 'id.' ⇒ \*monogh-o- (NIE) - OCS mMog'b adj. 'much, many', Ru. mn6gij adj. 'much, many, numerous', SCr. mnogi adj. 'much, many, numerous' < \*munogho-; Olr. menic, Ir. minic 'often', MW mynych 'id.' < PCelt. \*menekki-. A Northwest Indo-European word that due to the irregular formal correspondences cannot be reconciled into a single proto-form. It has therefore been suggested that the word was borrowed from a non-IE source (Boutkan 1998: 124-5; Schrijver 2001: 422). This view is strengthened by the no doubt connected Fi. moni, which cannot have been borrowed from Germanic. The connection with Lith. minia f. 'crowd' (Schulze 1913: 333) must at any rate be abandoned, as this word was derived from the unrelated Lith. minti 'to tread'."
392,5623,mandula-,m. 'handle on a grinding mill',handle on a grinding mill,"\*mandula- m. 'handle on a grinding mill' - ON mpndull m. 'id.', Far. mondul m. 'id.' (IE) - Skt. manthati, mathn&ti 'to whirl round' < \*mentH-e·, \*mnt-neH-; Skt. manthii- m. 'churning stick, whirl' < \*montH-ehi-; Lith. meii.te f. 'shoulder blade, paddle, trowel', Latv. meii.te f. 'ladle, stirring spoon' < \*mentH-ieh₂-; Lith. mࢭsti (menCiit) 'to mix', OCS mf(sti 'to stir, trouble', Ru. mjastf'id.', SCr. mesti 'to disturb, mix, stir' < \*mentH-. An instrumental noun derived from the PIE root \*me-n-tH- 'to stir'. G Mangel, dial. Mandel f. 'mangle' does not belong here, but was borrowed"
393,5629,mangjan-,w.v. 'to mix',to mix,"\*mangjan- w.v. 'to mix' - OE mengan w.v. 'id.', OFri. mengia w.v. 'id.', OS mengian w.v. 'id.', Du. mengen w.v. 'id.', OHG mengen w.v. 'id.', G mengen w.v. 'id.' ⇒ \*monHk-eie- (NEUR) - Lith. mankyti 'to knead' < \*monHk-eie-; unrelated to OCS mpka, Ru. muka, SCr. muka f. 'flour' < \*monHk-eh₂-. Also cf. OE ge-mong 'crowd', OS gi-mang 'id.', MDu. ge-manc m./n. 'mingling, company' (whence E among), MDu. ge-manc adj. 'mixed' < \*ga-mangaand ON manga w.v. 'to barter', OE ge-mangian w.v. 'to mix; to trade', OS mangon w.v. 'to trade', MDu. mange/en w.v. 'to mingle; to exchange; to argue' < \*(ga-)mangojan-. ON mengdr, mengjaar, menginn 'mixed, blended' is considered to be a Low German loanword."
393,5631,mango-,f. 'lack',lack,"\*mango- f. 'lack' - MHG mane f. 'id.' ⇒ \*monk-eh₂- (IE) - ToA miinkii- 'to be guilty'. ToB miirikii- 'to be inferior, lack' < \*m(e)nk-; Lat. mancus adj. 'maimed' < \*monk-a- (with unclear a); Lith. meiikas adj. 'small, weak' < \*menk-o-. Also cf. the denominal formations OHG mengen w.v. 'to lack' < \*mangjanand OHG mango/on, G mangeln w.v. 'id.' < \*manglojan-."
393,5633,manja-,n. 'necklace',necklace,"\*manja- n. 'necklace' - ON men n. 'id.', OE mene n. 'id.', OHG menni n. 'id.' ⇒ \*mon-io- (IE) - Skt. ma1Jf- m. 'amulet' (with unexplained retroflex), Olr. muin f. 'neck' < \*mon-i-; Skt. manyii- f.du. 'neck' < \*mon-ieh₂-; Av. manaot9rif. 'neck' (of unclear derivation); Olr. muinel, W mwnwg(l) 'collar' < \*moniklo(adopted by Latin as monfle 'necklace, collar'?). An inherited word for 'necklace'. It was probably derived from the PIE word for 'neck', for which see \*mano- 'mane, neck' and \*mankan- 'mane'."
393,5635,mankan-,m. 'mane; upper part of a horse's neck',mane; upper part of a horse,"\*mankan- m. 'mane; upper part of a horse's neck' - ON makki m. 'id.', Nw. manke m. 'id.', Elfd. maunke m. 'id.', Da. manke c. 'id.' ⇒ \*mon-gon(WEUR? /LW?) - Olr. mong f. 'tuft of hair', W mwng m. 'mane' < \*mon-go/eh₂-. A derivation from \*mano- 'mane, neck' with the more common kan-suffix for body parts, cf. ON kjalki 'jaw-bone' < \*kelkan- and Icel. lj6ski 'groin' < \*Ieuskan-). The parallelism with Olr. mong nevertheless indicates that addition of the velar happened at an early stage. Or was the Germanic word borrowed from Celtic?"
393,5637,mannan-,m. 'man',man,"\*mannan- m. 'man' - Go. manna, pl. manns m. 'id.', ON maar, pl. meor, menn m. 'id.', Far. maour, pl. menn m. 'id.', OE mann(a), pl. menn m. 'id.', E man, OFri. mon m. 'id.', Du. man c. 'id.', OHG man c. 'id.', G Mann c. 'id.' ⇒"
394,5643,dhghm-on-,(IE),,"\*dhghm-on- (IE) - Lat. homo, -inis m. 'human being, man', Lith. obs. imuo m. 'man', OPru. smoy 'id.' < \*dhghm-on-; Lith. zmogits m. 'man' (for the suffix, cf. OCS mþ-Zb 'man' < \*mon-gh-io-). A word that was inflected as an n-stem in the singular and as a root noun in the plural. Presumably, the original paradigm \*manna, pl. \*mannaniz developed into \*manna, \*manniz by regular Proto-Germanic syncope of the unstressed vowel in the sequence \*-nnan-. The n-stem endings were then removed from the singular in most languages except for Gothic and OE manna. The etymology of the word is disputed. Some connect Skt manu'man' (cf. Ringe 2006: 139), but the underlying formation \*men-u- (not \*mon-u-) would regularly give \*minn- in Germanic. It is therefore more likely that the word split off from the PIE word for man, viz. \*dhghm-on-, which is the form underlying the parallel formation \*guman- 'man' (q.v.). The accusative stem \*dhghm-on- regularly Jost the initial stops, the initial cluster Cm- being impossible in Germanic, and thus gave rise to a PGm. root \*man- (Berneker 1898: 360-1). The geminate probably arose secondarily in an analogical paradigm nom. \*mano, gen. \*mannaz < quasi-PIE \*m6n-an, \*mon-n-6s. See further also \*manniska-."
394,5645,manniska-,adj. 'human',human,"\*manniska- adj. 'human' - Go. mannisks adj. 'id.', ON men{n)skr adj. 'id.', OE mennisc adj. 'id.', OHG mennisk adj. 'id.' (DRY). An adjective derived from \*mannan- 'man' with the adjectival suffix \*-iska-. Also cf. OFri. menneska, OS menisco, Du. mens, OHG mannisco, G Mensch m. 'man, mankind' < \*manniskan-."
394,5647,mano-,"f. 'mane, neck'","mane, neck","\*mano- f. 'mane, neck' - ON m{m f. 'id.', Far. mon f. 'mane hair', OE manu f. 'mane', E mane, OFri. mona m. 'id.', WFri. moannen pl. 'id.', MDu. mane f. 'id.', Du. manen pl. 'id.', OHG mana f. 'mane, neck', G Miihne f. 'mane, crest' ⇒ \*mon-eh₂- (IE). A formation closely related to \*manja- (q.v.). The feminine \*mano- is the oldest form, but OFri. mona points to a parallel n-stem \*manan-. Another uniquely Germanic formation is implied by Elfd. mql n. 'id.' < \*mania- (with \*-an/- > \*-iii-). For the suffixation of I, compare \*nab/an- 'navel'."
394,5649,marha-,"m. 'horse, steed'","horse, steed","\*marha- m. 'horse, steed' - ON marr m. 'id.', OE mearh m. 'id.', OFri. mar m. 'id.', OHG marh, marah m. 'id.', MHG march m. 'id.' ⇒ \*mark-o- (WEUR) - Identical to Gaul. markan acc., Mir. mare, MW march m. 'horse'. A Germanic-Celtic isogloss. Also cf. ON merr, OE mere, MDu. merie, mere, Du. merrie, OHG mariha, meriha, G Mii.hre f. 'mare' < \*marhi-, \*marhjo(n)-."
394,5651,mari-,"m./n. 'Jake, sea'","Jake, sea","\*mari- m./n. 'Jake, sea' - Go. mari-saiws m. 'id.', ON marr m. 'id.', Far. mar'id.', OE mere m. 'id.', OFri. mar m. 'ditch', Du. meer n. 'lake', OHG meri m./n. 'sea, lake', G Meer m./n. 'id.' ⇒ \*mor-i- (EUR) - Oss. ma/ 'stagnant water',"
395,5657,marikan-,"m. 'wild celery, smallage'","wild celery, smallage","\*marikan- m. 'wild celery, smallage' - ON merki n. 'id.', OSw. mcerke f. 'id.', EDa. mcerkce 'id.', OE mer(e)ce m. 'id.', E obs. march, MLG merk m. 'id.' (DRV). A plant name that in view of the plant's preference for brackish marshes was probably derived from \*mari- 'sea' ( q.v.) with the diminutive suffix \*-kan-. Since the Nordic forms are likely to have been borrowed from Old English or Low German, the word originally had an Ingvaeonic distribution. This is in accordance with the natural occurrence of the plant along the North Sea coast and the West Baltic. Nw. dial. eld-merkje m. 'willowherb, Epilobium' does not belong here. It developed from eld-mjfi'//ke, -mj;;e/ke 'id.' by dissimilation, cf. Elfd. 6-mok n. 'id.' < ON \*hey-mjplk."
395,5659,marka-,n. 'sign',sign,"\*marka- n. 'sign' - ON mark n. 'mark, sign; matter of importance', Far. mark n. 'mark, characteristics', Elfd. mark m. 'house mark', OE mearc f. 'sign, mark', E mark, MDu. mare n. 'mark, trademark', Du. merk n. 'id.' ⇒ \*morg-o(IE?). Also cf. ON marka, OE mearcian, OFri. merkia, OS markon, OHG markon w.v. 'to mark' < \*markojan- and ON merkja 'to notify, denote', OHG merken, G, Du. merken w.v. 'to become aware of < \*markjan-. Possibly related to \*marko- 'boundary' (q.v.)."
395,5661,marko-,"f. 'boundary, region'","boundary, region","\*marko- f. 'boundary, region' - Go. marka f. 'id.', ON mprk f. 'forest', Far. merk f. 'wood, wilderness', OE mearc f. 'boundary, district', OFri. merke f. 'id.', OS marka f. 'border, region', MDu. marke f. 'id.', OHG marka f. 'border, region, end', G Marke f. 'id.' ⇒ \*morg-eh₂ (IE) - YAv. maroza- m. 'border, district', NP marz 'boundary' < \*morg-o-; Lat. margo, -inis n. 'edge, border' < \*morg-on-(?); Olr. mruig m. 'territory', W bro f. 'id.' < \*mrog-i-. An old Indo-European term for a territorial delimitation. It is possible that the word was derived from the verb underlying Hitt marki markijanzi 'to divide, separate, distribute; to cut up, to butcher' < \*morg-ei, \*mrg-i-enti (Kloekhorst 2008: 558-9)."
