example_id,pdf_page,split_file,heading,text
6.84,700,07-chapter-6-morphology-and-morphosyntax.md,6.2.2.3.3 Greek,"(6.84)      a. έρθεις            δεν έρθεις,              εγώ θα φύγω    (Grk)\ncome.2sg.pfv.prs neg come.2sg.pfv.prs I.nom fut leave.1sg\n‘Whether you come or not, I will leave’\nb. doagja          ne      doagja, jas kje      otidam       (Mac)\ncomes.ipfv.prs neg comes I              fut go.pfv.1sg\n‘Whether he comes or not, I’m going’"
6.85,707,07-chapter-6-morphology-and-morphosyntax.md,6.2.3.1 Albanian,"(6.85)       Është e vetmja brengë, që më mbetet – shqiptoi më qartë ai, pasi kishte folur një\ncopë herë, në mënyrë të ngatërruar, për një vajzë të bukur dhe inteligjente, me të cilën\ne kishin pasë fejuar prindët qysh në fëmijëri (Sh. Demiraj 1976: 271)\n‘“It’s the only trouble I have.” – he said [aorist] more clearly, after he had spoken\n[pluperfect] in confusing manner for some time about a beautiful and intelligent girl\nto whom his parents had engaged [compound pluperfect] him in childhood.’"
6.86,707,07-chapter-6-morphology-and-morphosyntax.md,6.2.3.1 Albanian,(6.86)       kam             pas              lexuar           shumë         libra       të tillë\nhave.1sg        had.ptcp         read.ptcp        many          books       such\n‘I used to read a lot of books like that’ [implied: ‘a long time ago’ or ‘but not\nanymore’].
6.87,707,07-chapter-6-morphology-and-morphosyntax.md,6.2.3.1 Albanian,"(6.87)       Lul: “Gjysh, tregoma një fjali në kohen e shkuar e të tejshkuar.” Tafë: “Shkruaje ...\nShkruaje ... Na kemi pas pasur kafe” (Rilindja 82.II.3: 8).\n‘L. [holding a homework assignment] – Grandpa, tell me a sentence in the past\npluperfect T. [thinking] – Write ... Write ... [stating] We used to have coffee.’"
6.89,723,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.1.4 Albanian,(6.89)       Jam i                 lik           e       duo            me      dek\nI.am pc.m.nom bad.m                 and     want.1sg       inf     die.ptcp\n‘I am ill and will die’
6.90,723,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.1.4 Albanian,"(6.90)       Dorëraras-i e         ká të luejt-men naten e aty, kû t         ‘a çilë drit-a,\nmurderer-the it       has pc move-ptcp at.night and he when dms him opens light-the"
6.91,724,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.1.4 Albanian,"(6.91)      θε να γράφω         :   θε γράφω       ::    do të shkruaj : X,      X => do shkruaj"
6.92b,726,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.1.5 Romani,"(6.92b) is a calque on a positive that could be construed as obligative, but in\nPrizren Arli is the ordinary future, probably as a result of Albanian influence.\n(6.92)      a. Nae      man        te     džav\nnot.is me.acc dms go.1sg.prs\n‘I won’t go.’\nb. si man        te     džav\nis me.acc dms go.1sg.prs\n‘I have to go’ ~ ‘I will go’"
6.93,726,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.1.5 Romani,"(6.93)      Kidal kam diištir-elim    e dasengo             dišinmenki e      romenge  askal\nthus fut change-opt.1pl the Bulgarian.pl.gen thinking      the Rom.pl.dat about\n‘Thus we will change Bulgarian thinking about Roms’ (Futadži, Ivanov 2000)"
6.94,726,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.1.5 Romani,"(6.94)      Ame naši       dön-dže-s           ži      kana   doorul-ma-jə                  odia\nwe     can’t return-fut-1pl until when get.well-neg-prs                         that.f\n‘We cannot go back, until she gets well.’ (VG 384, RMS)"
6.95,726,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.1.6 West Rumelian Turkish,(6.95)      yok-tur                              gidelim\nnegative-existential.copula          go.1pl.opt\n‘we won’t go.’
6.96,736,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.1 Balkan Slavic,"(6.96)      (M)      Ako mi             se      javite               kje  dojdam.\n(B)      Ako mi             se      obadete              šte  dojda.\nif     me.dat intr call.2sg.pfv.prs fut come.1sg.pfv.prs\n‘If you call me, I will come’ (i.e., definitely come)"
6.97,737,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.1 Balkan Slavic,"(6.97)       (M)     Ako      mi         se       javite               bi       došol.\n(B)     Ako      mi         se       obadite              bih      došel.\nif       me.dat     intr     call.2sg.pfv.prs     cond     come.pfv.lf.m\n‘If you called/were to call me, I would come’ (with pleasure; albeit without\nenthusiasm; etc.)"
6.98,737,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.1 Balkan Slavic,"(6.98)\n(M) Ako/Da mi       se javevte,                kje            dojdev.\nif     me.dat refl call.2pl.impf.pfv       fut            come.1sg.impf.pfv\n(B) Ako/Da mi       se bjahte        obadili, štjah            da dojda."
6.99,738,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.1 Balkan Slavic,"(6.99)      (B) Amerika da     bjaxme,       njamaše        da        izdăržim ...\n(M) Amerika da     bevme,        nemaše         da        izdrižime ..."
6.100,738,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.1 Balkan Slavic,"(6.100) (M) Da može          bebeto da prozboruva,              bi ti   reklo ...303\ndms can.3sg.prs baby.def dms speak.3sg.prs.ipv cond you.dat say.pfv.lf.n\n‘If the baby could talk it would say to you ... ’\n(B) Da možeše        bebeto da (pro)govori,             bi ti   kazalo. . .\ndms can.3sg.imp baby.def dms speak.3sg.prs.ipv cond you.dat say.pfv.lf.n\n‘If the baby could talk it would say to you ... ’"
6.101,738,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.1 Balkan Slavic,"(6.101).\n(6.101)     (M) Toše bi              bil     presrekjen,       koga     bi    možel\nT.     cond          be.lf   extremely.happy when cond can.lf.m\nda     vidi          ovoj    muzikl\ndms see.3sg.prs this         musical\n(B) Toše bi              bil     istljučitelno     štastliv ako   možeše\nT.     cond.3sg be.lf.m extremely              happy if       can.3sg.impf\nda     vidi          tozi    mjuzikl\ndms see.3sg.prs this         musical\n‘Toše [Proevski, a tremendously popular Macedonian singer of Aromanian\norigin who died tragically young in a highway accident] would be extremely\nhappy if he could see this musical.’"
6.102,740,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.2 Balkan Romance,(6.102)         Romanian Conditional Auxiliary\n1sg aş 1pl am
6.104,742,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.2 Balkan Romance,"(6.104), where future tense is used in (a), given the immediacy of the prediction,\nand a conditional occurs in the protasis in (b).\n(6.103)     a. Dacǎ ai               vrea,       ai                      putea           (Z, 59c)\nif       cond.2sg want.inf cond.2sg                       can.inf\n‘If you wanted, you could do it’\nb. Dacǎ ar                vrea,      ar                      pleca           (Z, 64a)\nif        cond.3sg want.inf cond.3sg                      leave.inf\n‘If (s)he wanted (to), (s)he would leave’\nc. Dacă aş               rămâne\nif       cond.3sg remain.inf\n‘If I stay ... ’310"
6.104,743,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.2 Balkan Romance,"(6.104)      a. Ma va ti            veádã tine            cu míne, va ti             vátãmã (V, 390)\nif fut you.acc sees you.acc with me fut you.acc kill.3sg\n‘If he sees you with me, he will kill you’\nb. Si aspuneárii          ... minciúnã ... âtsi       dau       viptul tut (V, 63)\ndms tell.cond.2sg            lie             you.dat give.1sg food all\n‘If you were-to-tell a lie ... I (will) give you all the food’"
6.105,743,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.2 Balkan Romance,"(6.105)      Dacǎ ar                fi        mers      la mare, ne întâlneam                          (Z, 60)\nif      cond.3sg/pl be.inf go.ptcp to sea          us meet.impf.1pl\n‘If (s)he/they had gone to the seaside, we would have met’\n(6.106)      Cǎ se-aflãri              vârã drac ... sã     s-toarnã      nãpoi                      (V, 63)\nif dms-find.cond.3sg a          devil      dms him-turn.3sg back\n‘if he came across (‘were-to-find’) a devil, he would turn back’\n(6.107)      s-ou̯                 vǎdḙám          ódrina        la vrḙámi,\ndms-it.acc            wet.impf.1pl trellised_vine in time\nnu            vrḙá s-ii̯ ǎ            úu̯ a         cǎta ampuvinítǎ                      (A, 278)\nneg           cond dms-be.pl          grapes        so withered\n‘if we irrigated the vine in time, the grapes would not be so withered’"
6.108,743,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.2 Balkan Romance,"(6.108)      a. Dacǎ voia,                 pleca                                                         (Z, 64c)\nif       want.impf.3sg leave.impf.3sg\n‘If (s)he had wanted (to), (s)he would have left’"
6.109,744,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.2 Balkan Romance,"(6.109)     S-fúrim              io      tu lóclu         a lui 99 di bǎrţate\ndms-be.cond.1sg I             in place.the    of his 99 of (measuring-)spans\nvrea             s-lu         hidzeárim           tu     loc              (V, 63)\ncond.aux         dms-him drive.cond.1sg           into   place\n‘If I had been in his place, I would have driven him 99 feet down into the earth’\n(6.110)     Acu ḱinise̯ à           mai̯ curún, vre̯ a s-ii̯ ǎ  júnsu cásǎ (A’, 226)\nif move.impf.3sg more soon cond dms-be.3sg arrive.ptcp home\n‘If he had left sooner, he would have arrived home’"
6.111,745,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,"(6.111)      Po të    shkosh         ti,           do       të       shkojë             edhe     ai.\nif dms go.sbjv.2sg you                fut      dms      go.sbjv.3sg        and      he\n‘If you go, he will go’"
6.112,745,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,"(6.112)      Po     s’       erdhe             ti,     as        ne     s’                        vemi\nif     neg      come.aor.2sg      you     neither   we     neg                       go.prs.1pl\n‘If you don’t come, we don’t go either’ (Newmark et al. 1982: 71)"
6.113,745,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,"(6.113)      Në       paça                kohë,    do       të                    shkoj\nif       have.opt.1sg        time     fut      dms                   go.prs.1sg\n‘If I have time, I will go’ (Newmark et al. 1982: 108)"
6.114,746,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,"(6.114)     Sikur të      kishin        luftuar       mbretërit e             Bizantit\nas.if dms had.impf.3pl fought.ptcp king.pl            pc.nom.pl Byzantium.gen\nsi Skënderbeu,         Stambolli     nuk do të kishte            rënë\nas Skanderbeg.def Istanbul.def neg fut dms had. imp.3sg fall.ptcp\nnë      duar        të                turqve.\nin      hand.pl pc.acc.indf.pl Turk.pl.gen\n‘If the kings of Byzantium had fought like Skanderbeg, Istanbul would not have\nfallen into the hands of the Turks’ (Newmark et al. 1982: 318)"
6.115,746,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,"(6.115)     Të      mos        të         kisha           në           vatër   time,\ndms     mneg       you.acc    had.impf.1sg    in           hearth  my.acc.f\ndo      të         të         kisha           vrarë.313\nfut     dms        you.acc    had.impf.1sg    kill.ptcp\n‘If you were not living in my home, I would have killed you’ (Newmark et al.\n1982: 75)"
6.116,746,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,"(6.116)     Atij      që   nuk të         do,           po t’ i          japësh\nhe.dat comp neg you.acc like.prs.3sg if dms him.dat give.sbjv.2sg\nmajëzën         e               thoit,                   të          rrëmben\ntip.acc.def pc.acc.def fingernail.gen.def you.dat grab.prs.3sg\ngishtin,          në i          dhënç            gishtin,         të        merr\nfinger.acc.def if him.dat give.opt.3sg finger.acc.def you.dat takes\ndorën,              po i           dhe                dorën,     të         merr trupin ...\nhand.acc.def if him.dat give.aor.2sg hand.acc you.dat takes body.acc.def\n‘If you give the tip of your fingernail to him who does not like you, he will take your finger; if\nyou give him the finger, he will take your hand; if you give him the hand, he will take your body\n... ’ (Newmark et al. 1982: 307)"
6.117,746,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,"(6.117)     nuk do      të              bënin            gabim, po të      kalonin\nneg fut     dms             make.impf.3pl mistake if dms pass.impf.3pl\nnë ndonjë tavolinë          tjetër.\nto   some table.acc.indf other\n‘They would not be making a mistake if they moved over to another table.’\n(Newmark et al. 1982: 89)"
6.118,747,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,"(6.118)      a. Bregu: PD do         ishte             ndryshe, po të     qe              Olldashi gjallë\nBregu PD fut be.impf.3sg different if dms be.aor.3sg Olldashi alive\n‘Bregu: the D[emocratic] P[arty] would be different if Olldashi were alive’\nb. Bregu tha             se           kjo forcë politike         nuk            do ishte"
6.119,747,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,"(6.119)      Në           paçim          punuar          edhe ne kështu për ngritjen\nif           have.opt.1pl work.ptcp and             we thus for raising.acc.def\ne                           kooperativës,           vaj halli.\npc.acc.def                  cooperative.gen.def woe trouble.def.nom\n‘If we too had worked like this in the setting up of the cooperative, forget it!’\n(Newmark et al. 1982: 90)."
6.118c,747,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.3 Albanian,(6.118c).
6.120,748,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.4 Greek,"(6.120)     Ό,τι         κι    αν    λες,        δε    σε                      πιστεύω\nwhatever and AN say.2sg neg you.acc                                believe.1sg\n‘Whatever you might say, I do not believe you.’\n(lit., ‘whatever and AN you-say, ... ’)"
6.121,749,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.4 Greek,"(6.121)      a. Αν δουλεύεις                  σκληρά πάντα πετυχαίνεις\nif     work.ipfv.prs.2sg hard             always succeed.ipfv.prs.2sg\n‘If you work hard you always succeed’                 (Holton et al. 1997: 459)\nb. Αν με              φωνάξεις,            θα έρθω\nif     me.acc call.pfv.prs.2sg fut come.pfv.1sg\n‘If you call me, I will come’\nc. Αν θα πάω              στην             Ελλάδα      θα προσπαθήσω να\nif      fut go.1sg to.the.acc.sg Greece.acc.sg fut try.1sg              dms\nτον            δω\nhim.acc.sg see.1sg\n‘If I (will) go to Greece, I will try to see him’     (Holton et al. 1997: 207)"
6.122,749,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.4 Greek,(6.122)      a. Αν διάβαζες         το           γράμμα      του       θα καταλάβαινες\nif read.impf.2sg the.acc.sg letter.acc.sg his.gen fut understand.impf.2sg\n‘If you were to read his letter you would understand’\nb. Αν     είχες                διαβάσει το         γράμμα          του\nif     have.impf.2sg        read.prf the.acc.sg letter.acc.sg   his.gen\nθα     καταλάβαινες\nfut understand.impf.2sg\n‘If you had read his letter you would understand’\nc. Αν                διάβαζες          το            γράμμα       του      θα\nif                read.impf.2sg the.acc.sg letter.acc.sg his.gen fut\nείχες             καταλάβει\nhave.impf.2sg understand.prf\n‘If you had read his letter you would have understood’\nd. Αν     είχες              διαβάσει το              γράμμα        του\nif     have.impf.2sg read.prf the.acc.sg letter.acc.sg his.gen\nθα     είχες              καταλάβει\nfut have.impf.2sg understand.prf\n‘If you had read his letter you would have understood’
6.122a,750,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.4 Greek,"(6.122a) “allows for the possibility that the wish of reading the letter and\nunderstanding may still be realized,” thus in the terms adopted here, an\nexpectative fulfillable conditional. They make it clear, though, that in\n(6.122b–d) “where a pluperfect is used in one or both of the clauses, [the\nsentences] are more definitely counterfactual,” thus in the terms adopted here,\na hypothetical fulfillable conditional, in that the outcome of understanding is\nachievable even under the hypothetical circumstances outlined in the\napodosis."
6.123,750,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.4 Greek,(6.123)     a. Aκόμη κι αν σου            είχα           πει       την        αλήθεια\nstill   and if you.gen have.impf.1sg say.prf the.acc.sg truth.acc.sg\nδε          θα             με             πίστευες\nnot         fut            me.acc         believe.impf.2sg\nb. Aκόμη κι αν σου           είχα            πει      την          αλήθεια\nstill  and if you.gen have.impf.1sg say.prf the.acc.sg truth.acc.sg\nδε θα       με            είχες           πιστέψει\nnot fut me.acc            have.impf.2sg believe.prf\n‘Even if I had told you the truth you wouldn’t have believed me’
6.124,750,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.4 Greek,(6.124)
6.125,751,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.4 Greek,"(6.125)      να      τον        δεις    τώρα μετά την            εγχείρηση         του\ndms     him.acc see.2sg now after the.acc.sg operation.acc.sg his.gen\nδε θα τον          γνωρίσεις\nnot fut him.acc know.2sg\n‘If you were to see him now after his operation, you wouldn’t recognize him.’"
6.126,751,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.4 Greek,(6.126)      είναι δυνατό κάθε παιδί να αγαπά να διαβάζει αν να του                       δείξει\nbe.3sg possible each child dms love.3sg dms read.3sg AN dms him.gen show.3sg\nκανείς            πόσο         ενδιαφέρουσα είναι η                  διαδικασία\nsomeone.nom how.much interesting                 be.3sg the.nom.sg process.nom.sg\nτου                 διαβάσματος\nthe.gen.sg          reading.gen.sg\n‘It is possible for each child to love to read if someone shows him how interesting the\nprocess of reading is’319
6.127,752,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.4 Greek,(6.127)     ὡς σηκώτης       να    ἐδούλευα         τὴν     ἅπᾱσαν        ἡμέρᾱν\nas porter .nom dms work.impf.1sg the.acc.sg whole.acc.sg day.acc.sg\n‘I would have worked as a porter the whole day’ (Ptokhoprodromika III.182)
6.128,754,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.5 Romani,"(6.128)     Te      mangen,          ka    khelen\ndms want.prs.3pl fut dance.prs.3sg\n‘If they want, they will dance.’ (Jusuf 1974)"
6.129,754,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.5 Romani,"(6.129):322\n(6.129)     Me te      mangljan           ka     ingarav        tut ki dučana leste.\nI     dms want.aor.2sg fut lead.prs.1sg you.acc to.f shop he.loc\n‘If you want, I’ll take you to his shop.’ (Jusuf 1974)"
6.131,754,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.5 Romani,"(6.131):\n(6.130)     Te      čingare         man,       me bi                     avava\ndms call.2sg.prs me.acc I                cond                come.1sg.prs\n‘If you called/were to call me, I would come.’\n(6.131)     Kana bi          čingarea       sine man,                     me bi   avava\nwhen cond call.2sg.prs rem me.acc                             I  cond come.1sg.prs\n‘If you were to call me, I would come.’"
6.132,755,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.5 Romani,"(6.132)      Te ovel           sine po      džanlo ka džanel,      sine po šukar.\ndms be.prs.3sg rem cmpv smart.m fut know.prs.3sg rem cmpv good\n‘If he had been smarter, he would have known better.’\n(6.133)      Te alo               sine i     daj,   ka trajen sine ko adava moment. (RMS)\ndms come.pfv.3sg rem the.f mother fut quieten rem in that moment323\n‘If their mother had come, they would have calmed down right away.’"
6.134,755,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.5 Romani,"(6.134)      Te ovel          hine i     daj     lengiri,    ka smirinol bi    hine len. (RMS)\ndms be.3sg.prs impf the.f mother them.gen.f fut calm3sg cond impf them.\n‘If their mother had been [there], she would have calmed him down.’"
6.135,755,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.5 Romani,"(6.135)      Te         šaj sine o    phuro te odgovorinel     leske     bi    vakerel(a)\ndms        can rem the.m old.m dms answer.3sg.prs him.dat cond speak.3sg.prs\nleske      nešto\nhim.dat something\n‘If the old man could answer him, he would say something to him’ (i.e., but he’s\nasleep)\n(6.136)      Kana bi       čingarea     sine man,     me bi      avava sine\nwhen cond call.2sg.prs rem me.acc I cond come.1sg.prs rem\n‘If you were to have called me, I would have come.’"
6.137,756,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.6 West Rumelian Turkish and Gagauz,"(6.137)     Yağmur yağ-ma-sa-ydı                 gez-me-ye                    gid-er-di-k\nrain        rain-neg-cond-pcop walk-inf-dat                       go-prs-pcop-1pl\n‘If it weren’t raining, we would go for a walk’\n(6.138)     Yağmur yağ-ma-sa-ydı                gez-me-ye        gid-ecek-ti-k\nrain        rain-neg-cond-pcop walk-inf-dat go-fut-pcop-1pl\n‘If it hadn’t rained, we would have gone for a walk’"
6.139,757,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.7 Judezmo,"(6.139)      a. Si me           yamaran                iriya\nif me.obl call.impf.sbjv.3pl go.prs.cond.1sg\nb. Si me           yamavan               ya     iva\nif me.obl call.impf.ind.3pl ptcl go.impf.ind.1sg\nc. Si me           yamavan               iriya\nif me.obl call.impf.ind.3pl go.prs.cond.1sg\nd. Si me           yamavan               ya     iva                                  a     ir\nif me.obl call.impf.ind.3pl ptcl go.impf.ind.1sg                                  to    go.inf\n‘If they called me/were to call me, I would go.’"
6.140,757,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.7 Judezmo,"(6.140)      Si me           aviyan                yamado                   ya       iva\nif me.obl have.impf.ind.3pl call. ptcp                         ptcl     go.impf.ind.1sg\n‘If they had called me, I would have gone’"
6.141,758,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,(6.141)     αν έβλεπες        την Ελένη      με το              φόρεμα του\nif see.impf.2sg the Helen.acc with the.acc.sg dress.acc the.gen.sg\nχορού!\ndance.gen.sg\n‘If you could only have seen Helen in her ball dress!’\n(6.142)     Κι   αν ξαφνικά μας           δούνε?\nand if suddenly us.acc see.pfv.prs.3pl\n‘What if they see us suddenly?’
6.143,758,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,(6.143)     a. De-aş                   dormi      puțin\nif-have.cond.1sg sleep.inf little\n‘If only I’d slept a little!’      (Zafiu 2013a: 50)\nb. De rămâneai ... !\nif stay.impf.2sg\n‘If [only] you had stayed ... !’
6.144a,759,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,"(6.144a) from Macedonian, while in Romanian a past subjunctive can be used, as in\n(6.144b):\n(6.144)      a. Da      sum       znael!           (= Da        znaev!)                (Mac)\ndms am.1sg know.lf                    dms       know.impf.1sg\nb. Să fi știut                                                             (Rmn)\ndms be know\n‘If [only] I had known!’"
6.145,759,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,(6.145)         Kamo     (da     e) srekja\nwhither dms is lucky\n‘One should be so lucky!’328
6.146,759,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,"(6.146)      a. Dano              uspeeš\nDANO              succeed.2sg\n‘May you/if only you will succeed’\nb. Šte pătuvam           do tam, dano                   go            sreštna\nfut travel.1sg to there DANO                         him.acc       meet.1sg\n‘I will travel there, may I meet him!’"
6.147,760,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,(6.147)     a. Keški da ostanev            i      jas tamu! [nemaše      da se sluči        taa nesrekja]\nif only dms stay.impf.1sg and I there [neg.fut.pst dms intr happen.3sg.prs that accident]\n‘If only I had stayed there! [that accident would not have happened]’\nb. Keški       da      e       taka\nif.only dms is.3sg         so\n‘If only it were so!’
6.148,760,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,(6.148)     Keşke öl-me-sе-ydi-n!\nif.only die-neg-cond-pfv-2sg\n‘If only you had not died!’
6.232,760,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,(6.232) for Aromanian; §6.2.5.8 treats the Aromanian subordination of the aorist to\nboth dms and fut. Both Greek and Macedonian (but not Bulgarian) have specific\ncontexts that permit dms + aorist and Greek also has fut (θα) + aor. As Asenova\n2002: 235 states for Greek – and as is also true for Macedonian – these are not\nconditionals per se.
6.149,760,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,"(6.149)     a. Θα το      άκουσες (Grk, Householder et al. 1964: 106; Holton et al. 1997: 229)\nfut it.acc hear.2sg.aor\nb. Šte si                    go čul (Blg, Asenova 2002: 235)\nfut be.prs.aux.2sg it        heard.lf.m\n‘You must have heard it [somewhere]’\n(6.150)     a. Λες    εγώ να τα              έσπασα        τα     πιάτα       (Grk)\nsay2sg i.nom dms them.acc break.aor.1sg the.pl.acc dish.pl.acc\nb. Jas    da          sum         gi      skršil  sadovite      (Mac)\nI.nom dms be.prs.aux.1sg them. acc break.lf.m dishes.def.pl\n‘Me, could I have broken the dishes?!’"
6.151,761,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,"(6.151)      a. Betonov          kako da         pukna,            a?!\nconcrete.def like         dms crack.aor.3sg q\n‘Well, [it appears] as if this concrete has cracked!’\nb. Filmskiot festival      “Brakja Manaki” kako da           stana\nfilm.def festival        Brothers M.           like    dms become.aor.3sg\nomileno mesto za skandali\nfavorite place for scandals\n‘It appears the film festival “Manaki Brothers” has become a favorite place for\nscandals.’\nc. Cum de făcui             / am facut      greșeală așa\nas if do.1sg.aor / do.1sg prf mistake thus\n‘How can I have made such a mistake?’"
6.152,762,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,(6.152)     Si të qe           aty mbërthyer ... / Si me gozhda të qe                  ngulur ...\nas dms be.aor.3sg there fixed.ptcp            as with nails dms be.aor.3sg thrust\n‘As if you were fixed in place there ... / As if you had been nailed down ... ’ (Gjoka\n2011: 131)
6.153,762,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.2.8 Attenuated Conditionals and Modal Aorists,(6.153)     Më mirë do të desha            t’ isha     një bretkosë (Noli 1916: 94)\nmore good fut dms want.aor dms be.1sg.impf a toad\n‘I had rather be a toad ...’
6.154,769,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.3.2 Analytic Optatives,"(6.154)     a. Da ne      sum               te         videl pokraj nea              (Mac)\ndms neg be.aux.prs.1sg you.acc see.lf beside her\nb. Da ne      săm              te          vidjal s       nea            (Blg)\ndms neg be.aux.prs.1sg you.acc see.lf beside her\nc. Te      na     dikhlum     tut          džika late                    (Rmi)\ndms neg see.1sg.aor you.acc near her.loc\n‘Let me not have seen you (= I’d better not see you) near her.’\nd. ś    ti          ai             skulatã            isĭa!              (Aro)\ndms refl.2sg have.2sg.prs get.up.ptcp.f            right.now\n‘Get up right away!’\nCf.:     *να         έχεις          σηκωθεί            αμέσως!            (Grk)\ndms         have.2sg.prs get.up.nact.prf right.now\ne. kãn vai γ’inu              śi ai            (adratã) etmã     fãiĭa! (Aro)\nwhen fut come.1sg.prs dms have.2sg prepared.ptcp.f food.def\nCf.: Όταν έρθω,                να έχεις         ετοιμάσει      το φαγητό (Grk)\nwhen come.1sg.prs.pfv dms have.2sg prepared.prf the food\n‘When I come, let the food be ready (lit., ‘let you have prepared the food’)"
6.155,770,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.3.2 Analytic Optatives,"(6.155)     E moj Parti          të            qofsha        falë\nO voc Party you.acc be.opt.1sg thank.ptcp\n‘O Party, be thou thanked!’ (lit., ‘may I have thanked you’)"
6.156a,770,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.3.2 Analytic Optatives,"(6.156a) from Macedonian, which resembles the Arvanitika examples in\n(6.191–192) and corresponds to të mos + subjunctive in standard Albanian\n(6.156b):\n(6.156)     a. Samo da         ne      pukne\nonly     dms neg burst(= explode).3sg\nb. Vetëm të         mos plasë\nonly       dms mneg burst(= explode).3sg.sbjv\nc. Μόνο       να      μην         σπάσει\nonly       dms     mneg        break.3sg.pfv.prs\n‘If only it won’t break out [referring to a possible war]’"
6.157,771,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.3.3 Hortatives,(6.157)      Ας      μην      του        το                 (έ)λεγες\nhort mneg him.gen it.acc                       tell.impf.2sg\n‘You shouldn’t have told him it.’
6.158,771,07-chapter-6-morphology-and-morphosyntax.md,6.2.4.3.3 Hortatives,(6.158)      Te      dika         amen.\ndms we.see.prs we.acc\n‘Let’s see one another.’
