example_id,pdf_page,split_file,heading,text
7.157,953,08-chapter-7-syntax.md,"7.7.2.1.3.2.2 Subordinate Mood In all of the Balkan languages, modal comple-","(7.157). Moreover, a similar argument can be made for Macedonian perfective\npresents, which can occur with the negator and no other modifying element in\na negative interrogative, as in (7.158) – the only “insubordinate” use for this\nform (cf. Kramer 1986):\n(7.157)      a. Δεν θα τρέξεις          αύριο / *μη θα τρέξεις / *θα μη τρέξεις\nneg fut run.pfv.2sg tomorrow mneg                       mneg\n‘You will not run tomorrow’"
7.158,954,08-chapter-7-syntax.md,"7.7.2.1.3.2.2 Subordinate Mood In all of the Balkan languages, modal comple-",(7.158)         Zošto ne      sedneš?\nwhy    neg sit.pfv.prs.2sg\n‘Why don’t you sit?’
7.158b,955,08-chapter-7-syntax.md,7.7.2.1.3.2.3 Aspect in Subordination With regard to aspect in subordinate,"(7.158b), respectively:\n(7.159)      a. Počnav      da kažuvam         / *kažam                                                     (Mac)\nbegan.1sg dms say.ipfv.prs.1sg / say.pfv.prs.1sg\n‘I began to say’\nb. άρχισα      να μιλάω              / *μιλήσω                                                  (Grk)\nbegan.1sg dms speak.ipfv.prs.1sg / speak.pfv.prs.1sg\n‘I began to speak’"
7.160,956,08-chapter-7-syntax.md,7.7.2.1.3.2.3 Aspect in Subordination With regard to aspect in subordinate,(7.160)         Ivan načal       pisat’                   / *napisat’          knigu.\nIvan started write.ipfv.inf               /write.pfv.inf       book.acc\n‘Ivan started to write a book’
7.161b,960,08-chapter-7-syntax.md,7.7.2.1.4 Causes of Infinitival Developments,"(7.161b) and Macedonian (7.161c), with a dms only with the modal verb and\nsimilarly no controlling matrix verbal element:\n(7.161)     a. Kwando ke      te         vengamoz     a tomar?                                           (Jud)\nwhen     that you.acc we.come.sbjv to take.inf\nb. Πότε να      ρθούμε     να    σε     πάρουμε?                                            (Grk)\nwhen dms we.come dms you.acc we.take\nc. Koga da ti        dojdeme da te      zememe?                                              (Mac)\nwhen dms you.dat we.come dms you.acc we.take\n‘When might we come to get you?’"
7.162,960,08-chapter-7-syntax.md,7.7.2.1.4 Causes of Infinitival Developments,(7.162)         ¿Cuándo quieres    que vengamos a recogerte?\nwhen     you.want that we.come to take.inf.you. acc\n‘When do you want us to come to get you?’
7.161,961,08-chapter-7-syntax.md,7.7.2.1.4 Causes of Infinitival Developments,"(7.161)), nonetheless the earlier Ibero-Romance infinitive remains in Judezmo;\nThessaloniki Judezmo in the early twentieth century, for instance, had infinitives\noccurring as complements to adjectives and verbs, as in (7.163):\n(7.163)      a. Tienes una vos mui           buena para kantar\nhave.2sg a     voice very good for           sing.inf\n‘You-have a voice (that is) very good for singing’\nb. Ke     pueda            fazer\nwhat can.3sg.sbjv do.inf\n‘What might he be able to do?’"
7.164,961,08-chapter-7-syntax.md,7.7.2.1.4 Causes of Infinitival Developments,"(7.164)         ¿Puede recontar historía? (Roza Kamhi, Skopje 2008; VAF field notes)\ncan.3sg tell.inf story\n‘Can I tell a story?’"
7.165a,963,08-chapter-7-syntax.md,7.7.2.1.5 The Fall of Nonfinite Subordination and Rise of Finite,(7.165a)) and unlike-subject (cf. (7.165b)) constructions with verbs of volition:\n(7.165)      a. Volo        fugire\nwant.1sg flee.inf\n‘I want to flee’\nb. Volo        te               fugire\nwant.1sg you.acc             flee.inf\n‘I want you to flee’
7.166,963,08-chapter-7-syntax.md,7.7.2.1.5 The Fall of Nonfinite Subordination and Rise of Finite,(7.166)      a. Je veux           partir\nI    want.1sg leave.inf\n‘I want to leave’\nb. Je veux           que tu             partes\nI    want.1sg that you               leave.2sg.sbjv\n‘I want you to leave’
7.167,966,08-chapter-7-syntax.md,7.7.2.2 Adjectival (Relative) Clauses,(7.167)     a. Cetir        o    çitabi       ne verdım                             Sana                  (WRT)\nbring.impv that book.acc what gave.aor.1sg                           you.dat\nb. Sana     verdiğim       kitabı   getir                                                     (StTrk)\nyou.dat give.ptcp.1sg book.acc bring.impv
7.168,967,08-chapter-7-syntax.md,7.7.2.2.1 Invariant Relative Marker,(7.168)         tova gdeto           mi          kazvate           ne e istina                             (Blg)\nthat where.rel me.dat say.2pl                      neg is true\n‘that which you tell me is not true’\n(7.169)         ti    tek      je              një     shpesë                                              (Alb)\nyou where are.2sg              a       bird\n‘you who are a bird’
7.170,968,08-chapter-7-syntax.md,7.7.2.2.1 Invariant Relative Marker,(7.170)         η βούλλα που την είχε            κρυμμένη στη γλώσσα του                              (Grk)\nthe ring     where it had.3sg hidden       on.the tongue his\n‘the ring which he had hidden on his tongue’
7.171,969,08-chapter-7-syntax.md,7.7.2.2.1 Invariant Relative Marker,"(7.171)         Našle      edna čupa, kade       ja       plete       majka mu218 (Mac)\nfound.3pl one girl where.rel her.acc wove.3sg mother her.dat\n‘They found a girl whose mother had plaited her hair’\n(7.172)         vendit        tek     e      kish ajo ndër urdhër të saj                                    (Alb)\ncountry.dat where it.acc had she under orders pc hers\n‘(to the) country that she had under her command’"
7.177d,970,08-chapter-7-syntax.md,7.7.2.2.1 Invariant Relative Marker,"(7.177d),219 while in Romanian, a pronoun is required with the uninflected relativizer\n(7.173e) –(7.177e).220\n(7.173)      a. Ky      ështe libri          që    (e)     solli         Ana                                 (Alb)\nthis.m is       book.m.def comp it.acc brought.aor.3sg A.                                   (Mac)\nb. Ova e knigata           što   ja       donese      Ana\nthis.n is book.f.def comp it.f.acc brought.aor.3sg A.\nc. Tova e knigata          deto (ja)      donese      Ana                                       (Blg)\nthis.n is book.f.def comp it.f.acc brought.aor.3sg A.\nd. Αυτό είναι το       βιβλίο που (το) έφερε          η Άννα                                    (Grk)\nthis.n is     the.n book.n comp it brought.aor.3sg the A.\ne. Aceasta este      cartea    pe care Anna a adus-o                                           (Rmn)\nthis      is      book.def dom comp A. has brought-it.f.acc\n‘This is the book that Anna brought’\n(7.174)      a. Libri       që    (*e)  solli            Ana është ky                                        (Alb)\nbook.m.def comp it.acc brought.aor.3sg A.     is    this.f\nb. Knigata      što     ja     donese           Ana e ovaa.                                    (Mac)\nbook.m.def comp it.acc brought.aor.3sg A.         is this.f\nc. Knigata     deto (ja)       donese           Ana e tazi.                                     (Blg)\n‘book.m.def comp it.acc     brought.aor.3sg A.     is this.f"
7.175,971,08-chapter-7-syntax.md,7.7.2.2.1 Invariant Relative Marker,(7.175)      a. Lexova       një libër të cilin            *(e) mora            në     (Alb)\nread.aor.1sg one book pc which.def.acc it.acc got.aor.1sg at\nbibliotekë\nlibrary\nb. Pročitav     edna kniga koja      ja zedov          od bibliotekata (Mac)\nread.aor.1sg one book which.f it.f got.aor.1sg from library.def\nc. Pročetox     edna kniga kojato (*ja) vzex           ot    bibliotekata (Blg)\nread.aor.1sg one` book which.f it.f got.aor.1sg from library.def\nd. Διάβασα    ένα βιβλίο το    οποίο (το) πήρα    από τη βιβλιοθήκη        (Grk)\nread.1sg.pst a.n book.n the.n which.n it.n took.1sg from the library\ne. Am         citit o carte pe care am          primit-o de la bibliotecă                       (Rmn)\nhave.1sg read a book dom comp have.1sg received-it from at library\n‘I read a book which I got from the library’
7.176,971,08-chapter-7-syntax.md,7.7.2.2.1 Invariant Relative Marker,(7.176)      a. Lexova          librin          që    (*e) mora       në bibliotekë                           (Alb)\nread.aor.1sg book.def.acc comp it.acc got.aor.1sg at library\nb. Ja            pročitav        knigata što   ja    zedov        od                            (Mac)\nit.acc        read.aor.1sg book comp it.f. acc got.aor.1sg from\nbibliotekata\nlibrary.def\nc. Pročetox         knigata deto (ja)          vzex       ot bibliotekata                        (Blg)\nread.aor.1sg book.def comp it.f.acc got.aor.1sg from library.def\nd. Διάβασα         το     βιβλίο που (το) πήρα       από τη βιβλιοθήκη                           (Grk)\nread.1sg.pst the.n book.n comp it.n took.1sg from the library\ne. Am          citit cartea     pe care am          primit-o de la                             (Rmn)\nhave.1sg read book.def dom comp have.1sg received-it from at\nbibliotecă\nlibrary\n‘I read the book that I got from the library’
7.177,971,08-chapter-7-syntax.md,7.7.2.2.1 Invariant Relative Marker,(7.177)      a. *Lexova         librin        të cilin            (e)     mora                                (Alb)\nread.1sg.pst book.def.acc pc which.def.acc it.acc got.1sg\nnë bibliotekë\nat library\nb. Ja            pročitav     knigata koja     ja         zedov     od                          (Mac)\nit.f.acc      read.aor.1sg book.def which.f it.f.acc got.aor. 1sg\nbibliotekata\nfrom library.def\nc. Pročetox        knigata kojato (*ja)   vzex           ot   bibliotekata.                      (Blg)\nread.aor.1sg book.def which.f it.f.acc got.aor.1sg from library.def\nd. Διάβασα      το βιβλίο το οποίο (*το) πήρα            από τη βιβλιοθήκη                       (Grk)\nread.1sg.pst the.n book.n the.n which.n it.n took.1sg from the library\ne. Am         citit cartea     pe care am            primit-o de la bibliotecă                  (Rmn)\nhave.1sg read book.def dom comp have.1sg received-it from at library\n‘I read the book which I got at/from the library’
7.178,972,08-chapter-7-syntax.md,7.7.2.2.1 Invariant Relative Marker,(7.178)     a. το αγόρι που χάσαμε το βιβλίο του / *Ø\nthe boy       rel lost.1pl the book     his\n‘the boy whose book we lost’\nb. momčeto čija         kniga [mu]     ja       izgubivme\nboy.def     whose.f book him.dat it.acc.f we.lost\n‘the boy whose book we lost’\nc. momčeto komu          / na kogo   / na koe      mu     ja\nboy.def     who.dat / of who.acc / of which.n him.dat it.acc.f\nzgubivme knigata\nwe.lost book.def\n‘the boy whose book we lost’
7.179,976,08-chapter-7-syntax.md,7.7.2.3.1.1 Use and Emergence,"(7.179) Tuj      džav        o dromal, araćhum        me     phrales (Boretzky 1993: 83)\ngrdm go.1sg.prs the road.adv found.1sg.aor my.obl brother.acc\n‘Going along the road, I found my brother’"
7.180,980,08-chapter-7-syntax.md,7.7.2.3.1.1 Use and Emergence,(7.180)     a. acolo iu      imna / acolo iu        să    minduia                                         (Aro)\nthere where walks there where dms thinks\n‘while he was walking’ / ‘while he was thinking’\nb. di      undi    ạș      ạmna drumu                                                         (Megl)\nfrom where refl walks road\n‘while he was going along the road’\nc. atje    tek     flinte                                                                      (Alb)\nthere where sleep.impf.3sg\n‘while he was sleeping’\nd. εκεί    που     πήγαιναν        στο δρόμο                                                  (Grk)\nthere where go.impf.3pl on.the road\nʻwhile they were going along the road’
7.181,980,08-chapter-7-syntax.md,7.7.2.3.1.1 Use and Emergence,"(7.181)     Ene go dedo        kaj    ide,     torba mu         polna so mečinja (Mac)\nhere him gran’pa where go.3sg bag him.dat full with bears.dim\n‘Here’s gran’pa coming with his sack full of bear cubs’\n(7.182)     Go videle       kaj      što     odi                      na kino                              (Mac)\nhim saw.3pl where comp goes.3sg                           to movies\n‘They saw him going to the movies.’"
7.183,980,08-chapter-7-syntax.md,7.7.2.3.1.1 Use and Emergence,"(7.183)     Kaj ikalel         o sastər, pa        čivlas           xari pošik\nas took.out.3sg the iron and.then throw.impf.3sg little sand\n‘As he takes out the iron, he would add a little sand.’            (Bodnárová et\nal. 2018a)"
7.184a,981,08-chapter-7-syntax.md,7.7.2.3.1.2 Coreference Relations,"(7.184a) but by an object in the other sentences, an indirect object in (7.184b) and a\ndirect object in (7.184c)."
7.185,982,08-chapter-7-syntax.md,7.7.2.3.1.2 Coreference Relations,(7.185)         Nani duke    marr          miruðja               kujljtova\nNow grdm take.ptcp smell                         remembered.1sg\n‘Now I remember (it) by smelling’
7.185,982,08-chapter-7-syntax.md,7.7.2.3.1.2 Coreference Relations,"(7.185), as the understood object (‘it’) is not likely to be taking a smell of\nsomething, but such an interpretation apparently is systematically unavailable\neven when pragmatically viable, according to Tsitsipis."
7.186,982,08-chapter-7-syntax.md,7.7.2.3.1.2 Coreference Relations,"(7.186)     a. Odejkji        po       patot,      mi       padna čantata\ngo.vbl.adv along road.def me.dat fell                purse.def\n‘Going along the road, my purse dropped’\nb. Vrakjajkji        se       doma, Vi           poželuvame “srekjen pat”\nreturn.vbl.adv intr home you.dat wish.1pl                   “bon voyage”\n‘Returning home (i.e., as you return home), we wish you “bon voyage”’"
7.187,982,08-chapter-7-syntax.md,7.7.2.3.1.2 Coreference Relations,"(7.187)     a. Kato se        sprja     trenăt,     toj skoči       na zemjata\nas      intr stopped train.def he jumped to ground.def\n‘The train having stopped, he jumped to the ground.’\nb. I   sega mi        se   stjaga sărceto, kato si           gi   pripomnja\nand now me.dat intr stopped heart.def as intr.dat them remember.1sg\n‘Even now, remembering them (= as I remember them), my heart contracts.’"
7.188,983,08-chapter-7-syntax.md,7.7.2.3.1.2 Coreference Relations,(7.188)         Andreea       îl       vede       margând         spre      şcoală\nA.            him      sees       walk.grd        to        school\n‘Andreea sees him while s/he is walking to school’ (Nicula 2013: 251)
7.189,983,08-chapter-7-syntax.md,7.7.2.3.1.3 Finite Adverbial Clauses in Balkan Turkic,"(7.189):242\n(7.189)         Zerzele     açan idi,     ben uydum                                (WRT, Skopje, 2008 VAF)"
7.190,983,08-chapter-7-syntax.md,7.7.2.3.1.3 Finite Adverbial Clauses in Balkan Turkic,"(7.190)         Bän açan bu                  papaz     şkolasındaydım\nI       when this            priest    school.3poss.loc.pcop.1sg\nozaman       gelirdim                  evä          (Gag, Menz 1999: 120)\nthat.time    come.gprs.pcop.1sg home.dat\n‘When I was at the seminary, I would always come home’"
7.191,984,08-chapter-7-syntax.md,7.7.2.3.2 Purpose Clauses,"(7.191)     a. Gjergji shkoi përjashta me              mësue                      (Alb, Geg)\nGj.        went abroad        infm study.ptcp\n‘Gjergj went abroad (in order) to study’\nb. Shkova në Petrograd për të raportuar          mbi gjendjën        (Alb, Tosk)\nwent.1sg to Petrograd for pc report.ptcp about situation\n‘I went to Petrograd (in order) to report on the situation’\nc. Studiu         pentru a       înţelege            mai     bine         (Rmn)\nstudy.1sg for          infm understand.inf more well\n‘I study in order to understand better’\nd. Xtes        ti       nixta     elepenete          parpatesinete? (Pontic Grk)\nyesterday the.acc night.acc see.pfv.pst.2pl walk.aor.inf.2pl\n‘Last night could you see (in order) to walk?’"
7.192,985,08-chapter-7-syntax.md,7.7.2.3.2 Purpose Clauses,(7.192)      a. për të shkruaj            (Alb)\nb. za da piša                (Blg)\nc. για να γράψω              (Grk)\nd. za da pišam               (Mac)\nf. dži te hramonav           (Rmi)\ng. pentru să scriu           (EMR)244
7.193,986,08-chapter-7-syntax.md,7.8.1.1 Exclamatory Sentences,"(7.193)     a. Τι     λεβέντης!                                                         (Grk)\nwhat brave.nom\n‘What a brave guy (he is)!’\nb. Što     junak!                                                           (Mac)\nwhat hero\n‘What a hero (he is)!’\nc. Sa    i     bukur       muaji       i                 majit       (Alb)\nhow pc beautiful month.def pc                         May.gen.def\n‘How beautiful (is) the month of May!’\nd. Tsi mushuteatsã!                                                         (Aro, Cuvata 2009: 3)\nwhat beauty\n‘How beautiful!, What [a] beauty!’"
7.194,986,08-chapter-7-syntax.md,7.8.1.1 Exclamatory Sentences,(7.194)     a. Κάτω      η      χούντα                                                                  (Grk)\ndown the the junta.nom\n‘Down with the junta!’\nb. Dolu         Tito245                                                                     (Mac)\ndownwards Tito\n‘Down with Tito!’\nc. Dolu        Živkov                                                                       (Blg)\ndownward Živkov\n‘Down with Zhivkov!’
7.195,987,08-chapter-7-syntax.md,7.8.1.1 Exclamatory Sentences,"(7.195)      a. Mos(ni)!   (Alb)\nb. Μη!        (Grk)\nc. Ma!        (Rmi)\nd. Nemoj(te)! (Mac & BCMS)\ne. Nim!       (Lower Vardar Mac, a reduction of nemoj(te))"
7.196,989,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,(7.196)      a. Eto     go                                  (Blg)\nEte     go                                  (Mac)\nppcl him.acc.wk\n‘There he is!’\nb. Oto     on                                  (Pol)
7.197,990,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,(7.197)     a. Ia-     l                     (Aro)\nIată- l                       (Rmn)\nppcl him.acc\n‘There he/it is!’\nb. Ja      ai                    (Alb)\nppcl him.nom\n‘There he/it is!’\nc. *Ja     unë                  (Alb)\nppcl i.nom\n*Eve mene                    (Mac)\nppcl me.acc.str\n‘Here I am!’
7.198,990,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,(7.198)     a. Nά     τον                                          (Grk)\nppcl him.acc.sg.wk\n‘Here he is’
7.199,991,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,(7.199)         Νά      ο                  Γιάννης      (Grk)\nppcl the.nom.m             John\n‘Here’s John!’
7.200,991,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,"(7.200)      a. Νa       ti,              daj              mi                        (Mac, Blg, BCMS)\nppcl you.dat.wk give.impv.2sg me.dat.wk\n‘I’ll scratch your back if you’ll scratch mine’\n(lit., ‘Here’s for you, [now] give to me’).254"
7.201,992,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,"(7.201)     a. Εve    ti!                                                                                 (Mac)\nb. Νa-    ts                                                                                  (Aro)\nc. Εve    ti          go                                                                      (Mac)\nd. Ιată- vă-          l                                                                       (Aro)\ne. Ιată- vi-          l                                                                       (Rmn)\nf. Νa-    vă-         l                                                                       (Aro)\ng. Nἀ     σου         το                                                                      (Grk)\nppcl you.dat it.acc\n‘Here you are [offering, not discovering], here you go, etc.’\n(7.202)         Eto     ti          pătja                                                                 (Blg)\nppcl you.dat road.def.acc\n‘Go hit the road’ (lit., ‘there is the road for you’)\n(7.203)         Na-      ți-         o            [bună]                                     (Rmn)\nppcl you.dat indef.f [good.f.indef]\n‘Here’s a fine howdy do!, Not at all!, You don’t say!, Seriously?, Well, I never!"
7.204,992,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,(7.204)         Vot     tebe       knjiga                                                                (Rus)\nppcl you.dat book.nom\n‘Here’s a book for you!’
7.205,993,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,"(7.205)      a. Eve     ti          go, na                      (Mac)\nb. Evo     ti          ga na                       (BCMS)\nppcl you.dat it           ppcl\n‘Here you go, take it’\nc. Vot tebe         (i) na                         (Russ)\nd. Vos’ tebe        (i) na                         (Bel)\nppcl you.dat and ppcl\ne. Ot          tobi            na!                 (Ukr)\nppcl        you.dat         ppcl\n‘Well I declare!, Well I never!, Well of all things!, etc.’"
7.206,994,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,"(7.206), suggesting it is treated as an object (at some level of analysis); import-\nantly, though, in other existential constructions, with different existential predi-\ncates, the pivot can be in the nominative case, treated as if it were a subject, as in\n(7.207):\n(7.206)     a. Έχει      τρεις τόνους     σ’ αυτή τη γλώσσα                                           (Grk)\nhas.3sg three tones.acc in this the language\n‘There are three tones in this language’\nb. ¿Hay       un libro aqui? Si, lo         hay                                           (Sp)\nthere-is a book here yes it.acc.sg there.is\n‘Is there a book here? Yes, there is.’\n(7.207)     a. Υπάρχουν τρεις τόνοι           σ’ αυτή τη γλώσσα                                       (Grk)\nexist.3pl three tones.nom in this the language\n‘There are three tones in this language’\nb. Na stole jest’        kniga                                                            (Rus)\non table is.3sg book.nom\n‘There is a book on the table’"
7.208,994,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,(7.208)         Νά       το                      παιδί                 μου             (Grk)\nppcl     def.acc/nom.n           child.acc/nom.n       me.gen\n‘Here’s my little boy!’ (said by a mother as she wakes her child for school)
7.209,995,08-chapter-7-syntax.md,7.8.1.2 Presentational Sentences with Weak Object Pronouns,"(7.209)         νά αυτόν      :    νά τον ::       νά αυτός        : νά    X, X => τος\nacc.str            acc.wk          nom.str                         nom.wk"
7.210,998,08-chapter-7-syntax.md,7.8.1.3 WHERE Questions with Accusative,(7.210)     a. Kăde go             (be)?                                                                     (Blg)\nwhere him.acc voc\nb. Πούν       τον ([don])                                                                        (Grk)\nwhere.is he.acc\n‘Where is he?’\nc. De      Baj Ganja?                                               (Blg; Konstantinov 1895)265\nwhere B.       G.acc\n‘Where is Bai Ganyo?’\nd. *πούν τον            Μπάϊ Γκάνιον                                                             (Grk)\nwhere def.acc B.            G.\n‘Where is Bai Ganyo?’\ne. Kăde    go           (toja)    Ivan?             Eto       go         Ivan!          (Blg)\nwhere him.acc (dem) I.                           ppcl      him.acc I.\n‘Where is Ivan? There is Ivan!’                          (standard peek-a-boo in Bulgarian)
7.211,999,08-chapter-7-syntax.md,7.8.1.3 WHERE Questions with Accusative,"(7.211)         νά τος:        νά τον       ::    πούν τος      :    πούν X, X => τον\nnom.wk         acc.wk             nom.wk                           acc.wk"
7.211,999,08-chapter-7-syntax.md,7.8.1.3 WHERE Questions with Accusative,"(7.211), and that its occurrence in Bulgarian is a calque on the Greek syntax. The\ndifference between Greek and Bulgarian with regard to proper names would have to\nbe attributed to a Bulgarian-internal extension from one type of nominal (i.e., a\npronoun) to another type (i.e., a proper noun) or a copula-less use of de with a subject\nproper noun.266 While admittedly speculative, such an account – drawing on both\nlanguage contact and language-internal developments – explains the facts and\nprovides a natural basis for both the parallels and the differences between Greek\nand Bulgarian that are evident here."
7.212,1000,08-chapter-7-syntax.md,7.8.2.1 Absence of Explicit Subject Pronoun (Pro-drop),(7.212)     a. Εμείς γελάμε                 (Grk)\nb. Ne qeshim                    (Alb)\nc. Nie se smeeme                (Mac)\nd. Nie se smeem                 (Blg)\ne. Noi rîdem                    (Rmn)\nf. Noi arãdim                   (Aro)\ng. Amen hasasa/hasaja           (Rmi)
7.213,1000,08-chapter-7-syntax.md,7.8.2.1 Absence of Explicit Subject Pronoun (Pro-drop),(7.213)     a. Γελάμε                       (Grk)\nb. Qeshim                        (Alb)\nc. Se smeeme                    (Mac)\nd. Smeem se                     (Blg)\ne. Rîdem                        (Rmn)\nf. Arãdim                       (Aro)\ng. Hasasa/Hasaja                (Rmi)
7.214,1004,08-chapter-7-syntax.md,7.8.2.2.1 Atmospheric and Natural Phenomena,(7.214)         Abe to naistina valjalo!\nwow it really          rained.lpt.n\n‘Wow it really rained’ (is raining)’\n(7.215)         To naistina e           studeno!\nit    really      is    cold.n\n‘It really is cold’
7.216,1005,08-chapter-7-syntax.md,7.8.2.2.2 Experiencer Constructions,"(7.216)         ‘sorry’\nGrk         λυπάμαι ‘I’m sorry’ (lit., ‘regret.1sg’, nonactive verb form)"
7.217,1005,08-chapter-7-syntax.md,7.8.2.2.2 Experiencer Constructions,"(7.217)         ‘shame’\nGrk          ντρέπομαι ‘I-am-ashamed’ (1sg, nonactive verb form)"
7.218,1005,08-chapter-7-syntax.md,7.8.2.2.2 Experiencer Constructions,"(7.218)         ‘cold’\nGrk        κρυώνω ‘I.cold’ (1sg, active verb form)"
7.219,1007,08-chapter-7-syntax.md,7.8.2.2.2 Experiencer Constructions,"(7.219)      a. misereor ‘I feel compassion for’ (1sg, (medio)passive verb form)\nb. me miseret ‘I feel sorry for’ (me.acc be.sorry.3sg, active verb form)\nc. me pudet ‘it fills me with shame’ (me.acc shames.3sg, active verb form)"
7.220,1007,08-chapter-7-syntax.md,7.8.2.2.3 Impersonal Constructions with Corresponding Personal Forms,(7.220)         Alb      robineti pikon = pikon nga robineti ‘the.faucet drips = drips from the.\nfaucet’
7.220,1008,08-chapter-7-syntax.md,7.8.2.2.3 Impersonal Constructions with Corresponding Personal Forms,"(7.220), suggesting a naturalness to the Balkan alternation that would make a\ncontact explanation unnecessary. Nonetheless, in an inventory of Balkan imperso-\nnals, the similarity in (7.220) is worth noting."
7.221,1009,08-chapter-7-syntax.md,7.8.2.2.4.1 Impersonal Passives of Verbs of Speaking/Communicating,(7.221)         Grk      λέγεται ότι …                                       (‘is-said.3sg.nact that … ’)\nAlb      thuhet se …                                         (‘is-said.3sg.nact that … ’)
7.222,1010,08-chapter-7-syntax.md,7.8.2.2.4.2 Impersonal Passives for Generalized Activity,(7.222)     Alb    andej luftohej ‘over.there fought.nact.impf.3sg’\nMac tamu se boreše ‘there intr fought.act.impf.3sg’
7.223,1010,08-chapter-7-syntax.md,7.8.2.2.4.2 Impersonal Passives for Generalized Activity,(7.223)     pridetъ         sę\ncomes.prs.3sg intr\n‘someone comes’
7.224,1010,08-chapter-7-syntax.md,7.8.2.2.4.2 Impersonal Passives for Generalized Activity,(7.224)     Tutaj       było            tańczone\nhere        was.n.sg        dance.ptcp.n.sg\n‘There was dancing here / Dancing took place here’
7.225,1011,08-chapter-7-syntax.md,7.8.2.2.4.2 Impersonal Passives for Generalized Activity,"(7.225)      itur ‘someone goes’ (‘go.pass.3sg; lit., ‘it-is-gone (by someone)’)\npugnatum est acriter ‘there was a fierce fight’ (lit., ‘fought.pst.pass.ptcp.n.sg\nis.prs.3sg fiercely,’ i.e., ‘was.fought fiercely (by someone)’)     (Caesar Gallic"
7.226,1011,08-chapter-7-syntax.md,7.8.2.2.4.3 Impersonal Passives Expressing Potential,(7.226)      Alb      Këtu flihet mirë                    ‘here sleep.nact.prs.3sg well’\nMac      Ovde se spie dobro                 ‘here intr sleep.act.prs.3sg well’
7.227,1011,08-chapter-7-syntax.md,7.8.2.2.4.3 Impersonal Passives Expressing Potential,(7.227)      Alb      Këtej s’kalohet                                 ‘here neg pass.nact.3sg’\nBlg      Ottuk ne se minava                              ‘from-here neg intr pass.act.3sg’
7.228,1012,08-chapter-7-syntax.md,7.8.2.2.5.1 Internal Disposition,(7.228)         Mac      Mi se jade (burek)                         ‘me.dat intr eats.prs.3sg (burek)’\nBlg      Jade mi se (bjurek)                        ‘me.dat intr eats.prs.3sg (burek)’
7.229,1013,08-chapter-7-syntax.md,7.8.2.2.5.1 Internal Disposition,(7.229)         Rmn      Mi-e foame ‘me.dat-is hunger’\nAro      Nji u-foami ‘me.dat is-hunger’
7.230,1013,08-chapter-7-syntax.md,7.8.2.2.5.1 Internal Disposition,(7.230)         Έχω           διάθεση να         φάω       (πίτσα) / Έχω διάθεση για πίτσα\nhave.1sg mood            dms eat.1sg (pizza)                     for\n‘I feel like eating (pizza)’ / ‘I’m in the mood for pizza’
7.231,1013,08-chapter-7-syntax.md,7.8.2.2.5.1 Internal Disposition,"(7.231)      a. Mi                     trójiti\nme.acc                 eat.nact.3sg\n‘I feel like eating’ (lit., ‘(to.)me it.is.eaten’)\nb. Mi                     píniti\nme.acc                 drink.nact.3sg\n‘I feel like drinking’ (lit., ‘(to.)me it.is.drunk’)"
7.232,1014,08-chapter-7-syntax.md,7.8.2.2.5.2 Modality of Possibility and Necessity,(7.232)         Mac      Može da jadam burek\nBlg      Može da jam bjurek
7.233,1014,08-chapter-7-syntax.md,7.8.2.2.5.2 Modality of Possibility and Necessity,(7.233)         Mac      Treba da jadam burek\nBlg      Trjabva da jam bjurek
7.234,1017,08-chapter-7-syntax.md,7.8.2.2.6 ‘Have’ Existential versus ‘Be’ Possession,"(7.234)         Mac       Ima ženi tuka ‘There are women here’ (lit., ‘has women.pl here’)\nBlg       Njama ženi tuk ‘There aren’t any women here’ (lit., ‘not.has women.pl\nhere’)"
7.235,1017,08-chapter-7-syntax.md,7.8.2.2.6 ‘Have’ Existential versus ‘Be’ Possession,"(7.235)      a. N-are          cine           aici să ajute\nneg-has.3sg whom.acc here dms helps.3sg\n‘There is no one here to help’\nb. N-are nimic ‘Never mind!’ (lit., ‘not.has nothing’)"
7.236,1018,08-chapter-7-syntax.md,7.8.2.2.6 ‘Have’ Existential versus ‘Be’ Possession,(7.236)     Mac      gi ima\nAlb      i ka
7.237,1019,08-chapter-7-syntax.md,7.8.2.2.6 ‘Have’ Existential versus ‘Be’ Possession,"(7.237)      a. (Man)        si    man           duj     čhave\n(me.acc)     is    me.acc two            children/sons\n‘I have two children’ (lit., ‘(to-)me is two children’)\nb. Jekh daj       si      la            duj      čhave\none mother is          her.acc       two      children/sons\n‘One mother, she has two children’ (lit., ‘one-mother is (to-)her two children’)"
