category	form	line	pdf_page	source_page	context
bracket_phonetic	[æ]	984	pdf-063	47	standard pronunciation (the conservative norm) and the age of the speaker: the younger the speaker, the greater the distance. The fronting of general American English /ɑ/ (as in socks) to [æ] in Chicago, and the other changes that occur there as part of the same pattern of vowel shifting, are regula
slash_phonemic	/t/	990	pdf-063	47	The most extensively investigated cases of variation in usage frequencies have been phonological. Among the best known are studies of the rotations of vowels (such as Labov et al. 1972 and the numerous other studies cited in Labov 1994), of vowel mergers (most notably Herold 1990), and of various sa
slash_phonemic	/d/	990	pdf-063	47	The most extensively investigated cases of variation in usage frequencies have been phonological. Among the best known are studies of the rotations of vowels (such as Labov et al. 1972 and the numerous other studies cited in Labov 1994), of vowel mergers (most notably Herold 1990), and of various sa
slash_phonemic	/s/	990	pdf-063	47	The most extensively investigated cases of variation in usage frequencies have been phonological. Among the best known are studies of the rotations of vowels (such as Labov et al. 1972 and the numerous other studies cited in Labov 1994), of vowel mergers (most notably Herold 1990), and of various sa
slash_phonemic	/ɑɪ/	1004	pdf-064	48	From the start it has been clear that innovations can be borrowed from one part of the speech community by another. In Labov’s pioneering study of Martha’s Vineyard, the distribution of [əɪ] and [əʊ] (the variants of /ɑɪ/ and /ɑʊ/with raised nucleus) by age and ethnic group shows clearly that the de
slash_phonemic	/ɑʊ/	1004	pdf-064	48	From the start it has been clear that innovations can be borrowed from one part of the speech community by another. In Labov’s pioneering study of Martha’s Vineyard, the distribution of [əɪ] and [əʊ] (the variants of /ɑɪ/ and /ɑʊ/with raised nucleus) by age and ethnic group shows clearly that the de
bracket_phonetic	[əɪ]	1004	pdf-064	48	From the start it has been clear that innovations can be borrowed from one part of the speech community by another. In Labov’s pioneering study of Martha’s Vineyard, the distribution of [əɪ] and [əʊ] (the variants of /ɑɪ/ and /ɑʊ/with raised nucleus) by age and ethnic group shows clearly that the de
bracket_phonetic	[əʊ]	1004	pdf-064	48	From the start it has been clear that innovations can be borrowed from one part of the speech community by another. In Labov’s pioneering study of Martha’s Vineyard, the distribution of [əɪ] and [əʊ] (the variants of /ɑɪ/ and /ɑʊ/with raised nucleus) by age and ethnic group shows clearly that the de
slash_phonemic	/ɑɪ/	1008	pdf-065	49	1963: 295, 301–2). In fact, the borrowers can be said to have overdone it, showing more spread of raising from /ɑɪ/ (its original locus, Labov 1963: 281–2, 293–4) to /ɑʊ/, and more raising overall (p. 302); that is, the borrowing of the change from one speech-community environment into another has b
slash_phonemic	/ɑʊ/	1008	pdf-065	49	1963: 295, 301–2). In fact, the borrowers can be said to have overdone it, showing more spread of raising from /ɑɪ/ (its original locus, Labov 1963: 281–2, 293–4) to /ɑʊ/, and more raising overall (p. 302); that is, the borrowing of the change from one speech-community environment into another has b
slash_phonemic	/æ/	1012	pdf-065	49	Borrowing of a change across social (including ethnic) boundaries is of course not the only type of borrowing attested. Borrowing from one geographical area to another has been known and studied for more than a century; examples of the spread of changes across the European countryside in a wavelike 
bracket_phonetic	[beək]	1018	pdf-066	50	typically raised with working-class playmates, and to some extent by workingclass servants, and thus acquired the innovations characteristic of local workingclass speech (Kroch 1996: 26–7). In other words, the patterns of authority and social acceptance characteristic of early childhood were decisiv
slash_phonemic	/ɑɪ/	1020	pdf-066	50	A final, and rather surprising, pattern has emerged from a variety of sociolinguistic studies: many changes are implemented first and most vigorously by women, while men lag behind. To some extent this must mean that innovations are borrowed from the speech of women into that of men. Positing such a
slash_phonemic	/ɑʊ/	1020	pdf-066	50	A final, and rather surprising, pattern has emerged from a variety of sociolinguistic studies: many changes are implemented first and most vigorously by women, while men lag behind. To some extent this must mean that innovations are borrowed from the speech of women into that of men. Positing such a
bracket_phonetic	[t]	1026	pdf-067	51	Recent research by Labov and his students and co-workers has begun to make sense of this pattern. Surveying the available evidence, Labov concludes that the leaders of vigorously progressing linguistic changes “are women who have achieved a respected social and economic position in the local network
slash_phonemic	/ɑ/	1030	pdf-067	51	In the very long term – the point of view taken by most historical linguists –the borrowing of innovations has important consequences. In the borrowing of phonological changes, phonemic units usually remain intact; phonological constraints on an innovation are usually borrowed unaltered, tightened o
slash_phonemic	/ɔ/	1030	pdf-067	51	In the very long term – the point of view taken by most historical linguists –the borrowing of innovations has important consequences. In the borrowing of phonological changes, phonemic units usually remain intact; phonological constraints on an innovation are usually borrowed unaltered, tightened o
slash_phonemic	/ɑɪ/	1030	pdf-067	51	In the very long term – the point of view taken by most historical linguists –the borrowing of innovations has important consequences. In the borrowing of phonological changes, phonemic units usually remain intact; phonological constraints on an innovation are usually borrowed unaltered, tightened o
slash_phonemic	/ɑʊ/	1030	pdf-067	51	In the very long term – the point of view taken by most historical linguists –the borrowing of innovations has important consequences. In the borrowing of phonological changes, phonemic units usually remain intact; phonological constraints on an innovation are usually borrowed unaltered, tightened o
slash_phonemic	/æ/	1040	pdf-068	52	But occasionally the borrowing of a sound change is inconsistent, resulting in lexical exceptions (positive or negative). Maps illustrating traditional dialect geography offer numerous examples (see e.g. Bloomfield 1933: 328). An almost certain example in North American English involves the tensing 
slash_phonemic	/æ:/	1040	pdf-068	52	But occasionally the borrowing of a sound change is inconsistent, resulting in lexical exceptions (positive or negative). Maps illustrating traditional dialect geography offer numerous examples (see e.g. Bloomfield 1933: 328). An almost certain example in North American English involves the tensing 
bracket_phonetic	[Trager 1930: 399; Labov et al. 1972: 48]	1040	pdf-068	52	But occasionally the borrowing of a sound change is inconsistent, resulting in lexical exceptions (positive or negative). Maps illustrating traditional dialect geography offer numerous examples (see e.g. Bloomfield 1933: 328). An almost certain example in North American English involves the tensing 
