category	form	line	pdf_page	source_page	context
slash_phonemic	/∼rnoyer/	3142	pdf-173	157	No book-length introduction to DM has yet appeared. Short introductions to the theory are Harley and Noyer 1999, Embick and Noyer 2007, Rolf Noyer’s web page “Distributed Morphology” (www.ling.upenn.edu/∼rnoyer/dm), and Siddiqi 2009: 7–26. Book-length discussions of particular issues in DM are Noyer
bracket_phonetic	[pl]	3152	pdf-174	158	DM modularizes the lexicon, much as the rules of the grammar fall into separate modules with different properties. Meaningful units, called “idioms,” are listed in an Encyclopedia; they can be roots, affixes, free-standing phonological words, or groups of words in construction with one another (i.e.
bracket_phonetic	[[[√ARRIVE]	3156	pdf-175	159	[[[√ARRIVE] N] pl]
reconstructed_star	*Figure	3158	pdf-175	159	**Figure 7.1 Syntactic structure of the word arrivals**
slash_phonemic	/-z/	3162	pdf-175	159	the information that must be present at the syntactic terminal node at which it is inserted. For instance, the /-z/ of dogs is paired with the morphosyntactic feature [pl] which must be present at the node at which it is inserted, and that pairing is a Vocabulary item. Thus the Vocabulary encodes th
bracket_phonetic	[pl]	3162	pdf-175	159	the information that must be present at the syntactic terminal node at which it is inserted. For instance, the /-z/ of dogs is paired with the morphosyntactic feature [pl] which must be present at the node at which it is inserted, and that pairing is a Vocabulary item. Thus the Vocabulary encodes th
slash_phonemic	/-e-/	3172	pdf-176	160	What happens in the morphological module of the grammar will be easiest to understand if we follow a hypothetical derivation from the output of syntax to the underlying phonological representation. In the default case Vocabulary insertion occurs at once, with one Vocabulary item inserted at each syn
slash_phonemic	/-ɨ-/	3172	pdf-176	160	What happens in the morphological module of the grammar will be easiest to understand if we follow a hypothetical derivation from the output of syntax to the underlying phonological representation. In the default case Vocabulary insertion occurs at once, with one Vocabulary item inserted at each syn
bracket_phonetic	[passive]	3172	pdf-176	160	What happens in the morphological module of the grammar will be easiest to understand if we follow a hypothetical derivation from the output of syntax to the underlying phonological representation. In the default case Vocabulary insertion occurs at once, with one Vocabulary item inserted at each syn
reconstructed_star	*Table	3178	pdf-177	161	**Table 7.1 Attic Greek mediopassive verb endings**
greek	μαι	3182	pdf-177	161	sg.  1  -mai    -μαι   -mɛ:n   -μην   —
greek	μην	3182	pdf-177	161	sg.  1  -mai    -μαι   -mɛ:n   -μην   —
greek	αι	3183	pdf-177	161	2  -(s)ai   -(σ)αι  -(s)o   -(σ)ο   -(s)o   -(σ)ο
greek	ται	3184	pdf-177	161	3  -tai     -ται   -to     -το    -stʰɔ:   -σθω
greek	το	3184	pdf-177	161	3  -tai     -ται   -to     -το    -stʰɔ:   -σθω
greek	σθω	3184	pdf-177	161	3  -tai     -ται   -to     -το    -stʰɔ:   -σθω
greek	μεθα	3185	pdf-177	161	du.  1  -metʰa  -μεθα  -metʰa  -μεθα  —
greek	σθον	3186	pdf-177	161	2  -stʰon   -σθον  -stʰon   -σθον  -stʰon  -σθον
greek	σθην	3187	pdf-177	161	3  -stʰon   -σθον  -stʰɛ:n  -σθην  -stʰɔ:n  -σθων
greek	σθων	3187	pdf-177	161	3  -stʰon   -σθον  -stʰɛ:n  -σθην  -stʰɔ:n  -σθων
greek	σθε	3189	pdf-177	161	2  -stʰe    -σθε   -stʰe    -σθε   -stʰe    -σθε
greek	νται	3190	pdf-177	161	3  -ntai    -νται   -nto    -ντο   -stʰɔ:n  -σθων
greek	ντο	3190	pdf-177	161	3  -ntai    -νται   -nto    -ντο   -stʰɔ:n  -σθων
slash_phonemic	/s/	3195	pdf-177	161	The sets of mediopassive endings in the Attic dialect of c.400 BCE are given in Table 7.1. (The presence or absence of /s/ in the 2sg. endings is a phonological complication which has nothing to do with the morphological processes at issue here.) It can be seen that there are a number of syncretisms
bracket_phonetic	[du pl]	3195	pdf-177	161	The sets of mediopassive endings in the Attic dialect of c.400 BCE are given in Table 7.1. (The presence or absence of /s/ in the 2sg. endings is a phonological complication which has nothing to do with the morphological processes at issue here.) It can be seen that there are a number of syncretisms
bracket_phonetic	[1 du]	3197	pdf-177	161	One syncretism in the table of endings above involves the nonsingular first person: dual is not distinguished from plural, and that is a general fact about Greek verb inflection. This fact can be accounted for by means of an impoverishment filter, informally stated as *[1 du] / T,
bracket_phonetic	[du pl]	3201	pdf-178	162	which prohibits feature bundles including first person and dual in finite verbs (i.e. in the presence of Tense; a more formal statement would specify that the filter applies when the finite verb has been Merged with Tense). The filter obviously applies after the fusion of terminal nodes, and it appl
bracket_phonetic	[du]	3201	pdf-178	162	which prohibits feature bundles including first person and dual in finite verbs (i.e. in the presence of Tense; a more formal statement would specify that the filter applies when the finite verb has been Merged with Tense). The filter obviously applies after the fusion of terminal nodes, and it appl
bracket_phonetic	[3 du]	3201	pdf-178	162	which prohibits feature bundles including first person and dual in finite verbs (i.e. in the presence of Tense; a more formal statement would specify that the filter applies when the finite verb has been Merged with Tense). The filter obviously applies after the fusion of terminal nodes, and it appl
bracket_phonetic	[imperative]	3201	pdf-178	162	which prohibits feature bundles including first person and dual in finite verbs (i.e. in the presence of Tense; a more formal statement would specify that the filter applies when the finite verb has been Merged with Tense). The filter obviously applies after the fusion of terminal nodes, and it appl
bracket_phonetic	[pl]	3255	pdf-180	164	The discussion of DM up to this point has focused on morphological “pieces”; we need to describe briefly how the theory handles “process morphology.” Since morphosyntactic features are generated at synctactic terminal nodes, it is not possible for [pl], for example, to be paired directly with the vo
reconstructed_star	*-	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
slash_phonemic	/-oia/	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
slash_phonemic	/-saia/	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
slash_phonemic	/ekselaunoia/	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
slash_phonemic	/-a/	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
slash_phonemic	/-mi/	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
slash_phonemic	/-oimi/	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
slash_phonemic	/-saimi/	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
greek	οια	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
greek	σαια	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
greek	εηελαύνοια	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
greek	μι	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
greek	οιμι	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
greek	σαιμι	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
slash_phonemic	/-ske-/	3315	pdf-184	168	Functional morphemes are also subject to reinterpretation, as a sketch of the history of Ancient Greek /-ske-/ ∼/-sko-/ -σκε- ∼-σκο- will demonstrate. The Greek suffix was inherited from Proto-Indo-European (PIE); in the parent language it seems to have formed iterative and habitual stems, of which 
slash_phonemic	/-sko-/	3315	pdf-184	168	Functional morphemes are also subject to reinterpretation, as a sketch of the history of Ancient Greek /-ske-/ ∼/-sko-/ -σκε- ∼-σκο- will demonstrate. The Greek suffix was inherited from Proto-Indo-European (PIE); in the parent language it seems to have formed iterative and habitual stems, of which 
greek	σκε	3315	pdf-184	168	Functional morphemes are also subject to reinterpretation, as a sketch of the history of Ancient Greek /-ske-/ ∼/-sko-/ -σκε- ∼-σκο- will demonstrate. The Greek suffix was inherited from Proto-Indo-European (PIE); in the parent language it seems to have formed iterative and habitual stems, of which 
greek	σκο	3315	pdf-184	168	Functional morphemes are also subject to reinterpretation, as a sketch of the history of Ancient Greek /-ske-/ ∼/-sko-/ -σκε- ∼-σκο- will demonstrate. The Greek suffix was inherited from Proto-Indo-European (PIE); in the parent language it seems to have formed iterative and habitual stems, of which 
greek	θρδισκειν	3319	pdf-184	168	In Ancient Greek the function of this suffix had been generalized, so that it was just one of many affixes used to form imperfective aspect stems (traditionally called “present stems”). For instance, among the roughly two dozen such presents attested in the Homeric poems (our earliest substantial Gr
greek	πάσχειν	3319	pdf-184	168	In Ancient Greek the function of this suffix had been generalized, so that it was just one of many affixes used to form imperfective aspect stems (traditionally called “present stems”). For instance, among the roughly two dozen such presents attested in the Homeric poems (our earliest substantial Gr
greek	μιμνώσκειν	3319	pdf-184	168	In Ancient Greek the function of this suffix had been generalized, so that it was just one of many affixes used to form imperfective aspect stems (traditionally called “present stems”). For instance, among the roughly two dozen such presents attested in the Homeric poems (our earliest substantial Gr
greek	θνώισκειν	3319	pdf-184	168	In Ancient Greek the function of this suffix had been generalized, so that it was just one of many affixes used to form imperfective aspect stems (traditionally called “present stems”). For instance, among the roughly two dozen such presents attested in the Homeric poems (our earliest substantial Gr
slash_phonemic	/épʰaske/	3323	pdf-184	168	b. /épʰaske/ ἔφασκε, /pʰáske/ φάσκε ‘(s)he: /épʰɛ:/ ἔφη ‘(s)he said’
slash_phonemic	/pʰáske/	3323	pdf-184	168	b. /épʰaske/ ἔφασκε, /pʰáske/ φάσκε ‘(s)he: /épʰɛ:/ ἔφη ‘(s)he said’
slash_phonemic	/épʰɛ:/	3323	pdf-184	168	b. /épʰaske/ ἔφασκε, /pʰáske/ φάσκε ‘(s)he: /épʰɛ:/ ἔφη ‘(s)he said’
greek	ἔφασκε	3323	pdf-184	168	b. /épʰaske/ ἔφασκε, /pʰáske/ φάσκε ‘(s)he: /épʰɛ:/ ἔφη ‘(s)he said’
greek	φάσκε	3323	pdf-184	168	b. /épʰaske/ ἔφασκε, /pʰáske/ φάσκε ‘(s)he: /épʰɛ:/ ἔφη ‘(s)he said’
greek	ἔφη	3323	pdf-184	168	b. /épʰaske/ ἔφασκε, /pʰáske/ φάσκε ‘(s)he: /épʰɛ:/ ἔφη ‘(s)he said’
slash_phonemic	/pʰa-ske-/	3325	pdf-184	168	(stem /pʰa-ske-/ ∼/pʰa-sko-/)
slash_phonemic	/pʰa-sko-/	3325	pdf-184	168	(stem /pʰa-ske-/ ∼/pʰa-sko-/)
reconstructed_star	*gʷm̥	3330	pdf-184	168	(1)       a. *gʷm̥ -ské/ó- ‘be walking’ (‘take one step after another’; *ǵ    wem- ‘step’)
reconstructed_star	*ǵ	3330	pdf-184	168	(1)       a. *gʷm̥ -ské/ó- ‘be walking’ (‘take one step after another’; *ǵ    wem- ‘step’)
reconstructed_star	*ǵn̥	3331	pdf-184	168	b. *ǵn̥ h₃-ské/ó- ‘know (a person)’ (‘recognize on sight’; *ǵneh₃- ‘recog-
reconstructed_star	*ǵneh₃-	3331	pdf-184	168	b. *ǵn̥ h₃-ské/ó- ‘know (a person)’ (‘recognize on sight’; *ǵneh₃- ‘recog-
reconstructed_star	*h₁-ské	3332	pdf-184	168	c. *h₁-ské/ó- ‘be (customarily), used to be’ (*h₁és- ‘be’)
reconstructed_star	*h₁és-	3332	pdf-184	168	c. *h₁-ské/ó- ‘be (customarily), used to be’ (*h₁és- ‘be’)
reconstructed_star	*h₂i-ské	3333	pdf-184	168	d. *h₂i-ské/ó ‘keep looking for’ (*h₂éys- ‘look for’)
reconstructed_star	*h₂éys-	3333	pdf-184	168	d. *h₂i-ské/ó ‘keep looking for’ (*h₂éys- ‘look for’)
reconstructed_star	*mi-ské	3334	pdf-184	168	e. *mi-ské/ó- ‘be mixing’ (repetitive motion; *méyk- ‘put together’)
reconstructed_star	*méyk-	3334	pdf-184	168	e. *mi-ské/ó- ‘be mixing’ (repetitive motion; *méyk- ‘put together’)
reconstructed_star	*pr̥	3335	pdf-184	168	f. *pr̥ -ské/ó- ‘keep asking’ (*prék- ‘ask’)
reconstructed_star	*prék-	3335	pdf-184	168	f. *pr̥ -ské/ó- ‘keep asking’ (*prék- ‘ask’)
reconstructed_star	*ph₂-ské	3336	pdf-184	168	g. *ph₂-ské/ó- ‘pasture (animals)’ (‘protect habitually’; *péh₂- ‘protect’)
reconstructed_star	*péh₂-	3336	pdf-184	168	g. *ph₂-ské/ó- ‘pasture (animals)’ (‘protect habitually’; *péh₂- ‘protect’)
slash_phonemic	/éske/	3337	pdf-184	168	(2)       a. /éske/ ἔσκε ‘(s)he used to be, (s)he was’: / ̂ɛ:en/ εεν ‘(s)he was’
slash_phonemic	/ ̂ɛ:en/	3337	pdf-184	168	(2)       a. /éske/ ἔσκε ‘(s)he used to be, (s)he was’: / ̂ɛ:en/ εεν ‘(s)he was’
greek	ἔσκε	3337	pdf-184	168	(2)       a. /éske/ ἔσκε ‘(s)he used to be, (s)he was’: / ̂ɛ:en/ εεν ‘(s)he was’
greek	εεν	3337	pdf-184	168	(2)       a. /éske/ ἔσκε ‘(s)he used to be, (s)he was’: / ̂ɛ:en/ εεν ‘(s)he was’
slash_phonemic	/e-ske-/	3338	pdf-184	168	(stem /e-ske-/ ∼/e-sko-/)             (stem /es-/ ∼/eh-/)
slash_phonemic	/e-sko-/	3338	pdf-184	168	(stem /e-ske-/ ∼/e-sko-/)             (stem /es-/ ∼/eh-/)
slash_phonemic	/es-/	3338	pdf-184	168	(stem /e-ske-/ ∼/e-sko-/)             (stem /es-/ ∼/eh-/)
slash_phonemic	/eh-/	3338	pdf-184	168	(stem /e-ske-/ ∼/e-sko-/)             (stem /es-/ ∼/eh-/)
slash_phonemic	/pʰɛ:-/	3339	pdf-184	168	used to say, (s)he said’             (stem /pʰɛ:-/ ∼/pʰa-/)
slash_phonemic	/pʰa-/	3339	pdf-184	168	used to say, (s)he said’             (stem /pʰɛ:-/ ∼/pʰa-/)
reconstructed_star	*Figure	3344	pdf-185	169	**Figure 8.1 Ionic dialect ‘say’ before reanalysis**
slash_phonemic	/eske-/	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
slash_phonemic	/esko-/	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
slash_phonemic	/pʰa-ske-/	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
slash_phonemic	/pʰa-sko-/	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
slash_phonemic	/pʰɛ:-/	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
slash_phonemic	/pʰa-/	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
greek	φάσκων	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
slash_phonemic	/owas a further suffix with specifically iterative/	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
slash_phonemic	/o- became productive in this new function, marking iterative/	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
slash_phonemic	/habitual -ske/	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
greek	ριστευεσκε	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
greek	ριστεύ	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
greek	εέηασκε	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
greek	εἰηα	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
slash_phonemic	/-ske- ∼-sko-/	3358	pdf-186	170	Interestingly, this reinterpretation of /-ske- ∼-sko-/ is probably more or less the reverse of one which occurred much earlier in the prehistory of Greek, in which the PIE iterative suffix was reinterpreted as an imperfective marker. Unfortunately that change cannot be reconstructed in comparable de
reconstructed_star	*hwætliċ	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
reconstructed_star	*hwate.	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
reconstructed_star	*-a-	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*-ye-	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*-yo-	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*swena-e	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*swena-ye	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*swenareflects	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*swenh₂-	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*swena-to-s	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*swena-w-	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*-ā-	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*koisā-ye	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*koisā	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*coisaom	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
slash_phonemic	/o- from still earlier *swena-ye/	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
reconstructed_star	*y	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
reconstructed_star	*-a-ye	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
reconstructed_star	*-a-e	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
reconstructed_star	*-ā-	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
reconstructed_star	*-ā-ye	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
reconstructed_star	*-ā-e	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
reconstructed_star	*-ye-	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
