section,subsection,group,entry,page_refs,notes,raw_entry,source_line_start,source_line_end
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*murnaną,270; 325,"270 *murþrą, *murþrijō - 325","*murnaną 270 *murþrą, *murþrijō - 325",1849,1852
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*mūs,149; 222; 313 (parad.),"149, 222, 313 (parad.); *mūsiz (gen. sg.), *mūsiz (nom. pl.) 149","*mūs 149, 222, 313 (parad.); *mūsiz (gen. sg.), *mūsiz (nom. pl.) 149",1853,1854
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*naglaz,88; 122,"88, 122","*naglaz 88, 122",1855,1855
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*naht-,113; 117; 222; 313 (parad.); 243; 92; 94; 172; 138 fn. 21; 189; 284; 307; 312-13 (parad.),"113, 117, 222, 313 (parad.); *nahtų 243 *namō - 92, 94, 172, 138 fn. 21, 189, 284, 307, 312-13 (parad.); *namn- 94, 284","*naht- 113, 117, 222, 313 (parad.); *nahtų 243 *namō - 92, 94, 172, 138 fn. 21, 189, 284, 307, 312-13 (parad.); *namn- 94, 284",1856,1861
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*ga-namnan-,307 fn. 30,307 fn. 30,*ga-namnan- 307 fn. 30,1862,1862
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*namnijaną,284; 189,"284; *namnidaz, *namnīþi 189","*namnijaną 284; *namnidaz, *namnīþi 189",1863,1864
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nas-,222,222,*nas- 222,1865,1865
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*natją,91,91,*natją 91,1866,1866
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nōtō,91,91,*nōtō 91,1867,1867
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nauþi- ~ *naudi-,305; 224; 228; 315,"305 *-nd-, (fem.) *-ndī ~ *-ndijō- (pres. ptc. suffix) 224, 228, 315","*nauþi- ~ *naudi- 305 *-nd-, (fem.) *-ndī ~ *-ndijō- (pres. ptc. suffix) 224, 228, 315",1868,1870
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*ne ~ *ni,142; 115; 223,"142 *nefō - ~ *nefan- 115, 223","*ne ~ *ni 142 *nefō - ~ *nefan- 115, 223",1871,1874
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*niftī,117,117,*niftī 117,1875,1875
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nemaną,272 (princ. parts); 148,272 (princ. parts); *nimid 148,*nemaną 272 (princ. parts); *nimid 148,1876,1876
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*andanēmiz,315; 325,315 *-numjō - 325,*andanēmiz 315 *-numjō - 325,1877,1880
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nesaną,245; 247; 282,"245, 247, 282","*nesaną 245, 247, 282",1881,1881
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nazjaną,245; 282 (princ. parts),"245, 282 (princ. parts)","*nazjaną 245, 282 (princ. parts)",1882,1882
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nazō,247; 130,247 *neurō - 130,*nazō 247 *neurō - 130,1883,1886
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*ne(w)un,105; 162; 229; 320,"105, 162, 229, 320 *ne(w)undō - , *ne(w)untēhundą 320","*ne(w)un 105, 162, 229, 320 *ne(w)undō - , *ne(w)untēhundą 320",1887,1890
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nēaną: *nēï- ~ *nēa-,159,159,*nēaną: *nēï- ~ *nēa- 159,1891,1891
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nēþlō- ~ *nēdlō-,303,303,*nēþlō- ~ *nēdlō- 303,1892,1892
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nēhwiz,327,327,*nēhwiz 327,1893,1893
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*nistaz,120,120,*nistaz 120,1894,1894
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*niþjaz,116; 144; 156,"116, 144, 156","*niþjaz 116, 144, 156",1895,1895
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*niwjaz,146; 152; 153 fn. 26; 156; 160; 250; 316 (partial parad.),"146, 152, 153 fn. 26, 156, 160, 250, 316 (partial parad.)","*niwjaz 146, 152, 153 fn. 26, 156, 160, 250, 316 (partial parad.)",1896,1897
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,suffix),201-3; 267; 289,"201-3, 267, 289","suffix) 201-3, 267, 289",1900,1900
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-nōd- (past suffix),289,289,*-nōd- (past suffix) 289,1901,1901
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*-nōmi, *-nōsi, *-nōþi (",1; 2; 203,"1, 2, 3sg.) 203","*-nōmi, *-nōsi, *-nōþi (1, 2, 3sg.) 203",1902,1902
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-nþi (pres. 3pl.),207,207,*-nþi (pres. 3pl.) 207,1903,1903
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*ga-nuganą,184; 256; 291 (princ. parts); 178,"184, 256, 291 (princ. parts); *ganah 178, 256; *ganuht- 256","*ga-nuganą 184, 256, 291 (princ. parts); *ganah 178, 256; *ganuht- 256",1904,1905
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*ganōgaz,257; 313,"257, 313","*ganōgaz 257, 313",1906,1906
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*ganōgijaną,257,257,*ganōgijaną 257,1907,1907
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ō (1sg.),92; 172,"92, 172","*-ō (1sg.) 92, 172",1908,1908
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ō (inherited masc. nom.-acc. du.),196,196,*-ō (inherited masc. nom.-acc. du.) 196,1909,1909
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ō (neut. nom.-acc. pl.),196; 226,"196, 226","*-ō (neut. nom.-acc. pl.) 196, 226",1910,1910
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ō (ō-stem nom. sg.),92,92,*-ō (ō-stem nom. sg.) 92,1911,1911
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ō (ō-stem inst. sg.),61 fn. 53; 225 fn. 49,"61 fn. 53, 225 fn. 49","*-ō (ō-stem inst. sg.) 61 fn. 53, 225 fn. 49",1912,1912
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ō ~ *-an- ~ *-in- ~ *-n-,221; 284,"221 *-ōd- (weak II finite past suffix), *-ōda- (past ptc. suffix) 284","*-ō ~ *-an- ~ *-in- ~ *-n- 221 *-ōd- (weak II finite past suffix), *-ōda- (past ptc. suffix) 284",1913,1915
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*-ōda-, *-ōdija- (pseudo-participle suffix)",326,326,"*-ōda-, *-ōdija- (pseudo-participle suffix) 326",1916,1916
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*ōganą,292 (princ. parts); 178,292 (princ. parts); *ō - g 178,*ōganą 292 (princ. parts); *ō - g 178,1917,1919
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ōn- (fem. n-stem suffix),221,221,*-ōn- (fem. n-stem suffix) 221,1920,1920
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*ōsaz,91,91,*ōsaz 91,1921,1921
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ōsiz ~ *-ōziz,300-1,300-1,*-ōsiz ~ *-ōziz 300-1,1922,1922
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ōþu- (noun-forming suffix),325,325,*-ōþu- (noun-forming suffix) 325,1923,1923
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ōz (ō-stem acc. pl.),92,92,*-ōz (ō-stem acc. pl.) 92,1924,1924
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ōz (pres. indic. 1du.),161,161,*-ōz (pres. indic. 1du.) 161,1925,1925
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ǭ (ō-stem acc. sg.),92; 221; 306-7; 327; 225; 300; 91; 172; 317,"92 *-ō - (n-stem nom. sg.) 92, 221, 306-7 *-ō - (adverb ending) 92, 327 *-ō - i (ō-stem dat. sg.) 225 *-ō - z (comparative adverb ending) 327 *-ō - z (possible a-stem nom. pl.) 92, 300; *-ō - s 300 *-ō - z (ō-stem nom. pl.) 91, 172 *-ō - zan-, *-ō - sta- 317","*-ǭ (ō-stem acc. sg.) 92 *-ō - (n-stem nom. sg.) 92, 221, 306-7 *-ō - (adverb ending) 92, 327 *-ō - i (ō-stem dat. sg.) 225 *-ō - z (comparative adverb ending) 327 *-ō - z (possible a-stem nom. pl.) 92, 300; *-ō - s 300 *-ō - z (ō-stem nom. pl.) 91, 172 *-ō - zan-, *-ō - sta- 317",1926,1952
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-ǭ (gen. pl.),91; 172,"91, 172","*-ǭ (gen. pl.) 91, 172",1953,1953
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*paidō,329,329,*paidō 329,1954,1954
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*paþaz,329,329,*paþaz 329,1955,1955
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*pundą,329,329,*pundą 329,1956,1956
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*regną,137; 328,"137, 328","*regną 137, 328",1957,1957
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rignijaną: *rignīþi,252,252,*rignijaną: *rignīþi 252,1958,1958
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rehtaz,134; 326,"134, 326","*rehtaz 134, 326",1959,1959
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rekwaz ~ *rikwiz-,111; 120; 124; 190; 284; 310,"111, 120, 124, 190, 284, 310","*rekwaz ~ *rikwiz- 111, 120, 124, 190, 284, 310",1960,1960
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rikwizjaną,284; 190,284; *rikwiziþi 190,*rikwizjaną 284; *rikwiziþi 190,1961,1961
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*remaz ~ *rimiz-,310,310,*remaz ~ *rimiz- 310,1962,1962
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*reudaną,248; 289,"248, 289","*reudaną 248, 289",1963,1963
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*raudaz,289,289,*raudaz 289,1964,1964
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rudāną,289,289,*rudāną 289,1965,1965
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rustaz,248,248,*rustaz 248,1966,1966
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*reufaną,186,186,*reufaną 186,1967,1967
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*reutaną ~ *riuti-,199,199,*reutaną ~ *riuti- 199,1968,1968
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rēdaną,215 (princ. parts); 278 (princ. parts),"215 (princ. parts), 278 (princ. parts)","*rēdaną 215 (princ. parts), 278 (princ. parts)",1969,1970
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*ringw-,129,129,*ringw- 129,1971,1971
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rinnaną,269,269,*rinnaną 269,1972,1972
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*runiz,324,324,*runiz 324,1973,1973
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rīdaną,328,328,*rīdaną 328,1974,1974
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rīk-,328,328,*rīk- 328,1975,1975
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rīkiją,250; 326,"250, 326","*rīkiją 250, 326",1976,1976
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*Rīnaz,328,328,*Rīnaz 328,1977,1977
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*rīsaną, *raizijaną",282 (princ. parts),282 (princ. parts),"*rīsaną, *raizijaną 282 (princ. parts)",1978,1978
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rōaną,279 (princ. parts),279 (princ. parts),*rōaną 279 (princ. parts),1979,1979
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rōþrą,325,325,*rōþrą 325,1980,1980
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*Rūmōnīz,171; 328,"171, 328","*Rūmōnīz 171, 328",1981,1981
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rūnō,289; 328,"289, 328","*rūnō 289, 328",1982,1982
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*rūnāną,289,289,*rūnāną 289,1983,1983
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-s (subj. 2sg.),207,207,*-s (subj. 2sg.) 207,1984,1984
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sa,142; 321 (parad.); 327; 232; 166; 104; 114; 168; 141; 226; 315,"142, 321 (parad.); *þa- 327; *þaizōz, *þaizǭ 232; *þammai 166; *þanǭ 104, 114, 168; *þas 141, 226, 232; *þat 168, 315","*sa 142, 321 (parad.); *þa- 327; *þaizōz, *þaizǭ 232; *þammai 166; *þanǭ 104, 114, 168; *þas 141, 226, 232; *þat 168, 315",1985,1988
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sabjaną,208; 276 (princ. parts),"208, 276 (princ. parts)","*sabjaną 208, 276 (princ. parts)",1989,1989
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sagjaną,131; 164; 287; 297-9 (parad.); 158; 163,"131, 164, 287, 297-9 (parad.); *sagai- ~ *sagja- 158; *sagdaz 163","*sagjaną 131, 164, 287, 297-9 (parad.); *sagai- ~ *sagja- 158; *sagdaz 163",1990,1991
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sagjaz,130; 132,"130, 132","*sagjaz 130, 132",1992,1992
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*salaz ~ *saliz-,310,310,*salaz ~ *saliz- 310,1993,1993
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*salbō,123; 189; 285; 160; 297-9,"123, 189, 285 *salbō - ną 123, 160, 189, 285, 297-9","*salbō 123, 189, 285 *salbō - ną 123, 160, 189, 285, 297-9",1994,1997
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,(parad.); *salbōdaz,189; 193; 160,"189; *salbōdē, *salbōdēdun 193; *salbō - , *salbō - n, *salbō - nþi, *salbō - þi, *salbǭ̄ 160","(parad.); *salbōdaz 189; *salbōdē, *salbōdēdun 193; *salbō - , *salbō - n, *salbō - nþi, *salbō - þi, *salbǭ̄ 160",1998,2008
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*saljaną,250; 284; 251,"250, 284; *saliþi, *saljanþi 251","*saljaną 250, 284; *saliþi, *saljanþi 251",2009,2009
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*saltaną,260,260,*saltaną 260,2010,2010
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*-sama- (adj.-forming suffix),327; 90; 190; 195; 313,"327 *samō - , *saman- 90, 190, 195, 313","*-sama- (adj.-forming suffix) 327 *samō - , *saman- 90, 190, 195, 313",2011,2014
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*samjaną: *samidaz, *samiþi",190,190,"*samjaną: *samidaz, *samiþi 190",2015,2015
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*samdaz,121; 163; 165; 170,"121, 163, 165, 170","*samdaz 121, 163, 165, 170",2016,2016
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sandijaną,246; 282,"246, 282","*sandijaną 246, 282",2017,2017
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sangwaz,74,74,*sangwaz 74,2018,2018
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*sanþ- ~ *sund-, (fem.) *sundī ~ *sundijō-",315,315,"*sanþ- ~ *sund-, (fem.) *sundī ~ *sundijō- 315",2019,2019
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sebun,105; 123; 229; 320,"105, 123, 229, 320 *sebundō - 320","*sebun 105, 123, 229, 320 *sebundō - 320",2020,2023
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sebuntēhundą,230; 320,"230, 320","*sebuntēhundą 230, 320",2024,2024
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*segaz ~ *sigiz-,110; 151; 310,"110, 151, 310","*segaz ~ *sigiz- 110, 151, 310",2025,2025
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sehs,116; 229; 320,"116, 229, 320","*sehs 116, 229, 320",2026,2026
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sehsēhund-,230; 320,"230 *sehstehun, *sehstō - 320","*sehsēhund- 230 *sehstehun, *sehstō - 320",2027,2030
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sehwaną,129; 247; 273 (princ. parts),"129, 247, 273 (princ. parts); *sewanaz 129","*sehwaną 129, 247, 273 (princ. parts); *sewanaz 129",2031,2032
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*sek ~ *sik, *siz",236; 322 (parad.),"236, 322 (parad.)","*sek ~ *sik, *siz 236, 322 (parad.)",2033,2033
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sīnaz,323,323,*sīnaz 323,2034,2034
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*seukaną, *seukaz, *suhtiz",135,135,"*seukaną, *seukaz, *suhtiz 135",2035,2035
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sēaną,90; 215 (princ. parts); 278 (princ. parts); 277; 159; 92; 307; 325,"90, 215 (princ. parts), 278 (princ. parts); *sezō 277; *sēï- ~ *sēa- 159 *sēmō - 90, 92, 307, 325","*sēaną 90, 215 (princ. parts), 278 (princ. parts); *sezō 277; *sēï- ~ *sēa- 159 *sēmō - 90, 92, 307, 325",2037,2041
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sēliz,315,315,*sēliz 315,2042,2042
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sēmi-,90,90,*sēmi- 90,2043,2043
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*-si, *-þi (pres.",2; 207,"2, 3sg.) 207","*-si, *-þi (pres. 2, 3sg.) 207",2044,2044
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sibjō,250; 285,"250, 285 *ga-sibjō - ną 285","*sibjō 250, 285 *ga-sibjō - ną 285",2045,2048
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*silāną,288,288,*silāną 288,2049,2049
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*singwaną,112; 128; 174,"112, 128, 174; *sung- 112","*singwaną 112, 128, 174; *sung- 112",2050,2050
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sangwaz,128,128,*sangwaz 128,2051,2051
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sinīgaz,316,316,*sinīgaz 316,2052,2052
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sinþaz,246; 282,"246, 282","*sinþaz 246, 282",2053,2053
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sitjaną,106; 207; 249; 252; 273 (princ. parts); 282; 181; 211; 256,"106, 207, 249, 252, 273 (princ. parts), 282; *sat 181, 211; *set- 256; *sēt- 211","*sitjaną 106, 207, 249, 252, 273 (princ. parts), 282; *sat 181, 211; *set- 256; *sēt- 211",2054,2055
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*satjaną,282 (princ. parts),282 (princ. parts),*satjaną 282 (princ. parts),2056,2056
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sessaz,106,106,*sessaz 106,2057,2057
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*setaz ~ *sitiz-,310,310,*setaz ~ *sitiz- 310,2058,2058
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*siuniz,130; 138; 247,"130, 138, 247","*siuniz 130, 138, 247",2059,2059
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*siwjaną,161; 250; 284,"161, 250, 284","*siwjaną 161, 250, 284",2060,2060
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*sīhwaną: *sīhwidi, *siwanaz",129,129,"*sīhwaną: *sīhwidi, *siwanaz 129",2061,2061
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sīþuz,315,315,*sīþuz 315,2062,2062
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skabaną: *skabi/a-,212; 117,212; *skabidi 117,*skabaną: *skabi/a- 212; *skabidi 117,2063,2063
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skaiþaną,260 (2x); 279 (princ. parts),"260 (2x), 279 (princ. parts)","*skaiþaną 260 (2x), 279 (princ. parts)",2064,2064
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skīdą,260,260,*skīdą 260,2065,2065
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skapjaną,135; 250; 276 (princ. parts),"135, 250, 276 (princ. parts)","*skapjaną 135, 250, 276 (princ. parts)",2066,2066
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*gaskaftiz,135,135,*gaskaftiz 135,2067,2067
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skattaz,139,139,*skattaz 139,2068,2068
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skaþjaną,207; 276 (princ. parts),"207, 276 (princ. parts)","*skaþjaną 207, 276 (princ. parts)",2069,2069
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skauniz,315,315,*skauniz 315,2070,2070
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skeraną,271 (princ. parts),271 (princ. parts),*skeraną 271 (princ. parts),2071,2071
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skīnaną,267; 268 (princ. parts); 324,"267, 268 (princ. parts), 324 *skīmō - 324","*skīnaną 267, 268 (princ. parts), 324 *skīmō - 324",2072,2075
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skītaną,186; 117,186; *skītidi 117,*skītaną 186; *skītidi 117,2076,2076
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skulaną,184; 291 (princ. parts); 179; 255; 217; 292; 212,"184, 291 (princ. parts); *skal 179, 255; *skalþ 217, 292; *skul- 212; *skulī- 184","*skulaną 184, 291 (princ. parts); *skal 179, 255; *skalþ 217, 292; *skul- 212; *skulī- 184",2077,2079
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*skulþi- ~ *skuldi-,305,305,*skulþi- ~ *skuldi- 305,2080,2080
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*slahaną,213 (princ. parts); 246; 259; 275 (princ. parts),"213 (princ. parts), 246, 259, 275 (princ. parts)","*slahaną 213 (princ. parts), 246, 259, 275 (princ. parts)",2081,2082
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*slagiz,324; 246,324 *-slagō - 246,*slagiz 324 *-slagō - 246,2083,2086
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sluhtiz,259,259,*sluhtiz 259,2087,2087
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*slēpaną,278 (princ. parts),278 (princ. parts),*slēpaną 278 (princ. parts),2088,2088
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*slīkaną, *slihtaz",135,135,"*slīkaną, *slihtaz 135",2089,2089
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*snew-, *snū-",256 fn. 7,256 fn. 7,"*snew-, *snū- 256 fn. 7",2090,2090
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*snīþaną,266 (princ. parts),266 (princ. parts),*snīþaną 266 (princ. parts),2091,2091
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*snīwidi,129,129,*snīwidi 129,2092,2092
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*snaiwaz,129; 324,"129, 324","*snaiwaz 129, 324",2093,2093
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*snuzō,124; 221; 243,"124, 221, 243; *snuzǭ 243","*snuzō 124, 221, 243; *snuzǭ 243",2094,2094
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sōkijaną,207; 281 (princ. parts); 297-9,"207, 281 (princ. parts), 297-9","*sōkijaną 207, 281 (princ. parts), 297-9",2095,2095
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,(parad.); *sōkijanþi,144; 156; 136; 188,"144, 156; *sōkīþi 136, 144, 156, 188; *sōhtaz 136, 188","(parad.); *sōkijanþi 144, 156; *sōkīþi 136, 144, 156, 188; *sōhtaz 136, 188",2096,2098
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,*sōþiz,190,190,*sōþiz 190,2099,2099
I. Protoforms,B. Daughters of PIE,1. Proto-Germanic,"*sōdijaną: *sōdidaz, *sōdīþi",190,190,"*sōdijaną: *sōdidaz, *sōdīþi 190",2100,2100
