row_id,innovation,feature_occurrence_label,source_book_page_innovation,source_book_page_feature_times,GO,ON,OE,OF,OS,OHG,VAND,BURG,Mean,SD,Lower-89CI,Higher-89CI,HDI range
436,þrīora,þrīora,239,261,0,0,1,0,0,0,?,?,1.37,0.59,0.8,2.35,1.55
437,∗ni wi- > ny-,∗ni wi- > ny-,239,261,0,0,1,0,0,0,?,?,1.21,0.44,0.8,1.92,1.12
438,ēode,ēode,240,261,0,0,1,0,0,0,?,?,1.22,0.38,0.8,1.76,0.96
439,þreotīene,þreotīene,240,261,0,0,1,0,0,0,?,?,1.41,0.54,0.8,2.16,1.36
440,hwæs,hwæs,240,261,0,0,1,0,0,0,?,?,1.3,0.5,0.8,1.96,1.16
441,wilt,wilt,240,261,0,0,1,0,0,0,?,?,1.24,0.46,0.8,1.95,1.15
442,∗ar-,∗ar-,240,261,0,0,1,0,0,0,?,?,1.24,0.38,0.8,1.7,0.9
443,eam,eam,240,261,0,0,1,0,0,0,?,?,1.48,0.51,0.8,2.28,1.48
444,guma,guma,240,261,0,0,1,0,0,0,?,?,1.46,0.55,0.8,2.25,1.45
445,cwom > com,cwom > com,240,261,0,0,1,0,0,0,?,?,1.32,0.55,0.8,2.14,1.34
446,∗hes > his,∗hes > his,240,261,0,0,1,0,0,0,?,?,1.47,0.62,0.8,2.54,1.74
447,∗her- > hir-,∗her- > hir-,240,261,0,0,1,0,0,0,?,?,1.58,0.57,0.8,2.39,1.59
448,ēow,ēow,240,261,0,0,0,0,0,0,?,?,1.14,0.48,0.8,2.02,1.22
449,∗gā-,∗gā-,240,261,0,0,1,0,0,0,?,?,1.22,0.55,0.8,2.08,1.28
450,ūre,ūre,240,261,0,0,1,0,0,0,?,?,1.25,0.43,0.82,1.76,0.94
451,miklǣ,miklǣ,240,261,0,0,0,0,0,0,?,?,1.18,0.53,0.8,2.33,1.53
452,sīe,sīe,240,261,0,0,1,0,0,0,?,?,1.32,0.54,0.8,2.2,1.4
453,dearr,dearr,240,261,0,0,1,0,0,0,?,?,1.39,0.57,0.8,2.32,1.52
454,hæbbe,hæbbe,240,261,0,0,1,0,0,0,?,?,1.4,0.61,0.8,2.54,1.74
455,tū,tū,240,261,0,0,1,0,0,0,?,?,1.17,0.38,0.8,1.63,0.83
456,dæġ,dæġ,240,261,0,0,1,0,0,0,?,?,1.37,0.55,0.8,2.31,1.51
457,"dōm, dōð, etc.","dōm, dōð, etc.",240,261,0,0,1,0,0,0,?,?,1.15,0.41,0.8,1.67,0.87
458,dyde,dyde,240,261,0,0,1,0,0,0,?,?,1.18,0.46,0.8,2.09,1.29
459,"∗ai,∗au,∗eu > ā, ē, iā","∗ai,∗au,∗eu > ā, ē, iā",240,262,0,0,0,1,0,0,?,?,1.15,0.39,0.8,1.92,1.12
460,WGmc ∗a > PFris ∗æ,WGmc ∗a > PFris ∗æ,240,262,0,0,0,1,0,0,?,?,1.24,0.48,0.8,2.04,1.24
461,∗g > j,∗g > j,241,262,0,0,0,1,0,0,0,0,1.38,0.51,0.8,2.16,1.36
462,k > kj > tj > ts,k > kj > tj > ts,241,262,0,0,0,1,0,0,0,0,1.44,0.65,0.8,2.53,1.73
463,i-mutation,i-mutation,241,262,0,0,0,1,0,0,?,?,1.45,0.58,0.82,2.43,1.61
464,∗i > iu,∗i > iu,241,262,0,0,0,1,0,0,0,0,1.37,0.51,0.8,2.1,1.3
465,∗e > ∗eu > iu,∗e > ∗eu > iu,241,262,0,0,0,1,0,0,0,0,1.4,0.48,0.8,2.05,1.25
466,loss of u/w after iu,loss of u/w after iu,241,262,0,0,0,1,0,0,?,?,1.39,0.51,0.8,2.15,1.35
467,"loss of intervocalic -h-, aha > a","loss of intervoc. -h-, aha > a",241,262,0,0,0,1,0,0,?,?,1.19,0.35,0.8,1.62,0.82
468,loss of ∗ga-/∗gi-,loss of ∗ga-/∗gi-,241,262,0,0,0,1,0,0,?,?,1.27,0.42,0.81,1.94,1.13
469,metathesis of r,metathesis of r,241,262,0,0,0,1,0,0,?,?,1.26,0.45,0.8,1.81,1.01
470,loss of -n,loss of -n,241,262,0,0,0,1,0,0,?,?,1.45,0.56,0.8,2.29,1.49
471,-e- instead of -i-,-e- instead of -i-,241,262,0,0,0,1,0,0,?,?,1.19,0.42,0.8,1.73,0.93
472,1/2. Ps. Sg./Pl Dat. = 1/2. Ps. Sg./Pl Acc.,1./2. ps. sg./pl. dat. = 1./2. ps. sg./pl. acc.,241,262,0,0,1,1,0,0,?,?,1.51,0.64,0.8,2.56,1.76
473,fem. -jon/-in-stems adopt strong fem. declension,fem. -jon/-in-stems to str. fem. decl.,241,262,0,0,0,1,0,0,?,?,1.49,0.65,0.8,2.48,1.68
474,v drop after l/r,v drop after l/r,241,262,0,0,0,1,0,0,?,?,1.2,0.43,0.8,1.69,0.89
475,endings -ene/-ende,endings -ene/-ende,241,262,0,0,0,1,0,0,?,?,1.15,0.45,0.8,1.86,1.06
476,loss of distinct. feat. in u-/wo- adj.,loss of distinct. feat. in u-/wo- adj.,241,262,0,0,0,1,0,0,?,?,1.26,0.53,0.8,2.01,1.21
477,stem vowel shortening,stem vowel shortening,241,262,0,0,0,1,0,0,?,?,1.26,0.42,0.8,1.87,1.07
478,∗ō > ∗ū/ [+stress],∗ō > ∗ū/ [+stress],241,262,0,0,0,0,0,0,1,0,1.31,0.51,0.8,2.33,1.53
479,-anh- > -ah-,-anh- > -ah-,241,262,1,1,1,1,1,1,?,0,2.25,0.42,1.81,2.8,0.99
