entry_id	pdf_page_start	entry_heading	field	flags	sample
60	53	amma	ie_cognates	contains-greek;contains-laryngeal	Gr. άμμά 'mama, mother, nurse' (EM), άμμία (Hdt.), Alb. ame 'mother', OIc. amma 'grandmother', OHG amma 'mother, nurse'. The quantity of the word-internal nasal or stop in the nursery words for 'father' and 'mother' vacillates in IE languages. Amita can probably be regarded as a diminutive to amma, although the suffix -itus/a is not usually used for this purpose. Hamp 1982-1983a: 97 connects amita
61	53	amnis	pie	contains-laryngeal	*h₂ebʰ-n- 'river'. *h₂ebʰ-o-. Anatolian shows both o- and «-stem derivatives with the meaning 'river'. The w-stem is shown by Celtic, with different ablaut grades of the suffix. Latin also continues an w-stem, with an added *-/-.
62	53	amo, -are	pie	contains-laryngeal	*h₃mh₃- 'to take hold of. *h₃mh₃- in front of a vowel, cf. Schrijver 1991: 318. Schrijver 1991: 398ff. argues that the stative meaning of amare and the presence of a derivative amor point to a stative verb *ama-e-. Its formation must then post-date Pit., since Marr. amatens is not likely to have a stative suffix *-e-3 and has the transitive meaning * receive' of the IE cognates. The form amasius, 
62	53	amo, -are	ie_cognates	contains-greek	Olr. namae 'enemy' (< *n-AjmAj-^«/-); Skt pr. amfsi, amanti 'to take hold of; swear', ama- [m.], OAv. §ma-9 YAv. ama- [m.] 'attacking power'; Gr. όμνυμι 'to swear' [aor. όμόσαι, fut. όμοΰμαι] , άνώμοτος 'not under oath'. The Latin meaning has developed from 'to take the hand of > 'regard as a friend'.
62	53	amo, -are	bibliography	contains-laryngeal	WH I:40, EM 29, IEW 778, Rix 1999: 523-24, LIV *h₂emh₃-. → amplus
63	54	amoenus	entry_text	contains-greek;contains-laryngeal	amoenus 'beautiful, charming' [adj. ο/α] (Pl.+) The presence of oe in the second syllable of a Latin word is rare: the only other case is oboedio, which seems to be a compound of *ob-audid. Original *oi would almost certainly have yielded ΰ in this position, cf communis. The oe could result from a recent contraction. One of the consonants that may have dropped is *M> and Meiser 1998: 71 hence reco
64	54	amplus	pie	contains-laryngeal	*h₃mh₃- [pr.] 'to grab'. The derivation from the root *am- 'to grab' presupposes a change *-mlr > *-mpL which we also find in exemplum to emere. However, *amalos would not normally be syncopated to *amlos early enough to undergo the same change: compare famulus, similiSy Siculus, and others. Maybe the root
64	54	amplus	bibliography	contains-laryngeal	WH I:41,42, EM 30, IEW 35, LIV *h₂emh₃-. → amo
65	54	amptrud, -are	pie	contains-laryngeal	*h₂mbʰi-dreu-o-.
67	55	an	pie	contains-laryngeal	*h₂en 'there, on the other side'? *h₂en-o-.
67	55	an	ie_cognates	contains-greek	OPr. anga-anga 'whether', Lith. angu 'or', Go. an 'so? now?\ May be compared with Go. an 'so? now?\ Less certain is the appurtenance of Gr. αν: Lee 1967 is in favour of this assumption, whereas Forbes 1958 rejects it. Possibly from the same root as the demonstrative Skt. and, OAv. ana 'through this\ Lith. anas, OCS om> 'that, he' <
68	55	anas, -atis	pie	contains-laryngeal	*h₂enh₂-ti- 'duck'.
68	55	anas, -atis	ie_cognates	contains-greek	Skt. ati- [f.] 'duck', Gr. (Ion.) νήσσα, (Att.) νηττα [f.] < PGr *natia, OPr. antis, Lith. antis [f.], CS ?ty9 Ru. utka, SCr. utka 'duck' < BSL *an?t-. The forms in anit- show regular weakening of the unstressed vowel; anat- may preserve the original medial vowel, or it has assimilated the unstressed vowel after initial aR- (as in alacer, calamitas and others).
69	55	anculus	pie	contains-laryngeal	*h₂mbʰi-kʷolh, -os 'going towards/around'.
69	55	anculus	ie_cognates	contains-greek	Olr. buachail [m.] 'cowherd'; Skt. abhicara- 'witchcraft' (AV+), abhicara- 'servant, companion' (cf. pari-cara- 'servant'), OP abicarls [acc.pL] 'place inhabited/tilled by servants/slaves' (presumably derived from *abicara- 'servant'); Myc. a-pi-qo-ro, Gr. άμφίπολος 'moving around someone; (female) servant', βουκόλος [m.] 'cowherd'. The word anculus apparently got restricted to lithurgical use, an
70	56	ancus	pie	contains-laryngeal	*h₂(e)nk-o- [adj.] 'bending',
70	56	ancus	ie_cognates	contains-greek	Skt. ankas- [n.] 'turn (in a road)\ artkasa- [m./n.] 'side, groin (of a horse)', YAv. qxnah- [n.] 'rein', aka- [m.] 'hook', Gr. αγκων 'bend (of the arm), nook', αγκος 'valley', OIc. angr 'bay'. Hit. hai(n)k-nu<ri\ hink-a(ri\ hi(n)k-zi 'to bestow, bow' reflects *hMeinK- and is unrelated, cf. Kloekhorst 2008: 268-271,
70	56	ancus	bibliography	contains-laryngeal	WH I: 46, EM 32, IEW 45f., Schrijver 1991: 43, LIV *h₂enk-. → uncus
71	56	angō, -ere	entry_text	contains-greek	angfi, -ere 'to strangle, choke' [v. ΠΙ; pf anxi± ppp. anctum] (Pl.+)
71	56	angō, -ere	pie	contains-laryngeal	*h₂emgʰ-e/o- 'to tie, tighten'; *h₂emgʰ-os 'narrowness, anxiety', *h₂emgʰ-os-to- 'characterized by narrowness9, *h₂emgʰu- 'narrow'.
71	56	angō, -ere	ie_cognates	contains-greek;contains-laryngeal	Hit. hamank- I home/ink- 'to tie, betroth' < *h₂m-on-gʰ- / *h₂m-n-gʰ-; Skt. amhu-, Av. qzu- 'narrow', Gr. δγχω 'to squeeze, strangle', Arm. anjowk 'narrow', OCS uv$sti, Is. uvqzg eto tie' (< *h₂eu-h₂mgʰ-), RuCS gziti 'to constrain, torture', Ru. uzit' 'make narrow, straiten' (< *h₂omgʰ-), OHG angust, OFr. ongost 'fear'. The attestation of angor is relatively late, but since an s-stem must have for
71	56	angō, -ere	bibliography	contains-laryngeal	WH I: 47ffl, EM 33, IEW 42f, Schrijver 1991: 43, Lindner 2002: 218, LIV *h₂emgʰ-.
72	56	anguis	pie	contains-greek;contains-laryngeal	"*h₂(e)ngwh-i- 'snake'. *h₂(e)ngwh-i- 'snake'. Several IE languages reflect a similar preform *h₂e/ogʷʰ- without an internal nasal: Gr. έχις 'snake', Arm. /i, Gr. όφις *snake\ Skt ahi-, Av. azi- 'snake, dragon*. Maybe *n was introduced into this stem by analogy with verbs for ""to twist, wind'. From anguinus, anguTlla can be derived as *anguTn-la. Katz 1998b: 322ff. analyzes anguTlla as anguis 'snak"
72	56	anguis	ie_cognates	contains-laryngeal	Mir. escung 'eel' (lit. 'water-snake'), OPr. angis, Lith. angis, acc.sg. ang\ 'snake' < *h₂e/ongʷʰ→ Ru. MZ, gen.sg. uza, Po. wqz 'id.' (< PSL *p& < *h₂e/ongʷʰ-io-), OHG unc 'id.' < *h₂ngʷʰ-. Anguis can be derived from
73	57	angulus	pie	contains-laryngeal	*h₂eng-(e)lo- 'comer'. voicing assimilation of the stop to the nasal, it must have occurred very early.
73	57	angulus	ie_cognates	contains-laryngeal	Arm. ankiwn, OCS Qgbfa, Ru. ugoU gen. ugla 'corner* < PSL *pg/6, OIc. ekkja* OHG anchal 'ankle*. The root is suspiciously close in form and meaning to the root *h₂nk- of ancus, yet there is no regular way to derive one from the other. If their similarity goes back to a
74	57	anhelus	pie	contains-laryngeal	*h₂enh,-slo- 'a breathing'.
74	57	anhelus	bibliography	contains-laryngeal	WH I: 49, EM 34, IEW 38ff, Schrijver 1991: 44, LIV *h₂enhr, → animus, halo
75	57	animus	italic_cognates	contains-greek	(λ anams [nom.sg.J, anamum [acc.sg.] 'courage, energy' or 'breath'.
75	57	animus	pie	contains-laryngeal	*h₂enhrnio- 'breath'.
75	57	animus	ie_cognates	contains-greek	Olr. anim [f. n] csoul\ gen.sg. anme, Gr. δνεμος [m.] 'wind', Arm. holm 'id.' < *htf>nhrmo~. In Oscan, syncope yielded *anmo- and subsequent anaptyxis led to *anamo-.
75	57	animus	bibliography	contains-laryngeal	WH I: 49, EM 34, IEW 38f, Schrijver 1991: 317f, Kortlandt 1980b: 127f, Peters 1980: 2, LIV *h₂enh,-. ^ anhelus
76	58	annus	italic_cognates	contains-greek	(λ aceneis [gen.sg,], acenei, akenei [loc.sg.], acimum [gen.pL], akun. [ace, or gen.pl.], U. acnu [acc.sg./pl.] 'year' < PSab, *akno- <
76	58	annus	pie	contains-laryngeal	*h₂et-no-; *h₂et-nio- 'which goes, a year\
76	58	annus	ie_cognates	contains-greek	Skt. pr. sam atasi [2s.act], atamana- [ptc.med.] 'to travel, wander', atya- [m.] 'steed, runner', Av. χνάϋτα- [n.] 'well-being', YAv. apairiiaurq- 'unavoidable'; Go. *apn [m.] 'year' (only dat.pl. apnam) , Go. *at-apni [n.?] 'year\ Derived from a PIE root for 'to go, wander', hence 'going around' > 'year'. Lat anniculus has been explained as a derivative of *annicu$, but Leumann regards it as a ba
76	58	annus	bibliography	contains-laryngeal	WH I: 51, EM 35, IEW 69, Leumann 1977: 209, Sommer-Pfister 1977: 188, Rix 1978: 149ff., Meiser 1986: 96, Schrijver 1991: 501, Untermann 2000: 74f., 533, 674f, LIV l.*h₂et-.
77	58	ansa	pie	contains-laryngeal	*h₂ens-h₂- 'handle, grip'.
77	58	ansa	ie_cognates	contains-greek;contains-laryngeal	Lith. qsay Latv. iiosa 'handle of a pot' < *ansa; with different suffix Mir. eisi pi. (f ?) 'part of the harness of a chariot-horse, reins', Gr. ηνία [n.pl.] 'reins', Myc. a-ni-ja lanhiail, dat pi. a-ni-ja-pi [f.]; OPr. amis 'kettle-hook', Latv. itoss 'handle' < *h₂ens-i-, OIc. ces 'hole for shoe-strings' < *h₂ens-ieh₂-- The meaning and form of the other IE words for 'handle, rein' adduced here su
78	58	anser	pie	contains-laryngeal	*gʰh₂ens [nom.], *gʰh₂ns-os [gen.] 'goose'.
78	58	anser	ie_cognates	contains-greek	Oh\ geiss 'swan', Skt. harhsa- [m.], Gr. χήν, -ός [m. f.], Dor. Boeot. χαν, OPr. sansy, Lith. zqsis [f], ace. zqsi, Ru. gus ', Po. g$s' (< PS1. *gpsb), OHG gans, OE gos 'goose'. Initial *Λ- has been dropped. The length of a is automatic in front of ns. Leumann 1977: 380 reconstructs *hansy *hanesemy *hans-os > acc.sg. *hdneremy which was replaced by *hanserem on the analogy with the gen.sg. *hans-
79	59	antae	pie	contains-laryngeal	*h₂enHt-h₂- 'door-post'.
79	59	antae	ie_cognates	contains-greek;contains-laryngeal	Skt. ata- [f.] pi., YAv. qiuiia- [f.pl.] 'door-post', αϋά- [pi.] 'house' < Ilr. *HanHt-, *HnHt-; Arm. drand(i) 'doorpost, threshold'; OIc. gnd 'porch' < *andro-. Latin ant- may reflect either *h₂n(H)t- or *h₂en(H)t-. Trisyllabic *anata- with subsequent syncope is also conceivable.
80	59	ante	pie	contains-greek;contains-laryngeal	*h₂ent-i, loc.sg. of root noun *li2ent- 'front'. *h}enti-h$v-o- 'facing the front', cf. Skt. nyanc- 'facing downward', adv. riled 'down', and others. In the nom.sg., the labiovelar was regularly delabialized, leading to anffcus and a subsequent paradigm split. In the comp. and sup., aniiquus (also) has the meaning 'better, preferable' (Lucil.+). According to Szemerenyi 1992: 315, this is a caique 
80	59	ante	ie_cognates	contains-greek;contains-laryngeal	Hit hant- 'front side, face' < *h₂ent-, hanza [adv.] 'in front' < *h₂ent-i, Skt. anti [adv.] 'before, near, facing', Gr. αντί 'opposed, facing', Gr. αντα 'over against, face to face', Arm. and 'for, instead of, Go. and(a)- 'toward, along'. In word-final position, *-i became -e9 but original -i is still visible in antiae, in the inflexion of antes, and in antlquus. Both antiae and antes must be reg
81	59	anus, -us	pie	contains-laryngeal	*h₂enH-o- 'old woman'.
81	59	anus, -us	ie_cognates	contains-greek	Hit. hanna-, Lye. χηηα-, Aim. han 'grandmother', OPr. one 'old mother', Lith, artyta 'mother-in-law', OHG ana 'grandmother'. The origin of the w-stem inflection of anus is unclear: maybe analogy to rrurus 'daughter-in-law; young woman'? PIE ^h^n- may be a nursery word. For the affectionate nature, compare the geminate of Gr. άννίς 'grandmother' (Hsch.). Hence, word-internal *-nH-, which is here re
82	60	anus	entry_text	contains-greek	anus 'ring or link' (PL, Var.), 'anus' (Cic.+) [m. ο] (Pl.+)
82	60	anus	pie	contains-laryngeal	*hieh₂no- 'ring'.
83	60	aper, aprī	pie	contains-laryngeal	*hipr-o- (for Latin), *h₁ep-r- (for Germanic).
83	60	aper, aprī	ie_cognates	contains-greek	Latv. vepris [m to] 'castrated boar', OCS veprb, Ru. vepr' 'boar' < BSl. *ueprio-; Thracian έβρος 'buck'; OHG ebur < PGm. *eburo- 'boar'. The Italic form *apron- is explained as an «-derivative to *apro- by Untermann 2000: 45. Nussbaum 1973: 356f. reconstructs *apro-no- for abrunu, but *apro- for three U. acc.pl. forms. The adj. aprugnus does not mean 'born from a boar', and therefore probably can
84	60	aperiō, -īre	pie	contains-greek;contains-laryngeal	*h₂uer-i(e/o)- 'to cover'. *h₂(e)p 'off which is reflected in Lat. ab, Ο. Ιλ α/?-, af-. In
84	60	aperiō, -īre	ie_cognates	contains-greek;contains-laryngeal	Skt. pr. vṛṇóti (RV+), vṛṇute, aor. avar [23s.act.], pf. vavāra [3s.act.], caus. vāraya- 'to cover, enclose', νχίά- 'enclosed', OAv. V9ranauuaite [3s.pr.sb.med.], ni-uuardm [ls.aor.sb.] 'to enclose*, YAv. aifilvBranuuaiti 'to hide' < Ilr. *Huar^ Gr. αορον 'crowbar, porch, porter' (Hsch.) (< *h₂uor-o-); Lith. atverti 'to open', (uz)verti, su-verti 'to shut', OCS za-vreti 'id.', Cz. otevfitu SCr. ot
84	60	aperiō, -īre	bibliography	contains-laryngeal	WH I: 56, EM 38, IEW 1160ff., Leumann 1977: 202, Meiser 1986: 185, Schrijver 1991: 472, Lubotsky 2000, Untermann 2000: 845f., LIV *Huer-. → operire, O. veru
85	61	apex, -icis	pie	contains-greek;contains-laryngeal	*h₂ep(o) 'away', cf. the meaning of derivatives such as Gr. άπιος 'far off, Skt. apara- 'next, further, more to the back'; see s.v. ab.
87	61	apīscor, -scī	ie_cognates	contains-greek;contains-laryngeal	Hit. epp-zi / app- 'to take, grab' (< IE root pr. *h\ep-/*h{p-\ pai- Ι φι-, CLuw., HLuw. ipiia-, Lye. \pije- 'to give', Skt φα, YAv. άρα 'has reached' (< IE pf. *h₁e-hi(o)p-); OAlb. ep 'gives' < *h,op-eie-?; PGm. *geban 'to give' < *ga- + *eb-7 (Kortlandt 1992). For the semantics of the PIE root, compare English to gety which originally meant 'to seize' but often means 'to reach'. I see no need to
89	62	aprīlis 'April'	proto_italic	contains-laryngeal	*ap(e)ro-. f April was the second month of the Roman year. Hence, it is possible to connect it with ab < *h₂epo 'away from, off as *ap(e)rīlis 'the following, next\ This could reflect the same preform *ap(e)ri- 'openness' as posited s.v. aprīcus. Differently Neri 2007: 67, who posits *h₁p-r- to *hi(e)p(-i) 'toward'. The suffix -īlis can be analogical to the months Quintilis and Sextīlis (Leumann 1
90	62	apud	pie	contains-laryngeal	*h₂po-dʰhro-. Note that the Russian wordpod has come to be used as a preposition 'under'. If *h₂po- was replaced in a prestage of Italic by its counterpart *h₂epo (cf. ab), this compound would yield
91	63	aqua	ie_cognates	contains-greek	"Go. aha, OHG aha < PGm. *αχ""ό 'water*. According to Beekes 1998, other suggested cognates, such as OIc. cegir *sea, ocean', are very uncertain. Even if cognate, Germano-Italic *akʷa- may well be a loanword from a non-IE language."
92	63	aquila	pie	contains-laryngeal	*h₂u-is hence, we would have to posit a cp. *aku-awila-. 3. From a preform *aku-awila- > Pre-Latin *akʷiwila-, we can only arrive at aquila via an unwarranted haplology of *-wiwi- > *-u>/-. 1 agree with Cohen 2004: 32f. that the wind name aquilo is most straightforwardly derived from aquila 'eagle', rather than from aquilus 'dark*. As Cohen puts it, the cold north wind may have been personified as
93	63	aquilus	entry_text	contains-greek	aquilus 'dark in hue, swarthy' [adj. ο/α] (Ρ1-+) The Romans derives this colour from aqua *water', which EM reject because they cannot imagine water being black. Still, this seems a more likely derivation to me than from aquila 'eagle', as assumed by Cohen 2004: 32.
94	63	āra	pie	contains-laryngeal	*h₂ehls-h₂- 'hearth'.
94	63	āra	ie_cognates	contains-laryngeal	Hit. hass- [c] 'ash(es), dust, soap' < *h₂ehjs-, Hit hassa- [c] 'hearth' < *h₂eh₁S-h₂-, Skt. asa- (in.) 'ashes, light dust', Khot. astauca 'dry land', OHG essa, Runic aRina 'ash'. The original meaning 'hearth, fireplace' changed to 'altar' in Proto-ltalic. The preservation of intervocalic *s in Umbrian is explained as a remnant of an earlier redaction of the Iguvine Tables by Meiser 1986: 255.
94	63	āra	bibliography	contains-laryngeal	WH I: 61, EM 42, IEW 68-69, Hardarson 1994: 35-39, Untermann 2000: 43f., Kloekhorst 2008: 318, LIV *h₂ehis-. → ared, assus
95	64	araneus	entry_text	contains-greek	araneus 'spider' [m. ο] (Pl.+)
95	64	araneus	ie_cognates	contains-greek	Gr αράχνη *spider', άράχνιον *cobweb', άραχναιος 'of a spider', άραχναίη άραχναίη 'spider'. Possibly a Greek loanword, with Gr, -khn-%borrowed as Lat -gn- and subsequent loss of the velar and lengthening of the preceding vowel. However, the cluster Gr. -khm- was adopted as Latin -cum- in dracuma and Alcumena (cf Leumann 1977: 103). Alternatively, the Gr. and Lat words could have been independently
96	64	arbiter, -trl'eye-witness; judge'	italic_cognates	contains-greek	U. afputrati [abl.sg.] 'according to the judgement'. U. ar- regularly derives from *ad* and -tl can represent *-tud; thus, the U. word can match arbitratus. Since the more basic word arbiter is attested in Latin, we must look for the etymology in Latin. The change of ad > ar- is only attested sporadically, especially outside Rome and in front of labials: arfuise, arvorsumy apurfinem. Possibly, thi
97	64	arbor, -oris	entry_text	contains-greek	arbor, -oris 'tree' [f. s] (Pl.+; nom.sg. arbos (Verg., Ον.), acc.sg. arbosem, nom./acc.pl arboses Paul, ex F.)
97	64	arbor, -oris	pie	contains-laryngeal	*h₃rdʰ-os, -os- 'height, uprightness*. Arbor can be connected with arduus 'high' < *h₃rdʰ- 'upright, high', and go back to *h₃rdʰ-os. The original meaning could have been 'uprightness', which acquired the concrete meaning of 'upright tree'. The drawback of this solution is that all IE languages which have the adj. 'high, upright9 from this root continue a stem *h₃rdʰ-u-o- 'high, upright5, so that 
98	65	area	pie	contains-laryngeal	*h₂r(k)-h₂-.
98	65	area	bibliography	contains-laryngeal	WH 62, EM 43, IEW 65f., LIV *h₂er(k)-. → arced, arx
99	65	arceō	pie	contains-laryngeal	*h₂(o)r(k)-eie/o- 'to hold'.
99	65	arceō	ie_cognates	contains-greek;contains-laryngeal	Hit. har(k)-n 'to hold, have' (< root pi *h₂(e)rk-), Gr. άρκέω 'to avert, defend; suffice' (denom. to δρκος [n.] 'defence'' Arm. argel 'hindrance'. Lat. porceo < po + arced 'to hold off\ Schrijver considers an original stative ver *h₂**&-ehr, but in view of the transitive meaning 'to keep out', I prefer a causativ verb (with generalized root shape arc- for *ork-\
