entry_id	pdf_page_start	entry_heading	field	flags	sample
788	324	is, ea, id	ie_cognates	contains-laryngeal	Olr. e (he) 'he' < *e(i)s or *em, ed(hed) 'it', si 'she', gen.sg.m.n. ai, ae 'his (one)\ MW eid-aw 'his' < *esio; Gaul, eiabi [ins.pl.f], eianom [gen.pl.f] < *e(s)ia-\ Hit. asi / uni / ini 'that (one)' < *hios + -i, •hjom + i (hio- « ^ e - according to Kloekhorst 2008), *hii-, datloc.sg. edi < *h₁e-; Skt iyam [nom.sg.f ], idam [nom.acc.sg.n.], imam [acc.sg.m.] 'this here, he', OAv. it [nom.acc.sg.
790	325	ita	pie	contains-laryngeal	*hiith₂. Alternatively, we may compare -ta with the second element of is-te, and regard it as the original nom.acc.pl.n. *teh₂ 'those', which acquired short *-a as the other neuters, and was used as ace. of extension: 'in this respect' > 'in this way\ In origin, then, ita could go back to a compound pronoun from *hji 'it' and *to- 'that'.
791	325	iter, itineris journey, route, road'	proto_italic	contains-laryngeal	*eitor, *iten(o)sl j PEE *hiei-tr, gen.sg. *hji-ten-s, loc.sg. *h₁i-ten 'way, journey'.
791	325	iter, itineris journey, route, road'	pie	contains-laryngeal	*hjit-n-o-)'9 ToB ytarye 'road, way', ToA ytar 'road, way' < *hii-tor. The nom.sg. in -er seems to point to *-er, which would be unique. Lat *}aser! 'blood' (if this is the right reconstruction) would be the only other r/n-stem in -er, but its IE cognates point to a proterodynamic neuter. For iter, Tocharian seems to continue a collective in *-qr, but Hittite -t- /d/ may be best explained by assum
792	326	iterum	pie	contains-laryngeal	*(h₁)i-tero-.
793	326	iuba	pie	contains-laryngeal	*(H)iudh-h₂- 'that moves, moveables'. WH assume that iuba was derived from the root of iubere as 'moving to and fro', Leumann 1977 'shaking5. This is rejected by EM, but since a better etymology is absent, we may accept it for the time being: *iub-a 'that moves (to and fro)' > 'mane, plume'.
793	326	iuba	bibliography	contains-laryngeal	WH I: 724, EM 325, IEW 51 If., Leumann 1977: 279, LIV *Hieudʰ-. → iubeo
794	326	iubar, -aris	pie	contains-laryngeal	*diu-bʰeh₂-es- 'having/bringing the light of daytime'.
794	326	iubar, -aris	ie_cognates	contains-greek;contains-laryngeal	Olr. ban 'white'; Skt. bhas- [n.] 'light, radiance, gleam, glow' < *bʰeh₂-s-, bhasas- [n.] 'splendour', maybe HLuw. pihas- 'splendor, might' < *bʰeh₂-o-\ Skt. bhati, YAv. fra-uuaiti 'to shine'; Gr. φάε 'lighted up, appeared', φαίνω 'to shine, reveal'. The -a- in gen.sg. iubaris must have been adopted from the nom.acc.sg.; conversely, the -r~ in the nom.acc.sg. must have originated in the oblique c
794	326	iubar, -aris	bibliography	contains-laryngeal	WH I: 724, EM 325, IEW 104, 184-87, Leumann 1977: 84, Dunkel 1997, LIV 1 .*bʰeh₂-. → deus, Iupiter
795	327	iubeo	pie	contains-laryngeal	*Hioudʰ-eie/o- 'to cause to move'.
795	327	iubeo	ie_cognates	contains-greek	Skt. pr. yudhya- 'to fight', yodha- 'to rebel', caus. yodhayati, ppp. yuddha- 'conquered', yudh- [fj 'fight', YAv. yuioiia- 'to fight', aspaiiaoSa- [m.j 'horse warrior'; Gr. ύσμΐνη (< Gr. *husmo-) [f.] 'battle, fight1; LiOLfitdus 'belligerent'; Lith.jud&i 'to move (intr.)'; ToA yutk- 'to care for' < *ieuct-ske-. The oldest pr. form ioub- matches the reconstructed PIE causative type. It has been re
795	327	iubeo	bibliography	contains-laryngeal	WH I: 724f., EM 325, IEW 51 If., Meiser 1998: 209, LIV *Hieudʰ-,
796	327	iabilfi, -Sre	ie_cognates	contains-greek	Gn ίύ 'interjection of amazement', ΐΰγή, ιυγμός 'crying', ιυζω (fut ιύξω) 'to cry aloud'; MHGju,juch 'exclamation of joy' whence MHGjuwen, juwezen 'ju rufen, jube\n\juchezen, MoDu.juichen < ^'ϋ(χ)αη, OIc. yla^ MoE yowl 4 to howl' < *juljan. Probably, a derivative in -bilare (as in sTbilare 'to whistle') from an exclamation of joy *w. There seems to be enough evidence to reconstruct a PIE exclamati
797	327	iugis	pie	contains-laryngeal	*h₂iu-gʷih₃- 'having eternal life, living forever'.
797	327	iugis	ie_cognates	contains-greek;contains-laryngeal	A v. yauuaeji- 4 living forever'; Gr. υγιής 'sound, healthy'; Go. ajukdups 'eternity' < *aiuki-dupi→ OE ece9 cece 'eternal' < *aiuki-. Usually used of waters ('everf lowing'). Traditionally, iugis is regarded as a derivative of iugum 'yoke', in the sense ?connected to each other':. This etymology was rejected by Weiss 1994, since the meaning points rather to 'continually' from the start, and long 
799	329	iungō, -ere	entry_text	contains-greek	iungfi, -ere 'to put in the yoke Join' [v. 111] (Pl.+; ίϋηχϊ, iiinctum)
799	329	iungō, -ere	pie	contains-laryngeal	*(H)iunegti, *(H)iungenti 'to yoke'; *(H)iugo- [n.] 'yoke', *(H)ieug-os- [nj 'yoked animals, team'. *ieug-e/os- 'yoked animals, team'; in Latin, it shifted to indicate the amount of land which a team of oxen could plough in a day; (5) PIE n. o-stem 'yoke', with derived verbs; (6) probably 'small yoke', 'connecting part' > 'throat'; (7) the r-stem is uncertain; the attested form iuges might also be
799	329	iungō, -ere	ie_cognates	contains-greek	(1) Skt. pr. yunajmi [Is.], yuhkte [3s.med] 'to yoke', YAv.yunjinti [3p.pn], Gr. ζεύγνυμι, Lith. jungti, 3s. jungia 'to tie, join, yoke', Latv. jugt. (2) Hit iuk-y (GI )iuka- [n.] 'yoke, pair* < *ieug-, *iugo-, Hit iuga- 'yearling', taiuga- 'two-year-old' < *iugos, gen.sg. of iuk-. Since Hit. iuk- was only thematized to iuka- within the Hittite period, the other IE words that reflect *iugom might 
800	330	Iuppiter, Iovis	proto_italic	contains-greek	*dieuos\ dat. *diueL *djow-. These can be derived from a single PIE paradigm for '(god of the) sky, day-light', which phonetically split in two in Pit. and yielded two new stems with semantic specialization. Syllabic *dij- in the nom.acc.sg. can stem from the oblique cases (gen.sg. *diwos9 etc.), in which syllabic *<Λ- occurred. The acc.sg. *dijem led to the creation of a new nom.sg. *dijes and a 
800	330	Iuppiter, Iovis	italic_cognates	contains-greek	(1)0. διωρηις, Ιύveis, zoves [gen,], Mars, ioue, O. δισυρει, ζωρηι, χουρηι, diuvei, iuvei, iuvei, U. iuve, iuue [dat.], U. di, dei [voc,] 'Zeus' < gen. *djoweis, dat. *djowei7 voc. *dije (and *djou in iupater) . O. dipatir [nom.], Presam. διποτερες, Marr. ioues patres, u. iuvip(atres?) [gen.], U. iuvepatre, iuve patre [dat.], iupater [voc.] 'Iuppiter'. Possibly Presam. i/opuoi llowijoil (in Tortor
800	330	Iuppiter, Iovis	pie	contains-greek;contains-laryngeal	nom. *di£us, voc. *dieu^ ace. *diem (< *dieum\ gen. *diuos ( » *dus-diu- 'bad weather, rainstorm'. In combination with *ph₂ter: Gr. Ζευς πατήρ, Skt. dyauh pita. The Latin forms Diespiter, Dispiter, U. di, dei together with the word dies 'day' point to the generalization of a stem *dije-9 whereas Iupiter, lovis reflect *ph₂ter- 'father', meaning 'Zeus'. Both members were originally declined, and th
800	330	Iuppiter, Iovis	ie_cognates	contains-greek;contains-laryngeal	Olr. die {did) , OW did [m.] 'day'; Hit. id) «to,-. siuna-7 Pal. tiuna-, Lyd. ciw- 'god' < *diau-, Skt dyav- [m.f.] 'heaven, god of the sky, Father Sky, day' (dyauh [nom.sg.], dyauh [voc.sg.], dyam I divam [acc.sg.], diva [instr.sg.], dive [datsg.], divas I dyoh [gen.abl.sg.], dyavi I divi [loc.sg.]), YAv. diiaos 'of the hell', Myc. dat. di-we /diwei/, Gr nom. Ζευς, voc. Ζευ, gen. Δι(ρ)ός, dat. (l
801	330	ius, -ris	pie	contains-greek	*i(e/o)uH-s- * broth, soup'. *ie/ouH-s-. Whereas Skt. and Lith. point to *iuH-s-, Slavic requires *ious- < *ieuH-s-. Latin could have either the full grade or the zero grade. Hence, we seem to be dealing with an original s-stem. The appurtenance of Gr. ζΰμη is not completely certain because of the deviant meaning. The root is often analysed as */ew- 'to hold tight, fasten', as attested in Skt. yau
801	330	ius, -ris	ie_cognates	contains-greek	Skt- yus- 'soup, broth', Khot yiis 'id/, Gr. ζϋμη * leaven, beer-yeast' < *iuHs-mehr (more difficult to connect: Gr. ζωμός [m.] 'sauce, soup'); GPr.juse [f.], Liihjuse 'broth, soup'; CSjuxa 'broth', Ra uxa 'fish-soup', Cz. jicha 'liquid, sauce, (arch.) soup' < PS1. *juxa <
802	331	ius, -ris Maw'	proto_italic	contains-laryngeal	*jowos9 *jowes- 'oath, law', *jowesto- 'just', *jowes-a-je- 'to swear', *jowesago- 'dispute', *jowes-dik- 'judge'. *jowes-a-je-. The verb (ob)iurgare, with spellings (ob)iurigare in PL, and iurgium, seem to be based on a noun *iiirago- < *ious-ago- < *ieuos-hjgrO- 'bringing the oath* vel sim. According to Leumann 1977: 546, the alternation between -ierare and -iurare in die-, e-, pe/per-ie/urare i
802	331	ius, -ris Maw'	pie	contains-greek;contains-laryngeal	*h₂oi-u, gen.sg. *h₂i-eu-s 'vital force, eternity' » 5-stem *h₂ieu-os, -es-. *h₂oiu- (gen.sg. *fi2eius I *h₂ieus\ in compounds *-h₂iu-); Gr» ου, Arm. oc\ Alb. as 'not' < *h₂oiu(-kʷe). The noun ius probably reflects an s-stem *ieuos > *iouos > ius, with iustus as a /o-derivative. The verb iurare reflects a denominative verb
802	331	ius, -ris Maw'	ie_cognates	contains-greek	Olr. uisse 'just, right, fitting' (< *iu-s-t-io-); Skt. yos(-) 'of life', Av.yaoz-da- [adj.] 'possesing power (of life)'; OAv. yaos 'life, health'; Skt ayus- Mife, life span', Av. aiiii- [n.] 'life, lifetime, time' (gen.sg. OAv. yaos, datsg. OAv. yauuoi, yauue, YAv. yauue) , yauuae-su- 'thriving forever', OAv. yauuae-μ- 'living forever1 <
803	331	iuvencus	pie	contains-laryngeal	*h₂iu-htn~ko- 'young one, young animal',
803	331	iuvencus	ie_cognates	contains-laryngeal	Olr. oacy W. ieuanc 'youth' < PCI. *iuuanL·-, Skt.yuvasa- 'young', Go. jugga-laups 'youth₁, OHGjung, Olc. ungr 'young1. A derivative in *-ko- of the PIE word reflected in iuvenis. The sequence -enc- instead of -inc- is unexpected. Iuvencus can be explained as a Sabellism, or as influenced by iuvenis and iuventus. \.
804	332	iuvenis syoung man'	pie	contains-greek;contains-laryngeal	*h₂iu-hien- 'who possesses vital force5 > 'young'; comp. *h₂iu-h₁n-ios. *h₂iou-Hn-o-; Go. jundr [f.] 'youth' < *h₂iu-hin-ti-. The original η-stem *iuwen- was made into an i-stem. The e instead of/ in the second syllable of iuvenis is probably due to iuventus, where -e- was phonetically retained. The comparative iunior occurs beside iuueniory suggesting that it represents a contraction of the latte
805	332	iuvō, -āre	proto_italic	contains-laryngeal	*/yow-. *i(j)ewa-. Lat. iuvere has replaced *iovere by analogy with iuvare. Lat. iuvare may be a secondary iterative to (the predecessor of) iuvere, or it has been backformed from adriuvore (cf pellere - appellare); in the first case, iuvare has its -w- (for *iovare) by analogy with adriuvare. The pf.sb. forms iuverit, iuverint could be replacements of *iuveri(n)t on the model of fuerit (thus Leum
805	332	iuvō, -āre	pie	contains-laryngeal	*h₁i-h,euH-(e/o-) [pr.] 'to help\
805	332	iuvō, -āre	ie_cognates	contains-greek	Olr. con-οί, -oat 'to protect'; Skt. pr. avati, pf ova [3s.act], ta-ptc. uta- 'to help, protect', OAv. auuami [ls.pr.] 'to help, care', uz-uiuiidi [inf.] 'to protect'. Pf. ιύνϊ < *iuwa-wi, iutus < *iuwatos. This suggests an earlier stem *iuwa-, as is preserved in some forms of the verb iuvere <
806	333	iuxta	pie	contains-laryngeal	"*(H)ieug-s- 'yoke'? The preservation of the cluster -kst- points to syncope from *iugVstad>i abl.sg.f. of *iugVsto-. One might posit an adj. *ieug-s-to- ""yoked5 derived from *ieug-e/os- [n.] 'team of animals, yoke' which is preserved in Lat. iiigera. This would have to be a rather old derivative, from before the generalization of the full-grade suffix *-es-/-os-. This hypothesis seems more likely "
807	333	labium	ie_cognates	contains-greek	OE OFr. lippa 'lip' < PGm. *lepjan-, OLFr. lepor, OFr. lepur 'lip', OHG lefs < P G m *lep-e/os-. Less certain: Gr. *lob- in λοβός [ m j 'lobe, lap, slip', πρόλοβος 'crop of birds, Adam's apple', προλόβιον 'the front part of the lobe of the ear'. L a t a in labrum might be due to the development *(C)RDC > *(C)RaDC proposed by Schrijver 1991 (cf. magnus < *mg-no-Y Yet nominal cognates of *lb- 'lip' 
807	333	labium	bibliography	contains-laryngeal	W H I: 738, EM 333f.f IEW 655-657, Schrijver 1991: 479, Sihler 1995: 146. → labdy lambo *
810	334	lac, -tis	ie_cognates	contains-greek	Gr. γάλα, γάλακτος/γλάγος [n.] 'milk' < *glg-(t-), γαλαι5ηνός 'sucking milk', Aim. kaxc* (dial.) < *glg-t-s, kat'n 'milk' < acc.sg. *glg-t-m. The semantics of Hit. kala(n)kr 'to soothe, satisfy* (3s.ipv.act. kalankaddu, ptc. kalankant-) are too far removed to warrant a connection. The a of *lakt- can be explained by Schrijver's rule of a development *CKDC > *CRaDC. The loss of initial *g- is expla
811	335	lacer	pie	contains-laryngeal	pr. *lh₂-n-k- 'to tear', adj. *lh₂k-(V-)ro-.
811	335	lacer	ie_cognates	contains-greek;contains-laryngeal	Gr. [aor.] άπέληκα Ί have torn off among the Cyprians (Hsch.; for *άπέλακα); λακίς, -ίδος 'rent, rending; tatters of clothes', λακίζω 'to tear', λάκη 'rags' among the Cretans (Hsch.), λάκημα 'rent, piece, fragment' (pap.); Po. lach, Ru. lachon 'rag'? (Dplacerare is denominal to lacer, even if lacer is attested much later The pr. lancinare looks like a contamination of a pr. *lank- with a nasal ste
813	336	lacio, -ere	italic_cognates	contains-greek	maybe Ven. lagfsto] [3s,pret] 4?offered'; O. kellaked as 3s.pf. *ke-te-lak-ed in the analysis of Untermann 2002:492f WH connect *Iak- to the root *MTV- of laqueus 'loop, rope'. Whereas *kʷt > ct and *kʷs > χ are unproblematic, the supposed development *kʷi > ci (in lacit, deliciae) is uncertain; one would rather expect -qui-, as in reliquium. Similarly, one would expect *laquessere and -lequebra. 
814	336	lacruma	proto_italic	contains-greek	*d(r)(k)akruna-7 *dakru-mn, one would expect Latin *dacrumen. The suffix -ma is not productive in Latin, and there are no examples of a suffixation -u-mo Latin. Lat. -ma only occurs in flamma < *flag-ma,where it is found directly after the root, as expected from a PIE point of view (Gr. φλογμός). But Hamp 1972 points out that Greek δάκρϋμα / δάκρυμα itself is relatively recent (unattested before t
814	336	lacruma	pie	contains-laryngeal	*drk-h₂(e)kru- 'eye-bitter5. *drk-h₂(e)kru- + -mo-? To explain -ma, Hamp 1972: 296 suggests an original n.pl. *dlakruna, in which *w assimilated to u to give *dlakruma. To me, this assimilation and initial *dl- seem unlikely. A good alternative would be to suppose a distant dissimilation of *rfrw to *d-m9 thus *dakruna > *dakruma; compare the reverse in *temabrae > tenebrae. Obviously, this soluti
814	336	lacruma	ie_cognates	contains-greek	Olr. der, W. deigr 'tear', Hit ishahru- [n.] 'tear(s), weeping' < *s + ^h&kru-l, Skt asm-, YAv. asrii [pi.], Gr. δάκρυ, Arm. artasuk' [pl.]5 Lith. asara, OHG zahar, ToB akruna [obl.pl.] 'tear\ Many investigators regard the word as a loanword from Greek δάκρϋμα / δάκρυμα 'tear'. EM give the following arguments for this view: if the form were genetically related to the Greek form, i.e.,
815	337	lacus, -ūs	pie	contains-greek	*lok-u- 'lake'. *lok-u-; Bret lagen 'small lake'; Gr. λάκκος 'pond' < *lk-u-o-, OCS loky, gen.sg. lokbve 'puddle, pool, reservoir' [f. u] , SCr. lokva < *lok-uH-\ OE lagu < *loku-. Lat. lacunar apparently means 'which contains hollows'. Its meaning renders it comparable to laqueatus, but this will be a coincidence. The a in lacus can be understood as the product of unrounding after a velarized [/ 
818	337	laevus	entry_text	contains-greek	laevus 'left' [adj. ο/α] (Pl.+)
818	337	laevus	pie	contains-laryngeal	*Ieh₂i-uo- or *lh₂ei-uo- 'left'.
818	337	laevus	ie_cognates	contains-greek;contains-laryngeal	Gr. λαι(ρ)ός 'left*, OCS levt, Ru. levyj, SCr. Rjevi Md.', ToB laiwo 'lassitude' (< *-uehr\ The original meaning may have been 'curved', although this can hardly be considered proven by the quotation from Servius: laevi (sc, boves) quorum cornua ad terrain spectanL Steinbauer (apud Stiiber 2006: 68) proposes to derive *leh₂iuo- (if this was the original form) from the root *leh₂- 'to hide' that we
819	338	lallō, -āre	ie_cognates	contains-greek	Gr. λαλέω 'to talk, chat, prattle', λάλος 'chattering', λαλία 'talk'; Lith. laluoti 'to babble', NHG lallen. Onomatopoeic, reduplicated imitation of a baby's sound.
820	338	lama	ie_cognates	contains-greek;contains-laryngeal	Lith. loma 'hollow, valley, plot, lump', Latv. lama 'hollow, ροοΓ, SCr. lam (dial.) 'knee-joint, underground passage', Bulg. lam 'pit, (dial.) quarry5. In theory, Latv. lama and Latin lama, may both go back to *leh₂-mo-, but the isolated position of lama and the possibility that the Baltic words derive from the root *lem- 'to break' render the connection rather uncertain.
821	338	lambo, -ere	pie	contains-laryngeal	*lh₂-m-P- 'to lick'.
821	338	lambo, -ere	ie_cognates	contains-greek;contains-laryngeal	Gn λαφύσσω 'to devour', λάπτω 'to lick', λάψειν, λάψαι; Arm. lap'el 'to lick; Alb. lap 'to lick up water'; Lith. lapenti 'to absorb greedily' (of swines), Ru. lopat' 'to gobble up\ Bulg. lapam 'to eat greedily', OHG laffan (luqf) 'to lick', leffil 'spoon', OE lapian 'to drink'. Lamberare occurs in PL in the expression meo me liidd lamberas 'you lambera- me at my own game' Ps. 743. In Lucil 585, la
822	339	lamenta, -orum	pie	contains-greek;contains-laryngeal	*leh₂-mn-to- 'howling, crying5, *leh₂-tro- 'barking', *l·); Arm. lam 'to weep, bewail'; Lith. loti, Is. loju, OCS lajati, Is. lajg 'to bark, scold'; Go. lailoun 'they scolded5. Uncertain is Gr. λαίειν 'to resound' (Hsch,). Derived from a verb *la(-je)- 'to wail'. Since Lat lam- can reflect *lasm-9 Schrijver argues that lamentum can either be connected with IE reflexes of *leh r 'to wail, weep' (as
822	339	lamenta, -orum	bibliography	contains-laryngeal	WH I: 754f., EM 339,344, IEW 650£, Schrijver 1991: 142,170f, LIV l.*leh₂-,
823	339	lamina	entry_text	contains-greek	lamina 'thin sheet of metal' [f. δ] (Pl.+; also lammina, lamnd)
824	339	lēna	pie	contains-laryngeal	*h₂ulhrneh₂- 'wool' (lit 'plucked material').
824	339	lēna	ie_cognates	contains-greek;contains-laryngeal	Olr, olann, W. gwlan, Hit. hulana-y CLuw. *hulana/i- [c], Hit. huliia- 'wool'; Skt. urna-, Av. varana- 'wool7, Gr. λήνος [n.] ( « *h₂ulhrneh₂-, or < *h₂ulhrno-)s OPr. wilna 'skirt', Lith. vilna 'wool', OCS vkna, Ru, volna (dial.) / volna (dial.), SCr. vunay Go. wulla, OHG wolla, OIc. ull 'wool'. The connection of lana with vellus and vello was rejected by Schrijver 1991, but is retained by Meiser 
825	340	langueō	ie_cognates	contains-greek;contains-laryngeal	Skt. slaksna- 'slippery, meagre, thin' (if from *slaks-); Gr. λαγαίω 'to release', λαγαρός 'slack, emaciated, thin', λάγανον 'thin cake\ λάγνος 'lascivious, voluptuous', *λαγος (*λάξ) 'slack, thin' in λαγόνες pi. f. (m.) 'the hollows on the side, the flanks', λαγώς 'hare' (< *λαγ(ο)-ω[υσ]-ός 'with slack ears'); λαγγάζω 'to slacken'; OIc. slakr, OS slac, OE slcec 'weak, floppy', MLG lak; ToA slakka
826	340	lanius	pie	contains-laryngeal	*h₃lomH-io-.
826	340	lanius	ie_cognates	contains-greek;contains-laryngeal	Olr. rolaimethar, 'to dare' < *lamie/o- < *lmH-ie-, W. llafasu 'id.5, Co. lauosos 'to be allowed'; Gr. νωλεμές 'without pause' < *h₃lem-?; Lith. lemti 'to decide, determine', OCS lomiti, Ru. lomiV 'to break'; OHG lam 'lame' < *lom(H)-. Leumann explains the suffix of lanienafromdissimilation of *lani-ma, whereas WH regard it as Etruscan. Since lanista is explained as Etruscan by the Romans, WH rega
828	341	lapis, -dis	ie_cognates	contains-greek	Gr. λέπας [n.] 'bare rock, mountain', λεπάς, -άδος [f] 'limpet', λεπάδες 'molluscs which stick to rocks' (Hsch.). Probably a Mediterranean loanword of the structure *!VpVd-.
829	341	lapit	entry_text	contains-greek	lapit 'affects' [v. ΠΙ/TV] (Pac. lx: lapit cor euro, aerumna cor conficit, Paul exF. lx 'dolore officii) It is argued by WH and BE that lapit may belong to Gr. λέπω 'to peer and Lat. lepidus 'charming'. Yet I see no obvious semantic connection between lapit and 'to peel', and formally, lep- and lap- are difficult to combine into one etymology (possibly, via unrounding of *lop-). Hence, the etymolo
830	341	laqueus	entry_text	contains-greek	laqueus 'loop of rope, noose, trap' [m. ο] (Pl.+)
831	341	Lar, Lāris	bibliography	contains-greek	"WH I: 762L, EM 341, IEW 654. → lama largus ""generous, bountiful"" [adj. ο/ο] (Pl.+) Wlfl: 764, EM 342, IEW 652."
832	342	laridum	entry_text	contains-greek;contains-laryngeal	laridum 'bacon' [η. ο] (Pl.+; Lucil.-l· lardum) The etymology as *lajes-idos (see s.v. largus) would normally yield *laeridus (cf Meiser 1998: 88). The Attic adj. λαρϊνός 'fatted, fat' may well be derived from λαρός (II.) 'delicious, sweet', sup. λαρώτατος. Beekes (fthc.) proposes a base *λα(ρ)αρος or *λα(ρ)ερος, and a possible connection with απολαύω 'to enjoy' < *lh₂u-. It seems likely that Lati
835	342	lascrvus	pie	contains-laryngeal	*lh₂s-ko- 'desirous'. *lh₂s- 'to desire'.
835	342	lascrvus	ie_cognates	contains-greek;contains-laryngeal	Olr. lainn 'eager' < *lasni- < *lh₂s-n-; Gr. λιλαίομαι 'to desire strongly' < *li-las-je-, ληνίς 'a Bacchante'; Lith. loksnus 'sensitive' < *leh₂s-n-, Ru. lasyj 'greedy, eager, affectionate1 < *leh₂s-o-. Derivative of a stem *lasko-9 which can be regarded as the phonetic reflex of the PIE preform since Schrijver 1991. A connection with lacio 'to pull' is possible (*lak-sko-9 thus Leumann p. 341), 
836	343	lassus	entry_text	contains-greek	lassus 'tired, weary' [adj. ο/α] (Pl.+)
836	343	lassus	ie_cognates	contains-greek	Gr. ληδεΐν 'to g e ^ e tired' (Hsch.), Alb. lodhem 'to be tired* (< *led-), Go. letan 'to let' < *leh,d-, lats 'slow' < ^Ihjd-o-. The PIE root is formed with a ^-enlargement to *Ih r 'to let\ The reflex *lad-to- can be explained from *///C- > *laC- or from *RHDC- > *RaDC~.
837	343	lateō	pie	contains-laryngeal	*lh₂-to- 'hidden'.
837	343	lateō	ie_cognates	contains-greek;contains-laryngeal	Gr. Xmn3avco, λτγθω, aor. λαΰεϊν 'to be hidden', λάύρη, -α 'secretly' < *l(e)h₂-dh-; λητοΠ/ λήιτο 'he forgot' (Hsch.) < *leh₂-; OCS lajatij OCz. lakati, USorb. iakac 'to lie in wait for'. Latere represents a stative verb in *-e- derived from * lotos 'hidden'. Since the -e- of latebra was short (see Serbat 1975: 62f.), it is best explained by analogy with tenebrae; if the noun were deverbal, one wo
837	343	lateō	bibliography	contains-laryngeal	WH I: 768f., EM 343, IEW 651, Schrijver 1991:166, LIV 3.*Ieh₂-. → laevus ```text later, -is 'brick, block' [m. r] (Pl.+) WH I: 769, EM 343, IEW 1018f. → latus i ```
838	343	latex, -icis	entry_text	contains-greek	latex, -icis 'water, liquid' [m. k] (Acc.+) If latex was borrowed from Gr. λάταξ, -άγος [f.] 'drop of wine', the suffix -αξ could have been changed to -ex to file the word with the other nouns in -ex. EM rightly remark that the semantic shift from the specific 'drop of wine' in Greek to a general 'water, liquid' in Latin seems strange. It might be conceivable in the case of a strongly metaphorical
839	344	latus	entry_text	contains-greek	latus 'broad, wide' [adj. ο/α] (Pl.+)
839	344	latus	ie_cognates	contains-greek	Olr. consla* 'to go away'. WH and Meiser 1998 posit a form *stlH-to- 'spread' to Gr. στέλλω 'to prepare, dispatch', OCS stblati 'to spread', but this root is now reconstructed without a final laryngeal (LIV: *stel· 'to place')- Alternatively, one could connect latus with PCI. *-sla- 'to go away5 (< pr. *s!a-(ie/o)-) as attested in Olr. con-sla. In that case, the spelling stla- in Latin could be in
842	345	lavo, -are	proto_italic	contains-laryngeal	pr. *lowa-, intnpr. *lowa-e-. *lowa- > *lawa-. The same verb is also contained in the compounds in -luere. Meiser suggests an original reduplicated *le-louh₃-, which seems semantically attractive. Schrijver 1991: 397 suggests that lavare reflects *lawa-e-, a stative verb to the tr. stem *lawa-. This explanation is rejected by Meiser 1998: 187 because he assumes that *-a-e- contracts to -e-\ but th
842	345	lavo, -are	pie	contains-laryngeal	*(le-)louh₃- 'to wash' [pr.], *louh₃-tro- 'wash-basin'. *louH-C- >
842	345	lavo, -are	ie_cognates	contains-greek	Olr. loathar, Bret, laouer 'basin' < PCI. *huatro-, Gr. λοέω, λούω Ί wash', Η. λοετρόν, Att. λουτρόν, Dor. λωτρόν 'bath' (Hsch.); Arm. loganam 'to bathe', lowanam 'wash', aor. logac'e- I lowac'e-; OAIb. sb. laa 'to wash', OIc. laudr [n.] 'lye, foam', OE leapor 'soap-foam'. The pn lavere shows
842	345	lavo, -are	bibliography	contains-laryngeal	WH I: 338, 773f„ EM 168, 344f., IEW 692, Schrijver 1991: 396-398, 444-446, Meiser 1998: 85, 187, 192, Rix 1999: 519, Untermann 2000: 866f, LIV *leuh₃-,
844	346	Iectus	entry_text	contains-greek;contains-laryngeal	Iectus 'bed, couch₁ [m. ο] (Pl.+)
844	346	Iectus	proto_italic	contains-greek	*Ιεχε/ο- 'to lie down', Vekto/u- bed'.
844	346	Iectus	italic_cognates	contains-greek	Fal, lecet [3s.pr,] Mies' (with a stop, of analogical origin?), SPic. veiat Mies' < *1εχ}ά-.
844	346	Iectus	ie_cognates	contains-greek	Olr, laigid, -laig 'to lie down' < PCI. *leg-e/o-, Gr. λέχεταιϋ 'sleeps' (Hsch,), aor. λέκτο, λέξο, -λέχθαι, -λεγμένος 'to lie down', λεχος [n.] 'lair, bed', λέκτρον 'lair, (nuptial) bed'; OCS -leze, -leg<? Maid down', Go. ligcm, OIc. liggja 'to lie', ToB lyasom 'lies', WH rightly notice that a nominal formation *legʰ-to- 'bed' would be strange, but it does not seem impossible: 'lied upon' > 'bed'
845	347	lego, -ere	ie_cognates	contains-greek	Gr, λέγω, aor, έλεξα 'to collect, count; speak', λόγος [m,] 'account, word'; Alb. mb-ledh 'to collect'. Possibly, also Olr. legaid, -lega* 'to melt (tr. and intr,), destroy, extinguish' < *leg-a-, MW dilein 'to destroy, chase away' < *di-Ieg^na-, go-leith 'to fear, avoid' < *uo-leg-tV-; MW lleith 'wet, moist' < *leg-to-. The evidence for a separate PIE root 'to trickle' (thus LIV) is extremely wea
847	348	lSnis	pie	contains-greek	*lehrn(o/i)- 'lazy, slow'. *lehr(e)no-. The semantic proximity of 'soft, calm' to 'lazy, slow' is close enough to retain the connection with BSL *lenos 'lazy'. The /-stem in Latin has apparently replaced an earlier o-stem (as in hilaris / hilarus, and viridis for *viridus). It is also possible that lenis was built on an original π-stem *leh r n-, since the BSL hesitation between acute and circumfl
848	348	Ιδηδ	entry_heading	contains-greek	Ιδηδ
848	348	Ιδηδ	entry_text	contains-greek	Ιδηδ 'brothel-keeper' [m. η] (Pl.+)
